arm	evt	hit_base	hit_arm	moved	d_base	d_arm	adverse	rescued	nue_b	nue_a	numu_b	numu_a	agree	transferred	dual_d	has_vertex	off_ms	route
work-pr112i-snapD1-numu100	166738	1	1	0	0.3379223149057317	0.3379223149057317	0	0	-15.0	-15.0	3.901160717010498	3.901160717010498	True	False	0.9502586844932542	True	2562.997925	dl-dual-snap-accept
work-pr112i-snapD1-numu100	166804	0	0	0	24.61457704210037	24.61457704210037	0	0	-15.0	-15.0	-1.2655905485153198	-1.2655905485153198	True	True	0.15511914415116548	True	1238.966438	dl-dual-snap-accept
work-pr112i-snapD1-numu100	167112	1	1	0	0.20631363101373734	0.20631363101373734	0	0	-15.0	-15.0	3.56064510345459	3.56064510345459	True	False	0.3662520523808002	True	1525.911812	dl-dual-snap-accept
work-pr112i-snapD1-numu100	167684	1	1	0	0.13071327365273266	0.13071327365273266	0	0	-15.0	-15.0	-1.5693708658218384	-1.5693708658218384	True	True	0.09094551451044464	True	1300.038732	dl-dual-snap-accept
work-pr112i-snapD1-numu100	168432	0	0	0	7.709922854045937	7.709922854045937	0	0	-15.0	-15.0	2.0067663192749023	2.0067663192749023	False	False	1.09981238884524	True	1791.86197	dl-dual-snap-reject
work-pr112i-snapD1-numu100	168526	1	1	0	0.2423755869241581	0.2423755869241581	0	0	-15.0	-15.0	3.7231152057647705	3.7231152057647705	True	False	0.5122865309346865	True	7352.081138	dl-dual-snap-accept
work-pr112i-snapD1-numu100	168614	1	1	0	1.534415156676383	1.534415156676383	0	0	-15.0	-15.0	2.364877939224243	2.364877939224243	True	False	1.5344183895367405	True	1721.420769	dl-dual-snap-reject
work-pr112i-snapD1-numu100	168658	1	1	0	1.6349060420491763e-05	1.6349060420491763e-05	0	0	-15.0	-15.0	1.9718239307403564	1.9718239307403564	True	True	0.0	True	1442.78193	dl-dual-snap-accept
work-pr112i-snapD1-numu100	169356	1	1	0	0.7173375318113574	0.7173375318113574	0	0	-15.0	-15.0	0.9956201910972595	0.9956201910972595	True	False	0.27513167681460404	True	2425.846103	dl-dual-snap-accept
work-pr112i-snapD1-numu100	169598	1	1	0	0.08897070703515494	0.08897070703515494	0	0	-15.0	-15.0	-1.4645265340805054	-1.4645265340805054	True	True	0.5560660909165949	True	1322.44126	dl-dual-snap-accept
work-pr112i-snapD1-numu100	48367	0	1	1	56.879565108812926	7.779400652913833e-06	0	1	-15.0	-15.0	0.6168683171272278	2.390007495880127	True	True	0.0	True	3023.167831	dl-dual-snap-accept
work-pr112i-snapD1-numu100	48895	1	1	0	0.0001044213846049744	0.0001044213846049744	0	0	-15.0	-15.0	2.810129165649414	2.810129165649414	True	True	0.00011222021322073396	True	1534.010294	dl-dual-snap-accept
work-pr112i-snapD1-numu100	49951	1	1	0	0.21804737240013378	0.21804737240013378	0	0	-15.0	-15.0	2.395705461502075	2.395705461502075	True	False	0.21804861853771454	True	1405.25743	dl-dual-snap-accept
work-pr112i-snapD1-numu100	50303	0	0	0	22.46568802298336	22.46568802298336	0	0	-15.0	-15.0	0.19626636803150177	0.19626636803150177	True	True	0.09928279507826879	True	1375.776195	dl-dual-snap-accept
work-pr112i-snapD1-numu100	50831	0	0	0	6.8425769441694575	6.8425769441694575	0	0	-15.0	-15.0	-2.037705421447754	-2.037705421447754	True	False	0.0	True	1732.615299	dl-dual-snap-accept
work-pr112i-snapD1-numu100	51051	1	1	0	0.25194792396446425	0.25194792396446425	0	0	-15.0	-15.0	4.030255317687988	4.030255317687988	True	True	0.7575270958549629	True	1912.040564	dl-dual-snap-accept
work-pr112i-snapD1-numu100	51513	1	1	0	0.5488497978565984	0.5488497978565984	0	0	-15.0	-15.0	2.834113836288452	2.834113836288452	True	True	0.5488499311146053	True	1181.894492	dl-dual-snap-accept
work-pr112i-snapD1-numu100	52657	1	1	0	1.0661708916753308e-05	1.0661708916753308e-05	0	0	-15.0	-15.0	1.1781224012374878	1.1781224012374878	True	True	0.0	True	1172.292664	dl-dual-snap-accept
work-pr112i-snapD1-numu100	52723	1	1	0	0.7804326321042483	0.7804326321042483	0	0	-15.0	-15.0	3.1397416591644287	3.1397416591644287	True	False	0.35007790207672435	True	1197.06537	dl-dual-snap-accept
