evt	d_target_base	d_target_off	n_base	n_off	R0	R1	snap_cm	R2	target_gap	R3_uniW0
165544	0.096	0.219	18	18	0	1	0.096	1	0.209	0
165767	0.152	0.0	15	14	0	0	0.253	0	0.152	0
166006	0.505	0.96	13	13	1	1	0.505	1	0.509	1
166050	0.067	0.051	24	24	1	1	0.067	1	0.041	1
166295	0.111	0.0	38	37	0	1	0.111	1	0.111	0
166996	0.524	0.0	32	32	1	0	0.127	0	0.524	0
167351	0.0	0.0	24	24	0	0	0.0	0	0.0	0
167744	0.0	0.0	35	35	1	1	0.0	1	0.0	1
168209	0.197	0.074	12	12	1	1	0.197	1	0.139	1
168448	1.022	0.789	11	11	1	1	1.022	1	0.501	1
168869	0.0	0.0	12	12	1	1	0.0	1	0.0	1
169067	0.677	1.141	23	23	1	1	0.677	1	0.525	1
169152	0.0	0.0	19	19	0	0	1.269	0	0.0	0
169221	0.0	0.0	8	8	1	1	0.0	1	0.0	1
169240	0.421	0.421	9	9	1	1	1.462	1	0.0	1
169306	3.37	3.37	18	19	0	0	2.465	0	0.0	0
169658	0.245	0.241	18	18	1	1	0.245	1	0.063	1
169724	0.226	0.0	13	13	1	0	0.669	0	0.226	0
169793	0.426	0.35	87	89	1	1	0.426	1	0.142	1
170076	1.755	0.708	33	33	1	1	1.755	1	1.756	1
170098	0.829	0.392	80	80	1	1	0.829	1	0.476	1
170274	0.0	0.0	23	23	1	1	0.0	1	0.0	1
170326	0.0	0.0	10	10	0	0	0.0	0	0.0	0
170365	0.294	0.248	7	7	1	1	0.294	1	0.054	1
170428	0.486	0.521	12	12	1	1	0.489	1	0.039	1
170585	0.163	0.125	9	9	1	1	0.163	1	0.118	1
170761	1.61	1.13	50	48	1	1	1.61	1	0.524	1
171143	0.647	0.346	29	27	1	1	0.647	1	0.343	1
171352	0.552	0.272	41	40	1	1	0.552	1	0.32	1
171528	0.0	0.0	31	31	0	0	0.0	0	0.0	0
171572	0.517	0.677	31	31	1	1	0.517	1	0.181	1
171729	0.281	0.0	30	33	1	1	0.191	1	0.281	1
171866	1.286	1.365	10	10	1	1	1.286	1	0.181	1
172020	0.201	0.175	21	19	1	1	0.201	1	0.281	1
172177	0.852	0.622	60	60	1	1	0.852	1	1.276	1
172344	1.881	0.426	6	6	1	1	1.881	1	1.674	1
172617	0.832	0.0	10	10	1	1	0.832	1	0.832	1
172762	0.0	0.0	6	6	1	1	0.0	1	0.0	1
172850	0.438	0.364	5	5	1	1	0.438	1	0.136	1
173049	1.416	1.157	9	9	1	1	1.416	1	0.259	1
173093	0.0	0.0	58	59	1	1	0.0	1	0.0	1
173108	0.088	0.127	13	13	1	1	0.088	1	0.159	1
173340	0.0	0.0	8	8	1	1	0.0	1	0.0	1
173450	3.785	3.814	5	5	0	0	0.0	0	0.086	0
173585	0.729	0.767	13	13	0	1	0.729	1	0.156	1
173620	0.144	0.0	28	28	0	0	0.014	0	0.144	0
173819	1.318	0.475	29	30	1	1	1.318	1	1.267	1
173912	0.313	0.222	20	19	0	1	0.313	1	0.168	0
174311	0.687	0.212	10	10	0	1	0.687	1	0.895	0
174352	1.64	0.269	36	37	1	1	1.64	1	1.42	1
174661	0.572	0.602	3	3	1	1	0.572	1	0.11	1
174771	0.345	0.26	104	101	1	1	0.753	1	0.12	1
174795	0.0	0.0	6	6	1	1	0.0	1	0.0	1
174896	0.465	0.125	64	64	1	0	2.158	0	0.374	1
174993	0.0	0.0	12	12	1	1	0.0	1	0.0	1
175057	0.24	0.0	12	12	1	1	0.24	1	0.24	1
175094	0.729	0.374	25	25	1	1	0.729	1	0.379	1
175117	0.131	0.14	20	20	1	1	0.131	1	0.178	1
175814	0.456	0.544	9	9	1	1	0.456	1	0.104	1
175952	0.504	1.211	23	24	1	1	0.504	1	0.992	1
176150	0.0	0.0	6	6	1	1	0.0	1	0.0	1
176502	1.166	0.626	264	253	0	1	1.166	1	0.547	1
176533	0.594	0.291	97	98	1	1	0.594	1	0.321	1
176810	0.0	0.0	2	2	1	1	0.0	1	0.0	1
176948	1.112	0.835	17	17	1	1	1.112	1	0.682	1
176986	0.0	0.0	63	62	0	0	0.0	0	0.0	0
177068	0.344	0.059	26	28	0	0	1.973	0	0.397	0
177149	1.328	0.451	23	23	1	1	1.328	1	0.923	1
177178	2.545	2.783	7	7	1	1	2.545	1	0.247	1
177266	4.112	3.63	6	6	1	1	4.112	1	0.838	1
177360	0.42	0.42	9	9	1	1	0.42	1	0.103	1
177366	3.823	0.166	17	17	1	1	3.823	1	3.874	1
177521	0.05	0.142	39	39	1	1	0.05	1	0.177	1
177536	0.211	0.271	17	17	1	1	0.211	1	0.157	1
177939	0.167	0.006	7	7	0	0	0.586	0	0.168	0
177961	0.581	0.341	6	7	1	1	0.581	1	0.907	1
178225	0.2	0.0	23	23	1	1	0.2	1	0.2	1
178350	0.0	0.0	4	4	1	1	0.0	1	0.0	1
178388	0.543	0.406	13	13	1	1	0.543	1	0.138	1
178445	5.531	5.531	22	22	0	0	0.0	0	0.0	0
178535	0.0	0.0	6	6	0	0	0.0	0	0.0	0
178570	0.939	0.107	24	24	1	1	0.939	1	0.873	1
178645	0.337	0.448	9	9	0	1	0.337	1	0.385	0
178865	1.381	1.381	6	6	1	1	1.381	1	0.0	1
178885	1.917	1.917	21	21	1	1	1.917	1	0.0	1
179048	0.0	0.0	18	19	0	0	27.418	0	0.0	0
179054	0.344	0.443	21	21	1	1	0.344	1	0.408	1
179246	0.0	0.0	22	22	0	0	0.0	0	0.0	0
179369	0.0	0.0	74	74	1	0	0.549	0	0.0	1
179604	0.765	0.266	16	16	1	1	0.765	1	0.797	1
179611	0.253	0.248	35	35	1	1	0.253	1	0.249	1
179752	0.467	0.158	21	21	1	1	0.467	1	0.502	1
179765	0.118	0.0	8	8	1	1	0.118	1	0.118	1
179897	0.538	0.405	20	20	1	1	0.538	1	0.16	1
179912	0.655	0.081	19	19	0	0	0.0	0	0.73	0
180117	0.281	0.146	12	12	1	1	0.281	1	0.137	1
180544	0.149	0.176	27	27	0	1	0.149	1	0.03	1
180645	0.215	0.0	13	13	1	0	0.0	0	0.215	0
180698	0.075	0.0	20	21	1	1	0.075	1	0.075	1
236610	0.848	0.98	6	6	1	1	0.848	1	0.291	1
237292	0.746	0.594	47	47	0	0	0.0	0	0.389	0
237446	1.834	1.9	5	5	1	1	1.834	1	0.136	1
237798	0.329	0.613	20	20	1	1	0.968	1	0.407	1
240372	0.125	0.304	23	23	1	1	0.125	1	0.2	1
240636	0.142	0.517	17	17	1	1	0.142	1	0.488	1
241626	1.786	1.786	9	9	1	1	0.0	1	0.0	1
242000	2.065	0.404	7	7	1	1	2.065	1	2.421	1
242022	0.0	0.0	20	20	1	1	0.0	1	0.0	1
242484	0.0	0.0	21	21	1	1	0.0	1	0.0	1
242550	0.382	0.16	16	16	1	1	0.382	1	0.386	1
242726	0.15	0.288	26	25	1	1	0.15	1	0.326	1
242814	0.119	0.288	24	22	1	1	0.814	1	0.218	1
243628	0.653	0.149	51	50	0	1	0.653	1	0.721	1
275231	2.715	2.448	27	27	1	1	2.14	1	0.298	1
275539	14.616	14.616	34	33	0	1	0.0	1	0.0	0
277123	0.0	0.0	20	20	1	1	0.0	1	0.0	1
278509	0.0	0.0	21	21	1	1	0.0	1	0.0	1
279213	0.0	0.0	20	20	1	1	0.0	1	0.0	1
279955	1.052	0.36	9	9	1	1	1.052	1	0.975	1
279977	2.32	2.388	11	11	1	1	2.32	1	0.096	1
280159	1.946	1.645	111	112	1	1	1.846	1	0.426	1
280351	0.363	0.385	19	19	1	1	0.363	1	0.217	1
280709	0.314	0.0	39	39	0	0	0.0	0	0.314	0
280945	0.0	0.0	14	14	0	0	0.143	0	0.0	0
281567	0.0	0.0	199	201	0	0	0.297	0	0.0	0
281781	0.518	0.403	125	123	0	1	0.518	1	0.16	1
281985	1.248	1.201	11	12	1	1	1.248	1	0.223	1
282491	0.594	0.152	9	9	1	1	0.594	1	0.444	1
282749	2.439	0.214	19	20	1	1	2.439	1	2.379	1
282909	0.0	0.0	92	90	0	0	1.17	0	0.0	0
283299	0.0	0.0	57	58	1	1	0.0	1	0.0	1
283568	0.301	0.112	48	47	1	1	0.301	1	0.216	1
283591	0.614	0.803	3	3	1	1	0.614	1	0.196	1
283833	0.0	0.0	32	30	0	1	0.0	1	0.0	0
283849	0.147	0.149	10	10	1	1	0.431	1	0.021	1
284047	0.0	0.0	2	2	1	1	0.0	1	0.0	1
284206	0.285	0.264	32	31	1	1	0.285	1	0.136	1
284866	1.374	0.882	5	5	1	1	1.374	1	0.514	1
285350	0.42	0.0	11	11	1	1	0.42	1	0.42	1
285680	0.329	0.194	14	14	1	1	0.329	1	0.259	1
286296	0.0	0.0	42	43	0	1	0.0	1	0.0	0
286489	0.231	0.373	12	12	1	1	0.231	1	0.271	1
287374	0.0	0.0	14	14	1	1	0.0	1	0.0	1
287464	0.543	0.0	41	41	0	0	0.0	0	0.543	0
287638	0.0	0.0	11	10	0	0	0.62	0	0.0	0
287770	2.084	1.66	9	9	1	1	2.084	1	0.484	1
288012	4.386	4.421	23	23	1	1	4.386	1	0.241	1
289246	0.494	0.432	67	67	1	1	0.494	1	0.076	1
289464	0.555	0.667	16	16	1	1	0.555	1	0.554	1
289862	0.0	0.0	4	4	0	0	0.0	0	0.0	0
290542	1.651	1.652	7	7	0	0	3.164	0	0.0	0
290588	0.463	0.686	45	45	0	1	0.463	1	0.239	1
292370	0.484	0.475	7	7	1	1	0.484	1	0.225	1
292436	0.409	0.0	29	28	1	0	0.0	0	0.409	1
292524	0.047	0.0	57	60	1	1	0.047	1	0.047	1
292568	0.137	0.065	44	46	1	1	0.137	1	0.203	1
292722	0.536	0.328	18	18	1	1	0.536	1	0.222	1
