run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
296	86	10992	work-r3nue-d117c1x/f000/pr_evt10992	1	14	45	487	3668.1	0.20408	0.30986	0.030801	0.0061602	0.14529	0.045175	0.54524	2	0.82639	2430	0.063655	0.22793	0.010267	0.0041068	0.26266	0.0020534	0	487	0.043011	0.03871	0.2483	0	0.045175	465	0.024742	0.016495	0.20053	0	0.0041068	485
296	86	1150	work-r3nue-d117c1x/f000/pr_evt1150	1	9	8	91	285.46	0.16379	0.1566	0	0	0.14483	0.010989	0	0	0.8931	462	0	0.20879	0.010989	0	0.26368	0	0	91	0.010989	0.010989	0.27175	0	0	91	0	0	0.24373	0	0	91
296	86	1154	work-r3nue-d117c1x/f000/pr_evt1154	1	12	37	979	3282.7	0.31941	0.26317	0.081716	0	0.35641	0.02145	3.3509	11	0.7265	9390	0.072523	0.25638	0.018386	0.0061287	0.25718	0	0	979	0.031762	0.016393	0.27332	0	0.0030644	976	0.018443	0.0040984	0.23973	0	0.0030644	976
296	86	2935	work-r3nue-d117c1x/f000/pr_evt2935	1	3	43	1191	4157.5	0.26437	0.42924	0.15029	0.0050378	0.46857	0.033585	7.6969	32	0.37494	17524	0.16709	0.24937	0.033585	0.0092359	0.26824	0.0016793	0	1191	0.035461	0.018237	0.26517	0.0020263	0.17128	987	0.035473	0.01098	0.2426	0.0016892	0.0058774	1184
296	86	7158	work-r3nue-d117c1x/f000/pr_evt7158	1	18	27	1092	3616.9	0.45533	0.27155	0.03022	0	0.12125	0.010073	0.27648	1	0.91836	6931	0.010073	0.089744	0.010138	0.00553	0.23968	0	0.0064103	1085	0.017724	0.0065299	0.26555	0	0.018315	1072	0	0	0.24165	0	0.0064103	1085
296	86	9621	work-r3nue-d117c1x/f000/pr_evt9621	1	14	14	291	773.79	0.2481	0.20797	0.044674	0	0.26971	0.010309	3.877	3	0.85395	2151	0.068729	0.21306	0.0068729	0	0.26705	0	0	291	0.020619	0.010309	0.26326	0	0	291	0	0	0.22864	0	0.0034364	290
300	20	10603	work-r3nue-d117c1x/f001/pr_evt10603	1	13	14	623	2096.8	0.21589	0.26153	0.024077	0	0.17826	0.0096308	0.47692	1	0.80713	5287	0.011236	0.11236	0.017657	0.0032103	0.25724	0	0	623	0.0096308	0.0064205	0.25087	0	0	623	0.011254	0	0.26031	0	0.0016051	622
300	20	11199	work-r3nue-d117c1x/f001/pr_evt11199	1	15	35	396	1755.3	0.20422	0.22435	0.063131	0.0050505	0.23117	0.032828	1.7092	3	0.94852	2284	0.045455	0.31061	0.0076923	0.0051282	0.24997	0	0.015152	390	0.045455	0.030303	0.27184	0	0	396	0.010204	0.005102	0.24909	0	0.010101	392
300	20	11515	work-r3nue-d117c1x/f001/pr_evt11515	1	6	63	982	4130.2	0.23622	0.45842	0.11914	0.0081466	0.39713	0.040733	2.9055	12	0.59052	10196	0.093686	0.32383	0.029532	0.021385	0.24546	0	0	982	0.023422	0.011202	0.25768	0	0	982	0.022869	0.010395	0.23266	0	0.020367	962
300	20	4427	work-r3nue-d117c1x/f001/pr_evt4427	1	6	25	385	1384.2	0.25287	0.32603	0.064935	0	0.3332	0.025974	2.1674	3	0.75388	3324	0.083117	0.22597	0.018182	0.012987	0.25459	0	0	385	0.018373	0.013123	0.27942	0	0.01039	381	0.0052083	0	0.18808	0	0.0025974	384
