run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
719	45	10	work-r3cv-d116tfull/f000/pr_evt10	1	23	16	836	1986.8	0.2915	0.36233	0.063397	0.0095694	0.16129	0.041866	1.0066	2	0.54767	6244	0.027512	0.11483	0.040865	0.036058	0.25831	0	0.0047847	832	0.017964	0.0071856	0.24471	0	0.0011962	835	0.010791	0.0059952	0.24365	0	0.0023923	834
719	45	12	work-r3cv-d116tfull/f000/pr_evt12	0																																		
719	45	17	work-r3cv-d116tfull/f000/pr_evt17	1	20	6	419	1392.3	0.12029	0.45786	0.016706	0.0095465	0.068521	0.011933	1.4365	2	0.99399	2305	0.019093	0.033413	0.0023866	0.0023866	0.25182	0.0095465	0	419	0	0	0.23164	0.0095465	0	419	0.0026316	0	0.24023	0.010526	0.093079	380
719	45	19	work-r3cv-d116tfull/f000/pr_evt19	1	32	20	435	1312.9	0.27561	0.19553	0.018391	0	0.14274	0.0045977	0	0	0.92347	2497	0.0091954	0.14483	0.0045977	0.0022989	0.25392	0	0	435	0.0022989	0.0022989	0.23133	0	0	435	0.0023041	0.0023041	0.23473	0	0.0022989	434
719	45	22	work-r3cv-d116tfull/f000/pr_evt22	1	196	22	318	1473.2	0.16019	0.56611	0.04717	0	0.24815	0.081761	4.0729	6	0.95503	1493	0.1195	0.27987	0.031447	0.022013	0.27221	0	0	318	0.037736	0.018868	0.24335	0	0	318	0.050633	0.041139	0.27226	0	0.0062893	316
719	45	25	work-r3cv-d116tfull/f000/pr_evt25	1	9	2	41	68.727	0.018384	0.21066	0	0	0.066215	0	0	0	1	203	0	0.073171	0	0	0.30111	0	0	41	0	0	0.22099	0	0	41	0	0	0.26007	0	0	41
719	45	3	work-r3cv-d116tfull/f000/pr_evt3	0																																		
719	45	30	work-r3cv-d116tfull/f000/pr_evt30	1	12	4	21	143.89	0.020921	0.082776	0	0	0.064325	0	6.9498	1	1	77	0.19048	0.19048	0	0	0.16309	0	0	21	0	0	0.20901	0	0	21	0	0	0.1661	0	0	21
719	45	32	work-r3cv-d116tfull/f000/pr_evt32	1	5	15	138	663.21	0.046506	0.1	0	0	0.088044	0.014493	1.5078	1	1	528	0.072464	0.21739	0	0	0.25168	0	0	138	0.014493	0.014493	0.27187	0	0	138	0	0	0.1542	0	0	138
719	45	33	work-r3cv-d116tfull/f000/pr_evt33	0																																		
719	45	34	work-r3cv-d116tfull/f000/pr_evt34	0																																		
719	45	35	work-r3cv-d116tfull/f000/pr_evt35	0																																		
719	45	37	work-r3cv-d116tfull/f000/pr_evt37	0																																		
719	45	40	work-r3cv-d116tfull/f000/pr_evt40	0																																		
