run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
719	45	10	work-r3cv-d117c1x/f000/pr_evt10	1	23	16	849	1952	0.31224	0.3534	0.040047	0.0094229	0.19445	0.041225	2.0492	4	0.57514	6244	0.042403	0.10601	0.028269	0.022379	0.25923	0	0	849	0.024793	0.01889	0.26775	0	0.0023557	847	0.010613	0.0058962	0.25959	0	0.0011779	848
719	45	12	work-r3cv-d117c1x/f000/pr_evt12	0																																		
719	45	17	work-r3cv-d117c1x/f000/pr_evt17	1	20	6	421	1779.4	0.12631	0.44553	0.0095012	0.0095012	0.075243	0.011876	1.124	2	0.99523	2305	0.019002	0.04038	0.0023753	0.0023753	0.27485	0.0095012	0	421	0	0	0.26249	0.0095012	0	421	0.002611	0	0.24574	0.010444	0.090261	383
719	45	19	work-r3cv-d117c1x/f000/pr_evt19	1	32	20	424	1296.8	0.27382	0.21935	0.0070755	0	0.15988	0.004717	0	0	0.9109	2497	0.009434	0.12264	0.0023585	0.0023585	0.28836	0	0	424	0.0023585	0.0023585	0.25072	0	0	424	0.0023753	0.0023753	0.24002	0	0.0070755	421
719	45	22	work-r3cv-d117c1x/f000/pr_evt22	0																																		
719	45	25	work-r3cv-d117c1x/f000/pr_evt25	1	9	2	43	69.013	0.017255	0.22239	0	0	0.097273	0	0	0	1	203	0	0.069767	0.023256	0	0.27936	0	0	43	0.023256	0	0.30159	0	0	43	0	0	0.28154	0	0	43
719	45	3	work-r3cv-d117c1x/f000/pr_evt3	0																																		
719	45	30	work-r3cv-d117c1x/f000/pr_evt30	1	12	4	21	142.05	0.030623	0.10356	0	0	0.053436	0	7.0396	1	1	77	0.19048	0.19048	0	0	0.19628	0	0	21	0	0	0.29039	0	0	21	0	0	0.23719	0	0	21
719	45	32	work-r3cv-d117c1x/f000/pr_evt32	1	5	15	140	663.96	0.038818	0.094157	0	0	0.092008	0.021429	1.5061	1	1	528	0.085714	0.21429	0.0071429	0	0.22085	0.0071429	0	140	0.014286	0.014286	0.2806	0.0071429	0	140	0	0	0.17699	0.0071429	0	140
719	45	33	work-r3cv-d117c1x/f000/pr_evt33	0																																		
719	45	34	work-r3cv-d117c1x/f000/pr_evt34	0																																		
719	45	35	work-r3cv-d117c1x/f000/pr_evt35	0																																		
719	45	37	work-r3cv-d117c1x/f000/pr_evt37	0																																		
719	45	40	work-r3cv-d117c1x/f000/pr_evt40	0																																		
719	45	41	work-r3cv-d117c1x/f000/pr_evt41	1	9	2	8	31.002	0.15673	0.1131	0	0	0.13347	0	0	0	1	24	0	0	0	0	0.20511	0	0	8	0	0	0.30321	0	0	8	0	0	0.051109	0	0	8
719	45	42	work-r3cv-d117c1x/f000/pr_evt42	1	3	6	121	298.18	0.023366	0.02261	0	0	0.26999	0	0	0	0.53513	1225	0	0.066116	0	0	0.22153	0	0	121	0	0	0.2639	0	0	121	0	0	0.22148	0	0	121
719	45	45	work-r3cv-d117c1x/f000/pr_evt45	0																																		
719	45	48	work-r3cv-d117c1x/f000/pr_evt48	1	21	4	246	838.14	0.047803	0.011951	0.01626	0	0.11152	0.004065	1.1931	1	0.9465	1660	0.012195	0.11382	0	0	0.23676	0	0	246	0.012821	0.0042735	0.27337	0	0.04878	234	0.0041152	0	0.24953	0	0.012195	243
713	45	1	work-r3cv-d117c1x/f001/pr_evt1	1	85	18	665	2313.4	0.043055	0.21359	0.027068	0	0.11961	0.0075188	0.43226	1	0.80135	4477	0.02406	0.097744	0.006015	0.0015038	0.24205	0	0	665	0.0062794	0.0015699	0.24705	0	0.042105	637	0.010542	0.0045181	0.2548	0	0.0015038	664
713	45	10	work-r3cv-d117c1x/f001/pr_evt10	1	15	7	154	878.98	0.14008	0.19378	0.071429	0.0064935	0.14657	0.064935	3.4131	3	0.89453	1010	0.077922	0.13636	0.065359	0.026144	0.2946	0.026144	0.0064935	153	0	0	0.29637	0.025974	0	154	0.013072	0.013072	0.26761	0.026144	0.0064935	153
713	45	12	work-r3cv-d117c1x/f001/pr_evt12	0																																		
713	45	15	work-r3cv-d117c1x/f001/pr_evt15	0																																		
713	45	25	work-r3cv-d117c1x/f001/pr_evt25	1	9	6	392	934	0.082248	0.22803	0	0	0.1055	0.002551	0	0	0.98738	2264	0	0.02551	0.0025641	0	0.25658	0	0.005102	390	0	0	0.26385	0	0.002551	391	0.002551	0.002551	0.25448	0	0	392
713	45	26	work-r3cv-d117c1x/f001/pr_evt26	1	16	7	368	1780.6	0.3086	0.3408	0.021739	0.01087	0.10075	0.013587	0.56161	1	0.94071	2109	0.019022	0.046196	0	0	0.26816	0.01087	0	368	0.0081744	0.0027248	0.24359	0.010899	0.0027174	367	0.0054496	0	0.24378	0.010899	0.0027174	367
713	45	28	work-r3cv-d117c1x/f001/pr_evt28	0																																		
713	45	30	work-r3cv-d117c1x/f001/pr_evt30	0																																		
