idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1886884	0	nan
1	6505	130	12	1801724	0	nan
2	6512	130	13	1725568	0	nan
3	6520	130	16	1788864	0	nan
4	6528	130	12	1880912	0	nan
5	6529	130	12	1833432	0	nan
6	6532	130	18	2112928	0	nan
7	6536	130	12	1818560	0	nan
8	6545	130	15	1885872	0	nan
9	6550	130	10	1686420	0	nan
10	6570	131	22	2066520	0	nan
11	6588	131	11	1703908	0	nan
12	6604	132	28	2200644	0	nan
13	6606	132	14	1959896	0	nan
14	6612	132	15	2066340	0	nan
15	6642	132	18	2080360	0	nan
16	6650	132	13	2011484	0	nan
17	6711	134	11	1758948	0	nan
18	6748	134	14	1770992	0	nan
19	6775	135	11	1760940	0	nan
20	6786	135	18	1999556	0	nan
21	6804	136	13	1817368	0	nan
22	6805	136	12	1921628	0	nan
23	6806	136	12	2011932	0	nan
24	6821	136	13	1783080	0	nan
25	6822	136	18	2135036	0	nan
26	6837	136	14	2057816	0	nan
27	6844	136	14	1996952	0	nan
28	6852	137	14	1841480	0	nan
29	6867	137	13	1795908	0	nan
30	6874	137	22	2171768	0	nan
31	6878	137	17	1937544	0	nan
32	6887	137	12	1781420	0	nan
33	6888	137	22	2041928	0	nan
34	6898	137	12	1760108	0	nan
