idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1964128	0	nan
1	6505	130	11	1870468	0	nan
2	6512	130	13	1780716	0	nan
3	6520	130	15	1834684	0	nan
4	6528	130	11	1954128	0	nan
5	6529	130	11	1884636	0	nan
6	6532	130	17	2192584	0	nan
7	6536	130	11	1898568	0	nan
8	6545	130	14	1957148	0	nan
9	6550	130	10	1732424	0	nan
10	6570	131	20	2155404	0	nan
11	6588	131	9	1769640	0	nan
12	6604	132	24	2297852	0	nan
13	6606	132	12	2052240	0	nan
14	6612	132	13	2138252	0	nan
15	6642	132	17	2175196	0	nan
16	6650	132	12	2090412	0	nan
17	6711	134	10	1827852	0	nan
18	6748	134	13	1837528	0	nan
19	6775	135	11	1822044	0	nan
20	6786	135	17	2072220	0	nan
21	6804	136	12	1885404	0	nan
22	6805	136	12	2011720	0	nan
23	6806	136	12	2083628	0	nan
24	6821	136	12	1852252	0	nan
25	6822	136	16	2239912	0	nan
26	6837	136	13	2148908	0	nan
27	6844	136	13	2086508	0	nan
28	6852	137	13	1906008	0	nan
29	6867	137	12	1841132	0	nan
30	6874	137	20	2243968	0	nan
31	6878	137	15	2012660	0	nan
32	6887	137	11	1840380	0	nan
33	6888	137	20	2127352	0	nan
34	6898	137	11	1809656	0	nan
