sample	event	arm	segid	source	nseg	npoints	len_cm	ke_mcs	amb	tracklen_cm	ke_range_mcs	ke_range_toolkit	ke_dqdx_toolkit	nsegs14	bad_path	cathode_drop	cathode_mask	nseg_chain	len_chain	ke_range_chain	nseg_bridged	len_bridged
mcp1k	292643	work-mcp1k-mcs80on	18009	pf_muon	1	313	188.3	428.8	0.2606	187.7	437.0	441.1	437.6	13	false	2	3	-1	-1	-1	0	0
mcp1k	292687	work-mcp1k-mcs80on	11005	pf_muon	1	119	70.6	2178.4	0.9775	70.6	188.1	188.8	158.0	5	false	0	0	-1	-1	-1	0	0
mcp1k	313979	work-mcp1k-mcs80on	12001	pf_muon	1	437	263.2	586.2	0.01007	263.2	602.3	607.2	596.2	18	false	2	3	-1	-1	-1	0	0
mcp1k	314507	work-mcp1k-mcs80on	51007	pf_muon	1	101	61.7	1085.3	0.8993	61.7	168.9	169.7	117.7	4	false	0	0	-1	-1	-1	0	0
mcp1k	315013	work-mcp1k-mcs80on	15019	pf_muon	1	182	108.7	542.7	0.788	108.1	267.3	269.9	237.2	8	false	0	0	-1	-1	-1	0	0
mcp1k	315167	work-mcp1k-mcs80on	8010	pf_muon	1	96	57.3	165.5	0.6808	55.6	155.9	160.1	136.3	4	false	0	0	-1	-1	-1	0	0
mcp1k	315497	work-mcp1k-mcs80on	14001	pf_muon	1	428	256.0	788.0	0.5602	254.4	583.1	591.1	553.0	17	false	2	2	-1	-1	-1	0	0
mcp1k	315849	work-mcp1k-mcs80on	11000	pf_muon	1	126	74.8	34.5	1	74.2	195.9	197.9	157.5	5	false	0	0	-1	-1	-1	0	0
mcp1k	315871	work-mcp1k-mcs80on	18005	pf_muon	1	162	96.5	314.8	0.6146	96.5	242.8	243.9	244.6	7	false	0	0	-1	-1	-1	0	0
mcp1k	316025	work-mcp1k-mcs80on	16034	pf_muon	1	136	81.0	193.8	0.5411	79.9	208.0	211.1	246.1	5	false	0	0	-1	-1	-1	0	0
mcp1k	316311	work-mcp1k-mcs80on	11001	pf_muon	1	134	80.0	531.0	0.7832	80.0	208.1	208.8	190.0	6	false	0	0	-1	-1	-1	0	0
mcp1k	316553	work-mcp1k-mcs80on	11001	pf_muon	1	359	214.9	1031.0	0.6443	214.5	495.7	499.6	486.9	15	false	0	0	-1	-1	-1	0	0
mcp1k	316729	work-mcp1k-mcs80on	8026	pf_muon	1	201	121.1	218.3	0.4541	119.7	291.9	296.2	289.6	8	false	2	2	-1	-1	-1	0	0
mcp1k	317191	work-mcp1k-mcs80on	17029	pf_muon	1	131	78.1	224.6	0.6675	76.5	200.7	204.7	243.5	5	false	0	0	-1	-1	-1	0	0
mcp1k	317939	work-mcp1k-mcs80on	26000	pf_muon	1	255	152.9	380.9	0.4446	149.6	355.1	364.4	311.3	10	false	0	0	-1	-1	-1	0	0
mcp1k	318731	work-mcp1k-mcs80on	1002	pf_muon	1	132	78.8	251.1	0.7857	78.4	204.7	206.3	198.0	5	false	0	0	-1	-1	-1	0	0
mcp1k	319611	work-mcp1k-mcs80on	2001	pf_muon	1	185	110.6	1796.7	0.9455	110.0	271.3	274.0	272.6	7	false	0	0	-1	-1	-1	0	0
mcp1k	320029	work-mcp1k-mcs80on	24002	pf_muon	1	374	223.8	503.2	0.08396	222.5	513.2	519.3	520.9	15	false	0	0	-1	-1	-1	0	0
mcp1k	320865	work-mcp1k-mcs80on	13002	pf_muon	1	253	151.2	447.1	0.5381	150.9	357.9	360.7	358.3	10	false	0	0	-1	-1	-1	0	0
mcp1k	321107	work-mcp1k-mcs80on	13000	pf_muon	1	399	239.0	503.6	0.09281	236.3	543.5	553.1	522.7	16	false	0	0	-1	-1	-1	0	0
mcp1k	321173	work-mcp1k-mcs80on	10001	pf_muon	1	218	130.2	329.0	0.3392	129.5	312.5	315.7	308.1	9	false	0	0	-1	-1	-1	0	0
mcp1k	321371	work-mcp1k-mcs80on	18006	pf_muon	1	428	256.3	1256.0	0.7626	254.0	582.1	591.7	581.9	17	false	0	0	-1	-1	-1	0	0
mcp1k	321767	work-mcp1k-mcs80on	15008	pf_muon	1	355	212.2	751.8	0.5341	207.2	479.5	493.5	465.2	14	false	0	0	-1	-1	-1	0	0
mcp1k	345633	work-mcp1k-mcs80on	8013	pf_muon	1	203	121.1	275.2	0.4426	118.1	288.4	296.3	260.5	8	false	0	0	-1	-1	-1	0	0
mcp1k	347085	work-mcp1k-mcs80on	4011	pf_muon	1	95	56.4	199.5	0.8489	56.4	157.6	158.2	122.1	4	false	0	0	-1	-1	-1	0	0
mcp1k	348471	work-mcp1k-mcs80on	12054	pf_muon	1	113	67.3	158.4	0.2438	67.3	180.9	181.7	168.4	5	false	0	0	-1	-1	-1	0	0
mcp1k	348691	work-mcp1k-mcs80on	9003	pf_muon	1	601	360.0	1554.7	0.645	358.1	810.6	829.6	829.6	25	false	0	0	-1	-1	-1	0	0
mcp1k	348845	work-mcp1k-mcs80on	7001	pf_muon	1	121	71.8	1656.8	0.9917	71.1	189.1	191.3	167.7	5	false	0	0	-1	-1	-1	0	0
mcp1k	349241	work-mcp1k-mcs80on	15001	pf_muon	1	88	52.5	116.6	0.5778	51.9	147.9	149.6	137.4	3	false	0	0	-1	-1	-1	0	0
mcp1k	349461	work-mcp1k-mcs80on	17005	pf_muon	1	213	127.0	300.5	0.1021	126.6	306.4	308.8	316.4	9	false	0	0	-1	-1	-1	0	0
mcp1k	349549	work-mcp1k-mcs80on	12091	pf_muon	1	98	58.3	169.8	0.7008	58.3	161.7	162.4	154.6	4	false	1	1	-1	-1	-1	0	0
mcp1k	349835	work-mcp1k-mcs80on	2004	pf_muon	1	75	44.4	83.0	0.9105	43.7	129.9	131.8	122.1	3	false	0	0	-1	-1	-1	0	0
mcp1k	349879	work-mcp1k-mcs80on	17001	pf_muon	1	441	264.0	847.0	0.4206	262.9	601.7	609.2	601.2	18	false	0	0	-1	-1	-1	0	0
mcp1k	349945	work-mcp1k-mcs80on	18055	pf_muon	1	303	181.2	1084.2	0.8213	180.1	420.3	425.5	416.7	12	false	0	0	-1	-1	-1	0	0
mcp1k	350121	work-mcp1k-mcs80on	2048	pf_muon	1	313	187.1	669.8	0.6033	185.0	431.0	438.5	419.5	13	false	0	0	-1	-1	-1	0	0
mcp1k	350297	work-mcp1k-mcs80on	18001	pf_muon	1	430	259.1	623.9	0.4209	257.6	590.0	598.1	589.2	18	false	2	3	-1	-1	-1	0	0
mcp1k	350935	work-mcp1k-mcs80on	11001	pf_muon	1	423	253.1	498.9	0.03719	241.6	554.9	584.5	487.2	16	false	0	0	-1	-1	-1	0	0
mcp1k	351705	work-mcp1k-mcs80on	3000	pf_muon	1	203	121.1	403.5	0.7521	119.4	291.1	296.3	313.4	8	false	0	0	-1	-1	-1	0	0
mcp1k	352233	work-mcp1k-mcs80on	6000	pf_muon	1	153	92.6	624.9	0.9	92.6	234.7	235.7	194.2	6	false	2	2	-1	-1	-1	0	0
mcp1k	353223	work-mcp1k-mcs80on	15012	pf_muon	1	71	43.7	-1.0	-1	42.7	127.7	130.3	149.1	3	false	2	2	-1	-1	-1	0	0
mcp1k	353751	work-mcp1k-mcs80on	10003	pf_muon	1	205	123.6	302.2	0.2038	123.1	299.0	301.5	304.0	9	false	1	2	-1	-1	-1	0	0
mcp1k	387850	work-mcp1k-mcs80on	15000	pf_muon	1	207	123.9	371.4	0.6837	123.6	300.2	302.2	316.6	8	false	0	0	-1	-1	-1	0	0
mcp1k	388026	work-mcp1k-mcs80on	12007	pf_muon	1	475	284.5	589.3	7.726e-05	283.2	646.1	655.5	666.5	19	false	0	0	-1	-1	-1	0	0
mcp1k	388224	work-mcp1k-mcs80on	3039	pf_muon	1	327	195.5	420.0	0.1413	194.6	452.1	456.8	449.1	13	false	0	0	-1	-1	-1	0	0
mcp1k	390182	work-mcp1k-mcs80on	4001	pf_muon	1	205	122.2	311.0	0.453	121.5	295.6	298.5	255.6	8	false	0	0	-1	-1	-1	0	0
mcp1k	390842	work-mcp1k-mcs80on	3001	pf_muon	1	650	389.4	875.2	0.04846	386.7	875.7	898.6	912.5	26	false	0	0	-1	-1	-1	0	0
mcp1k	390864	work-mcp1k-mcs80on	16013	pf_muon	1	152	90.5	1312.3	0.8804	90.1	229.5	231.1	188.3	6	false	0	0	-1	-1	-1	0	0
mcp1k	391260	work-mcp1k-mcs80on	13002	pf_muon	1	174	103.8	222.9	0.1169	103.0	256.7	259.5	256.8	7	false	0	0	-1	-1	-1	0	0
mcp1k	391766	work-mcp1k-mcs80on	17002	pf_muon	1	295	176.3	672.9	0.6946	176.3	411.9	414.9	394.8	12	false	0	0	-1	-1	-1	0	0
mcp1k	392552	work-mcp1k-mcs80on	12000	pf_muon	1	405	244.5	574.1	0.1229	244.2	560.7	565.3	564.9	17	false	2	3	-1	-1	-1	0	0
mcp1k	393042	work-mcp1k-mcs80on	15002	pf_muon	1	690	413.4	921.8	0.03233	411.7	932.3	955.6	946.6	28	false	1	1	-1	-1	-1	0	0
mcp1k	393608	work-mcp1k-mcs80on	9000	pf_muon	1	82	48.7	294.7	0.9587	48.7	141.1	141.3	108.4	3	false	0	0	-1	-1	-1	0	0
mcp1k	394642	work-mcp1k-mcs80on	13012	pf_muon	1	538	322.5	4000.0	1	318.3	723.1	742.6	691.3	21	false	3	3	-1	-1	-1	0	0
mcp1k	394796	work-mcp1k-mcs80on	15001	pf_muon	1	246	147.3	722.1	0.6977	144.8	344.9	352.3	320.5	10	false	1	1	-1	-1	-1	0	0
mcp1k	395148	work-mcp1k-mcs80on	21011	pf_muon	1	152	90.6	264.1	0.6333	89.8	228.7	231.5	270.6	6	false	0	0	-1	-1	-1	0	0
mcp1k	395610	work-mcp1k-mcs80on	22000	pf_muon	1	347	208.9	956.4	0.7145	206.5	478.1	486.2	441.8	14	false	3	3	-1	-1	-1	0	0
mcp1k	395654	work-mcp1k-mcs80on	15001	pf_muon	1	347	208.7	451.1	0.05869	205.4	475.6	485.7	486.2	14	false	3	4	-1	-1	-1	0	0
mcp1k	397722	work-mcp1k-mcs80on	18005	pf_muon	1	111	66.1	307.8	0.7931	66.1	178.4	179.1	150.5	5	false	0	0	-1	-1	-1	0	0
mcp1k	397920	work-mcp1k-mcs80on	8001	pf_muon	1	459	274.8	872.2	0.4237	274.4	626.8	633.5	592.2	19	false	0	0	-1	-1	-1	0	0
mcp1k	398260	work-mcp1k-mcs80on	5001	pf_muon	1	234	139.6	504.3	0.6192	138.5	331.5	335.7	327.8	10	false	0	0	-1	-1	-1	0	0
mcp1k	398690	work-mcp1k-mcs80on	18002	pf_muon	1	252	150.5	1008.4	0.8484	147.7	351.0	359.2	346.0	10	false	0	0	-1	-1	-1	0	0
mcp1k	399118	work-mcp1k-mcs80on	9000	pf_muon	1	258	153.7	431.8	0.5141	152.6	361.5	366.0	373.6	10	false	1	1	-1	-1	-1	0	0
mcp1k	399702	work-mcp1k-mcs80on	27003	pf_muon	1	352	210.3	430.8	0.05161	208.9	483.4	489.3	482.9	14	false	0	0	-1	-1	-1	0	0
mcp1k	399856	work-mcp1k-mcs80on	3002	pf_muon	1	80	47.2	279.0	0.9147	46.9	137.0	138.0	138.8	3	false	0	0	-1	-1	-1	0	0
mcp1k	400460	work-mcp1k-mcs80on	18010	pf_muon	1	276	165.2	381.5	0.3071	163.9	385.4	390.9	398.2	11	false	0	0	-1	-1	-1	0	0
mcp1k	400504	work-mcp1k-mcs80on	6001	pf_muon	1	96	56.8	268.4	0.86	55.6	155.9	159.2	176.7	4	false	0	0	-1	-1	-1	0	0
mcp1k	400592	work-mcp1k-mcs80on	14001	pf_muon	1	396	236.8	574.2	0.1551	236.2	543.2	548.1	534.3	16	false	0	0	-1	-1	-1	0	0
mcp1k	400636	work-mcp1k-mcs80on	13004	pf_muon	1	439	262.6	590.3	0.02558	260.5	596.5	605.9	583.6	18	false	0	0	-1	-1	-1	0	0
mcp1k	400636	work-mcp1k-mcs80on	6016	pf_muon	1	129	77.1	292.4	0.7941	77.1	201.9	202.6	171.7	5	false	0	0	-1	-1	-1	0	0
mcp1k	400856	work-mcp1k-mcs80on	12009	pf_muon	1	160	95.3	213.3	0.2125	94.9	239.5	241.3	263.0	6	false	0	0	-1	-1	-1	0	0
mcp1k	401252	work-mcp1k-mcs80on	25005	pf_muon	1	91	53.8	152.4	0.6164	52.4	148.9	152.5	111.1	4	false	0	0	-1	-1	-1	0	0
mcp1k	401516	work-mcp1k-mcs80on	12011	pf_muon	1	282	168.3	353.7	0.04302	167.4	392.7	397.6	395.9	11	false	0	0	-1	-1	-1	0	0
mcp1k	401626	work-mcp1k-mcs80on	9000	pf_muon	1	174	103.8	299.8	0.5508	103.8	258.4	259.6	268.5	7	false	0	0	-1	-1	-1	0	0
mcp1k	401780	work-mcp1k-mcs80on	13001	pf_muon	1	164	98.1	221.0	0.3343	96.8	243.5	247.3	402.1	6	false	0	0	-1	-1	-1	0	0
mcp1k	402880	work-mcp1k-mcs80on	9003	pf_muon	1	122	72.4	543.3	0.8304	71.7	190.5	192.6	264.6	5	false	0	0	-1	-1	-1	0	0
mcp1k	404244	work-mcp1k-mcs80on	12002	pf_muon	1	185	112.6	250.0	0.4044	110.9	273.2	278.2	266.2	7	false	2	3	-1	-1	-1	0	0
mcp1k	405432	work-mcp1k-mcs80on	15001	pf_muon	1	149	88.6	748.6	0.8786	87.9	224.8	227.1	221.9	6	false	0	0	-1	-1	-1	0	0
mcp1k	405674	work-mcp1k-mcs80on	11005	pf_muon	1	260	155.1	375.9	0.1831	155.1	366.8	369.2	374.9	11	false	0	0	-1	-1	-1	0	0
mcp1k	406796	work-mcp1k-mcs80on	11000	pf_muon	1	153	92.4	477.1	0.9252	92.4	234.2	235.1	230.1	6	false	2	3	-1	-1	-1	0	0
mcp1k	407148	work-mcp1k-mcs80on	15001	pf_muon	1	257	153.8	3834.7	0.9982	152.9	361.9	366.2	368.8	11	false	0	0	-1	-1	-1	0	0
mcp1k	407280	work-mcp1k-mcs80on	16006	pf_muon	1	320	192.8	484.7	0.5053	190.9	443.9	451.0	427.0	13	false	2	2	-1	-1	-1	0	0
mcp1k	407918	work-mcp1k-mcs80on	11008	pf_muon	1	154	91.8	208.0	0.4848	89.9	229.0	233.9	211.3	6	false	0	0	-1	-1	-1	0	0
mcp1k	408534	work-mcp1k-mcs80on	17008	pf_muon	1	145	86.1	184.5	0.548	86.1	220.9	221.8	212.9	6	false	0	0	-1	-1	-1	0	0
mcp1k	409942	work-mcp1k-mcs80on	17024	pf_muon	1	68	40.4	130.4	0.8688	40.4	122.5	122.9	130.2	3	false	0	0	-1	-1	-1	0	0
mcp1k	409964	work-mcp1k-mcs80on	14004	pf_muon	1	190	113.2	274.8	0.1514	113.2	278.2	279.5	284.0	8	false	0	0	-1	-1	-1	0	0
mcp1k	412208	work-mcp1k-mcs80on	7001	pf_muon	1	92	54.7	292.5	0.8693	54.5	153.4	154.6	223.4	4	false	0	0	-1	-1	-1	0	0
mcp1k	48367	work-mcp1k-mcs80on	19000	pf_muon	1	298	178.1	403.0	0.2322	174.5	408.1	419.0	389.4	12	false	0	0	-1	-1	-1	0	0
mcp1k	486247	work-mcp1k-mcs80on	7002	pf_muon	1	78	46.2	280.0	0.9508	46.2	135.5	135.8	126.6	3	false	1	1	-1	-1	-1	0	0
mcp1k	486687	work-mcp1k-mcs80on	20069	pf_muon	1	494	297.4	637.5	0.0297	289.5	659.8	684.8	643.5	19	false	0	0	-1	-1	-1	0	0
mcp1k	487303	work-mcp1k-mcs80on	7001	pf_muon	1	204	122.1	270.2	0.08693	122.1	297.0	298.5	293.6	8	false	0	0	-1	-1	-1	0	0
mcp1k	488139	work-mcp1k-mcs80on	14005	pf_muon	1	232	143.8	366.3	0.7839	142.5	340.0	344.7	335.6	10	false	3	4	-1	-1	-1	0	0
mcp1k	48895	work-mcp1k-mcs80on	17001	pf_muon	1	302	180.8	806.8	0.9612	178.4	416.5	424.8	407.2	12	false	0	0	-1	-1	-1	0	0
mcp1k	489327	work-mcp1k-mcs80on	19007	pf_muon	1	651	394.4	1674.5	0.757	391.0	885.2	910.4	871.1	26	false	3	4	-1	-1	-1	0	0
mcp1k	490361	work-mcp1k-mcs80on	20008	pf_muon	1	72	42.9	105.3	0.5813	42.9	128.0	128.4	108.0	3	false	0	0	-1	-1	-1	0	0
mcp1k	490581	work-mcp1k-mcs80on	6002	pf_muon	1	314	187.9	949.4	0.7554	186.3	433.8	440.2	398.8	13	false	0	0	-1	-1	-1	0	0
mcp1k	490977	work-mcp1k-mcs80on	17000	pf_muon	1	126	75.2	647.0	0.9267	75.2	197.9	198.6	173.5	5	false	0	0	-1	-1	-1	0	0
mcp1k	492649	work-mcp1k-mcs80on	20000	pf_muon	1	135	80.5	223.7	0.4189	79.3	206.7	210.0	179.5	6	false	0	0	-1	-1	-1	0	0
mcp1k	492803	work-mcp1k-mcs80on	16011	pf_muon	1	404	242.1	546.7	0.1148	238.3	547.8	560.0	549.4	16	false	0	0	-1	-1	-1	0	0
mcp1k	492913	work-mcp1k-mcs80on	15000	pf_muon	1	80	50.1	-1.0	-1	48.9	141.4	144.4	103.8	3	false	3	2	-1	-1	-1	0	0
mcp1k	493243	work-mcp1k-mcs80on	13000	pf_muon	1	315	188.6	471.6	0.199	188.0	437.6	441.8	411.1	13	false	0	0	-1	-1	-1	0	0
mcp1k	49951	work-mcp1k-mcs80on	16001	pf_muon	1	91	54.1	184.1	0.8131	53.8	152.0	153.1	150.1	4	false	0	0	-1	-1	-1	0	0
mcp1k	51051	work-mcp1k-mcs80on	19001	pf_muon	1	420	253.9	1055.2	0.7132	252.2	578.3	586.3	562.7	17	false	2	3	-1	-1	-1	0	0
mcp1k	51513	work-mcp1k-mcs80on	16002	pf_muon	1	112	66.8	187.1	0.8262	66.8	179.9	180.6	174.7	5	false	0	0	-1	-1	-1	0	0
mcp1k	52085	work-mcp1k-mcs80on	6002	pf_muon	1	173	104.6	351.0	0.6735	104.6	260.0	261.1	267.0	7	false	1	1	-1	-1	-1	0	0
mcp1k	52657	work-mcp1k-mcs80on	23000	pf_muon	1	171	101.9	276.9	0.5958	101.3	253.0	255.4	263.2	7	false	0	0	-1	-1	-1	0	0
mcp1k	52723	work-mcp1k-mcs80on	7000	pf_muon	1	103	61.2	1129.1	0.9176	61.2	167.9	168.6	142.4	4	false	0	0	-1	-1	-1	0	0
mcp1k	53361	work-mcp1k-mcs80on	27004	pf_muon	1	191	114.1	278.0	0.1945	114.1	280.0	281.3	286.9	8	false	0	0	-1	-1	-1	0	0
mcp1k	53427	work-mcp1k-mcs80on	14004	pf_muon	1	312	188.8	419.5	0.03352	187.6	436.6	442.2	418.4	13	false	3	3	-1	-1	-1	0	0
mcp1k	54175	work-mcp1k-mcs80on	18001	pf_muon	1	310	185.5	539.9	0.5014	184.7	430.4	434.9	418.8	13	false	0	0	-1	-1	-1	0	0
mcp1k	54351	work-mcp1k-mcs80on	17012	pf_muon	1	72	42.3	105.6	0.691	41.8	125.5	127.1	125.9	3	false	0	0	-1	-1	-1	0	0
mcp1k	55539	work-mcp1k-mcs80on	18002	pf_muon	1	334	199.9	471.3	0.1378	199.1	461.8	466.4	428.6	14	false	0	0	-1	-1	-1	0	0
mcp1k	55595	work-mcp1k-mcs80on	8012	pf_muon	1	318	190.1	411.0	0.04387	189.1	439.9	445.1	438.1	13	false	0	0	-1	-1	-1	0	0
mcp1k	55627	work-mcp1k-mcs80on	22001	pf_muon	1	313	187.0	890.3	0.7075	186.0	433.3	438.2	409.1	13	false	0	0	-1	-1	-1	0	0
mcp1k	56243	work-mcp1k-mcs80on	9002	pf_muon	1	122	72.6	279.2	0.7906	72.6	192.5	193.2	158.1	5	false	0	0	-1	-1	-1	0	0
mcp1k	56463	work-mcp1k-mcs80on	14006	pf_muon	1	407	246.1	551.0	0.00844	244.7	561.9	568.9	546.6	17	false	2	3	-1	-1	-1	0	0
mcp1k	57441	work-mcp1k-mcs80on	20000	pf_muon	1	171	101.9	858.6	0.8971	101.9	254.3	255.4	235.9	7	false	1	1	-1	-1	-1	0	0
mcp1k	57485	work-mcp1k-mcs80on	16006	pf_muon	1	78	46.1	116.1	0.6646	46.1	135.2	135.6	130.6	3	false	0	0	-1	-1	-1	0	0
mcp1k	57575	work-mcp1k-mcs80on	12002	pf_muon	1	360	216.8	829.2	0.5692	214.1	494.7	503.6	480.6	15	false	3	4	-1	-1	-1	0	0
mcp1k	57661	work-mcp1k-mcs80on	18028	pf_muon	1	187	111.4	299.4	0.4466	111.4	274.3	275.5	285.0	8	false	0	0	-1	-1	-1	0	0
mcp1k	57883	work-mcp1k-mcs80on	16017	pf_muon	1	150	89.2	235.2	0.533	88.9	227.0	228.5	227.3	6	false	0	0	-1	-1	-1	0	0
mcp1k	57903	work-mcp1k-mcs80on	14004	pf_muon	1	92	54.7	143.5	0.3486	54.7	153.9	154.5	150.0	4	false	0	0	-1	-1	-1	0	0
mcp1k	58321	work-mcp1k-mcs80on	19004	pf_muon	1	248	150.0	328.0	0.08224	148.2	352.2	358.1	326.5	10	false	2	3	-1	-1	-1	0	0
mcp1k	58345	work-mcp1k-mcs80on	7001	pf_muon	1	82	48.5	357.7	0.9277	48.3	140.1	140.9	116.2	3	false	0	0	-1	-1	-1	0	0
mcp1k	58653	work-mcp1k-mcs80on	4000	pf_muon	1	156	93.1	508.1	0.8545	92.8	235.1	236.8	208.8	6	false	0	0	-1	-1	-1	0	0
mcp1k	59003	work-mcp1k-mcs80on	19000	pf_muon	1	530	319.1	837.6	0.4959	314.0	713.6	734.5	721.2	21	false	4	5	-1	-1	-1	0	0
mcp1k	59025	work-mcp1k-mcs80on	19004	pf_muon	1	237	143.0	326.7	0.2077	142.2	339.4	343.0	323.8	10	false	2	3	-1	-1	-1	0	0
mcp1k	59093	work-mcp1k-mcs80on	15005	pf_muon	1	194	115.5	284.0	0.2427	114.7	281.3	284.4	276.1	8	false	0	0	-1	-1	-1	0	0
mcp1k	59179	work-mcp1k-mcs80on	15003	pf_muon	1	249	148.6	417.6	0.6006	147.6	350.9	355.0	363.8	10	false	0	0	-1	-1	-1	0	0
mcp1k	59247	work-mcp1k-mcs80on	15005	pf_muon	1	198	118.0	280.0	0.2401	117.8	287.7	289.7	307.2	8	false	0	0	-1	-1	-1	0	0
mcp1k	59261	work-mcp1k-mcs80on	11006	pf_muon	1	149	88.7	289.4	0.7071	87.9	224.8	227.3	239.9	6	false	0	0	-1	-1	-1	0	0
mcp1k	59335	work-mcp1k-mcs80on	11020	pf_muon	1	116	69.1	185.9	0.4594	69.1	184.9	185.6	251.7	5	false	0	0	-1	-1	-1	0	0
mcp1k	59371	work-mcp1k-mcs80on	8001	pf_muon	1	171	101.9	681.1	0.8235	101.4	253.2	255.4	221.5	7	false	1	1	-1	-1	-1	0	0
mcp1k	59553	work-mcp1k-mcs80on	10004	pf_muon	1	118	70.3	228.2	0.748	70.3	187.4	188.1	176.1	5	false	0	0	-1	-1	-1	0	0
mcp1k	59685	work-mcp1k-mcs80on	6007	pf_muon	1	175	104.5	611.2	0.7517	103.8	258.2	260.8	225.1	7	false	0	0	-1	-1	-1	0	0
mcp1k	59929	work-mcp1k-mcs80on	20000	pf_muon	1	232	138.8	646.4	0.7415	137.6	329.6	334.1	297.1	10	false	0	0	-1	-1	-1	0	0
mcp1k	60017	work-mcp1k-mcs80on	7000	pf_muon	1	79	46.6	699.1	0.9238	46.6	136.4	136.7	169.7	3	false	0	0	-1	-1	-1	0	0
mcp1k	60669	work-mcp1k-mcs80on	17000	pf_muon	1	122	72.8	253.2	0.7483	72.8	192.8	193.5	196.2	5	false	0	0	-1	-1	-1	0	0
mcp1k	60933	work-mcp1k-mcs80on	18003	pf_muon	1	238	143.2	391.0	0.7099	143.2	341.5	343.5	340.2	10	false	2	3	-1	-1	-1	0	0
mcp1k	61351	work-mcp1k-mcs80on	17000	pf_muon	1	602	360.5	1168.9	0.3102	359.9	814.6	830.7	785.3	25	false	0	0	-1	-1	-1	0	0
mcp1k	61417	work-mcp1k-mcs80on	9001	pf_muon	1	252	150.9	937.7	0.8076	150.9	357.8	360.0	345.7	10	false	0	0	-1	-1	-1	0	0
mcp1k	61461	work-mcp1k-mcs80on	10012	pf_muon	1	156	92.8	269.6	0.6202	92.8	235.0	236.0	224.3	6	false	0	0	-1	-1	-1	0	0
mcp1k	61681	work-mcp1k-mcs80on	2001	pf_muon	1	177	105.4	309.5	0.5873	105.0	260.9	262.9	266.4	7	false	0	0	-1	-1	-1	0	0
mcp1k	62149	work-mcp1k-mcs80on	13002	pf_muon	1	170	101.5	275.9	0.4619	101.5	253.4	254.5	236.5	7	false	0	0	-1	-1	-1	0	0
mcp1k	62281	work-mcp1k-mcs80on	19002	pf_muon	1	169	101.2	261.2	0.45	100.9	252.1	253.8	232.8	7	false	0	0	-1	-1	-1	0	0
mcp1k	62459	work-mcp1k-mcs80on	10001	pf_muon	1	328	196.4	438.6	0.1028	195.1	453.1	458.7	453.8	13	false	0	0	-1	-1	-1	0	0
mcp1k	62495	work-mcp1k-mcs80on	16001	pf_muon	1	101	60.3	237.6	0.8479	60.0	165.3	166.6	134.7	4	false	0	0	-1	-1	-1	0	0
mcp1k	62613	work-mcp1k-mcs80on	17000	pf_muon	1	506	302.9	856.4	0.5565	300.6	684.3	697.4	690.8	20	false	0	0	-1	-1	-1	0	0
mcp1k	63163	work-mcp1k-mcs80on	6004	pf_muon	1	153	91.4	1049.3	0.9876	88.9	226.8	233.2	259.1	6	false	0	0	-1	-1	-1	0	0
mcp1k	63427	work-mcp1k-mcs80on	18002	pf_muon	1	75	44.3	297.1	0.9152	44.3	131.2	131.6	122.9	3	false	0	0	-1	-1	-1	0	0
mcp1k	63551	work-mcp1k-mcs80on	6000	pf_muon	1	164	98.1	275.8	0.8437	96.8	243.6	247.3	244.3	7	false	0	0	-1	-1	-1	0	0
mcp1k	63559	work-mcp1k-mcs80on	11000	pf_muon	1	274	164.0	1288.7	0.8824	163.1	383.7	388.4	361.2	11	false	0	0	-1	-1	-1	0	0
mcp1k	63603	work-mcp1k-mcs80on	13002	pf_muon	1	121	73.7	612.6	0.9557	73.7	194.7	195.4	183.1	5	false	2	3	-1	-1	-1	0	0
mcp1k	63669	work-mcp1k-mcs80on	5001	pf_muon	1	179	107.0	742.3	0.8184	105.4	261.7	266.4	236.7	7	false	0	0	-1	-1	-1	0	0
mcp1k	64503	work-mcp1k-mcs80on	9000	pf_muon	1	86	51.1	136.6	0.7594	50.7	145.4	146.7	134.1	3	false	0	0	-1	-1	-1	0	0
mcp1k	64921	work-mcp1k-mcs80on	11002	pf_muon	1	142	84.7	237.3	0.6089	84.7	218.1	218.9	209.4	6	false	0	0	-1	-1	-1	0	0
mcp1k	64959	work-mcp1k-mcs80on	19000	pf_muon	1	151	89.9	545.7	0.7717	88.3	225.7	230.0	195.7	6	false	0	0	-1	-1	-1	0	0
mcp1k	65053	work-mcp1k-mcs80on	6000	pf_muon	1	194	115.8	263.8	0.01465	115.8	283.6	284.9	253.8	8	false	0	0	-1	-1	-1	0	0
mcp1k	65289	work-mcp1k-mcs80on	18011	pf_muon	1	125	74.5	210.4	0.7485	74.2	195.8	197.2	192.5	5	false	0	0	-1	-1	-1	0	0
mcp1k	65295	work-mcp1k-mcs80on	13000	pf_muon	1	109	64.5	644.1	0.8789	64.5	175.0	175.8	155.1	4	false	0	0	-1	-1	-1	0	0
mcp1k	66118	work-mcp1k-mcs80on	9003	pf_muon	1	122	72.8	191.1	0.4754	72.8	192.8	193.5	174.7	5	false	0	0	-1	-1	-1	0	0
mcp1k	66712	work-mcp1k-mcs80on	11008	pf_muon	1	107	63.9	189.0	0.7343	63.5	172.8	174.5	134.6	4	false	0	0	-1	-1	-1	0	0
