idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	1968372	0	nan
1	6505	130	13	1865384	0	nan
2	6512	130	15	1783664	0	nan
3	6520	130	18	1835452	0	nan
4	6528	130	13	1959480	0	nan
5	6529	130	13	1890236	0	nan
6	6532	130	20	2195592	0	nan
7	6536	130	13	1888588	0	nan
8	6545	130	16	1951616	0	nan
9	6550	130	11	1734192	0	nan
10	6570	131	23	2155092	0	nan
11	6588	131	11	1772464	0	nan
12	6604	132	29	2298880	0	nan
13	6606	132	14	2043020	0	nan
14	6612	132	17	2141184	0	nan
15	6642	132	21	2180584	0	nan
16	6650	132	16	2086272	0	nan
17	6711	134	12	1830140	0	nan
18	6748	134	15	1834468	0	nan
19	6775	135	13	1829572	0	nan
20	6786	135	20	2064120	0	nan
21	6804	136	15	1880416	0	nan
22	6805	136	14	2011916	0	nan
23	6806	136	14	2079076	0	nan
24	6821	136	14	1847912	0	nan
25	6822	136	19	2231136	0	nan
26	6837	136	15	2140060	0	nan
27	6844	136	16	2077364	0	nan
28	6852	137	16	1912236	0	nan
29	6867	137	15	1836656	0	nan
30	6874	137	26	2238332	0	nan
31	6878	137	20	2012372	0	nan
32	6887	137	13	1831388	0	nan
33	6888	137	26	2123512	0	nan
34	6898	137	14	1814172	0	nan
