idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1907948	0	nan
1	6505	130	11	1823640	0	nan
2	6512	130	13	1750452	0	nan
3	6520	130	15	1803844	0	nan
4	6528	130	11	1896032	0	nan
5	6529	130	12	1837616	0	nan
6	6532	130	18	2125040	0	nan
7	6536	130	12	1847080	0	nan
8	6545	130	14	1905152	0	nan
9	6550	130	11	1695796	0	nan
10	6570	131	21	2089040	0	nan
11	6588	131	10	1730916	0	nan
12	6604	132	26	2229120	0	nan
13	6606	132	13	1987552	0	nan
14	6612	132	14	2076892	0	nan
15	6642	132	18	2106836	0	nan
16	6650	132	13	2020068	0	nan
17	6711	134	11	1786068	0	nan
18	6748	134	13	1795860	0	nan
19	6775	135	11	1781940	0	nan
20	6786	135	17	2015480	0	nan
21	6804	136	13	1844316	0	nan
22	6805	136	12	1957944	0	nan
23	6806	136	12	2019528	0	nan
24	6821	136	13	1806880	0	nan
25	6822	136	17	2158308	0	nan
26	6837	136	14	2084736	0	nan
27	6844	136	14	2012480	0	nan
28	6852	137	14	1860960	0	nan
29	6867	137	13	1795044	0	nan
30	6874	137	22	2177896	0	nan
31	6878	137	17	1953532	0	nan
32	6887	137	12	1794568	0	nan
33	6888	137	22	2069716	0	nan
34	6898	137	11	1769892	0	nan
