sample	event	cls	apa	plane	comp	ncell	Q	Qfrac	d_bundle	main	main_gid	n_union	f_own	f_companion	f_other	f_unmatched	bclass	dom_cluster	dom_npts	dom_gid	dom_t0	dom_in_union
mcp1k	394642	BUNDLE	1	0	12	681	4896000.2	0.22771116701889266	1.0	13	1000004	4	0.004	0.0	0.0	0.996	UNMATCHED	15	8035	1000003	107173.3	0
mcp1k	394642	BUNDLE	1	0	14	394	3111576.9	0.14471829620595772	1.0	13	1000004	4	0.0	0.0	0.0	1.0	UNMATCHED	11	5100	1000000	81984.7	0
mcp1k	394642	BUNDLE	1	2	27	225	2123325.0	0.08713503477399162	1.0	13	1000004	4	0.0	0.0	0.0	1.0	UNMATCHED	15	8035	1000003	107173.3	0
mcp1k	394642	BUNDLE	1	1	2	85	974423.9	0.04322181793790704	1.0	13	1000004	4	0.0	0.0	0.0	1.0	UNMATCHED	11	5100	1000000	81984.7	0
mcp1k	394642	BUNDLE	1	2	3	136	972457.0	0.039906785118251596	1.0	13	1000004	4	0.0	0.0	0.0	1.0	UNMATCHED	11	5100	1000000	81984.7	0
mcp1k	394796	BUNDLE	1	2	14	670	14743671.0	0.6210450512443103	1.0	15	1000001	10	0.001	0.0	0.0	0.999	UNMATCHED	16	4633	1000002	-230280.9	0
mcp1k	394796	BUNDLE	1	1	2	120	999402.7	0.055198945348403125	1.0	15	1000001	10	0.0	0.0	1.0	0.0	OTHER	9	5071	0	-48550.0	0
mcp1k	395148	BUNDLE	0	1	7	1904	29490931.1	1.1602102245567727	23.0	21	-1	14	0.0	0.0	1.0	0.0	OTHER	10	8273	0	1533.5	0
mcp1k	395610	BUNDLE	1	1	11	1458	10268543.2	6.151099750428796	12.17	22	7	7	0.005	0.0	0.0	0.995	UNMATCHED	17	6220	1000002	416261.6	0
mcp1k	395610	BUNDLE	1	0	15	381	2924750.4	0.8592185033116373	1.0	22	7	7	0.005	0.0	0.0	0.995	UNMATCHED	17	6220	1000002	416261.6	0
mcp1k	395610	BUNDLE	1	0	20	78	660655.6	0.19408408862392212	1.0	22	7	7	0.0	0.0	0.0	1.0	UNMATCHED	17	6220	1000002	416261.6	0
mcp1k	395654	BUNDLE	1	1	4	1612	12908932.3	1.8839951864976747	1.0	15	7	1	0.0	0.0	0.0	1.0	UNMATCHED	17	3916	1000006	342905.8	0
mcp1k	395654	BUNDLE	1	0	31	758	6457823.9	1.7233511752278567	1.0	15	7	1	0.0	0.0	0.0	1.0	UNMATCHED	17	3916	1000006	342905.8	0
mcp1k	395654	BUNDLE	1	1	1	708	5056789.4	0.7380135449879511	11.18	15	7	1	0.0	0.0	0.0	1.0	UNMATCHED	14	3318	1000001	647680.7	0
mcp1k	395654	BUNDLE	0	1	21	415	3877823.3	0.41310689385058535	23.09	15	7	1	0.0	0.0	1.0	0.0	OTHER	4	2809	4	641523.9	0
mcp1k	395654	BUNDLE	0	2	8	245	3229131.0	0.2841390079401708	1.0	15	7	1	0.0	0.0	1.0	0.0	OTHER	16	2959	2	528057.2	0
mcp1k	395654	BUNDLE	1	0	27	35	287606.9	0.07675150279626558	8.06	15	7	1	0.0	0.0	0.0	1.0	UNMATCHED	17	3916	1000006	342905.8	0
mcp1k	397920	BUNDLE	1	1	30	1165	12662285.7	0.3207272063662716	1.0	8	1000002	5	0.0	0.0	0.0	1.0	UNMATCHED	6	4155	1000004	-519900.3	0
mcp1k	397920	BUNDLE	1	0	9	1453	10661807.3	0.23249824525199891	20.22	8	1000002	5	0.0	0.0	0.0	1.0	UNMATCHED	5	2996	1000003	-88057.7	0
mcp1k	397920	BUNDLE	1	2	11	281	5173006.0	0.09763644762663776	1.0	8	1000002	5	0.0	0.0	0.0	1.0	UNMATCHED	6	4155	1000004	-519900.3	0
mcp1k	397920	BUNDLE	1	1	12	418	4147661.0	0.10505747200794377	13.04	8	1000002	5	0.0	0.0	0.0	1.0	UNMATCHED	5	2996	1000003	-88057.7	0
mcp1k	397920	BUNDLE	1	1	15	323	3033180.8	0.07682843583191405	8.06	8	1000002	5	0.0	0.0	0.0	1.0	UNMATCHED	5	2996	1000003	-88057.7	0
mcp1k	398690	BUNDLE	1	1	10	603	5630734.5	0.27443753504988694	1.0	18	-1	18	0.0	0.0	0.0	1.0	UNMATCHED	17	14131	1000001	2056.6	0
mcp1k	398690	BUNDLE	1	0	15	450	4479090.8	0.1560485829767686	1.0	18	-1	18	0.0	0.0	0.0	1.0	UNMATCHED	17	14131	1000001	2056.6	0
mcp1k	399052	BUNDLE	0	2	28	1117	15625914.0	0.4248848941984294	13.34	15	0	13	0.02	0.0	0.98	0.0	OTHER	16	2510	1	-298419.0	0
mcp1k	399052	BUNDLE	0	1	29	736	6547646.5	0.3446558379865875	21.93	15	0	13	0.021	0.0	0.979	0.0	OTHER	14	5008	2	156865.2	0
mcp1k	399118	BUNDLE	0	0	41	189	2153202.1	0.05317163925712329	1.0	9	2	17	0.0	0.0	1.0	0.0	OTHER	10	2118	0	630275.7	0
mcp1k	399118	BUNDLE	0	2	15	59	1281689.0	0.03582820283806416	1.0	9	2	17	0.0	0.0	0.0	1.0	UNMATCHED	13	4684	1000003	54331.7	0
mcp1k	399702	BUNDLE	1	2	16	731	9317395.0	0.47600003024364834	1.0	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	12	2993	1000003	763920.8	0
mcp1k	399702	BUNDLE	1	2	21	301	3866075.0	0.19750711619762956	7.62	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	12	2993	1000003	763920.8	0
mcp1k	399702	BUNDLE	1	1	41	321	3799092.7	0.2417582047655775	1.0	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	16	6958	1000001	702135.0	0
mcp1k	399702	BUNDLE	1	0	28	414	2698790.0	0.12319228022127969	1.0	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	16	6958	1000001	702135.0	0
mcp1k	399702	BUNDLE	1	0	60	178	1260750.8	0.05754977817570191	1.0	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	16	6958	1000001	702135.0	0
mcp1k	399702	BUNDLE	1	1	37	73	847162.2	0.05390982236818204	1.0	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	16	6958	1000001	702135.0	0
mcp1k	399702	BUNDLE	1	1	40	59	802259.9	0.05105242974971674	20.1	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	16	6958	1000001	702135.0	0
mcp1k	399702	BUNDLE	1	1	33	56	710246.6	0.045197092178576	23.26	27	1000005	1	0.0	0.0	0.0	1.0	UNMATCHED	16	6958	1000001	702135.0	0
mcp1k	400460	BUNDLE	1	2	12	896	10259600.0	0.8022957500987464	1.0	18	1000006	5	0.0	0.0	0.0	1.0	UNMATCHED	20	4010	1000001	84482.7	0
mcp1k	400460	BUNDLE	1	2	13	230	3864153.0	0.3021748927474094	1.0	18	1000006	5	0.0	0.0	0.0	1.0	UNMATCHED	20	4010	1000001	84482.7	0
mcp1k	400460	BUNDLE	1	1	55	277	2190041.5	0.17647205098691815	1.0	18	1000006	5	0.0	0.0	0.0	1.0	UNMATCHED	20	4010	1000001	84482.7	0
mcp1k	400460	BUNDLE	1	1	50	258	1942166.9	0.15649848470994945	1.0	18	1000006	5	0.0	0.0	0.0	1.0	UNMATCHED	20	4010	1000001	84482.7	0
mcp1k	400592	BUNDLE	1	0	59	1140	17766315.3	0.35326809752978056	1.0	14	1000009	2	0.0	0.0	0.213	0.787	UNMATCHED	11	7556	1000004	127268.6	0
mcp1k	400592	BUNDLE	1	2	27	1234	13873358.0	0.3006965128882725	21.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	13	29593	1000000	754458.4	0
mcp1k	400592	BUNDLE	1	2	28	1230	10738395.0	0.23274811552594987	21.59	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	11	7556	1000004	127268.6	0
mcp1k	400592	BUNDLE	1	0	58	601	8924089.7	0.17744794783103449	1.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	13	29593	1000000	754458.4	0
mcp1k	400592	BUNDLE	1	1	145	887	6010320.0	0.16149744018958456	1.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	11	7556	1000004	127268.6	0
mcp1k	400592	BUNDLE	1	0	49	232	4257135.2	0.0846495194775172	1.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	11	7556	1000004	127268.6	0
mcp1k	400592	BUNDLE	1	0	46	277	4044787.3	0.08042716175275903	1.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	13	29593	1000000	754458.4	0
mcp1k	400592	BUNDLE	1	1	119	408	2905941.0	0.07808270322411479	1.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	13	29593	1000000	754458.4	0
mcp1k	400592	BUNDLE	1	1	146	294	1995784.8	0.05362678465860087	1.0	14	1000009	2	0.0	0.0	0.0	1.0	UNMATCHED	13	29593	1000000	754458.4	0
mcp1k	400636	BUNDLE	1	2	24	577	8635995.0	0.47936772049359805	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	22	5943	1000002	197546.8	0
mcp1k	400636	BUNDLE	1	1	55	1039	8407856.8	0.4051598662386831	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	22	5943	1000002	197546.8	0
mcp1k	400636	BUNDLE	1	2	15	545	6664061.0	0.369909400225485	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	22	5943	1000002	197546.8	0
mcp1k	400636	BUNDLE	1	1	39	615	5346113.8	0.25761984339514177	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	23	1975	1000000	704740.2	0
mcp1k	400636	BUNDLE	1	0	15	427	3549566.1	0.1876193355284871	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	22	5943	1000002	197546.8	0
mcp1k	400636	BUNDLE	1	0	12	329	2615469.5	0.13824581254734894	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	22	5943	1000002	197546.8	0
mcp1k	400636	BUNDLE	1	1	47	246	2439187.1	0.11754014639820237	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	23	1975	1000000	704740.2	0
mcp1k	400636	BUNDLE	1	1	15	184	1434579.4	0.06912986408293374	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	17	1535	1000005	309998.2	0
mcp1k	400636	BUNDLE	1	1	53	165	1247598.2	0.06011956814388439	1.0	13	1000004	5	0.0	0.0	0.0	1.0	UNMATCHED	22	5943	1000002	197546.8	0
mcp1k	400856	BUNDLE	0	0	19	602	4196516.6	0.3873082348437722	1.0	12	4	3	0.0	0.0	1.0	0.0	OTHER	15	1227	2	274620.3	0
mcp1k	400856	BUNDLE	0	1	25	421	3501867.3	0.409996498506588	1.0	12	4	3	0.0	0.0	1.0	0.0	OTHER	15	1227	2	274620.3	0
mcp1k	401252	BUNDLE	1	0	54	1206	13094461.8	1.1000218526495325	1.0	25	-1	17	0.0	0.0	0.0	1.0	UNMATCHED	14	5327	1000009	1997.5	0
mcp1k	401252	BUNDLE	1	1	21	822	9174052.2	0.6845681181025062	16.12	25	-1	17	0.0	0.0	0.0	1.0	UNMATCHED	14	5327	1000009	1997.5	0
mcp1k	401252	BUNDLE	1	2	30	134	2478268.0	0.09197360279352783	1.0	25	-1	17	0.0	0.0	0.0	1.0	UNMATCHED	14	5327	1000009	1997.5	0
mcp1k	401252	BUNDLE	1	1	29	104	991891.9	0.07401501065626369	1.0	25	-1	17	0.0	0.0	0.0	1.0	UNMATCHED	14	5327	1000009	1997.5	0
mcp1k	401450	BUNDLE	0	1	10	723	5910805.5	0.11201761780706869	6.32	23	-1	38	0.0	0.0	1.0	0.0	OTHER	4	2700	1	581222.8	0
mcp1k	401450	BUNDLE	0	0	20	671	5709906.2	0.134121220520244	1.0	23	-1	38	0.0	0.0	1.0	0.0	OTHER	17	14610	0	1901.2	0
mcp1k	401450	BUNDLE	0	0	5	524	4614349.1	0.1083874430719176	16.49	23	-1	38	0.0	0.0	1.0	0.0	OTHER	17	14610	0	1901.2	0
mcp1k	401450	BUNDLE	0	2	20	611	4214679.0	0.09852417083667207	12.73	23	-1	38	0.0	0.0	1.0	0.0	OTHER	17	14610	0	1901.2	0
mcp1k	401450	BUNDLE	0	1	29	232	4196407.1	0.07952749023642706	9.22	23	-1	38	0.0	0.0	1.0	0.0	OTHER	17	14610	0	1901.2	0
mcp1k	401450	BUNDLE	0	2	2	365	2568892.0	0.06005153755931595	1.0	23	-1	38	0.0	0.0	1.0	0.0	OTHER	17	14610	0	1901.2	0
mcp1k	401450	BUNDLE	0	1	36	297	2171653.4	0.04115571736722199	23.6	23	-1	38	0.0	0.0	1.0	0.0	OTHER	18	1739	6	-512323.1	0
mcp1k	404244	BUNDLE	1	2	40	370	3005163.0	0.2679496702792883	1.0	12	1000007	19	0.008	0.0	0.0	0.992	UNMATCHED	11	4835	1000005	236922.8	0
mcp1k	404244	BUNDLE	1	0	61	428	2729796.6	0.19805630759882084	1.0	12	1000007	19	0.0	0.0	0.0	1.0	UNMATCHED	11	4835	1000005	236922.8	0
mcp1k	404244	BUNDLE	1	2	46	103	913901.0	0.08148625269840998	1.0	12	1000007	19	0.0	0.0	0.0	1.0	UNMATCHED	11	4835	1000005	236922.8	0
mcp1k	405674	BUNDLE	1	0	2	577	5785208.3	0.1967198029831489	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	14	5370	1000002	-31709.2	0
mcp1k	405674	BUNDLE	1	1	152	596	4529290.0	0.26823721890033003	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	16	1800	1000001	-648760.7	0
mcp1k	405674	BUNDLE	1	1	175	267	2697836.2	0.15977340363205592	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	10	386	1000008	1176365.1	0
mcp1k	405674	BUNDLE	1	2	11	190	2559788.0	0.15214925651695566	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	10	386	1000008	1176365.1	0
mcp1k	405674	BUNDLE	1	2	23	239	2517640.0	0.14964405418626395	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	16	1800	1000001	-648760.7	0
mcp1k	405674	BUNDLE	1	0	4	301	2480953.0	0.08436214567597372	4.47	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	10	386	1000008	1176365.1	0
mcp1k	405674	BUNDLE	1	0	7	262	2433204.4	0.08273850574848464	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	16	1800	1000001	-648760.7	0
mcp1k	405674	BUNDLE	1	0	6	332	2298163.8	0.0781465949910576	1.0	11	1000006	2	0.0	0.0	0.0	1.0	UNMATCHED	8	2599	1000004	416230.6	0
mcp1k	406796	BUNDLE	0	0	37	519	3788808.8	0.5647818968026558	9.22	11	3	12	0.007	0.0	0.993	0.0	OTHER	7	6206	1	-387739.4	0
mcp1k	406796	BUNDLE	0	2	14	75	882608.0	0.13236442929417525	25.0	11	3	12	0.0	0.0	0.0	1.0	UNMATCHED	8	3552	1000002	682596.5	0
mcp1k	406796	BUNDLE	0	2	13	21	250957.0	0.0376359381315129	23.77	11	3	12	0.0	0.0	0.0	1.0	UNMATCHED	8	3552	1000002	682596.5	0
mcp1k	407280	BUNDLE	0	2	2	588	9204292.0	0.20780482390815733	1.0	51	-1	4	0.003	0.0	0.997	0.0	OTHER	9	2096	4	573220.8	0
mcp1k	407280	BUNDLE	0	2	15	529	7799377.0	0.1760861306962374	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	17	4777	5	152033.9	0
mcp1k	407280	BUNDLE	0	0	35	898	7003668.8	0.28309961574766523	22.67	51	-1	4	0.0	0.0	1.0	0.0	OTHER	17	4777	5	152033.9	0
mcp1k	407280	BUNDLE	0	2	12	493	5070832.0	0.11448391150865805	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	2	1723	3	685540.6	0
mcp1k	407280	BUNDLE	0	2	1	269	3189762.0	0.0720150915158854	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	9	2096	4	573220.8	0
mcp1k	407280	BUNDLE	0	1	1	327	2403770.3	0.05370863368038756	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	9	2096	4	573220.8	0
mcp1k	407280	BUNDLE	0	1	10	289	2374612.2	0.053057139770293034	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	19	2216	2	1026662.1	0
mcp1k	407280	BUNDLE	0	1	6	165	1864869.6	0.04166770768741543	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	9	2096	4	573220.8	0
mcp1k	407280	BUNDLE	0	2	8	63	1757100.0	0.03966995572163761	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	19	2216	2	1026662.1	0
mcp1k	407280	BUNDLE	0	1	4	227	1647449.2	0.03680977570521091	1.0	51	-1	4	0.0	0.0	1.0	0.0	OTHER	2	1723	3	685540.6	0
mcp1k	408028	BUNDLE	1	1	22	548	3464043.4	17.864918360821445	1.0	19	-1	4	0.0	0.0	0.0	1.0	UNMATCHED	11	3485	1000005	807.4	0
mcp1k	408028	BUNDLE	1	1	21	575	3372170.8	17.391108910686842	1.0	19	-1	4	0.0	0.0	0.0	1.0	UNMATCHED	11	3485	1000005	807.4	0
mcp1k	408028	BUNDLE	1	0	24	332	2298725.3	9.056977917481426	24.0	19	-1	4	0.0	0.0	0.0	1.0	UNMATCHED	11	3485	1000005	807.4	0
mcp1k	408028	BUNDLE	1	0	22	240	1410577.0	5.557673524499512	1.0	19	-1	4	0.0	0.0	0.0	1.0	UNMATCHED	11	3485	1000005	807.4	0
mcp1k	408028	BUNDLE	1	0	23	47	339290.2	1.336803422756889	1.0	19	-1	4	0.0	0.0	0.0	1.0	UNMATCHED	11	3485	1000005	807.4	0
mcp1k	409634	BUNDLE	1	0	12	1238	11264158.3	1.3210319629066383	7.0	63	-1	16	0.0	0.0	0.492	0.508	UNMATCHED	14	6946	1000000	337187.4	0
mcp1k	409634	BUNDLE	1	1	2	652	4967874.3	0.9237500701941375	15.23	63	-1	16	0.0	0.0	1.0	0.0	OTHER	15	3224	5	-56346.7	0
mcp1k	409634	BUNDLE	1	0	30	230	2260057.9	0.2650538677106175	3.0	63	-1	16	0.0	0.0	0.0	1.0	UNMATCHED	14	6946	1000000	337187.4	0
mcp1k	409634	BUNDLE	1	1	16	153	933705.4	0.17361760316492814	20.22	63	-1	16	0.0	0.0	0.0	1.0	UNMATCHED	14	6946	1000000	337187.4	0
mcp1k	409634	BUNDLE	1	0	38	38	721736.7	0.0846434526317656	12.53	63	-1	16	0.0	0.0	0.0	1.0	UNMATCHED	14	6946	1000000	337187.4	0
mcp1k	409634	BUNDLE	1	0	31	45	327193.2	0.038372389994350865	1.0	63	-1	16	0.0	0.0	1.0	0.0	OTHER	20	2362	8	673542.3	0
mcp1k	410008	BUNDLE	0	1	32	839	7111813.3	0.3557147738846083	1.0	35	-1	20	0.004	0.0	0.996	0.0	OTHER	19	4977	5	444831.6	0
mcp1k	410008	BUNDLE	0	0	54	429	2850769.3	0.17591553519737024	14.14	35	-1	20	0.0	0.0	1.0	0.0	OTHER	19	4977	5	444831.6	0
mcp1k	410008	BUNDLE	0	2	64	145	2705830.0	0.1663586236051527	21.4	35	-1	20	0.0	0.0	1.0	0.0	OTHER	18	630	7	676384.8	0
mcp1k	410008	BUNDLE	0	1	38	289	2605522.4	0.13032158920247275	1.0	35	-1	20	0.0	0.0	1.0	0.0	OTHER	17	3614	6	359486.5	0
mcp1k	410008	BUNDLE	0	0	66	156	1066607.9	0.06581833878112942	1.0	35	-1	20	0.0	0.0	1.0	0.0	OTHER	19	4977	5	444831.6	0
mcp1k	410008	BUNDLE	0	0	80	171	1063351.8	0.06561741106166923	1.0	35	-1	20	0.003	0.0	0.997	0.0	OTHER	19	4977	5	444831.6	0
mcp1k	410008	BUNDLE	0	1	45	89	717448.7	0.03588495526089052	1.0	35	-1	20	0.0	0.0	1.0	0.0	OTHER	17	3614	6	359486.5	0
mcp1k	412208	BUNDLE	0	1	13	317	2227976.8	0.2682540762913627	12.0	7	4	5	0.0	0.0	1.0	0.0	OTHER	8	5397	1	-51734.8	0
mcp1k	412208	BUNDLE	0	0	14	226	1608261.2	0.13410379013236953	1.0	7	4	5	0.0	0.0	1.0	0.0	OTHER	8	5397	1	-51734.8	0
mcp1k	486687	BUNDLE	0	2	10	124	2597702.0	0.07698275942543173	1.0	20	1	32	0.0	0.0	1.0	0.0	OTHER	19	643	6	411491.0	0
mcp1k	486907	BUNDLE	0	2	25	464	10210712.0	0.5756513850243882	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	16	6630	6	992.1	0
mcp1k	486907	BUNDLE	0	1	9	513	3765095.6	0.3359452285237721	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	16	6630	6	992.1	0
mcp1k	486907	BUNDLE	0	1	29	417	3320303.5	0.29625811309433425	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	17	1929	2	529897.4	0
mcp1k	486907	BUNDLE	0	0	11	507	3257643.0	0.3163292640820523	8.06	98	-1	32	0.0	0.0	1.0	0.0	OTHER	16	6630	6	992.1	0
mcp1k	486907	BUNDLE	0	2	12	176	3008667.0	0.16962023075640278	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	7	1898	3	989986.9	0
mcp1k	486907	BUNDLE	0	1	26	240	2204096.3	0.1966631697723427	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	17	1929	2	529897.4	0
mcp1k	486907	BUNDLE	0	2	17	159	1302899.0	0.07345380164447791	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	14	3988	4	195791.5	0
mcp1k	486907	BUNDLE	0	1	8	122	1132137.3	0.10101632584542776	14.04	98	-1	32	0.0	0.0	1.0	0.0	OTHER	16	6630	6	992.1	0
mcp1k	486907	BUNDLE	0	2	19	149	1119025.0	0.06308749978717605	1.0	98	-1	32	0.0	0.0	1.0	0.0	OTHER	14	3988	4	195791.5	0
mcp1k	486907	BUNDLE	0	0	31	123	904445.1	0.08782498661934969	11.05	98	-1	32	0.0	0.0	1.0	0.0	OTHER	16	6630	6	992.1	0
mcp1k	486907	BUNDLE	0	2	15	79	622837.0	0.035113808096285046	15.62	98	-1	32	0.0	0.0	1.0	0.0	OTHER	14	3988	4	195791.5	0
mcp1k	487303	BUNDLE	1	1	24	787	7832218.9	0.3563251795487274	1.0	7	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	12	9059	1000000	-134545.2	0
mcp1k	487303	BUNDLE	1	0	50	486	3412905.0	0.1687338398119637	1.0	7	1000005	5	0.0	0.0	0.0	1.0	UNMATCHED	12	9059	1000000	-134545.2	0
mcp1k	487853	BUNDLE	1	0	18	431	5571164.4	0.4886465607156178	1.0	13	1000008	13	0.001	0.0	0.0	0.999	UNMATCHED	15	1488	1000002	936884.9	0
mcp1k	487853	BUNDLE	1	2	10	153	5318026.0	0.4334541505477202	1.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	9	3848	1000001	288746.0	0
mcp1k	487853	BUNDLE	1	0	22	347	4325189.9	0.3793621974388203	1.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	15	1488	1000002	936884.9	0
mcp1k	487853	BUNDLE	1	1	13	507	3879645.1	0.3045884671849154	1.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	9	3848	1000001	288746.0	0
mcp1k	487853	BUNDLE	1	0	27	538	3711961.6	0.3255759728340527	4.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	9	3848	1000001	288746.0	0
mcp1k	487853	BUNDLE	1	0	17	160	1185375.1	0.10396919282671527	1.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	9	3848	1000001	288746.0	0
mcp1k	487853	BUNDLE	1	0	23	132	920634.8	0.08074883388742049	1.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	9	3848	1000001	288746.0	0
mcp1k	487853	BUNDLE	1	1	11	119	913968.0	0.07175504588707424	1.0	13	1000008	13	0.0	0.0	0.0	1.0	UNMATCHED	9	3848	1000001	288746.0	0
mcp1k	488139	BUNDLE	0	2	30	446	4097635.0	0.380600836300405	1.0	14	7	2	0.0	0.0	1.0	0.0	OTHER	20	9555	2	720887.1	0
mcp1k	488139	BUNDLE	0	1	79	340	2368893.2	0.1251608156516382	1.0	14	7	2	0.0	0.0	1.0	0.0	OTHER	20	9555	2	720887.1	0
mcp1k	488755	BUNDLE	1	2	2	1192	14474887.0	2.9244848674152464	14.56	9	1000000	8	0.0	0.0	0.0	1.0	UNMATCHED	5	14692	1000004	-783311.9	0
mcp1k	488755	BUNDLE	1	0	3	836	8954340.3	1.571026553497869	1.0	9	1000000	8	0.003	0.0	0.0	0.997	UNMATCHED	5	14692	1000004	-783311.9	0
mcp1k	488755	BUNDLE	1	1	63	817	7949151.8	0.8673026815790709	1.0	9	1000000	8	0.0	0.0	0.673	0.327	OTHER	8	5496	0	-596874.1	0
mcp1k	488755	BUNDLE	1	0	13	652	7415046.2	1.3009595442350421	4.0	9	1000000	8	0.0	0.0	0.0	1.0	UNMATCHED	5	14692	1000004	-783311.9	0
mcp1k	488755	BUNDLE	1	1	32	782	4870423.8	0.5313940063600909	1.0	9	1000000	8	0.0	0.0	0.0	1.0	UNMATCHED	5	14692	1000004	-783311.9	0
mcp1k	489327	BUNDLE	0	2	37	270	5483195.0	0.12150281605945525	1.0	19	1	21	0.0	0.0	1.0	0.0	OTHER	14	4832	0	-173537.9	0
mcp1k	489327	BUNDLE	0	1	38	683	4891288.9	0.10841325686421902	11.18	19	1	21	0.0	0.0	1.0	0.0	OTHER	14	4832	0	-173537.9	0
mcp1k	489327	BUNDLE	0	0	9	167	1818926.8	0.03509163865349573	1.0	19	1	21	0.0	0.0	0.0	1.0	UNMATCHED	10	5340	1000009	128172.7	0
mcp1k	489327	BUNDLE	0	2	27	211	1698457.0	0.03763632489012231	1.0	19	1	21	0.0	0.0	0.0	1.0	UNMATCHED	10	5340	1000009	128172.7	0
mcp1k	490977	BUNDLE	1	1	23	527	5409610.3	0.40440200945911364	1.0	17	1000000	15	0.008	0.0	0.0	0.992	UNMATCHED	11	4785	1000004	-222914.6	0
mcp1k	490977	BUNDLE	1	2	8	299	4891751.0	0.2991178204476515	1.0	17	1000000	15	0.0	0.0	1.0	0.0	OTHER	12	9569	7	-1153522.6	0
mcp1k	490977	BUNDLE	1	1	11	441	3734836.1	0.27920222346523543	1.0	17	1000000	15	0.009	0.0	0.991	0.0	OTHER	12	9569	7	-1153522.6	0
mcp1k	490977	BUNDLE	1	2	4	188	3711012.0	0.22691870888258214	1.0	17	1000000	15	0.0	0.0	1.0	0.0	OTHER	12	9569	7	-1153522.6	0
mcp1k	490977	BUNDLE	1	0	19	470	2847655.0	0.2458397268686711	1.0	17	1000000	15	0.024	0.0	0.976	0.0	OTHER	12	9569	7	-1153522.6	0
mcp1k	490977	BUNDLE	1	0	14	75	975895.1	0.08424959654047785	1.0	17	1000000	15	0.0	0.0	0.0	1.0	UNMATCHED	9	209	1000006	-1153529.2	0
mcp1k	490977	BUNDLE	1	2	7	72	960810.0	0.05875102658829283	21.0	17	1000000	15	0.0	0.0	0.0	1.0	UNMATCHED	9	209	1000006	-1153529.2	0
mcp1k	490977	BUNDLE	1	1	17	84	909565.4	0.067995669760996	22.2	17	1000000	15	0.0	0.0	0.0	1.0	UNMATCHED	9	209	1000006	-1153529.2	0
mcp1k	491483	BUNDLE	1	2	12	207	2875295.0	0.3268094091903471	1.0	13	1000007	6	0.0	0.0	0.0	1.0	UNMATCHED	11	4418	1000004	-270894.5	0
