sample	event	cls	apa	plane	comp	ncell	Q	Qfrac	wmin	wmax	smin	smax	wext	sext	cw	cs	f_act	f_noblobslice	f_zsum	nplane_act	d_bundle	d_scope	Qbundle_plane	pca_rms	npartner_planes	qmax	f_topwire	f_topslice	nwire_q	floor	f_cov4	fq_cov4
mcp2k	72275	BUNDLE	0	0	26	28	137010.2	1.173980362570123	850	862	101	104	13	4	855.5	101.7	1.0	0.0	0.0	3.0	13.0	0.0	116705.7	0.69	2	7529.0	0.11	0.488	11	2564.1	0.0	0.0
mcp2k	72280	BUNDLE	0	0	18	329	2535746.6	3.5770956666829368	852	960	321	325	109	5	905.6	323.0	1.0	0.0	0.0	3.0	1.0	0.0	708884.2	0.9	1	19954.5	0.018	0.452	0	2740.7	0.0	0.0
mcp2k	72280	BUNDLE	0	1	23	311	2011541.9	3.1007453811571404	1010	1133	322	328	124	7	1071.6	324.0	1.0	0.0	0.0	3.0	1.0	0.0	648728.5	0.82	1	21411.3	0.024	0.463	0	2711.4	0.0	0.0
mcp2k	72280	BUNDLE	0	0	16	233	1772651.9	2.500622668695395	759	836	322	326	78	5	796.5	324.3	1.0	0.0	0.0	3.0	1.0	0.0	708884.2	0.87	1	19218.5	0.027	0.376	0	2740.7	0.0	0.0
mcp2k	72280	BUNDLE	0	0	22	185	1413437.4	1.9938903984600023	994	1062	323	328	69	6	1025.5	325.3	1.0	0.0	0.0	3.0	20.0	0.0	708884.2	0.88	1	18746.0	0.029	0.469	0	2740.7	0.0	0.0
mcp2k	72280	BUNDLE	0	0	23	107	810064.5	1.142731774808918	1096	1131	319	323	36	5	1113.5	321.2	1.0	0.0	0.0	3.0	4.0	0.0	708884.2	0.86	1	19495.8	0.059	0.353	1	2740.7	0.0	0.0
mcp2k	72280	BUNDLE	0	1	25	78	479738.8	0.7395062803622778	1149	1182	321	324	34	4	1165.3	322.1	1.0	0.0	0.0	3.0	1.0	0.0	648728.5	0.67	1	9723.6	0.04	0.534	0	2711.4	0.0	0.0
mcp2k	72768	NOBLOB-INSLICE	1	1	7	56	446011.7	0.040355578696168445	1117	1126	337	359	10	23	1121.2	348.8	1.0	0.036	0.0	3.0	0.0	1.0	11052045.7	0.74	1	17882.3	0.164	0.075	9	2857.6	0.964	0.971
mcp2k	72768	NOBLOB-INSLICE	1	2	19	40	398978.0	0.036082334842092195	1196	1204	337	359	9	23	1199.4	348.8	1.0	0.05	0.0	3.0	0.0	1.0	11057433.0	0.48	1	19785.0	0.166	0.077	8	3927.5	0.95	0.963
mcp2k	73038	BUNDLE	1	0	1	3830	31537215.2	166.98602890797167	149	601	108	672	453	565	448.5	433.5	1.0	0.0	0.0	3.0	9.43	0.0	188861.4	105.55	1	44718.2	0.031	0.005	0	2663.5	0.0	0.0
mcp2k	73038	BUNDLE	0	2	47	649	6342441.0	1.0730232756435916	1093	1262	751	797	170	47	1202.9	764.6	1.0	0.0	0.0	3.0	2.0	0.0	5910814.0	10.6	1	38101.0	0.017	0.231	0	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	2	18	330	3317360.0	0.5612357282770191	257	369	733	742	113	10	319.6	737.8	1.0	0.0	0.0	3.0	1.0	0.0	5910814.0	1.03	1	31096.0	0.028	0.197	0	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	2	51	375	3220951.0	0.5449251152210169	1264	1412	751	760	149	10	1334.7	756.4	1.0	0.0	0.0	3.0	4.0	0.0	5910814.0	1.27	1	21979.0	0.019	0.434	0	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	2	26	325	2847239.0	0.48169998243896694	447	546	737	751	100	15	491.4	743.4	1.0	0.0	0.0	3.0	1.0	0.0	5910814.0	2.09	1	36275.0	0.035	0.295	0	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	1	87	275	2797876.9	10.011245792980654	1284	1345	752	799	62	48	1318.6	775.4	1.0	0.0	0.0	3.0	1.0	0.0	279473.4	4.71	1	29134.9	0.06	0.04	1	2960.0	0.0	0.0
mcp2k	73038	BUNDLE	0	0	36	278	2315310.5	0.9364281686249007	759	835	738	751	77	14	797.5	743.4	1.0	0.0	0.0	3.0	1.0	0.0	2472491.3	2.02	1	31686.7	0.047	0.287	0	2847.1	0.0	0.0
mcp2k	73038	BUNDLE	0	2	22	134	2297009.0	0.38861128095047487	387	405	758	799	19	42	396.8	779.5	1.0	0.0	0.0	3.0	7.0	0.0	5910814.0	1.36	1	43548.0	0.08	0.041	13	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	1	17	301	2018626.3	7.222963974388976	602	715	761	796	114	36	657.3	777.6	1.0	0.0	0.0	3.0	24.17	0.0	279473.4	0.82	1	23533.3	0.027	0.056	0	2960.0	0.0	0.0
mcp2k	73038	BUNDLE	1	1	48	170	1967968.9	13.774031620581024	1162	1190	610	670	29	61	1176.6	645.3	1.0	0.0	0.0	3.0	24.17	0.0	142875.3	0.94	1	31759.9	0.05	0.044	1	3021.3	0.0	0.0
mcp2k	73038	BUNDLE	0	0	47	298	1887478.7	0.7633914424693831	994	1111	747	750	118	4	1048.2	748.9	1.0	0.0	0.0	3.0	25.0	0.0	2472491.3	0.76	1	17249.5	0.024	0.461	0	2847.1	0.0	0.0
mcp2k	73038	BUNDLE	0	2	24	50	894030.0	0.1512532791591818	407	410	752	770	4	19	408.5	760.4	1.0	0.0	0.0	3.0	1.0	0.0	5910814.0	1.01	1	68227.0	0.382	0.136	4	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	2	52	38	507460.0	0.08585281147402032	1284	1296	735	742	13	8	1288.5	737.8	1.0	0.0	0.0	3.0	1.0	0.0	5910814.0	0.89	1	32062.0	0.15	0.172	10	3593.5	0.0	0.0
mcp2k	73038	BUNDLE	0	0	43	81	468867.6	0.18963367029845565	931	960	746	748	30	3	945.7	746.9	1.0	0.0	0.0	3.0	9.0	0.0	2472491.3	0.78	1	9671.2	0.046	0.493	0	2847.1	0.0	0.0
mcp2k	73038	BUNDLE	0	0	61	49	305711.7	0.12364520756857669	1165	1182	749	751	18	3	1174.5	749.9	1.0	0.0	0.0	3.0	13.0	0.0	2472491.3	0.79	1	15543.3	0.109	0.496	12	2847.1	0.0	0.0
mcp2k	73038	BUNDLE	0	0	57	43	258688.0	0.10462645510623234	1114	1131	749	751	18	3	1122.1	749.7	1.0	0.0	0.0	3.0	5.0	0.0	2472491.3	0.72	1	9050.0	0.076	0.514	11	2847.1	0.0	0.0
mcp2k	73412	BUNDLE	1	2	18	426	5296807.0	0.1749462838859717	561	683	0	125	123	126	622.4	61.7	1.0	0.0	0.0	3.0	1.0	0.0	30276762.0	1.07	1	48956.0	0.023	0.024	0	4029.0	0.0	0.0
mcp2k	73412	BUNDLE	1	2	10	195	3505691.0	0.1157881744421679	407	430	67	125	24	59	414.1	93.3	1.0	0.0	0.0	3.0	1.0	0.0	30276762.0	2.81	1	59980.0	0.119	0.029	10	4029.0	0.0	0.0
mcp2k	73688	BUNDLE	0	0	8	761	6052852.5	0.13307010459369437	1203	1424	305	541	222	237	1308.1	427.2	1.0	0.0	0.0	3.0	1.0	0.0	45486193.3	1.21	1	32420.8	0.018	0.014	0	3033.7	0.0	0.0
mcp2k	73688	BUNDLE	0	2	9	162	2956481.0	0.06375546537076947	1021	1028	304	408	8	105	1024.4	352.6	1.0	0.0	0.0	3.0	1.0	0.0	46372197.0	0.65	1	45913.0	0.183	0.028	8	2871.8	0.0	0.0
mcp2k	73688	BUNDLE	0	1	16	200	1690214.7	0.04550927766758273	1150	1210	754	818	61	65	1178.2	784.2	1.0	0.01	0.0	3.0	1.0	0.0	37140002.8	0.73	2	18928.6	0.036	0.034	0	3719.7	0.0	0.0
mcp2k	73688	BUNDLE	0	2	8	110	1469559.0	0.03169051921348475	1003	1006	754	818	4	65	1004.3	781.3	0.991	0.009	0.0	3.0	1.0	0.0	46372197.0	0.52	2	27497.0	0.362	0.035	4	2871.8	0.0	0.0
mcp2k	73727	BUNDLE	1	1	31	969	6940083.6	0.252682003289181	953	1157	749	855	205	107	1057.5	800.0	1.0	0.0	0.0	3.0	1.0	0.0	27465682.2	14.02	1	25294.4	0.015	0.033	0	2918.0	0.0	0.0
mcp2k	73727	BUNDLE	1	2	5	119	1984831.0	0.08361603013230656	654	665	749	795	12	47	660.4	771.6	1.0	0.0	0.0	3.0	1.0	0.0	23737446.0	0.75	1	45434.0	0.126	0.042	9	3060.0	0.0	0.0
mcp2k	74146	BUNDLE	0	2	17	641	8697586.0	0.41448146510589035	838	977	28	274	140	247	907.7	152.8	1.0	0.0	0.0	3.0	1.0	0.0	20984258.0	0.88	2	37116.0	0.018	0.011	0	4417.0	0.0	0.0
mcp2k	74146	BUNDLE	0	2	21	116	2892153.0	0.1378248875895445	977	1005	175	214	29	40	990.8	193.4	1.0	0.0	0.0	3.0	1.0	0.0	20984258.0	0.98	2	65689.0	0.057	0.044	1	4417.0	0.0	0.0
mcp2k	74146	BUNDLE	0	0	21	323	2476020.3	0.22850820646440537	834	945	176	214	112	39	890.4	195.0	1.0	0.0	0.0	3.0	1.0	0.0	10835585.9	0.82	2	26381.9	0.025	0.034	0	2573.0	0.0	0.0
mcp2k	74146	BUNDLE	0	1	35	91	641856.3	0.04441226747991326	1280	1317	203	214	38	12	1298.6	209.1	1.0	0.0	0.0	3.0	1.0	0.0	14452229.9	0.71	2	12851.9	0.039	0.104	0	3229.2	0.0	0.0
mcp2k	74146	BUNDLE	0	0	17	56	479198.5	0.0442245121235207	739	753	240	250	15	11	747.6	245.4	1.0	0.0	0.0	3.0	1.0	0.0	10835585.9	1.1	1	19960.9	0.127	0.181	9	2573.0	0.0	0.0
mcp2k	74190	BUNDLE	0	2	2	663	13079160.0	1.7031886050927048	0	129	168	430	130	263	62.5	299.5	1.0	0.0	0.0	3.0	1.0	0.0	7679220.0	1.17	1	52502.0	0.015	0.01	0	4440.2	0.0	0.0
mcp2k	74190	BUNDLE	0	0	16	381	2507195.8	0.19752960266371697	1000	1131	147	203	132	57	1066.9	174.4	1.0	0.0	0.0	3.0	1.0	0.0	12692759.8	0.78	1	14236.7	0.013	0.022	0	2601.6	0.0	0.0
mcp2k	74190	BUNDLE	0	0	11	294	1995173.7	0.15718990443670097	759	863	259	301	105	43	810.5	279.0	1.0	0.0	0.0	3.0	1.0	0.0	12692759.8	0.79	1	19468.9	0.027	0.053	0	2601.6	0.0	0.0
mcp2k	74326	BUNDLE	1	1	21	237	2044122.0	0.06069625050624452	774	852	595	660	79	66	814.6	625.5	1.0	0.0	0.0	3.0	1.0	0.0	33677895.8	0.73	1	28301.4	0.043	0.045	0	3391.7	0.0	0.0
mcp2k	74336	NOBLOB-SLICE	0	2	10	62	519229.0	0.030383977724030113	351	365	556	591	15	36	358.0	574.1	1.0	0.887	0.0	2.0	0.0	1.0	17088908.0	0.48	1	13451.0	0.103	0.042	13	3967.8	0.113	0.113
mcp2k	74784	BUNDLE	1	2	19	1223	29509265.0	1.1716048400435684	724	767	0	414	44	415	743.6	197.7	0.998	0.0	0.0	3.0	1.0	0.0	25187046.0	7.42	1	87227.0	0.098	0.013	3	3469.8	0.0	0.0
mcp2k	74784	BUNDLE	1	1	37	311	4115428.8	0.15861986619636465	1052	1123	356	414	72	59	1086.2	383.5	1.0	0.0	0.0	3.0	1.0	0.0	25945229.3	1.32	1	35410.1	0.031	0.043	0	2967.1	0.0	0.0
mcp2k	74784	BUNDLE	1	1	14	322	2481310.3	0.09563647602836949	640	755	367	414	116	48	698.2	391.6	1.0	0.0	0.0	3.0	1.0	0.0	25945229.3	0.79	1	15827.9	0.015	0.028	0	2967.1	0.0	0.0
mcp2k	74854	BUNDLE	0	1	2	1478	17189491.9	1.7787032861484968	538	732	494	814	195	321	635.6	680.7	1.0	0.0	0.0	3.0	23.35	0.0	9664058.1	54.67	1	50029.8	0.023	0.009	0	3238.2	0.0	0.0
mcp2k	74854	BUNDLE	0	2	57	784	8903658.0	0.7488093776334226	1386	1667	662	704	282	43	1526.9	682.8	1.0	0.0	0.0	3.0	1.0	0.0	11890420.0	1.15	1	64969.0	0.021	0.033	0	3539.2	0.0	0.0
mcp2k	74854	BUNDLE	0	1	21	165	1931704.8	0.19988547047332011	889	946	665	674	58	10	921.0	671.0	1.0	0.0	0.0	3.0	7.07	0.0	9664058.1	1.88	1	36235.8	0.043	0.207	0	3238.2	0.0	0.0
mcp2k	75135	BUNDLE	1	2	4	377	8705919.0	0.2909552383960216	318	405	608	722	88	115	365.2	663.8	1.0	0.0	0.0	3.0	1.0	0.0	29921850.0	1.12	1	93422.0	0.048	0.019	0	3998.0	0.0	0.0
mcp2k	75135	BUNDLE	1	0	12	900	7702614.0	0.5214153222067489	604	768	241	469	165	229	680.7	324.7	1.0	0.0	0.0	3.0	1.0	0.0	14772511.8	12.2	1	34344.4	0.016	0.145	0	2878.3	0.0	0.0
mcp2k	75135	BUNDLE	1	1	28	729	7414098.6	0.23804281246751494	888	951	379	603	64	225	922.0	522.3	0.999	0.0	0.0	3.0	1.0	0.0	31146072.1	13.1	1	46154.6	0.04	0.059	0	2948.6	0.0	0.0
mcp2k	75135	BUNDLE	1	0	13	500	4160251.8	0.2816211526058825	604	768	562	622	165	61	683.6	593.2	1.0	0.0	0.0	3.0	1.0	0.0	14772511.8	0.87	1	26447.2	0.016	0.03	0	2878.3	0.0	0.0
mcp2k	75135	BUNDLE	1	1	26	178	1236805.3	0.03970983230338056	884	951	622	643	68	22	916.6	632.3	1.0	0.0	0.0	3.0	20.02	0.0	31146072.1	0.75	1	16877.1	0.028	0.059	0	2948.6	0.0	0.0
mcp2k	75135	BUNDLE	1	1	25	155	1204167.9	0.03866195057064675	822	879	608	623	58	16	853.5	615.4	1.0	0.0	0.0	3.0	1.0	0.0	31146072.1	0.83	2	22085.7	0.049	0.111	0	2948.6	0.0	0.0
mcp2k	75316	BUNDLE	1	0	11	462	3416221.9	0.18543462632418442	604	755	402	472	152	71	683.8	438.9	1.0	0.0	0.0	3.0	1.0	0.0	18422783.1	0.83	1	25987.8	0.023	0.023	0	2807.8	0.0	0.0
mcp2k	75316	BUNDLE	1	2	18	91	892499.0	0.031832601913838805	1513	1540	441	478	28	38	1526.0	460.1	1.0	0.0	0.0	3.0	1.0	0.0	28037262.0	0.59	1	18223.0	0.055	0.038	1	3964.5	0.0	0.0
mcp2k	75377	BUNDLE	1	1	98	877	7060851.1	0.6336158428802018	1615	1932	526	643	318	118	1763.0	580.7	1.0	0.0	0.0	3.0	1.0	0.0	11143741.4	0.93	1	30708.6	0.018	0.024	0	2872.2	0.0	0.0
mcp2k	75377	BUNDLE	1	0	14	610	7044460.2	0.6027694522810241	800	953	526	632	154	107	880.2	576.5	1.0	0.0	0.0	3.0	1.0	0.0	11686823.5	1.4	1	46235.6	0.023	0.026	0	3004.2	0.0	0.0
mcp2k	75554	NOBLOB-INSLICE	0	0	5	134	1045662.2	0.06713705136059658	392	429	369	406	38	38	410.8	387.7	1.0	0.418	0.0	3.0	0.0	1.0	15575039.1	0.77	1	23406.8	0.058	0.055	1	2498.1	0.112	0.109
mcp2k	75554	NOBLOB-SLICE	0	0	7	202	1460091.6	0.09374561377505627	432	486	409	465	55	57	457.8	437.2	1.0	0.827	0.0	3.0	0.0	1.0	15575039.1	0.78	1	19363.9	0.035	0.033	0	2498.1	0.005	0.004
mcp2k	75554	NOBLOB-SLICE	0	0	10	105	718963.0	0.046161232429907675	512	542	495	528	31	34	527.4	510.7	1.0	0.933	0.0	2.0	1.0	1.0	15575039.1	0.71	1	12393.3	0.049	0.044	0	2498.1	0.0	0.0
mcp2k	75554	NOBLOB-SLICE	0	0	1	88	714175.3	0.04585383673290426	333	358	307	332	26	26	346.4	321.1	1.0	0.898	0.0	2.0	1.0	1.0	15575039.1	0.74	1	20154.7	0.07	0.066	4	2498.1	0.0	0.0
mcp2k	75554	NOBLOB-SLICE	0	1	6	86	664746.6	0.040284209261863095	840	866	410	436	27	27	853.1	423.5	1.0	0.965	0.0	3.0	0.0	1.0	16501418.6	0.69	1	16198.8	0.068	0.055	4	3049.9	0.035	0.034
mcp2k	75554	NOBLOB-SLICE	0	1	7	79	622132.9	0.037701782803085795	868	892	383	406	25	24	879.7	395.3	1.0	0.646	0.0	2.0	1.0	1.0	16501418.6	0.71	1	19805.1	0.063	0.074	3	3049.9	0.0	0.0
mcp2k	75554	NOBLOB-SLICE	0	1	3	65	506811.4	0.03071320183344722	766	785	496	516	20	21	775.1	505.4	1.0	1.0	0.0	2.0	2.0	1.0	16501418.6	0.72	1	14005.3	0.076	0.065	12	3049.9	0.0	0.0
mcp2k	75700	BUNDLE	0	1	8	313	2602670.8	0.1607277427743309	627	725	540	647	99	108	674.6	591.4	1.0	0.0	0.0	3.0	1.0	0.0	16193040.2	0.69	1	23407.0	0.024	0.019	0	3398.3	0.0	0.0
mcp2k	75700	BUNDLE	0	2	5	136	2087357.0	0.13100646974663527	278	304	286	368	27	83	291.3	325.5	1.0	0.0	0.0	3.0	1.0	0.0	15933236.0	0.48	2	36802.0	0.058	0.033	1	3537.0	0.0	0.0
mcp2k	75700	BUNDLE	0	1	6	215	2067350.9	0.1276691019392393	557	619	286	368	63	83	588.1	327.7	1.0	0.0	0.0	3.0	1.0	0.0	16193040.2	0.62	2	21601.9	0.027	0.021	0	3398.3	0.0	0.0
mcp2k	75700	BUNDLE	0	0	17	273	1883527.1	0.1302708218451764	807	894	287	368	88	82	849.3	329.4	1.0	0.0	0.0	3.0	1.0	0.0	14458549.3	0.69	2	19442.6	0.026	0.022	0	2629.0	0.0	0.0
mcp2k	75729	BUNDLE	1	1	18	1063	8986652.8	0.7532426243973523	1241	1649	484	492	409	9	1438.7	488.4	1.0	0.0	0.0	3.0	1.0	0.0	11930621.7	0.87	1	32553.7	0.01	0.282	0	3338.8	0.0	0.0
mcp2k	75729	BUNDLE	1	0	21	667	4930497.7	0.46370467848942826	1231	1458	481	490	228	10	1337.7	484.4	1.0	0.0	0.0	3.0	2.0	0.0	10632840.1	0.97	1	27201.0	0.014	0.344	0	2532.5	0.0	0.0
mcp2k	75729	BUNDLE	1	0	7	385	2439897.9	0.2294681267707581	604	744	488	491	141	4	674.4	489.4	1.0	0.0	0.0	3.0	1.0	0.0	10632840.1	0.81	1	17062.4	0.016	0.438	0	2532.5	0.0	0.0
mcp2k	75730	BUNDLE	1	1	33	513	3250696.1	0.30463696020249353	953	1157	635	644	205	10	1054.1	639.1	1.0	0.0	0.0	3.0	1.0	0.0	10670721.3	0.76	1	22296.8	0.016	0.156	0	2715.6	0.0	0.0
mcp2k	75730	BUNDLE	1	2	8	137	1114886.0	0.15188092081127144	517	562	616	650	46	35	540.0	633.7	1.0	0.0	0.0	3.0	1.0	0.0	7340527.0	0.72	1	18047.0	0.039	0.043	0	3644.5	0.0	0.0
mcp2k	75730	BUNDLE	1	1	42	125	811104.2	0.07601212487856841	1162	1212	642	645	51	4	1185.0	643.7	1.0	0.0	0.0	3.0	1.0	0.0	10670721.3	0.74	1	17357.6	0.043	0.446	0	2715.6	0.0	0.0
mcp2k	75954	BUNDLE	0	2	15	1078	13752163.0	32.582273292661256	478	644	180	527	167	348	551.7	346.1	1.0	0.0	0.0	3.0	1.0	0.0	422075.0	25.24	1	57223.0	0.017	0.072	0	4022.0	0.0	0.0
mcp2k	75954	BUNDLE	1	0	4	820	6087764.1	0.31033036426539923	357	580	136	396	224	261	470.6	267.1	1.0	0.0	0.0	3.0	1.0	0.0	19617043.0	0.74	1	25181.0	0.012	0.011	0	3103.2	0.0	0.0
mcp2k	75954	BUNDLE	1	1	38	294	2987711.5	0.14133873068563205	1162	1261	170	183	100	14	1218.5	179.3	1.0	0.0	0.0	3.0	21.0	0.0	21138660.9	2.45	1	53899.5	0.044	0.192	0	2840.7	0.0	0.0
mcp2k	75954	BUNDLE	1	1	42	303	2093314.6	0.09902777710957085	1234	1349	232	268	116	37	1291.3	248.9	1.0	0.0	0.0	3.0	23.77	0.0	21138660.9	0.84	1	23052.7	0.029	0.052	0	2840.7	0.0	0.0
mcp2k	75954	BUNDLE	1	0	2	263	2068975.6	0.10546827062570031	261	336	22	112	76	91	297.9	66.3	1.0	0.0	0.0	3.0	1.0	0.0	19617043.0	0.68	1	24893.9	0.033	0.027	0	3103.2	0.0	0.0
mcp2k	75954	BUNDLE	0	1	42	171	1419626.1	11.445773059228932	1051	1112	335	341	62	7	1076.9	339.1	1.0	0.0	0.0	3.0	9.22	0.0	124030.6	1.14	1	32677.2	0.068	0.411	2	2769.8	0.0	0.0
mcp2k	75954	BUNDLE	1	1	46	156	1223692.7	0.05788884668659404	1257	1301	133	141	45	9	1283.1	137.6	1.0	0.0	0.0	3.0	1.0	0.0	21138660.9	1.21	1	19377.2	0.05	0.289	1	2840.7	0.0	0.0
mcp2k	75954	BUNDLE	1	1	50	130	798012.8	0.03775134119304597	1422	1480	108	117	59	10	1452.6	112.6	1.0	0.0	0.0	3.0	1.0	0.0	21138660.9	0.69	1	19131.3	0.047	0.131	0	2840.7	0.0	0.0
mcp2k	75954	BUNDLE	0	1	37	92	770726.5	6.214002834784319	1010	1044	338	345	35	8	1027.8	341.0	1.0	0.0	0.0	3.0	1.0	0.0	124030.6	1.03	1	26039.9	0.123	0.428	4	2769.8	0.0	0.0
mcp2k	76038	BUNDLE	1	2	51	672	8101540.0	0.29532413956261333	838	1055	182	293	218	112	941.9	236.0	1.0	0.0	0.0	3.0	1.0	0.0	27432705.0	0.84	2	43405.0	0.014	0.013	0	3595.8	0.0	0.0
mcp2k	76038	BUNDLE	1	1	97	505	5554951.4	0.2561061248151934	1162	1322	202	279	161	78	1242.2	240.1	1.0	0.0	0.0	3.0	1.0	0.0	21690037.3	0.84	2	29303.2	0.016	0.02	0	3448.6	0.0	0.0
mcp2k	76038	BUNDLE	1	0	43	212	1529190.8	0.09442026589702121	800	872	226	245	73	20	834.9	235.1	1.0	0.0	0.0	3.0	1.0	0.0	16195578.2	0.88	2	24848.4	0.038	0.073	0	2741.4	0.0	0.0
mcp2k	76038	BUNDLE	1	0	48	223	1331194.1	0.08219491046018969	942	1027	260	282	86	23	984.5	271.1	1.0	0.0	0.0	3.0	1.0	0.0	16195578.2	0.74	2	13163.3	0.021	0.056	0	2741.4	0.0	0.0
mcp2k	76170	BUNDLE	0	2	31	711	16149460.0	0.3591048965578767	1143	1254	279	547	112	269	1198.3	416.2	1.0	0.0	0.0	3.0	1.0	0.0	44971428.0	0.98	2	59629.0	0.014	0.007	0	2983.5	0.0	0.0
mcp2k	76170	BUNDLE	0	1	2	1476	11108983.7	0.27898347964593034	134	638	339	499	505	161	414.6	428.3	1.0	0.0	0.0	3.0	1.0	0.0	39819503.7	1.23	2	34304.8	0.012	0.026	0	2862.2	0.0	0.0
mcp2k	76170	BUNDLE	0	0	30	760	9395181.0	0.29735261041239025	759	902	590	685	144	96	866.4	642.1	1.0	0.0	0.0	3.0	1.0	0.0	31596093.9	16.04	1	53051.5	0.043	0.025	0	3006.4	0.0	0.0
mcp2k	76170	BUNDLE	0	0	40	315	6366680.8	0.20150214833992502	923	960	458	547	38	90	943.8	500.9	1.0	0.0	0.0	3.0	1.0	0.0	31596093.9	1.28	2	64332.2	0.046	0.024	0	3006.4	0.0	0.0
mcp2k	76170	BUNDLE	0	2	25	456	3422677.0	0.07610781227582988	407	575	488	547	169	60	489.3	517.8	1.0	0.0	0.0	3.0	1.0	0.0	44971428.0	0.75	2	18467.0	0.013	0.024	0	2983.5	0.0	0.0
mcp2k	76170	BUNDLE	0	1	49	355	2621685.8	0.06583923847348203	1509	1632	610	652	124	43	1574.7	632.5	1.0	0.0	0.0	3.0	20.25	0.0	39819503.7	0.9	1	29357.4	0.035	0.056	0	2862.2	0.0	0.0
mcp2k	76170	BUNDLE	0	0	51	307	2310325.9	0.07312061760900135	1200	1307	454	499	108	46	1251.1	477.6	1.0	0.0	0.0	3.0	1.0	0.0	31596093.9	0.78	2	30524.4	0.03	0.037	0	3006.4	0.0	0.0
mcp2k	76170	BUNDLE	0	1	41	259	1849299.7	0.04644205799079309	1280	1372	531	564	93	34	1323.5	546.5	1.0	0.0	0.0	3.0	13.93	0.0	39819503.7	0.78	2	21341.7	0.028	0.041	0	2862.2	0.0	0.0
mcp2k	76170	BUNDLE	0	0	47	156	1208111.8	0.03823611247085198	1074	1131	525	547	58	23	1103.2	536.6	1.0	0.0	0.0	3.0	1.0	0.0	31596093.9	0.76	2	18974.6	0.041	0.062	0	3006.4	0.0	0.0
mcp2k	76280	BUNDLE	1	0	23	2300	22938100.9	1.1358492112681529	1035	1206	6	393	172	388	1116.1	187.3	1.0	0.0	0.0	3.0	1.0	0.0	20194670.8	36.79	2	37560.3	0.02	0.011	0	2910.5	0.0	0.0
mcp2k	76280	BUNDLE	1	1	53	389	4776434.3	0.4152908264320262	777	879	322	407	103	86	825.5	362.2	1.0	0.0	0.0	3.0	9.85	0.0	11501420.2	1.11	1	42471.6	0.025	0.023	0	2998.5	0.0	0.0
mcp2k	76280	BUNDLE	1	2	17	162	1955162.0	0.10564132506146547	838	888	278	321	51	44	863.6	298.3	1.0	0.0	0.0	3.0	1.0	0.0	18507549.0	0.74	1	36627.0	0.051	0.04	1	3818.2	0.0	0.0
mcp2k	76866	BUNDLE	1	0	1	1993	14855156.5	6.229778438198628	8	601	366	555	594	190	328.0	464.4	1.0	0.0	0.0	3.0	9.22	0.0	2384540.1	2.4	1	36931.5	0.007	0.019	0	2599.5	0.0	0.0
mcp2k	76866	BUNDLE	1	2	16	33	409580.0	0.19902977963275853	556	563	551	556	8	6	558.7	553.5	1.0	0.0	0.0	3.0	17.0	0.0	2057883.0	1.35	1	37386.0	0.255	0.353	6	2964.0	0.0	0.0
mcp2k	76998	BUNDLE	0	0	12	1287	18993186.3	0.8731844299001769	761	960	664	729	200	66	861.1	701.8	1.0	0.0	0.0	3.0	1.0	0.0	21751631.9	14.71	2	65996.5	0.011	0.047	0	2986.2	0.0	0.0
mcp2k	76998	BUNDLE	1	1	8	674	9447027.5	1.5403812115259443	479	643	520	691	165	172	561.7	607.6	1.0	0.0	0.0	3.0	1.0	0.0	6132915.3	2.08	1	44193.0	0.025	0.014	0	3623.9	0.0	0.0
mcp2k	76998	BUNDLE	0	1	30	277	2792231.4	0.17534831717527624	1542	1632	691	703	91	13	1583.8	697.0	1.0	0.0	0.0	3.0	1.0	0.0	15923913.3	0.93	1	35089.5	0.03	0.133	0	3502.9	0.0	0.0
mcp2k	76998	BUNDLE	1	0	35	282	1896582.2	0.25520127510873575	1532	1632	520	561	101	42	1581.5	540.9	1.0	0.0	0.0	3.0	21.0	0.0	7431711.3	0.76	1	17352.2	0.022	0.035	0	2488.2	0.0	0.0
mcp2k	76998	BUNDLE	1	0	38	237	1527022.2	0.2054738321172406	1657	1736	580	590	80	11	1700.2	586.4	1.0	0.0	0.0	3.0	2.0	0.0	7431711.3	1.03	1	17481.3	0.049	0.252	0	2488.2	0.0	0.0
mcp2k	76998	BUNDLE	1	0	33	206	1469812.0	0.19777571284288184	1461	1527	592	599	67	8	1497.4	595.4	1.0	0.0	0.0	3.0	1.0	0.0	7431711.3	1.05	1	28061.3	0.05	0.297	0	2488.2	0.0	0.0
mcp2k	76998	BUNDLE	1	0	32	201	1357718.3	0.18269255157960726	1461	1528	560	589	68	30	1496.8	574.5	1.0	0.0	0.0	3.0	18.6	0.0	7431711.3	0.83	1	25715.6	0.046	0.078	0	2488.2	0.0	0.0
mcp2k	76998	BUNDLE	0	2	26	91	704090.0	0.05667428693501892	1056	1091	676	681	36	6	1076.6	678.3	1.0	0.0	0.0	3.0	1.0	0.0	12423447.0	0.77	1	25409.0	0.08	0.303	5	2966.8	0.0	0.0
