run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
18255	1	48367	0	0	8	22	22	same	2	0	0	165.2	0	0	-161.69	-91.04	172.62	0	929.0	2.6811	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.1020	24698.2	0	8	1	0	0	0	28	26
18255	1	48895	0	0	6	16	16	same	3	0	0	168.9	0	0	-164.82	-165.43	185.51	0	522.6	3.3360	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.4457	8985.0	0	6	1	0	0	0	7	4
18255	1	49467	0	0	1000012	10	10	same	1	0	0	1.5	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		2.0248	266.3	1	12	0	0	0	0	1	0
18255	1	49511	0	0	1000012	20	20	same	14	0	0	67.2	0	0	30.43	199.96	52.28	0	299.8	-2.1825	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.7754	1033.0	1	12	1	0	0	0	16	2
18255	1	49951	0	0	1000010	15	15	same	3	0	0	61.3	0	0	191.25	173.84	21.50	0	727.9	2.0398	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.9847	10052.6	1	9	1	0	0	0	14	11
18255	1	50303	0	0	1000007	14	14	same	5	0	1	44.2	0	0	132.87	55.58	179.71	0	394.2	0.6786	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.7081	15976.3	1	7	1	0	0	0	11	6
18255	1	50787	0	0	1000011	7	7	same	2	0	0	45.0	1	1	127.35	-107.14	496.91	0	330.5	-0.2901	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.8875	3247.7	1	10	1	0	0	0	3	1
18255	1	50831	0	0	9	13	13	same	2	0	1	18.7	0	0	-137.65	-124.44	415.67	0	235.5	-1.8491	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.9068	11374.4	0	9	1	0	0	0	11	9
18255	1	51051	0	0	1000008	21	21	same	4	0	0	253.1	1	2	-17.31	-33.84	302.31	0	803.4	4.3127	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.1112	8987.9	1	8	1	0	0	0	6	2
18255	1	51513	0	0	1000007	17	17	same	5	0	1	74.5	0	0	44.87	46.38	138.59	0	474.5	2.2609	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		1.5079	6847.5	1	7	1	0	0	0	8	3
