idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1976552	0	nan
1	6505	130	12	1864696	0	nan
2	6512	130	13	1788932	0	nan
3	6520	130	16	1841940	0	nan
4	6528	130	12	1963000	0	nan
5	6529	130	11	1888992	0	nan
6	6532	130	20	2192112	0	nan
7	6536	130	13	1904936	0	nan
8	6545	130	16	1960036	0	nan
9	6550	130	11	1732044	0	nan
10	6570	131	22	2156636	0	nan
11	6588	131	10	1775468	0	nan
12	6604	132	28	2304276	0	nan
13	6606	132	13	2057644	0	nan
14	6612	132	14	2150500	0	nan
15	6642	132	18	2186808	0	nan
16	6650	132	13	2099852	0	nan
17	6711	134	11	1836120	0	nan
18	6748	134	14	1843348	0	nan
19	6775	135	12	1824252	0	nan
20	6786	135	20	2079156	0	nan
21	6804	136	14	1901172	0	nan
22	6805	136	13	2029716	0	nan
23	6806	136	13	2087884	0	nan
24	6821	136	13	1856784	0	nan
25	6822	136	17	2239228	0	nan
26	6837	136	14	2146992	0	nan
27	6844	136	15	2090240	0	nan
28	6852	137	15	1901996	0	nan
29	6867	137	13	1852008	0	nan
30	6874	137	23	2247944	0	nan
31	6878	137	17	2019672	0	nan
32	6887	137	11	1846000	0	nan
33	6888	137	22	2130080	0	nan
34	6898	137	11	1820400	0	nan
