mode,sample,apa,event,flash_index,time_ns,total_pe,n_active_pmt,n_zero_excl_chmask,n_zero_incl_chmask,min_pe_active,min_nonzero_pe
data,100,1,5814,4,1.42023e+06,12317.8,48,1,13,0,8.4866
data,100,1,5814,5,1.48831e+06,4397.44,48,1,13,0,4.6996
data,100,1,5814,6,804421,4944.43,48,1,13,0,22.0775
data,100,1,5814,7,139246,1930.96,48,1,13,0,1.08323
data,100,1,5814,8,-1.04306e+06,1692.26,48,1,13,0,5.37
data,100,1,5814,9,-756.531,680.955,48,2,14,0,0.962375
data,100,1,5814,10,1.2347e+06,656.532,48,1,13,0,0.9
data,100,1,5814,11,114624,276.588,48,1,13,0,0.8212
data,100,1,5814,12,1.14333e+06,419.12,48,1,13,0,0.7272
data,100,1,5814,13,-874228,279.118,48,1,13,0,0.6765
data,100,1,5814,14,88752.9,245.703,48,3,15,0,0.616225
data,100,1,5814,15,-504090,180.896,48,2,14,0,0.6404
data,100,1,5814,16,511773,162.116,48,5,17,0,0.4762
data,100,1,5902,0,827326,18350.7,48,1,13,0,10.9158
data,100,1,5902,1,-538804,20074.5,48,1,13,0,22.5844
data,100,1,5902,2,436126,20483.1,48,1,13,0,85.4065
data,100,1,5902,3,-590134,14332.9,48,1,13,0,7.4682
data,100,1,5902,4,-1.32304e+06,9315.93,48,1,13,0,1.7805
data,100,1,5902,5,173548,14844,48,1,13,0,37.2838
data,100,1,5902,6,-1.30493e+06,10225.1,48,1,13,0,32.8207
data,100,1,5902,7,-763690,8401.36,48,1,13,0,22.3365
data,100,1,5902,8,63739.9,4239.57,48,2,14,0,2.23125
data,100,1,5902,9,1.27405e+06,3822.61,48,1,13,0,3.425
data,100,1,5902,10,577006,5594.72,48,1,13,0,9.6784
data,100,1,5902,11,-1.03168e+06,4437.14,48,1,13,0,10.5319
data,100,1,5902,12,-206086,3115.09,48,1,13,0,4.07875
data,100,1,5902,13,464862,1939.89,48,2,14,0,2.11795
data,100,1,5902,14,-1.13177e+06,622.147,48,1,13,0,0.9775
data,100,1,5902,15,191008,454.333,48,2,14,0,1.58765
data,100,1,5902,16,1.33453e+06,277.481,48,3,15,0,0.627175
data,100,1,5902,17,-2350.17,172.437,48,7,19,0,0.7204
data,100,1,5902,18,585316,478.702,48,1,13,0,2.0315
data,100,1,5946,0,-420568,34961.7,48,1,13,0,83.9111
data,100,1,5946,1,-1.07014e+06,21620.8,48,1,13,0,27.8564
data,100,1,5946,2,-761025,14170.4,48,1,13,0,17.9135
data,100,1,5946,3,567058,13282,48,1,13,0,43.5547
data,100,1,5946,4,-972853,8872.65,48,1,13,0,28.0537
data,100,1,5946,5,88058.8,16676.8,48,1,13,0,62.285
data,100,1,5946,6,1.48702e+06,6606.45,48,1,13,0,7.78265
data,100,1,5946,7,164395,1839.1,48,1,13,0,0.83905
data,100,1,5946,8,-1.20964e+06,2160.55,48,1,13,0,11.0892
data,100,1,5946,9,-830728,2864.26,48,1,13,0,10.9877
data,100,1,5946,10,-411592,487.16,48,2,14,0,1.26778
data,100,1,5990,0,4239.31,8313.88,48,1,13,0,2.3729
data,100,1,5990,1,-427641,12866.5,48,1,13,0,41.653
data,100,1,5990,2,911754,7526.13,48,1,13,0,18.936
data,100,1,5990,3,-579183,7260.78,48,1,13,0,28.1819
data,100,1,5990,4,1.24425e+06,189.004,48,2,14,0,0.618125
data,100,1,6364,0,-906350,25705.2,48,1,13,0,19.8219
data,100,1,6364,1,1.28789e+06,16168.9,48,1,13,0,30.6458
data,100,1,6364,2,-528127,15218.6,48,1,13,0,40.2381
data,100,1,6364,3,352800,8144.48,48,1,13,0,4.28625
data,100,1,6364,4,-985602,5461.57,48,1,13,0,11.4482
data,100,1,6364,5,593452,3469.47,48,1,13,0,3.48975
data,100,1,6364,6,-207794,2513.63,48,3,15,0,2.192
data,100,1,6364,7,-741.737,3780.12,48,1,13,0,17.9679
data,100,1,6364,8,-454292,622.144,48,2,14,0,1.0116
data,100,1,6364,9,-960852,221.751,48,3,15,0,0.87915
data,100,1,6364,10,602979,217.418,48,2,14,0,0.8239
data,100,1,6364,11,1.51187e+06,200.137,48,2,14,0,0.83125
data,100,1,6364,12,363446,211.352,48,3,15,0,0.3445
data,100,1,6738,0,-1.15999e+06,16493.7,48,1,13,0,23.7532
data,100,1,6738,1,12566.4,11001.7,48,1,13,0,12.5149
data,100,1,6738,2,-1.14706e+06,13308.6,48,1,13,0,68.4354
data,100,1,6738,3,137614,4583.34,48,1,13,0,9.671
data,100,1,6738,4,-1.46341e+06,155.792,48,4,16,0,0.862
data,100,1,6738,5,1.48265e+06,179.953,48,6,18,0,0.7595
data,100,1,6892,0,-188306,114364,48,1,13,0,168.434
data,100,1,6892,1,239299,32159.1,48,1,13,0,54.6732
data,100,1,6892,2,-842633,13018.4,48,1,13,0,21.2909
data,100,1,6892,3,882544,6102.62,48,1,13,0,7.4525
data,100,1,6892,4,251215,4120.21,48,1,13,0,8.65053
data,100,1,6892,5,1.35466e+06,2054.47,48,1,13,0,0.575125
data,100,1,6892,6,-743.154,1111.88,48,1,13,0,8.5076
data,100,1,6892,7,-1.04093e+06,827.688,48,3,15,0,1.1991
data,100,1,6892,8,-350067,484.244,48,2,14,0,0.55495
data,100,1,6892,9,-1.39239e+06,416.394,48,1,13,0,1.1022
data,100,1,6892,10,-179899,682.723,48,3,15,0,0.491725
data,100,1,6892,11,-1.2325e+06,437.772,48,2,14,0,1.7718
data,100,1,6892,12,-218106,266.136,48,4,16,0,1.01175
data,100,1,6892,13,299077,163.574,48,4,16,0,0.4665
data,100,1,7090,0,-956469,21852.8,48,1,13,0,2.96495
data,100,1,7090,1,674054,12791,48,1,13,0,0.72925
data,100,1,7090,2,248328,16842,48,1,13,0,43.3045
data,100,1,7090,3,1.44471e+06,19987.6,48,1,13,0,61.3069
data,100,1,7090,4,-1.23807e+06,11673.6,48,1,13,0,23.3259
data,100,1,7090,5,-616255,6683.47,48,1,13,0,25.5002
data,100,1,7090,6,795087,5459.08,48,1,13,0,6.80032
data,100,1,7090,7,-1.08341e+06,3871.24,48,1,13,0,11.8187
data,100,1,7090,8,-202858,2817.57,48,1,13,0,4.20432
data,100,1,7090,9,-577652,1153.48,48,1,13,0,0.83025
data,100,1,7090,10,688658,1067.35,48,1,13,0,0.925
data,100,1,7090,11,-740.091,940.322,48,1,13,0,1.74625
data,100,1,7090,12,1.01991e+06,696.82,48,1,13,0,0.795
data,100,1,7090,13,257103,392.658,48,1,13,0,1.54032
data,100,1,7090,14,202769,308.082,48,2,14,0,1.0153
data,100,1,7090,15,-1.09538e+06,138.357,48,8,20,0,0.86635
data,100,1,7266,0,124656,29391.1,48,1,13,0,28.5026
data,100,1,7266,1,88794.1,13122.7,48,1,13,0,11.4082
data,100,1,7266,2,-1.29787e+06,8951.53,48,1,13,0,2.08613
data,100,1,7266,3,1.33486e+06,14062.8,48,1,13,0,52.2542
data,100,1,7266,4,347004,8340.95,48,1,13,0,3.8362
data,100,1,7266,5,1.07022e+06,10433.4,48,1,13,0,28.4652
data,100,1,7266,6,763287,11910.9,48,1,13,0,19.0441
data,100,1,7266,7,553960,9713.56,48,1,13,0,6.4522
data,100,1,7266,8,-416342,3988.27,48,1,13,0,4.1598
data,100,1,7266,9,429089,334.103,48,1,13,0,0.58405
data,100,1,7266,10,-1.19993e+06,354.232,48,1,13,0,0.7618
data,100,1,7266,11,-731.013,154.039,48,4,16,0,0.590125
data,100,1,7310,0,407434,12872.2,48,1,13,0,17.4694
data,100,1,7310,1,995176,7234.84,48,1,13,0,18.5788
data,100,1,7310,2,-1.42812e+06,6305.16,48,1,13,0,2.68225
data,100,1,7310,3,-797513,475.271,48,1,13,0,0.766275
data,100,1,7310,4,-390977,403.633,48,2,14,0,0.70805
data,100,1,7310,5,312194,245.595,48,1,13,0,0.767875
data,100,1,7310,6,559206,399.512,48,1,13,0,0.855625
data,100,1,7310,7,-736.704,204.209,48,5,17,0,0.76335
data,100,1,7376,0,1.48714e+06,14351.5,48,1,13,0,1.79853
data,100,1,7376,1,99711.6,13730.3,48,1,13,0,24.0178
data,100,1,7376,2,-906030,11110.8,48,1,13,0,12.61
data,100,1,7376,3,1.33327e+06,7396.34,48,1,13,0,4.59612
data,100,1,7376,4,-1.21507e+06,5839.75,48,1,13,0,3.74785
data,100,1,7376,5,-965972,9809.77,48,1,13,0,46.6976
data,100,1,7376,6,356307,3526.54,48,1,13,0,7.08055
data,100,1,7376,7,-1.01066e+06,1877.41,48,1,13,0,4.608
data,100,1,7376,8,-945387,1553.06,48,1,13,0,1.06493
data,100,1,7376,9,-739085,914.013,48,1,13,0,1.45475
data,100,1,7376,10,-158976,234.589,48,3,15,0,0.701
data,100,1,7376,11,-723.589,285.628,48,3,15,0,1.09108
data,100,1,7376,12,-237347,244.357,48,2,14,0,0.6492
data,100,1,7376,13,910115,224.551,48,3,15,0,0.6097
data,100,1,7376,14,107728,130.208,48,16,28,0,0.6382
data,100,1,7376,15,-766035,272.061,48,3,15,0,0.997
data,100,1,7376,16,448795,139.852,48,2,14,0,0.6967
data,100,1,7684,0,1.18753e+06,34107.6,48,1,13,0,31.6929
data,100,1,7684,1,-1.12174e+06,14289.4,48,1,13,0,6.77262
data,100,1,7684,2,-1.32848e+06,17596.5,48,1,13,0,84.6407
data,100,1,7684,3,-1.4004e+06,10142.3,48,1,13,0,8.07247
data,100,1,7684,4,270297,15061.6,48,1,13,0,24.2938
data,100,1,7684,5,-739257,10264.4,48,1,13,0,44.2063
data,100,1,7684,6,1.14587e+06,6940.34,48,1,13,0,2.82912
data,100,1,7684,7,-400181,10122.1,48,1,13,0,14.9443
data,100,1,7684,8,-150504,7580.43,48,1,13,0,1.5714
data,100,1,7684,9,908893,8795.98,48,1,13,0,10.5024
data,100,1,7684,10,-740.688,3581.81,48,1,13,0,3.39455
data,100,1,7684,11,296581,2229.27,48,1,13,0,4.36962
data,100,1,7684,12,-523676,2419.95,48,1,13,0,3.64907
data,100,1,7684,13,-415557,818.701,48,1,13,0,1.60882
data,100,1,7684,14,429177,429.636,48,1,13,0,1.683
data,100,1,7684,15,-1.03946e+06,40.9342,48,40,52,0,0.90945
data,100,1,7684,16,1.24323e+06,305.217,48,2,14,0,1.05013
data,100,1,7684,17,1.19584e+06,206.333,48,13,25,0,0.66
data,100,1,7684,18,-141390,48.5905,48,27,39,0,0.62655
data,100,1,8168,0,-221984,52291.5,48,1,13,0,2.69285
data,100,1,8168,1,1.47978e+06,21569.9,48,1,13,0,32.045
data,100,1,8168,2,1.02108e+06,13655.8,48,1,13,0,57.8305
data,100,1,8168,3,-1.07727e+06,9033.53,48,1,13,0,3.67292
data,100,1,8168,4,-1.05093e+06,12988.8,48,1,13,0,88.2618
data,100,1,8168,5,744202,12042.5,48,1,13,0,7.92817
data,100,1,8168,6,-745.181,7245.74,48,1,13,0,0.6241
data,100,1,8168,7,-598937,6928.84,48,1,13,0,4.8268
data,100,1,8168,8,1.13523e+06,9949.85,48,1,13,0,52.1703
data,100,1,8168,9,255872,4801.8,48,1,13,0,3.18345
data,100,1,8168,10,-564522,6370.59,48,1,13,0,5.775
data,100,1,8168,11,1.24833e+06,1953.85,48,2,14,0,1.21892
data,100,1,8168,12,-428492,1624.16,48,1,13,0,2.0842
data,100,1,8168,13,-861092,425.461,48,2,14,0,0.71155
data,100,1,8168,14,-213670,338.933,48,16,28,0,0.50065
data,100,1,8168,15,809088,33.9467,48,27,39,0,0.5994
data,100,1,8212,0,-1.16244e+06,156144,48,1,13,0,359.807
data,100,1,8212,1,821000,11982.4,48,1,13,0,14.9966
data,100,1,8212,2,-1.36945e+06,9538.06,48,1,13,0,25.883
data,100,1,8212,3,808611,8050.15,48,1,13,0,7.45397
data,100,1,8212,4,-734.323,583.788,48,2,14,0,0.615975
data,100,1,8212,5,1.4362e+06,411.449,48,3,15,0,1.9718
data,100,1,8212,6,-1.15259e+06,366.544,48,6,18,0,0.93075
data,100,1,8212,7,1.21028e+06,388.87,48,1,13,0,0.46645
data,100,1,8212,8,837859,233.498,48,3,15,0,0.81925
data,100,1,8212,9,428060,188.857,48,4,16,0,0.655525
data,100,1,8212,10,-1.20201e+06,228.045,48,4,16,0,0.8904
data,100,1,8212,11,-34242.4,154.903,48,8,20,0,0.49375
data,100,1,8212,12,-106167,162.449,48,4,16,0,0.571175
data,100,1,33459,0,75505.3,30658.6,48,1,13,0,0.572625
data,100,1,33459,1,-1.15562e+06,16248.9,48,1,13,0,0.207875
data,100,1,33459,2,320805,14555.2,48,1,13,0,0.446525
data,100,1,33459,3,1.41293e+06,23204.5,48,1,13,0,0.46
data,100,1,33459,4,-1.43485e+06,20976.3,48,1,13,0,0.4281
data,100,1,33459,5,-62690,13540.8,48,2,14,0,37.4338
data,100,1,33459,6,1.39312e+06,11483.4,48,2,14,0,30.7795
data,100,1,33459,7,-102343,8333.1,48,1,13,0,0.778925
data,100,1,33459,8,-31798.5,6485.85,48,2,14,0,13.3189
data,100,1,33459,9,-750.737,3002.35,48,1,13,0,2.04
data,100,1,33459,10,-826433,3550.01,48,1,13,0,2.1136
data,100,1,33459,11,927279,1293.85,48,1,13,0,0.45385
data,100,1,33459,12,-615551,803.114,48,2,14,0,0.3927
data,100,1,33459,13,-1.39126e+06,418.426,48,2,14,0,1.66225
data,100,1,33459,14,12586.5,268.131,48,2,14,0,0.412525
data,100,1,33459,15,524199,112.028,48,20,32,0,0.3362
data,100,1,33459,16,-1.14742e+06,243.608,48,5,17,0,0.549
data,100,1,33459,17,-54433.8,81.8923,48,30,42,0,0.42255
data,100,1,33591,0,988838,25796.1,48,1,13,0,0.232475
data,100,1,33591,1,-1.38592e+06,12599,48,1,13,0,2.05253
data,100,1,33591,2,-923806,11316.7,48,2,14,0,41.1744
data,100,1,33591,3,-477698,12131.7,48,1,13,0,0.6764
data,100,1,33591,4,1.15258e+06,5173.18,48,2,14,0,20.2029
data,100,1,33591,5,-172356,4279.75,48,1,13,0,0.715
data,100,1,33591,6,-1.09546e+06,4238.3,48,1,13,0,0.943
data,100,1,33591,7,646763,1176.84,48,1,13,0,0.66825
data,100,1,33591,8,578475,768.351,48,2,14,0,0.77725
data,100,1,33591,9,-727.081,392.672,48,2,14,0,0.56395
data,100,1,33591,10,-1.28729e+06,148.186,48,4,16,0,0.2819
data,100,1,33591,11,1.26007e+06,122.752,48,20,32,0,0.656
data,100,1,33591,12,-394447,64.7205,48,43,55,0,0.2586
data,100,1,33591,13,1.34279e+06,230.957,48,3,15,0,0.69925
data,100,1,33591,14,997786,57.6402,48,20,32,0,0.484
data,100,1,33745,0,1.29567e+06,24652.8,48,2,14,0,72.6842
data,100,1,33745,1,-724996,10990.7,48,2,14,0,12.8686
data,100,1,33745,2,-158273,8070.76,48,1,13,0,0.2204
data,100,1,33745,3,-441122,10170.5,48,2,14,0,6.04
data,100,1,33745,4,929325,9147.77,48,1,13,0,1.6909
data,100,1,33745,5,-1.06511e+06,6519.5,48,1,13,0,1.5644
data,100,1,33745,6,-736.088,3129.18,48,2,14,0,6.7335
data,100,1,33745,7,1.41608e+06,4084.31,48,1,13,0,0.4656
data,100,1,33745,8,-896848,1254.25,48,1,13,0,0.3993
data,100,1,33745,9,603002,1325.15,48,1,13,0,0.2805
data,100,1,33745,10,638828,1272.24,48,2,14,0,0.560525
data,100,1,33745,11,-1.31589e+06,985.606,48,2,14,0,2.6488
data,100,1,33745,12,-1.43992e+06,835.259,48,1,13,0,0.404275
data,100,1,33745,13,12261.1,247.02,48,3,15,0,0.7826
data,100,1,33745,14,918188,340.371,48,1,13,0,0.3434
data,100,1,33745,15,-716707,138.461,48,7,19,0,0.25455
data,100,1,33745,16,-83157.1,200.765,48,5,17,0,0.6505
data,100,1,34031,0,-616718,28039,48,2,14,0,80.515
data,100,1,34031,1,1.08617e+06,21490.5,48,2,14,0,25.03
data,100,1,34031,2,-364856,19792.1,48,1,13,0,0.4761
data,100,1,34031,3,-137817,11080.1,48,1,13,0,1.09022
data,100,1,34031,4,1.42425e+06,13363.5,48,2,14,0,97.0234
data,100,1,34031,5,-1.04506e+06,14989.9,48,1,13,0,0.609325
data,100,1,34031,6,-94717.9,10784.6,48,2,14,0,32.0946
data,100,1,34031,7,-107655,13322.6,48,1,13,0,0.24725
data,100,1,34031,8,-27929.6,6138.46,48,1,13,0,0.43795
data,100,1,34031,9,537047,3041.25,48,1,13,0,1.6145
data,100,1,34031,10,1.39563e+06,1512.23,48,1,13,0,0.252275
data,100,1,34031,11,1.46863e+06,1131.46,48,1,13,0,0.4036
data,100,1,34031,12,-528067,1121.85,48,1,13,0,1.0419
data,100,1,34031,13,-1.28255e+06,788.278,48,1,13,0,0.3712
data,100,1,34031,14,-1.42487e+06,269.907,48,4,16,0,0.48975
data,100,1,34031,15,-604010,227.563,48,4,16,0,0.3508
data,100,1,34031,16,-727.229,240.83,48,2,14,0,0.775375
data,100,1,34031,17,241161,164.388,48,6,18,0,0.680725
data,100,1,34427,0,267548,12288.5,48,2,14,0,38.9317
data,100,1,34427,1,-753292,15888.7,48,1,13,0,1.03657
data,100,1,34427,2,320333,6087.86,48,1,13,0,0.320125
data,100,1,34427,3,766141,7238.65,48,1,13,0,0.54185
data,100,1,34427,4,-595726,3132.42,48,1,13,0,1.7902
data,100,1,34427,5,-183267,639.437,48,3,15,0,0.738875
data,100,1,34427,6,-746.889,659.42,48,1,13,0,0.23125
data,100,1,34427,7,865995,710.523,48,1,13,0,0.334775
data,100,1,34427,8,-613337,417.316,48,2,14,0,0.38625
data,100,1,34427,9,-48421.6,312.462,48,3,15,0,0.318525
data,100,1,34427,10,-1.23517e+06,324.405,48,1,13,0,0.8774
data,100,1,34427,11,1.48354e+06,184.521,48,5,17,0,0.54815
data,100,1,35241,0,365569,14745.9,48,2,14,0,2.1597
data,100,1,35241,1,1.32992e+06,29674.5,48,1,13,0,1.11387
data,100,1,35241,2,293532,22536,48,1,13,0,0.9614
data,100,1,35241,3,334019,15751.2,48,2,14,0,26.4366
data,100,1,35241,4,-749.204,7176.13,48,2,14,0,9.13845
data,100,1,35241,5,-29759.4,6200.94,48,1,13,0,0.2643
data,100,1,35241,6,-9492.39,6018.93,48,1,13,0,0.635625
data,100,1,35241,7,222172,1685.57,48,1,13,0,0.234
data,100,1,35241,8,-729463,1586.89,48,1,13,0,0.309
data,100,1,35241,9,-1.45912e+06,1986.04,48,2,14,0,0.1878
data,100,1,35241,10,-1.04819e+06,612.364,48,3,15,0,0.49835
data,100,1,35241,11,572452,410.132,48,1,13,0,0.375125
data,100,1,35241,12,-964841,415.791,48,1,13,0,0.476
data,100,1,35241,13,958705,212.989,48,1,13,0,0.7032
data,100,1,35593,0,-635617,17218.2,48,1,13,0,0.5496
data,100,1,35593,1,1.50508e+06,12424.8,48,2,14,0,48.9398
data,100,1,35593,2,809970,9466.26,48,1,13,0,0.3999
data,100,1,35593,3,707683,5124.72,48,1,13,0,0.46995
data,100,1,35593,4,646647,5281.22,48,1,13,0,0.411325
data,100,1,35593,5,337856,3274.28,48,1,13,0,0.66305
data,100,1,35593,6,-1.45926e+06,4220.11,48,1,13,0,1.17065
data,100,1,35593,7,-366106,1020.82,48,1,13,0,1.2576
data,100,1,35593,8,868064,977.88,48,1,13,0,0.28525
data,100,1,35593,9,1605.4,418.275,48,3,15,0,0.67635
data,100,1,35593,10,111565,209.988,48,7,19,0,0.85135
data,100,1,35593,11,-767769,193.475,48,3,15,0,0.2759
data,100,1,35593,12,-1.42929e+06,279.941,48,3,15,0,0.4207
data,100,1,35593,13,-809548,173.585,48,3,15,0,0.20875
data,100,1,35593,14,1.4892e+06,180.462,48,1,13,0,0.4753
data,100,1,35769,0,-407457,30670.3,48,1,13,0,0.1125
data,100,1,35769,1,710468,12505.9,48,1,13,0,0.3042
data,100,1,35769,2,339801,22979.8,48,1,13,0,0.8695
data,100,1,35769,3,912659,11845,48,1,13,0,0.85125
data,100,1,35769,4,-245311,5114.99,48,1,13,0,1.34318
data,100,1,35769,5,1.42489e+06,4224.22,48,1,13,0,0.3421
data,100,1,35769,6,962100,6918.98,48,1,13,0,0.7024
data,100,1,35769,7,-751.573,487.002,48,1,13,0,0.4253
data,100,1,35769,8,1.49862e+06,447.477,48,2,14,0,1.8601
data,100,1,35769,9,1.10113e+06,330.561,48,1,13,0,0.46985
data,100,1,35769,10,-824935,139.764,48,6,18,0,0.5096
data,100,1,35769,11,-1.16038e+06,150.914,48,6,18,0,0.33445
data,100,1,35769,12,447587,151.446,48,5,17,0,0.4357
data,100,1,35857,0,-519714,13386.1,48,1,13,0,0.256
data,100,1,35857,1,-173703,11296.8,48,1,13,0,0.6179
data,100,1,35857,2,647298,6363.71,48,1,13,0,0.13825
data,100,1,35857,3,1.48472e+06,8520.52,48,2,14,0,28.7696
data,100,1,35857,4,756177,13618.5,48,1,13,0,0.6638
data,100,1,35857,5,1.05059e+06,6520.64,48,1,13,0,0.3861
data,100,1,35857,6,-289541,7528.48,48,1,13,0,0.4625
data,100,1,35857,7,1.51484e+06,8966.32,48,1,13,0,0.471925
data,100,1,35857,8,-509497,8040.92,48,1,13,0,1.111
data,100,1,35857,9,787632,2255.73,48,1,13,0,0.47365
data,100,1,35857,10,-1.16398e+06,2268.14,48,1,13,0,1.0402
data,100,1,35857,11,-839.63,301.678,48,2,14,0,0.416425
data,100,1,35857,12,574400,253.221,48,4,16,0,0.76945
data,100,1,35857,13,1.32985e+06,332.113,48,1,13,0,0.323375
data,100,1,35857,14,-962497,120.36,48,11,23,0,0.5337
data,100,1,36297,0,-738.932,7706.09,48,1,13,0,0.174075
data,100,1,36297,1,546996,8494.96,48,1,13,0,0.3324
data,100,1,36297,2,-302250,5066.35,48,1,13,0,1.04437
data,100,1,36297,3,-643740,888.868,48,2,14,0,0.228125
data,100,1,36297,4,-23841.5,318.805,48,1,13,0,0.228
data,100,1,36297,5,-836544,311.123,48,2,14,0,0.1919
data,100,1,36297,6,-1.31267e+06,153.033,48,7,19,0,0.6708
data,100,1,36385,0,614093,34534.2,48,1,13,0,0.63255
data,100,1,36385,1,638246,7694.51,48,1,13,0,0.27185
data,100,1,36385,2,-760739,1913.83,48,1,13,0,0.640125
data,100,1,36385,3,-652662,559.435,48,2,14,0,0.1407
data,100,1,36385,4,940972,525.996,48,3,15,0,0.761625
data,100,1,36385,5,-415139,724.87,48,2,14,0,0.84575
data,100,1,36385,6,-965692,360.207,48,1,13,0,0.8421
data,100,1,36385,7,579787,333.436,48,1,13,0,0.5957
data,100,1,36385,8,6469.9,279.465,48,3,15,0,0.468525
data,100,1,36385,9,235805,197.386,48,4,16,0,0.6929
data,100,1,36385,10,1.35325e+06,114.387,48,7,19,0,0.4108
data,100,1,36385,11,877969,158.04,48,4,16,0,0.212
data,100,1,36385,12,-1.14923e+06,162.508,48,4,16,0,0.842825
data,100,1,36451,0,-742.72,12737,48,1,13,0,1.371
data,100,1,36451,1,-206782,18643.7,48,2,14,0,23.1857
data,100,1,36451,2,-322136,14461,48,1,13,0,0.3044
data,100,1,36451,3,42674.4,6602.43,48,1,13,0,0.375775
data,100,1,36451,4,1.21403e+06,8905.85,48,1,13,0,0.3323
data,100,1,36451,5,-1.32267e+06,4075.6,48,1,13,0,0.376
data,100,1,36451,6,977625,2984.54,48,1,13,0,0.382625
data,100,1,36451,7,1.34107e+06,1908.11,48,2,14,0,3.51375
data,100,1,36451,8,755977,187.023,48,2,14,0,0.734125
data,100,1,36451,9,-1.24024e+06,220.25,48,3,15,0,0.289725
data,100,1,36451,10,-757647,172.263,48,7,19,0,0.2072
data,100,1,654841,0,74508.9,18176.5,48,1,13,0,6.1404
data,100,1,654841,1,705381,25976.7,48,1,13,0,48.064
data,100,1,654841,2,777359,18897.4,48,1,13,0,20.6666
data,100,1,654841,3,-236122,13527.3,48,1,13,0,81.856
data,100,1,654841,4,1.20568e+06,6129.68,48,1,13,0,2.59755
data,100,1,654841,5,-606759,12478.9,48,1,13,0,15.8036
data,100,1,654841,6,1.13661e+06,8223.2,48,1,13,0,9.686
data,100,1,654841,7,-779446,8485.6,48,1,13,0,7.44038
data,100,1,654841,8,393767,7298.18,48,1,13,0,14.7473
data,100,1,654841,9,924214,4170.73,48,1,13,0,0.8816
data,100,1,654841,10,1.49137e+06,5571.83,48,1,13,0,13.066
data,100,1,654841,11,-749.183,3525.52,48,1,13,0,2.4441
data,100,1,654841,12,1.11067e+06,3007.13,48,1,13,0,6.19225
data,100,1,654841,13,-1.11339e+06,2162.11,48,1,13,0,9.74303
data,100,1,654841,14,-175296,237.58,48,1,13,0,0.9845
data,100,1,654841,15,713695,96.6,48,22,34,0,0.645625
data,100,1,655083,0,484440,20324.4,48,1,13,0,10.4455
data,100,1,655083,1,-1.41808e+06,8218.93,48,1,13,0,2.766
data,100,1,655083,2,-961287,8277.49,48,1,13,0,27.9395
data,100,1,655083,3,865429,14785.1,48,1,13,0,22.4995
data,100,1,655083,4,-1.03403e+06,7158.31,48,1,13,0,6.76045
data,100,1,655083,5,1.31876e+06,7604.37,48,1,13,0,3.63062
data,100,1,655083,6,17178.6,2059.7,48,1,13,0,3.0039
data,100,1,655083,7,-743.725,621.448,48,4,16,0,0.8003
data,100,1,655083,8,541502,369.868,48,1,13,0,1.96685
data,100,1,655083,9,161040,289.646,48,1,13,0,0.723625
data,100,1,655083,10,-282840,214.537,48,2,14,0,0.3871
data,100,1,655083,11,826734,260.059,48,1,13,0,0.501
data,100,1,655083,12,224897,193.025,48,4,16,0,0.3746
data,100,1,655083,13,57514,173.288,48,5,17,0,0.696575
data,100,1,655259,0,-323640,27206,48,1,13,0,22.4139
data,100,1,655259,1,-724124,7262.09,48,1,13,0,5.00377
data,100,1,655259,2,240052,8152.37,48,1,13,0,2.36648
data,100,1,655259,3,-2123.53,13079.8,48,1,13,0,22.0292
data,100,1,655259,4,-505081,6017.93,48,1,13,0,11.1438
data,100,1,655259,5,-1.20657e+06,7470.04,48,1,13,0,24.7878
data,100,1,655259,6,620131,6374.16,48,1,13,0,13.6306
data,100,1,655259,7,-221431,4035.02,48,1,13,0,12.7639
data,100,1,655259,8,-764369,6403.28,48,1,13,0,1.69305
data,100,1,655259,9,850480,1415.85,48,1,13,0,1.42895
data,100,1,655259,10,1.16184e+06,1232.44,48,1,13,0,2.26245
data,100,1,655259,11,129509,876.083,48,4,16,0,1.0026
data,100,1,655259,12,141625,590.503,48,4,16,0,0.765
data,100,1,655259,13,1.45254e+06,134.447,48,10,22,0,0.4102
data,100,1,655259,14,298605,246.883,48,2,14,0,0.8074
data,100,1,655259,15,-842248,230.091,48,5,17,0,0.7242
data,100,1,655259,16,-407448,187.573,48,4,16,0,0.6149
data,100,1,655303,0,-19161.3,10414.7,48,1,13,0,16.6944
data,100,1,655303,1,-602413,14733.5,48,1,13,0,60.2514
data,100,1,655303,2,-969801,9798.86,48,1,13,0,9.38568
data,100,1,655303,3,723184,7142.2,48,1,13,0,8.98387
data,100,1,655303,4,-750.734,5448.26,48,1,13,0,14.628
data,100,1,655303,5,-278314,7244.35,48,1,13,0,26.3674
data,100,1,655303,6,-1.44603e+06,5271.86,48,1,13,0,9.44863
data,100,1,655303,7,-546156,2923.17,48,1,13,0,14.0003
data,100,1,655303,8,1.3378e+06,2510.9,48,2,14,0,5.6375
data,100,1,655303,9,1.04638e+06,1160.1,48,2,14,0,1.1928
data,100,1,655303,10,243000,181.647,48,6,18,0,0.6783
data,100,1,655303,11,601082,149.167,48,5,17,0,0.886725
data,100,1,655941,0,623900,9085.99,48,1,13,0,3.33745
data,100,1,655941,1,-340595,13527.3,48,1,13,0,30.94
data,100,1,655941,2,-1.21421e+06,9700.64,48,1,13,0,10.6205
data,100,1,655941,3,333310,13395,48,1,13,0,27.0351
