sample	event	nflash	nclus	n_noflash	n_correct	n_wrong	n_oob	note
mcp1k	291785	12	15	0	6	8	1	
mcp1k	291961	20	21	0	9	12	0	
mcp1k	292005	15	19	0	5	14	0	
mcp1k	292027	16	18	0	7	11	0	
mcp1k	292115	13	13	0	8	5	0	
mcp1k	292384	14	23	1	14	8	0	
mcp1k	292406	13	18	0	12	6	0	
mcp1k	292423	14	18	0	13	5	0	
mcp1k	292450	16	22	0	16	6	0	
mcp1k	292533	15	22	0	7	15	0	
mcp1k	292577	13	12	0	5	7	0	
mcp1k	292643	21	18	0	10	8	0	
mcp1k	292687	9	12	0	4	8	0	
mcp1k	292797	23	27	0	10	17	0	
mcp1k	293127	15	14	0	3	11	0	
mcp1k	293149	11	17	0	6	11	0	
mcp1k	293391	21	23	0	11	12	0	
mcp1k	313781	12	11	0	6	4	1	
mcp1k	313847	20	14	0	8	6	0	
mcp1k	313979	24	18	0	14	4	0	
mcp1k	314199	14	15	0	9	6	0	
mcp1k	314309	13	17	0	6	10	1	
mcp1k	314507	15	17	0	6	11	0	
mcp1k	314705	18	26	0	9	16	1	
mcp1k	314881	14	12	0	7	5	0	
mcp1k	314925	15	17	1	9	7	0	
mcp1k	315013	13	16	0	12	4	0	
mcp1k	315079	14	15	1	3	10	1	
mcp1k	315167	13	15	0	6	9	0	
mcp1k	315343	14	10	0	4	6	0	
mcp1k	315409	18	20	0	6	14	0	
mcp1k	315497	20	21	0	4	16	1	
mcp1k	315629	13	17	0	13	4	0	
mcp1k	315849	14	15	0	10	5	0	
mcp1k	315871	16	21	0	11	10	0	
mcp1k	315959	11	12	0	4	7	1	
mcp1k	316003	18	20	0	11	9	0	
mcp1k	316025	16	19	0	10	9	0	
mcp1k	316311	9	13	0	6	7	0	
mcp1k	316487	14	17	0	10	7	0	
mcp1k	316553	16	14	0	11	3	0	
mcp1k	316729	10	8	0	3	5	0	
mcp1k	316971	16	16	0	13	3	0	
mcp1k	317191	18	21	0	10	11	0	
mcp1k	317323	16	19	0	4	14	1	
mcp1k	317543	11	16	0	9	7	0	
mcp1k	317741	14	15	0	6	9	0	
mcp1k	317939	19	29	0	15	14	0	
mcp1k	318049	18	16	1	10	5	0	
mcp1k	318335	8	12	0	7	5	0	
mcp1k	318379	11	15	0	8	6	1	
mcp1k	318731	11	16	0	8	8	0	
mcp1k	319039	22	23	0	11	11	1	
mcp1k	319611	16	21	0	10	11	0	
mcp1k	319809	17	21	0	6	14	1	
mcp1k	320029	18	24	0	16	8	0	
mcp1k	320095	6	10	0	6	3	1	
mcp1k	320491	19	28	0	10	18	0	
mcp1k	320623	10	17	0	5	11	1	
mcp1k	320667	19	25	1	13	11	0	
mcp1k	320865	22	16	0	11	5	0	
mcp1k	321107	13	15	0	5	9	1	
mcp1k	321173	17	19	0	10	9	0	
mcp1k	321371	15	18	0	10	8	0	
mcp1k	321525	16	18	0	10	8	0	
mcp1k	321767	15	15	0	10	5	0	
mcp1k	321789	15	17	1	7	9	0	
mcp1k	345523	20	20	0	5	15	0	
mcp1k	345633	16	15	0	7	8	0	
mcp1k	345655	11	13	0	7	6	0	
mcp1k	346293	9	7	0	3	4	0	
mcp1k	346315	17	24	0	9	14	1	
mcp1k	346491	7	8	0	3	5	0	
mcp1k	346623	16	17	0	8	9	0	
mcp1k	347085	15	21	0	10	10	1	
mcp1k	347129	9	13	0	7	6	0	
mcp1k	347371	16	18	0	8	10	0	
mcp1k	347833	21	20	0	14	6	0	
mcp1k	348075	12	20	0	7	13	0	
mcp1k	348471	14	16	0	5	11	0	
mcp1k	348515	10	14	0	6	6	2	
mcp1k	348691	9	12	0	3	6	3	
mcp1k	348713	9	13	0	5	8	0	
mcp1k	348845	14	13	0	5	6	2	
mcp1k	348889	19	19	0	14	5	0	
mcp1k	349087	16	23	0	6	17	0	
mcp1k	349241	23	16	0	12	4	0	
mcp1k	349373	14	18	0	11	7	0	
mcp1k	349461	13	18	0	9	9	0	
mcp1k	349527	14	23	0	11	11	1	
mcp1k	349549	10	17	0	7	10	0	
mcp1k	349835	10	16	0	7	7	2	
mcp1k	349879	16	19	0	10	7	2	
mcp1k	349945	15	20	0	13	7	0	
mcp1k	350099	17	21	0	14	7	0	
mcp1k	350121	14	8	0	5	3	0	
mcp1k	350297	21	23	0	12	11	0	
mcp1k	350781	14	12	0	2	10	0	
mcp1k	350935	13	15	0	9	6	0	
mcp1k	351507	10	17	0	7	10	0	
mcp1k	351551	11	12	0	7	4	1	
mcp1k	351617	14	16	0	5	11	0	
mcp1k	351639	12	15	0	8	7	0	
mcp1k	351705	10	11	0	5	6	0	
mcp1k	351749	14	15	0	8	7	0	
mcp1k	351815	19	26	0	13	13	0	
mcp1k	352123	15	21	0	9	12	0	
mcp1k	352211	14	7	0	3	4	0	
mcp1k	352233	10	9	0	5	4	0	
mcp1k	352365	11	12	0	9	3	0	
mcp1k	352915	17	23	0	9	14	0	
mcp1k	352937	17	26	0	16	10	0	
mcp1k	353179	12	11	1	3	7	0	
mcp1k	353223	12	17	0	7	10	0	
mcp1k	353487	14	17	0	12	5	0	
mcp1k	353729	15	23	0	14	9	0	
mcp1k	353751	13	14	0	6	7	1	
mcp1k	386332	12	13	0	9	3	1	
mcp1k	386354	4	6	0	1	5	0	
mcp1k	386442	12	17	0	7	10	0	
mcp1k	386794	16	17	1	7	8	1	
mcp1k	386816	12	16	0	8	8	0	
mcp1k	386838	13	16	1	9	4	2	
mcp1k	386948	12	17	0	13	4	0	
mcp1k	387102	16	16	0	7	8	1	
mcp1k	387168	10	15	0	7	6	2	
mcp1k	387674	18	21	0	11	10	0	
mcp1k	387696	12	13	0	7	6	0	
mcp1k	387850	15	18	0	5	13	0	
mcp1k	388026	10	13	0	2	9	2	
mcp1k	388224	16	18	0	8	10	0	
mcp1k	388510	21	24	0	13	11	0	
mcp1k	388642	13	15	0	10	4	1	
mcp1k	388752	15	15	1	6	8	0	
mcp1k	388884	16	15	0	9	6	0	
mcp1k	388972	12	16	0	10	6	0	
mcp1k	389214	15	18	0	10	7	1	
mcp1k	389302	10	13	0	4	8	1	
mcp1k	389544	9	14	0	7	7	0	
mcp1k	389588	14	19	0	13	6	0	
mcp1k	389830	10	11	0	5	6	0	
mcp1k	389874	18	23	0	14	9	0	
mcp1k	389962	15	13	0	5	8	0	
mcp1k	390006	10	7	0	2	4	1	
mcp1k	390028	12	22	0	10	12	0	
mcp1k	390182	17	22	0	12	10	0	
mcp1k	390270	19	27	0	16	11	0	
mcp1k	390534	10	14	0	7	7	0	
mcp1k	390600	13	17	0	8	9	0	
mcp1k	390644	15	12	0	8	4	0	
mcp1k	390842	13	19	0	8	10	1	
mcp1k	390864	14	17	0	6	11	0	
mcp1k	390996	14	13	0	6	7	0	
mcp1k	391172	4	5	0	1	4	0	
mcp1k	391238	10	10	0	6	4	0	
mcp1k	391260	13	14	0	10	4	0	
mcp1k	391722	16	17	0	3	13	1	
mcp1k	391766	14	19	0	13	5	1	
mcp1k	391826	7	9	1	1	6	1	
mcp1k	391854	11	22	0	8	13	1	
mcp1k	392112	21	21	0	12	9	0	
mcp1k	392178	11	9	0	7	2	0	
mcp1k	392184	16	18	0	12	5	1	
mcp1k	392200	19	28	0	11	17	0	
mcp1k	392272	17	19	0	10	9	0	
mcp1k	392316	7	14	0	4	9	1	
mcp1k	392338	13	15	0	7	8	0	
mcp1k	392354	14	17	0	7	10	0	
mcp1k	392376	11	14	0	7	7	0	
mcp1k	392552	14	15	0	4	10	1	
mcp1k	392558	9	13	0	10	3	0	
mcp1k	392684	12	9	0	8	1	0	
mcp1k	392800	14	20	0	10	10	0	
mcp1k	393042	17	20	0	12	6	2	
mcp1k	393086	18	18	0	11	7	0	
mcp1k	393124	17	21	0	12	9	0	
mcp1k	393212	17	19	0	4	15	0	
mcp1k	393256	14	12	0	6	6	0	
mcp1k	393322	17	14	0	9	5	0	
mcp1k	393410	10	11	0	3	8	0	
mcp1k	393542	19	22	0	12	9	1	
mcp1k	393608	16	14	0	6	7	1	
mcp1k	394268	19	18	0	15	3	0	
mcp1k	394488	7	11	0	3	7	1	
mcp1k	394532	15	13	0	5	7	1	
mcp1k	394642	12	17	0	6	11	0	
mcp1k	394796	12	16	0	12	4	0	
mcp1k	394906	19	22	0	12	10	0	
mcp1k	395060	21	20	0	14	6	0	
mcp1k	395148	5	12	0	5	4	3	
mcp1k	395258	11	9	0	3	6	0	
mcp1k	395390	9	13	0	5	8	0	
mcp1k	395610	20	22	0	15	7	0	
mcp1k	395654	14	18	0	9	9	0	
mcp1k	395720	12	18	0	13	5	0	
mcp1k	395764	15	14	0	9	4	1	
mcp1k	395852	11	11	0	6	5	0	
mcp1k	395962	13	15	0	11	4	0	
mcp1k	396776	12	11	0	3	8	0	
mcp1k	397194	12	14	0	5	9	0	
mcp1k	397238	16	21	0	8	13	0	
mcp1k	397392	13	15	0	8	7	0	
mcp1k	397480	16	20	0	11	9	0	
mcp1k	397568	19	19	0	10	9	0	
mcp1k	397722	18	20	0	9	11	0	
mcp1k	397920	10	10	0	4	6	0	
mcp1k	398084	11	15	0	6	9	0	
mcp1k	398238	18	16	0	9	7	0	
mcp1k	398260	12	11	0	6	5	0	
mcp1k	398414	17	18	0	8	10	0	
mcp1k	398436	14	13	0	7	6	0	
mcp1k	398480	17	22	0	12	10	0	
mcp1k	398514	14	19	0	5	13	1	
mcp1k	398656	15	21	0	15	6	0	
mcp1k	398690	16	17	1	8	8	0	
mcp1k	398722	12	16	0	5	11	0	
mcp1k	398810	15	17	0	10	7	0	
mcp1k	398932	16	11	0	3	7	1	
mcp1k	399042	16	16	0	8	8	0	
mcp1k	399052	11	16	0	8	6	2	
mcp1k	399118	11	13	0	7	6	0	
mcp1k	399240	15	14	0	8	6	0	
mcp1k	399284	14	12	0	6	6	0	
mcp1k	399328	14	18	0	8	9	1	
mcp1k	399382	14	15	0	8	7	0	
mcp1k	399426	19	20	0	10	10	0	
mcp1k	399702	19	27	0	15	12	0	
mcp1k	399856	16	13	0	6	7	0	
mcp1k	399910	14	21	0	12	9	0	
mcp1k	399998	19	22	0	15	7	0	
mcp1k	400054	17	18	0	10	8	0	
mcp1k	400174	9	13	0	8	5	0	
mcp1k	400262	14	15	0	8	7	0	
mcp1k	400274	13	14	0	5	9	0	
mcp1k	400460	17	22	1	15	6	0	
mcp1k	400504	14	11	0	4	7	0	
mcp1k	400592	18	18	1	8	9	0	
mcp1k	400636	12	24	0	10	13	1	
mcp1k	400724	10	13	0	10	3	0	
mcp1k	400768	15	13	0	10	3	0	
mcp1k	400856	13	16	0	10	6	0	
mcp1k	400900	10	12	0	5	7	0	
mcp1k	400922	17	18	0	8	10	0	
mcp1k	401054	10	14	0	6	8	0	
mcp1k	401208	16	17	0	12	5	0	
mcp1k	401252	12	14	0	6	8	0	
mcp1k	401450	20	19	0	9	10	0	
mcp1k	401516	15	16	0	7	9	0	
mcp1k	401626	12	11	0	8	3	0	
mcp1k	401758	12	16	0	10	6	0	
mcp1k	401780	14	13	0	4	9	0	
mcp1k	401824	15	19	0	15	4	0	
mcp1k	401846	10	13	0	7	5	1	
mcp1k	401912	17	18	0	7	11	0	
mcp1k	401934	18	21	0	10	11	0	
mcp1k	402330	14	15	0	6	9	0	
mcp1k	402484	11	14	0	5	9	0	
mcp1k	402506	13	15	0	8	7	0	
mcp1k	402528	14	15	0	9	6	0	
mcp1k	402880	12	14	0	9	5	0	
mcp1k	402902	17	23	0	8	15	0	
mcp1k	402968	18	23	0	12	10	1	
mcp1k	403518	13	16	0	5	10	1	
mcp1k	403716	10	15	0	9	6	0	
mcp1k	403958	16	17	1	9	7	0	
mcp1k	404244	18	18	0	10	6	2	
mcp1k	404464	14	17	0	10	7	0	
mcp1k	404684	11	12	0	4	7	1	
mcp1k	404772	16	19	0	9	10	0	
mcp1k	404816	13	17	0	7	10	0	
mcp1k	404860	13	23	0	15	8	0	
mcp1k	405190	18	22	0	11	11	0	
mcp1k	405212	18	17	0	10	7	0	
mcp1k	405234	21	17	0	8	9	0	
mcp1k	405432	18	25	0	17	8	0	
mcp1k	405454	9	11	0	7	3	1	
mcp1k	405586	16	15	0	9	6	0	
mcp1k	405674	17	20	0	9	10	1	
mcp1k	405740	14	16	0	11	5	0	
mcp1k	405938	15	17	0	5	12	0	
mcp1k	406444	12	20	0	12	8	0	
mcp1k	406642	8	16	0	8	8	0	
mcp1k	406752	19	20	0	10	10	0	
mcp1k	406796	8	11	0	5	5	1	
mcp1k	407148	15	15	0	5	10	0	
mcp1k	407170	14	20	0	13	7	0	
mcp1k	407258	12	14	0	7	7	0	
mcp1k	407280	17	21	0	16	5	0	
mcp1k	407918	16	13	0	8	5	0	
mcp1k	408028	10	12	0	9	3	0	
mcp1k	408094	20	21	0	10	11	0	
mcp1k	408534	10	14	0	7	6	1	
mcp1k	408556	15	17	0	5	12	0	
mcp1k	408776	15	21	0	12	9	0	
mcp1k	409084	10	16	0	5	10	1	
mcp1k	409282	8	11	0	6	5	0	
mcp1k	409458	11	11	0	3	8	0	
mcp1k	409480	13	19	0	5	12	2	
mcp1k	409546	6	11	0	5	6	0	
mcp1k	409590	13	19	0	11	8	0	
mcp1k	409634	18	21	0	15	6	0	
mcp1k	409920	17	21	0	11	10	0	
mcp1k	409942	15	19	0	9	10	0	
mcp1k	409964	13	16	0	8	8	0	
mcp1k	410008	15	22	0	12	10	0	
mcp1k	410426	17	20	0	12	8	0	
mcp1k	410558	15	17	1	10	6	0	
mcp1k	411152	14	12	0	7	5	0	
mcp1k	411262	18	20	0	12	8	0	
mcp1k	411306	11	14	0	8	6	0	
mcp1k	411460	15	16	0	8	8	0	
mcp1k	411790	14	13	0	5	7	1	
mcp1k	411834	19	19	0	9	10	0	
mcp1k	412208	12	14	0	9	5	0	
mcp1k	412626	16	17	0	8	9	0	
mcp1k	412692	10	13	0	12	1	0	
mcp1k	412846	11	15	0	8	6	1	
mcp1k	486049	13	14	0	11	3	0	
mcp1k	486093	17	18	0	9	9	0	
mcp1k	486225	11	8	0	5	3	0	
mcp1k	486247	9	10	0	6	2	2	
mcp1k	486511	15	21	1	10	10	0	
mcp1k	486577	15	18	0	8	10	0	
mcp1k	486621	16	16	1	6	9	0	
mcp1k	486687	17	22	0	12	10	0	
mcp1k	486753	13	19	0	12	7	0	
mcp1k	486907	17	18	0	10	8	0	
mcp1k	487237	13	14	0	11	3	0	
mcp1k	487259	17	16	0	5	11	0	
mcp1k	487303	17	17	0	9	8	0	
mcp1k	487545	11	13	0	8	5	0	
mcp1k	487633	13	15	0	4	11	0	
mcp1k	487853	12	15	0	6	9	0	
mcp1k	488139	17	21	0	10	11	0	
mcp1k	488689	17	17	0	9	6	2	
mcp1k	488755	10	13	0	4	8	1	
mcp1k	488799	12	19	0	5	13	1	
mcp1k	488953	16	23	0	11	12	0	
mcp1k	489327	18	19	0	7	12	0	
mcp1k	489459	16	16	0	5	11	0	
mcp1k	489503	17	19	0	11	8	0	
mcp1k	489679	13	14	0	6	7	1	
mcp1k	489789	16	17	0	7	10	0	
mcp1k	489811	12	11	0	4	7	0	
mcp1k	490339	10	15	0	8	7	0	
mcp1k	490361	22	20	0	11	9	0	
mcp1k	490559	14	18	0	8	9	1	
mcp1k	490581	17	16	0	9	7	0	
mcp1k	490779	13	16	0	11	5	0	
mcp1k	490889	19	19	0	8	11	0	
mcp1k	490977	14	17	0	8	9	0	
mcp1k	491021	11	14	1	10	3	0	
mcp1k	491197	15	16	0	8	8	0	
mcp1k	491241	19	13	0	8	5	0	
mcp1k	491285	21	20	0	15	5	0	
mcp1k	491417	12	19	0	12	7	0	
mcp1k	491483	13	13	0	4	9	0	
mcp1k	491857	9	15	0	7	8	0	
mcp1k	492649	14	21	0	8	13	0	
mcp1k	492803	15	21	0	14	7	0	
mcp1k	492891	18	20	0	11	8	1	
mcp1k	492913	12	16	0	4	12	0	
mcp1k	493199	11	13	1	5	7	0	
mcp1k	493243	10	18	0	7	8	3	
mcp1k	493397	9	13	0	5	8	0	
mcp1k	493419	12	10	0	3	7	0	
mcp1k	493485	20	21	1	13	7	0	
mcp2k	47036	11	12	0	6	6	0	
mcp2k	47058	12	12	0	6	6	0	
mcp2k	47212	18	23	0	12	11	0	
mcp2k	47278	18	19	0	13	6	0	
mcp2k	47608	13	16	0	5	10	1	
mcp2k	47696	13	12	0	6	6	0	
mcp2k	47784	13	20	0	6	13	1	
mcp2k	47894	17	20	0	5	15	0	
mcp2k	47916	16	14	0	6	8	0	
mcp2k	47982	10	12	0	4	8	0	
mcp2k	48246	17	15	0	9	6	0	
mcp2k	48444	11	15	0	8	7	0	
mcp2k	48488	16	21	0	6	15	0	
mcp2k	48774	8	11	0	4	7	0	
mcp2k	48840	15	19	0	7	12	0	
mcp2k	49016	18	24	0	11	13	0	
mcp2k	49346	14	18	0	7	10	1	
mcp2k	49415	14	19	0	15	4	0	
mcp2k	49657	12	17	0	8	8	1	
mcp2k	49698	19	21	0	9	12	0	
mcp2k	49742	17	19	0	6	13	0	
mcp2k	49745	10	11	0	5	4	2	
mcp2k	49767	23	22	0	16	6	0	
mcp2k	49789	17	19	0	11	7	1	
mcp2k	49877	18	27	0	10	17	0	
mcp2k	49984	19	23	0	9	14	0	
mcp2k	49987	14	10	0	5	5	0	
mcp2k	50182	9	15	0	6	9	0	
mcp2k	50226	11	12	0	6	6	0	
mcp2k	50270	11	18	0	7	9	2	
mcp2k	50273	12	11	0	7	4	0	
mcp2k	50336	11	14	1	6	7	0	
mcp2k	50446	16	23	0	7	16	0	
mcp2k	50680	20	21	0	17	3	1	
mcp2k	50688	8	10	0	2	7	1	
mcp2k	50732	15	14	0	3	11	0	
mcp2k	50801	17	16	0	8	8	0	
mcp2k	50812	15	13	0	5	8	0	
mcp2k	50842	18	22	0	17	5	0	
mcp2k	51065	20	24	0	13	11	0	
mcp2k	51109	13	15	0	9	6	0	
mcp2k	51128	16	22	1	7	14	0	
mcp2k	51153	16	22	0	8	12	2	
mcp2k	51208	12	11	0	8	3	0	
mcp2k	51219	10	14	0	5	7	2	
mcp2k	51260	25	23	0	12	11	0	
mcp2k	51348	12	13	0	7	6	0	
mcp2k	51417	17	20	0	9	11	0	
mcp2k	51428	12	14	0	4	10	0	
mcp2k	51546	17	20	0	12	8	0	
mcp2k	51590	14	15	0	8	7	0	
mcp2k	51692	17	21	0	11	10	0	
mcp2k	51722	18	19	0	16	3	0	
mcp2k	51736	10	14	0	3	10	1	
mcp2k	51846	11	12	0	6	4	2	
mcp2k	51868	7	9	0	4	5	0	
mcp2k	51890	13	18	0	12	5	1	
mcp2k	51934	20	21	0	9	12	0	
mcp2k	51964	13	10	0	6	4	0	
mcp2k	52044	16	19	0	13	6	0	
mcp2k	52121	11	13	0	8	5	0	
mcp2k	52220	14	15	0	11	4	0	
mcp2k	52286	21	23	0	9	14	0	
mcp2k	52297	18	16	0	9	7	0	
mcp2k	52338	16	11	0	4	7	0	
mcp2k	52352	16	17	0	10	7	0	
mcp2k	52404	14	15	1	4	10	0	
mcp2k	52558	11	8	0	6	2	0	
mcp2k	52572	25	22	0	11	11	0	
mcp2k	52605	11	12	0	8	4	0	
mcp2k	52638	19	24	0	14	7	3	
mcp2k	52693	15	18	0	8	10	0	
mcp2k	52715	14	18	0	13	5	0	
mcp2k	52759	11	16	0	10	6	0	
mcp2k	52880	7	13	0	2	11	0	
mcp2k	53001	10	11	1	6	4	0	
mcp2k	53111	16	26	0	17	9	0	
mcp2k	53130	14	18	0	14	4	0	
mcp2k	53196	15	19	0	13	6	0	
mcp2k	53342	15	21	0	12	9	0	
mcp2k	53474	10	12	0	6	6	0	
mcp2k	53584	18	24	0	11	12	1	
mcp2k	53658	22	18	0	10	8	0	
mcp2k	53749	9	18	0	10	7	1	
mcp2k	53790	14	22	0	11	11	0	
mcp2k	53793	15	15	0	7	7	1	
mcp2k	53848	21	28	0	17	11	0	
mcp2k	53881	13	20	0	11	9	0	
mcp2k	53944	6	9	0	3	6	0	
mcp2k	53980	12	12	0	5	7	0	
mcp2k	54068	12	27	0	15	9	3	
mcp2k	54156	14	18	1	10	7	0	
mcp2k	54255	19	22	0	10	11	1	
mcp2k	54332	10	21	0	10	10	1	
mcp2k	54450	12	14	0	8	6	0	
mcp2k	54453	10	15	1	8	5	1	
mcp2k	54464	14	10	0	5	5	0	
mcp2k	54475	13	17	0	10	7	0	
mcp2k	54508	15	15	0	8	7	0	
mcp2k	54629	15	15	0	6	9	0	
mcp2k	54640	10	12	0	4	8	0	
mcp2k	54692	8	10	0	3	7	0	
mcp2k	54706	9	13	0	5	8	0	
mcp2k	54717	14	21	0	8	13	0	
mcp2k	54882	19	21	0	10	11	0	
mcp2k	55154	11	13	0	6	7	0	
mcp2k	55220	15	20	0	7	13	0	
mcp2k	55278	11	14	0	7	6	1	
mcp2k	55286	17	20	0	6	14	0	
mcp2k	55322	18	19	0	12	7	0	
mcp2k	55377	17	21	0	15	6	0	
mcp2k	55443	9	11	0	4	7	0	
mcp2k	55542	14	14	0	8	6	0	
mcp2k	55740	18	19	0	10	9	0	
mcp2k	55770	17	17	0	10	7	0	
mcp2k	55773	14	19	0	9	10	0	
mcp2k	55806	9	13	0	8	5	0	
mcp2k	56136	14	19	0	8	11	0	
mcp2k	56144	14	22	0	12	10	0	
mcp2k	56180	9	19	0	10	9	0	
mcp2k	56257	15	18	0	4	12	2	
mcp2k	56290	14	18	0	8	9	1	
mcp2k	56334	17	22	0	10	12	0	
mcp2k	56466	12	14	0	9	5	0	
mcp2k	56521	13	15	0	10	5	0	
mcp2k	56763	12	12	0	6	6	0	
mcp2k	56829	15	14	0	6	8	0	
mcp2k	56862	10	8	1	4	3	0	
mcp2k	56906	8	11	0	5	6	0	
mcp2k	56939	14	12	0	6	6	0	
mcp2k	56961	20	25	0	16	9	0	
mcp2k	56972	16	18	0	12	6	0	
mcp2k	57148	16	16	0	7	9	0	
mcp2k	57280	17	22	0	8	13	1	
mcp2k	57291	8	10	1	1	8	0	
mcp2k	57346	19	18	0	13	4	1	
mcp2k	57577	9	14	0	6	8	0	
mcp2k	57665	10	14	0	9	4	1	
mcp2k	57709	14	15	0	4	9	2	
mcp2k	57731	14	20	0	11	7	2	
mcp2k	57742	11	11	0	6	5	0	
mcp2k	57753	15	25	0	13	10	2	
mcp2k	57764	4	9	4	3	2	0	
mcp2k	58006	10	11	0	7	4	0	
mcp2k	58072	15	16	0	10	6	0	
mcp2k	58237	20	28	0	17	11	0	
mcp2k	58325	13	16	0	11	5	0	
mcp2k	58523	9	11	0	5	6	0	
mcp2k	58787	13	13	0	6	6	1	
mcp2k	58919	14	17	0	9	8	0	
mcp2k	65266	14	14	0	13	1	0	
mcp2k	65376	7	8	0	2	6	0	
mcp2k	65508	10	15	0	7	7	1	
mcp2k	65948	15	12	0	6	6	0	
mcp2k	66124	17	25	0	8	17	0	
mcp2k	66278	15	16	0	9	6	1	
mcp2k	66366	27	30	0	16	14	0	
mcp2k	66526	17	20	0	7	12	1	
mcp2k	66636	10	14	0	9	5	0	
mcp2k	66652	21	23	0	14	9	0	
mcp2k	66718	13	13	1	5	7	0	
mcp2k	66856	10	15	0	9	5	1	
mcp2k	66872	11	16	0	7	8	1	
mcp2k	66900	11	18	0	11	7	0	
mcp2k	66944	21	17	0	7	10	0	
mcp2k	66966	23	21	1	11	9	0	
mcp2k	67026	15	17	0	12	4	1	
mcp2k	67164	17	20	0	12	8	0	
mcp2k	67296	11	11	0	7	4	0	
mcp2k	67356	14	18	0	13	4	1	
mcp2k	67620	22	20	0	9	11	0	
mcp2k	67802	15	19	0	14	5	0	
mcp2k	67824	11	19	0	6	12	1	
mcp2k	67840	13	9	0	4	5	0	
mcp2k	67868	14	19	0	9	10	0	
mcp2k	67898	14	12	0	9	2	1	
mcp2k	67928	7	11	0	5	6	0	
mcp2k	67942	20	26	0	16	10	0	
mcp2k	68038	23	18	1	9	8	0	
mcp2k	68280	17	23	0	16	7	0	
mcp2k	68308	14	14	0	8	6	0	
mcp2k	68316	13	22	1	11	10	0	
mcp2k	68346	13	12	0	6	6	0	
mcp2k	68456	16	17	0	7	10	0	
mcp2k	68654	16	16	0	8	8	0	
mcp2k	68726	14	17	0	11	6	0	
mcp2k	68748	19	17	0	9	8	0	
mcp2k	68830	14	11	0	8	3	0	
mcp2k	69006	10	12	0	5	7	0	
mcp2k	69072	16	13	0	8	5	0	
mcp2k	69144	12	17	0	7	10	0	
mcp2k	69152	16	19	0	10	9	0	
mcp2k	69232	17	21	0	13	8	0	
mcp2k	69254	18	20	0	11	9	0	
mcp2k	69306	11	17	0	7	9	1	
mcp2k	69314	16	19	0	12	7	0	
mcp2k	69380	20	20	0	9	11	0	
mcp2k	69386	16	19	1	7	10	1	
mcp2k	69394	14	20	0	9	10	1	
mcp2k	69408	8	11	0	3	8	0	
mcp2k	69518	14	16	0	6	10	0	
mcp2k	69556	20	19	0	8	10	1	
mcp2k	69570	10	15	0	7	8	0	
mcp2k	69600	21	21	0	12	9	0	
mcp2k	69618	16	12	0	7	5	0	
mcp2k	69636	11	15	0	2	12	1	
mcp2k	69666	12	18	0	8	10	0	
mcp2k	69772	20	23	0	13	10	0	
mcp2k	69848	11	15	2	5	6	2	
mcp2k	69922	11	10	0	5	5	0	
mcp2k	69926	19	19	0	15	4	0	
mcp2k	69936	10	16	0	8	7	1	
mcp2k	69952	21	20	0	14	6	0	
mcp2k	70010	15	18	0	13	5	0	
mcp2k	70084	20	22	0	13	9	0	
mcp2k	70112	21	18	0	11	7	0	
mcp2k	70124	26	18	0	8	10	0	
mcp2k	70128	18	23	0	12	10	1	
mcp2k	70178	10	20	0	9	9	2	
mcp2k	70186	12	15	0	6	6	3	
mcp2k	70222	8	13	0	8	5	0	
mcp2k	70288	10	9	0	8	1	0	
mcp2k	70442	15	16	0	11	5	0	
mcp2k	70472	16	16	0	7	9	0	
mcp2k	70486	13	13	0	10	3	0	
mcp2k	70538	16	21	0	8	12	1	
mcp2k	70574	8	18	0	3	12	3	
mcp2k	70612	9	11	0	7	4	0	
mcp2k	70640	9	13	0	7	6	0	
mcp2k	70652	27	31	0	21	10	0	
mcp2k	70670	16	17	0	10	7	0	
mcp2k	70692	19	20	0	9	10	1	
mcp2k	70696	17	25	0	11	14	0	
mcp2k	70713	17	26	0	17	9	0	
mcp2k	70735	12	19	0	11	8	0	
mcp2k	70744	23	22	0	13	9	0	
mcp2k	70750	11	21	0	7	11	3	
mcp2k	70757	17	19	0	8	11	0	
mcp2k	70766	17	21	0	11	10	0	
mcp2k	70779	9	13	0	5	8	0	
mcp2k	70788	22	16	0	6	9	1	
mcp2k	70810	6	9	0	4	5	0	
mcp2k	70816	15	10	0	6	4	0	
mcp2k	70882	12	18	0	7	11	0	
mcp2k	70912	16	10	0	6	4	0	
mcp2k	71022	12	16	0	5	11	0	
mcp2k	71088	19	21	0	12	9	0	
mcp2k	71092	9	11	0	9	2	0	
mcp2k	71102	14	12	0	5	7	0	
mcp2k	71140	16	15	0	9	6	0	
mcp2k	71286	16	23	0	16	7	0	
mcp2k	71290	18	22	0	8	14	0	
mcp2k	71466	11	15	0	9	6	0	
mcp2k	71558	19	27	0	12	15	0	
mcp2k	71638	15	17	0	11	5	1	
mcp2k	71642	9	10	0	2	7	1	
mcp2k	71646	20	25	0	16	9	0	
mcp2k	71681	12	10	0	7	3	0	
mcp2k	71704	8	12	0	8	4	0	
mcp2k	71748	18	22	0	10	12	0	
mcp2k	71778	19	21	0	9	12	0	
mcp2k	71806	12	13	0	4	8	1	
mcp2k	71872	12	14	0	8	6	0	
mcp2k	71902	14	17	0	13	4	0	
mcp2k	71945	15	16	0	9	7	0	
mcp2k	71976	15	18	0	9	8	1	
mcp2k	72055	18	14	0	7	7	0	
