idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1972220	0	nan
1	6505	130	12	1873656	0	nan
2	6512	130	13	1793096	0	nan
3	6520	130	16	1855212	0	nan
4	6528	130	11	1963620	0	nan
5	6529	130	11	1881836	0	nan
6	6532	130	17	2205672	0	nan
7	6536	130	11	1894808	0	nan
8	6545	130	14	1951980	0	nan
9	6550	130	10	1735236	0	nan
10	6570	131	20	2162024	0	nan
11	6588	131	10	1773536	0	nan
12	6604	132	25	2304660	0	nan
13	6606	132	12	2055836	0	nan
14	6612	132	14	2156504	0	nan
15	6642	132	17	2189704	0	nan
16	6650	132	12	2102528	0	nan
17	6711	134	10	1834216	0	nan
18	6748	134	13	1850016	0	nan
19	6775	135	11	1827244	0	nan
20	6786	135	17	2080844	0	nan
21	6804	136	12	1898916	0	nan
22	6805	136	12	2021244	0	nan
23	6806	136	12	2097820	0	nan
24	6821	136	12	1857124	0	nan
25	6822	136	16	2253744	0	nan
26	6837	136	13	2146892	0	nan
27	6844	136	13	2089936	0	nan
28	6852	137	13	1918108	0	nan
29	6867	137	12	1850056	0	nan
30	6874	137	21	2244100	0	nan
31	6878	137	16	2021092	0	nan
32	6887	137	11	1847000	0	nan
33	6888	137	21	2126204	0	nan
34	6898	137	11	1824832	0	nan
