idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1903384	0	nan
1	6505	130	12	1817540	0	nan
2	6512	130	14	1746500	0	nan
3	6520	130	17	1802260	0	nan
4	6528	130	12	1906592	0	nan
5	6529	130	12	1837236	0	nan
6	6532	130	18	2123388	0	nan
7	6536	130	12	1845876	0	nan
8	6545	130	15	1898092	0	nan
9	6550	130	11	1700776	0	nan
10	6570	131	24	2087440	0	nan
11	6588	131	12	1727900	0	nan
12	6604	132	28	2224224	0	nan
13	6606	132	14	1972180	0	nan
14	6612	132	14	2066192	0	nan
15	6642	132	18	2106020	0	nan
16	6650	132	13	2021988	0	nan
17	6711	134	11	1786304	0	nan
18	6748	134	13	1785680	0	nan
19	6775	135	11	1781300	0	nan
20	6786	135	17	2013104	0	nan
21	6804	136	14	1842280	0	nan
22	6805	136	12	1955524	0	nan
23	6806	136	12	2016404	0	nan
24	6821	136	12	1807216	0	nan
25	6822	136	16	2159384	0	nan
26	6837	136	14	2081172	0	nan
27	6844	136	14	2016484	0	nan
28	6852	137	14	1863232	0	nan
29	6867	137	13	1799976	0	nan
30	6874	137	22	2177356	0	nan
31	6878	137	17	1957188	0	nan
32	6887	137	11	1804056	0	nan
33	6888	137	21	2068396	0	nan
34	6898	137	11	1773584	0	nan
