sample	event	run	rc	has_calib	main_cid	vx	vy	vz	n_steiner_main	n_seg	n_stub	zz_len	zz_ratio	zz_rms_dr	zz_fold	zzi_len	zzi_ratio	zzi_rms_dr	iso_len75	iso_len80	iso_len_any75	iso_len_any85	mu_dqdx_med	mu_npts	uncov	uncov_q	pio_flag	pio_mass	mcs_energy	mcs_amb	mcs_range	event_label	nu_evaluated	numu_score	nue_score	Enu	wall_s	core_s	maxrss_kb	bundles
mcp2k	70084	18255	0	1	20	-195.69	13.511	115.948	770	4	1	117.524	1.03037	0.629639	0.0427543	0	nan	nan	0	0	0	0	51613.9	155	0.334111	3.54272e+07	1	45.8373	310.303	0.64159	247.311	nu-candidate	1	2.1026175	-15.0	572.64294	11.447	8.874	1231752	{"11:1000017": "-1,-1,-1", "16:1000005": "-1,-1,-1", "17:18": "-1,-1,-1", "18:1000007": "-1,-1,-1", "19:1000000": "-1,-1,-1", "1:7": "-1,-1,-1", "20:6": "0,0,0", "21:4": "-1,-1,-1", "22:1000002": "-1,-1,-1", "2:0": "-1,-1,-1", "4:3": "-1,-1,-1", "6:1": "-1,-1,-1", "9:2": "-1,-1,-1"}
mcp2k	70112	18255	0	0																					nan	nan		nan	nan	nan	nan	no-beam-flash	0				4.994	1.429	443672	{"10:1000002": "-1,-1,-1", "12:1000006": "-1,-1,-1", "14:1000009": "-1,-1,-1", "15:2": "-1,-1,-1", "16:1000004": "-1,-1,-1", "17:7": "-1,-1,-1", "18:1000003": "-1,-1,-1", "1:17": "-1,-1,-1", "3:4": "-1,-1,-1", "4:10": "-1,-1,-1", "5:6": "-1,-1,-1", "8:3": "-1,-1,-1"}
mcp2k	70124	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				5.194	1.827	513640	{"10:1000005": "-1,-1,-1", "11:1000003": "-1,-1,-1", "13:1000002": "-1,-1,-1", "14:1000004": "-1,-1,-1", "15:1000009": "-1,-1,-1", "16:1000013": "-1,-1,-1", "17:1": "-1,-1,-1", "18:1000008": "0,1,0", "1:21": "-1,-1,-1", "2:24": "-1,-1,-1", "3:3": "-1,-1,-1", "5:9": "-1,-1,-1", "7:0": "-1,-1,-1", "9:1000010": "-1,-1,-1"}
mcp2k	70128	18255	0	0																					nan	nan		nan	nan	nan	nan	nu-candidate	0				4.381	1.560	445556	{"-1:1000008": "-1,-1,-1", "10:1000016": "-1,-1,-1", "11:1000004": "-1,-1,-1", "13:1000001": "-1,-1,-1", "15:1000000": "-1,-1,-1", "16:4": "-1,-1,-1", "17:13": "0,0,1", "18:1000019": "-1,-1,-1", "19:8": "-1,-1,-1", "20:1000011": "-1,-1,-1", "21:5": "-1,-1,-1", "22:3": "-1,-1,-1", "23:1000007": "-1,-1,-1", "2:7": "-1,-1,-1", "3:0": "-1,-1,-1", "6:1": "-1,-1,-1", "7:2": "-1,-1,-1"}
mcp2k	70178	18255	0	1	12	-35.905	-14.7215	319.571	298	2	0	65.472	1.02013	0.167631	0.0840385	28.1163	1.0333	0.154479	28.1163	0	28.1163	0	63376.1	53	0.141798	2.68041e+07	0	0	-1	-1	-1	nu-candidate	1	2.2470336	-15.0	447.81708	8.673	6.080	1236072	{"12:1": "0,0,1", "13:1000004": "-1,-1,-1", "14:1000000": "-1,-1,-1", "15:1000002": "-1,-1,-1", "16:0": "-1,-1,-1", "17:2": "-1,-1,-1", "18:1000005": "-1,-1,-1", "19:1000012": "-1,-1,-1", "1:5": "-1,-1,-1", "20:1000003": "-1,-1,-1", "2:3": "-1,-1,-1", "9:1000008": "-1,-1,-1"}
mcp2k	70186	18255	0	1	11	39.5967	-192.444	6.64938	1335	3	0	225.962	1.03647	0.997616	0.0866779	0	nan	nan	0	0	0	0	53955.1	271	0.0387522	4.24878e+07	1	5.56938	393.793	0.0641228	398.109	nu-candidate	1	4.7574916	-15.0	870.7146	10.253	7.423	1189164	{"10:1000001": "-1,-1,-1", "11:1000005": "0,0,1", "12:1000003": "-1,-1,-1", "13:0": "-1,-1,-1", "14:6": "-1,-1,-1", "15:2": "-1,-1,-1", "3:1": "-1,-1,-1", "4:1000010": "-1,-1,-1", "5:1000012": "-1,-1,-1", "7:1000011": "-1,-1,-1", "9:1000004": "-1,-1,-1"}
mcp2k	70222	18255	0	1	12	-181.595	-138.529	456.435	650	8	2	99.8033	1.05576	0.257963	0.214653	47.7203	1.06316	0.235372	47.7203	47.7203	47.7203	0	94272.2	70	0.0520022	3.01426e+07	1	21.7405	129.378	0.77261	136.852	nu-candidate	1	1.7961104	-15.0	1021.6947	10.166	7.163	1162864	{"10:4": "-1,-1,-1", "11:1000001": "-1,-1,-1", "12:0": "0,0,0", "13:1000004": "-1,-1,-1", "1:3": "-1,-1,-1", "3:1": "-1,-1,-1", "7:1000000": "-1,-1,-1", "9:2": "-1,-1,-1"}
mcp2k	70288	18255	0	1	37	-189.599	138.046	195.175	3	1	1	0	nan	nan	nan	0	nan	nan	0	0	0	0	nan	0	0.107019	67530	1	0.69103	-1	-1	-1	nu-candidate	1	-3.0193865	-15.0	112.616356	7.389	5.381	1131404	{"2:3": "-1,-1,-1", "4:4": "-1,-1,-1", "5:2": "-1,-1,-1", "6:1000003": "-1,-1,-1", "7:5": "0,0,0", "8:0": "-1,-1,-1", "9:1": "-1,-1,-1"}
mcp2k	70442	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				4.030	1.334	393844	{"10:2": "-1,-1,-1", "11:11": "-1,-1,-1", "12:4": "-1,-1,-1", "13:5": "-1,-1,-1", "14:3": "0,1,0", "15:1": "-1,-1,-1", "16:6": "-1,-1,-1", "5:1000011": "-1,-1,-1", "6:1000014": "-1,-1,-1", "7:1000008": "-1,-1,-1", "8:1000003": "-1,-1,-1", "9:1000007": "-1,-1,-1"}
mcp2k	70472	18255	0	1	16	-89.1646	-193.018	406.256	1293	2	0	423.215	1.06456	2.66681	0.22017	423.215	1.06456	2.66681	423.215	423.215	423.215	423.215	48005.8	696	0.091225	8.04888e+07	1	1.33909	1299.7	0.29507	948.959	nu-candidate	1	0.77778333	-15.0	1188.1641	14.650	12.667	1306172	{"10:2": "-1,-1,-1", "11:6": "-1,-1,-1", "12:1000001": "-1,-1,-1", "13:1000004": "-1,-1,-1", "14:5": "-1,-1,-1", "15:1": "-1,-1,-1", "16:4": "0,0,0", "3:1000009": "-1,-1,-1", "4:1000010": "-1,-1,-1", "6:1000008": "-1,-1,-1", "9:1000002": "-1,-1,-1"}
mcp2k	70486	18255	0	0																					nan	nan		nan	nan	nan	nan	no-bundle	0				3.933	0.887	344176	{"-1:1000008": "-1,-1,-1", "10:1000003": "-1,-1,-1", "11:6": "-1,-1,-1", "12:11": "-1,-1,-1", "13:4": "-1,-1,-1", "1:8": "-1,-1,-1", "2:5": "-1,-1,-1", "3:7": "-1,-1,-1", "6:0": "-1,-1,-1", "7:2": "-1,-1,-1", "9:1000000": "-1,-1,-1"}
mcp2k	70538	18255	0	1	16	-2.04826	192.161	6.02423	434	2	0	74.7981	1.07007	0.96412	0.139344	0	nan	nan	0	0	0	0	59167.5	114	0.0510792	1.54151e+07	0	0	150.261	0.419163	195.887	nu-candidate	1	-0.43945277	-15.0	463.34323	8.726	6.224	1187252	{"11:1000002": "-1,-1,-1", "14:2": "-1,-1,-1", "15:1000003": "-1,-1,-1", "16:10": "0,0,1", "17:1000000": "-1,-1,-1", "18:1000012": "-1,-1,-1", "19:11": "-1,-1,-1", "1:1": "-1,-1,-1", "20:1000011": "-1,-1,-1", "21:1000015": "-1,-1,-1", "2:5": "-1,-1,-1", "6:1000017": "-1,-1,-1"}
mcp2k	70574	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				4.227	1.142	384192	{"11:1000003": "-1,-1,-1", "13:1000002": "-1,-1,-1", "14:1000001": "-1,-1,-1", "15:1000004": "0,1,0", "16:1000006": "-1,-1,-1", "17:1000005": "-1,-1,-1", "18:1000011": "-1,-1,-1", "2:0": "-1,-1,-1", "3:1": "-1,-1,-1", "4:1000008": "-1,-1,-1", "5:1000012": "-1,-1,-1", "7:1000007": "-1,-1,-1", "9:1000000": "-1,-1,-1"}
mcp2k	70612	18255	0	1	8	29.6879	-132.313	34.7319	722	2	0	91.7643	1.04648	0.460031	0.107604	0	nan	nan	0	0	0	0	93476.5	133	0.0871579	3.26432e+07	1	1.78788	81.4138	0.905961	137.985	nu-candidate	1	0.03754624	-15.0	255.3032	7.053	5.847	1158668	{"10:3": "-1,-1,-1", "11:1000000": "-1,-1,-1", "1:6": "-1,-1,-1", "2:5": "-1,-1,-1", "4:2": "-1,-1,-1", "6:1000004": "-1,-1,-1", "8:1000001": "0,0,1", "9:1": "-1,-1,-1"}
mcp2k	70640	18255	0	1	13	-142.115	132.216	154.585	1153	5	1	205.752	1.07196	2.06739	0.202199	187.252	1.07568	2.25414	187.252	0	187.252	0	51067	303	0.176018	5.59798e+07	1	26.9783	369.582	0.0674823	426.895	nu-candidate	1	3.163293	-15.0	1047.47	11.189	9.130	1190088	{"10:1000003": "-1,-1,-1", "11:1": "-1,-1,-1", "12:1000000": "-1,-1,-1", "13:0": "0,0,1", "1:8": "-1,-1,-1", "3:2": "-1,-1,-1", "4:4": "-1,-1,-1", "5:6": "-1,-1,-1", "6:1000008": "-1,-1,-1", "8:1000001": "-1,-1,-1"}
mcp2k	70652	18255	0	0																					nan	nan		nan	nan	nan	nan	no-beam-flash	0				4.234	1.809	509812	{"11:1": "-1,-1,-1", "16:2": "-1,-1,-1", "19:1000006": "-1,-1,-1", "1:25": "-1,-1,-1", "20:1000022": "-1,-1,-1", "22:1000008": "-1,-1,-1", "24:1000009": "-1,-1,-1", "25:16": "-1,-1,-1", "26:7": "-1,-1,-1", "27:1000003": "-1,-1,-1", "28:11": "-1,-1,-1", "29:10": "-1,-1,-1", "2:24": "-1,-1,-1", "30:1000001": "-1,-1,-1", "31:1000000": "-1,-1,-1", "3:22": "-1,-1,-1", "5:9": "-1,-1,-1", "6:0": "-1,-1,-1", "8:12": "-1,-1,-1", "9:4": "-1,-1,-1"}
mcp2k	70670	18255	0	0																					nan	nan		nan	nan	nan	nan	nu-candidate	0				4.086	1.095	377036	{"10:1000000": "-1,-1,-1", "11:1": "-1,-1,-1", "12:1000005": "-1,-1,-1", "13:1000006": "-1,-1,-1", "14:12": "-1,-1,-1", "15:5": "-1,-1,-1", "16:3": "-1,-1,-1", "17:1000012": "-1,-1,-1", "1:2": "-1,-1,-1", "2:8": "0,0,1", "7:1000007": "-1,-1,-1", "8:1000011": "-1,-1,-1", "9:1000003": "-1,-1,-1"}
mcp2k	70692	18255	0	1	18	-134.048	73.4444	237.941	1211	2	0	195.181	1.03945	1.19738	0.136192	106.916	1.05338	0.907634	106.916	106.916	106.916	0	56935.7	138	0.052889	4.77902e+07	1	1.84027	211.824	0.247806	224.78	nu-candidate	1	3.696591	-15.0	844.2063	9.234	6.991	1172692	{"10:1000015": "-1,-1,-1", "12:1000005": "-1,-1,-1", "13:1000020": "-1,-1,-1", "15:1000001": "-1,-1,-1", "16:1000004": "-1,-1,-1", "17:1000012": "-1,-1,-1", "18:3": "0,0,1", "19:8": "-1,-1,-1", "1:13": "-1,-1,-1", "20:1000009": "-1,-1,-1", "4:1": "-1,-1,-1", "5:12": "-1,-1,-1", "6:9": "-1,-1,-1", "9:1000006": "-1,-1,-1"}
mcp2k	70696	18255	0	0																					nan	nan		nan	nan	nan	nan	no-bundle	0				4.289	1.246	421056	{"-1:1000013": "-1,-1,-1", "10:1000004": "-1,-1,-1", "15:1000001": "-1,-1,-1", "17:1000012": "-1,-1,-1", "18:1000005": "-1,-1,-1", "19:1000009": "-1,-1,-1", "1:12": "-1,-1,-1", "20:6": "-1,-1,-1", "21:1000002": "-1,-1,-1", "22:1": "-1,-1,-1", "23:1000003": "-1,-1,-1", "24:0": "-1,-1,-1", "25:1000007": "-1,-1,-1", "2:11": "-1,-1,-1", "4:4": "-1,-1,-1", "6:3": "-1,-1,-1"}
mcp2k	70713	18255	0	1	25	-197.69	142.335	432.754	591	3	1	77.9005	1.03362	0.114319	0.116279	0	nan	nan	0	0	0	0	nan	0	0.145768	1.98317e+07	1	1.95622	-1	-1	-1	nu-candidate	1	1.4809862	-15.0	443.12354	9.120	6.251	1218632	{"12:6": "-1,-1,-1", "15:1000005": "-1,-1,-1", "16:1000010": "-1,-1,-1", "18:1000000": "-1,-1,-1", "19:1000011": "-1,-1,-1", "21:1000002": "-1,-1,-1", "22:7": "-1,-1,-1", "23:4": "-1,-1,-1", "24:1000014": "-1,-1,-1", "25:2": "0,0,0", "26:0": "-1,-1,-1", "3:5": "-1,-1,-1", "5:9": "-1,-1,-1", "6:16": "-1,-1,-1", "7:14": "-1,-1,-1", "9:3": "-1,-1,-1"}
mcp2k	70735	18255	0	0																					nan	nan		nan	nan	nan	nan	nu-candidate	0				4.183	1.041	378464	{"10:1000009": "0,0,1", "12:1000001": "-1,-1,-1", "14:1000006": "-1,-1,-1", "15:4": "-1,-1,-1", "16:3": "-1,-1,-1", "17:1000003": "-1,-1,-1", "18:5": "-1,-1,-1", "19:1000002": "-1,-1,-1", "1:11": "-1,-1,-1", "2:2": "-1,-1,-1", "4:1": "-1,-1,-1", "8:0": "-1,-1,-1"}
mcp2k	70744	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				4.042	1.038	388908	{"11:1000005": "-1,-1,-1", "13:1000007": "-1,-1,-1", "15:1000001": "-1,-1,-1", "16:1000003": "-1,-1,-1", "17:1000012": "-1,-1,-1", "18:14": "0,1,0", "19:9": "-1,-1,-1", "1:19": "-1,-1,-1", "20:5": "-1,-1,-1", "21:7": "-1,-1,-1", "22:6": "-1,-1,-1", "2:20": "-1,-1,-1", "4:12": "-1,-1,-1", "5:18": "-1,-1,-1", "7:0": "-1,-1,-1", "9:1000013": "-1,-1,-1"}
mcp2k	70750	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				5.026	0.906	360048	{"10:1000003": "1,0,0", "14:1000007": "-1,-1,-1", "16:1000004": "-1,-1,-1", "17:1000000": "-1,-1,-1", "18:2": "-1,-1,-1", "19:6": "-1,-1,-1", "1:8": "-1,-1,-1", "20:1": "-1,-1,-1", "21:1000012": "-1,-1,-1", "2:3": "-1,-1,-1", "4:5": "-1,-1,-1", "6:1000015": "-1,-1,-1", "7:1000009": "-1,-1,-1", "8:1000010": "-1,-1,-1"}
mcp2k	70757	18255	0	1	6	52.633	-189.645	307.821	72	1	0	22.0236	1.02797	0.128302	0.194444	22.0236	1.02797	0.128302	22.0236	22.0236	22.0236	22.0236	nan	0	0.0729332	9.00847e+06	1	3.28694	-1	-1	-1	nu-candidate	1	-2.3591552	-15.0	204.28769	9.100	5.592	1189100	{"10:1000006": "-1,-1,-1", "12:1000005": "-1,-1,-1", "13:1000001": "-1,-1,-1", "14:14": "-1,-1,-1", "15:1000003": "-1,-1,-1", "16:5": "-1,-1,-1", "17:4": "-1,-1,-1", "18:7": "-1,-1,-1", "19:1": "-1,-1,-1", "1:12": "-1,-1,-1", "3:2": "-1,-1,-1", "4:1000015": "-1,-1,-1", "5:1000004": "-1,-1,-1", "6:1000007": "0,0,1", "8:1000002": "-1,-1,-1"}
mcp2k	70766	18255	0	1	21	90.5671	119.024	0.035453	1492	2	0	225.516	1.02746	2.51806	0.080429	0	nan	nan	0	0	0	0	53406.2	365	0.275838	5.85786e+07	0	0	608.448	0.379903	516.557	nu-candidate	1	-3.5315688	-15.0	668.9022	12.966	8.460	1218944	{"14:1000002": "-1,-1,-1", "15:2": "-1,-1,-1", "16:4": "-1,-1,-1", "17:1000012": "-1,-1,-1", "18:1000000": "-1,-1,-1", "19:1000004": "-1,-1,-1", "1:13": "-1,-1,-1", "20:7": "-1,-1,-1", "21:1000007": "0,0,0", "4:1": "-1,-1,-1", "6:3": "-1,-1,-1", "9:1000015": "-1,-1,-1"}
mcp2k	70779	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				7.251	0.948	353708	{"10:3": "-1,-1,-1", "11:1": "-1,-1,-1", "12:0": "-1,-1,-1", "13:1000000": "-1,-1,-1", "1:4": "-1,-1,-1", "3:1000002": "-1,-1,-1", "6:1000001": "1,0,0", "8:1000003": "-1,-1,-1", "9:2": "-1,-1,-1"}
mcp2k	70788	18255	0	0																					nan	nan		nan	nan	nan	nan	nu-candidate	0				7.460	1.229	411244	{"10:1000015": "-1,-1,-1", "11:1000009": "-1,-1,-1", "12:1000005": "-1,-1,-1", "13:1000002": "-1,-1,-1", "14:4": "-1,-1,-1", "15:1000010": "-1,-1,-1", "16:1000023": "0,0,1", "1:19": "-1,-1,-1", "3:2": "-1,-1,-1", "5:3": "-1,-1,-1", "6:1000021": "-1,-1,-1", "7:1000013": "-1,-1,-1", "8:1000008": "-1,-1,-1", "9:1000004": "-1,-1,-1"}
mcp2k	70810	18255	0	0																					nan	nan		nan	nan	nan	nan	nu-candidate	0				7.102	0.687	309976	{"1:2": "-1,-1,-1", "2:1": "-1,-1,-1", "5:5": "-1,-1,-1", "6:1000000": "-1,-1,-1", "7:1000001": "-1,-1,-1", "8:0": "-1,-1,-1", "9:1000005": "0,0,1"}
mcp2k	70816	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				6.127	1.266	374180	{"10:1000001": "-1,-1,-1", "1:5": "-1,-1,-1", "4:1000003": "-1,-1,-1", "5:2": "-1,-1,-1", "6:1000005": "-1,-1,-1", "7:7": "-1,-1,-1", "8:6": "-1,-1,-1", "9:1": "0,1,0"}
mcp2k	70882	18255	0	0																					nan	nan		nan	nan	nan	nan	no-beam-flash	0				6.260	0.963	376580	{"12:1000006": "-1,-1,-1", "13:2": "-1,-1,-1", "14:1000003": "-1,-1,-1", "15:1000004": "-1,-1,-1", "16:9": "-1,-1,-1", "17:1000002": "-1,-1,-1", "18:1": "-1,-1,-1", "4:5": "-1,-1,-1", "5:1000009": "-1,-1,-1", "7:1000001": "-1,-1,-1", "9:1000000": "-1,-1,-1"}
mcp2k	70912	18255	0	1	10	131.529	17.1577	175.152	2397	2	0	389.543	1.03587	3.80885	0.0464526	0	nan	nan	0	0	0	0	51085.6	586	0.238194	9.66007e+07	1	1.20966	803.459	0.0353446	809.283	nu-candidate	1	5.2698116	-15.0	1165.1852	13.241	9.394	1168748	{"10:1000003": "0,0,1", "1:13": "-1,-1,-1", "2:3": "-1,-1,-1", "4:1000007": "-1,-1,-1", "6:11": "-1,-1,-1", "7:1000004": "-1,-1,-1", "8:0": "-1,-1,-1", "9:5": "-1,-1,-1"}
mcp2k	71022	18255	0	1	16	138.603	160.174	235.983	308	1	0	59.5806	1.08747	0.819709	0.204082	59.5806	1.08747	0.819709	59.5806	0	59.5806	0	48852.6	90	0.0113303	9.81143e+06	1	50.8721	249.922	0.846539	159.477	nu-candidate	1	0.8232435	-15.0	329.18347	9.219	6.114	1187676	{"10:1000001": "-1,-1,-1", "11:1000006": "-1,-1,-1", "12:1000002": "-1,-1,-1", "13:2": "-1,-1,-1", "14:1000003": "-1,-1,-1", "15:0": "-1,-1,-1", "16:1000005": "0,0,0", "1:5": "-1,-1,-1", "2:6": "-1,-1,-1", "3:4": "-1,-1,-1", "5:1000004": "-1,-1,-1", "8:1000000": "-1,-1,-1"}
mcp2k	71088	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				6.545	1.250	397776	{"11:1000014": "-1,-1,-1", "13:1000003": "-1,-1,-1", "14:1000010": "-1,-1,-1", "15:1000004": "-1,-1,-1", "16:1000008": "-1,-1,-1", "17:1000000": "-1,-1,-1", "18:2": "-1,-1,-1", "19:5": "1,0,0", "1:18": "-1,-1,-1", "20:15": "-1,-1,-1", "21:1000009": "-1,-1,-1", "4:6": "-1,-1,-1", "6:4": "-1,-1,-1", "8:3": "-1,-1,-1"}
mcp2k	71092	18255	0	1	4	-106.786	-123.862	3.4382	556	3	0	55.0216	1.01642	0.694114	0.043956	0	nan	nan	0	0	0	0	nan	0	0.106176	2.05081e+07	1	0.352004	-1	-1	-1	nu-candidate	1	-1.5964118	-15.0	314.0578	10.294	6.055	1163104	{"10:5": "-1,-1,-1", "11:1000002": "-1,-1,-1", "2:2": "-1,-1,-1", "4:1": "0,0,0", "5:4": "-1,-1,-1", "7:3": "-1,-1,-1", "8:1000001": "-1,-1,-1", "9:0": "-1,-1,-1"}
mcp2k	71102	18255	0	0																					nan	nan		nan	nan	nan	nan	no-bundle	0				5.387	1.146	379840	{"-1:1000005": "-1,-1,-1", "10:1000004": "-1,-1,-1", "11:1000000": "-1,-1,-1", "12:1000002": "-1,-1,-1", "1:12": "-1,-1,-1", "3:1": "-1,-1,-1", "6:1000001": "-1,-1,-1", "8:0": "-1,-1,-1", "9:3": "-1,-1,-1"}
mcp2k	71140	18255	0	0																					nan	nan		nan	nan	nan	nan	no-beam-flash	0				4.189	0.973	360444	{"10:1000002": "-1,-1,-1", "11:1000005": "-1,-1,-1", "12:1": "-1,-1,-1", "13:1000007": "-1,-1,-1", "14:1000004": "-1,-1,-1", "15:2": "-1,-1,-1", "1:4": "-1,-1,-1", "2:12": "-1,-1,-1", "6:9": "-1,-1,-1", "8:1000011": "-1,-1,-1", "9:1000003": "-1,-1,-1"}
mcp2k	71286	18255	0	0																					nan	nan		nan	nan	nan	nan	no-beam-flash	0				6.305	1.323	403856	{"10:10": "-1,-1,-1", "12:1000000": "-1,-1,-1", "15:1000008": "-1,-1,-1", "16:1000001": "-1,-1,-1", "17:7": "-1,-1,-1", "18:3": "-1,-1,-1", "19:1000006": "-1,-1,-1", "1:12": "-1,-1,-1", "20:0": "-1,-1,-1", "21:5": "-1,-1,-1", "22:6": "-1,-1,-1", "23:8": "-1,-1,-1", "2:11": "-1,-1,-1", "8:1": "-1,-1,-1"}
mcp2k	71290	18255	0	1	16	14.9062	-38.258	349.973	1023	5	1	157.664	1.03212	0.501764	0.158703	43.4288	1.01733	0.154081	43.4288	0	43.4288	0	53367.1	164	0.304622	5.75944e+07	0	0	363.307	0.711018	257.807	nu-candidate	1	3.3531532	-15.0	505.15903	13.334	8.311	1255712	{"13:1000002": "-1,-1,-1", "15:1000010": "-1,-1,-1", "16:1000005": "0,0,1", "17:6": "-1,-1,-1", "18:5": "-1,-1,-1", "19:1000003": "-1,-1,-1", "20:1": "-1,-1,-1", "21:1000001": "-1,-1,-1", "22:1000004": "-1,-1,-1", "3:14": "-1,-1,-1", "5:3": "-1,-1,-1", "6:1000016": "-1,-1,-1", "8:1000006": "-1,-1,-1", "9:1000008": "-1,-1,-1"}
mcp2k	71466	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				6.181	1.115	355236	{"10:1000003": "-1,-1,-1", "11:1": "-1,-1,-1", "12:1000005": "-1,-1,-1", "13:4": "-1,-1,-1", "14:2": "-1,-1,-1", "15:6": "-1,-1,-1", "1:7": "-1,-1,-1", "3:9": "-1,-1,-1", "7:1000001": "-1,-1,-1", "9:1000004": "0,1,0"}
mcp2k	71558	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				6.277	1.676	446080	{"10:1000014": "-1,-1,-1", "13:1000010": "-1,-1,-1", "14:1000009": "0,1,0", "16:1000002": "-1,-1,-1", "19:1000005": "-1,-1,-1", "21:1000001": "-1,-1,-1", "22:1": "-1,-1,-1", "23:9": "-1,-1,-1", "24:5": "-1,-1,-1", "25:1000008": "-1,-1,-1", "26:4": "-1,-1,-1", "27:1000004": "-1,-1,-1", "5:3": "-1,-1,-1", "7:6": "-1,-1,-1", "9:1000011": "-1,-1,-1"}
mcp2k	71638	18255	0	0																					nan	nan		nan	nan	nan	nan	no-beam-flash	0				6.086	0.775	325556	{"10:1000010": "-1,-1,-1", "11:1000015": "-1,-1,-1", "13:1000014": "-1,-1,-1", "14:1000002": "-1,-1,-1", "15:1000001": "-1,-1,-1", "16:8": "-1,-1,-1", "17:0": "-1,-1,-1", "2:14": "-1,-1,-1", "3:3": "-1,-1,-1", "4:13": "-1,-1,-1", "7:4": "-1,-1,-1"}
mcp2k	71642	18255	0	1	10	23.6967	53.5602	139.218	1747	6	1	206.673	1.09272	1.06075	0.173605	0	nan	nan	0	0	0	0	54052.6	105	0.267959	7.58944e+07	1	109.79	132.67	0.926183	177.687	nu-candidate	1	1.2268162	-3.040582	1832.7675	16.087	13.377	1201196	{"10:1000000": "0,0,1", "2:0": "-1,-1,-1", "4:1000006": "-1,-1,-1", "6:1000004": "-1,-1,-1", "7:1000003": "-1,-1,-1", "8:1000002": "-1,-1,-1", "9:1000009": "-1,-1,-1"}
mcp2k	71646	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				5.318	1.649	487180	{"10:5": "-1,-1,-1", "12:8": "-1,-1,-1", "13:9": "-1,-1,-1", "15:1000013": "-1,-1,-1", "16:1000011": "-1,-1,-1", "17:1000004": "-1,-1,-1", "19:1000009": "-1,-1,-1", "1:11": "-1,-1,-1", "20:1000015": "-1,-1,-1", "21:12": "-1,-1,-1", "22:1000008": "-1,-1,-1", "23:10": "-1,-1,-1", "24:1000003": "-1,-1,-1", "25:1000002": "-1,-1,-1", "3:4": "-1,-1,-1", "5:0": "1,0,0", "8:2": "-1,-1,-1"}
mcp2k	71681	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				7.769	3.644	491596	{"10:1000007": "-1,-1,-1", "1:7": "-1,-1,-1", "4:1000004": "0,0,0", "5:2": "-1,-1,-1", "6:1000002": "-1,-1,-1", "7:3": "1,0,0", "8:4": "-1,-1,-1", "9:5": "-1,-1,-1"}
mcp2k	71704	18255	0	0																					nan	nan		nan	nan	nan	nan	cosmic-tagged	0				3.950	1.133	336808	{"10:7": "-1,-1,-1", "11:2": "1,0,0", "12:1000002": "-1,-1,-1", "4:0": "-1,-1,-1", "7:1000005": "-1,-1,-1", "8:1000004": "-1,-1,-1", "9:3": "-1,-1,-1"}
mcp2k	71748	18255	0	1	8	82.7216	-192.199	345.905	466	3	0	87.6468	1.0627	1.39045	0.160629	14.1207	1.05925	0.329895	14.1207	14.1207	14.1207	14.1207	50792.2	113	0.0967699	2.28821e+07	1	47.4055	176.886	0.304414	193.352	nu-candidate	1	3.1452863	-15.0	655.2385	9.438	6.750	1204652	{"10:1000002": "-1,-1,-1", "12:1000007": "-1,-1,-1", "15:1000000": "-1,-1,-1", "16:1000005": "-1,-1,-1", "17:1000001": "-1,-1,-1", "18:1000003": "-1,-1,-1", "19:8": "-1,-1,-1", "1:11": "-1,-1,-1", "20:0": "-1,-1,-1", "21:5": "-1,-1,-1", "22:1000004": "-1,-1,-1", "2:15": "-1,-1,-1", "5:3": "-1,-1,-1", "6:2": "-1,-1,-1", "8:1000006": "0,0,0"}
mcp2k	71778	18255	0	1	21	-121.242	-11.7754	247.278	1557	1	0	276.699	1.05797	4.43866	0.178261	0	nan	nan	0	0	0	0	49190.7	452	0.243007	5.93412e+07	1	0.58998	729.211	0.378253	622.678	nu-candidate	1	3.8187904	-15.0	752.4392	9.698	7.836	1298836	{"11:1000003": "-1,-1,-1", "12:1000001": "-1,-1,-1", "14:1000000": "-1,-1,-1", "15:1000014": "-1,-1,-1", "17:1000004": "-1,-1,-1", "18:1": "-1,-1,-1", "19:1000005": "-1,-1,-1", "1:12": "-1,-1,-1", "20:4": "-1,-1,-1", "21:5": "0,0,0", "3:11": "-1,-1,-1", "6:0": "-1,-1,-1", "9:1000015": "-1,-1,-1"}
