sample	event	run	rc	has_calib	main_cid	vx	vy	vz	n_steiner_main	n_steiner_term	n_seg	n_stub	zz_len	zz_ratio	zz_rms_dr	zz_fold	zzi_len	zzi_ratio	zzi_rms_dr	iso_len75	iso_len80	iso_len_any75	iso_len_any85	mu_dqdx_med	mu_npts	uncov	uncov_q	pio_flag	pio_mass	mcs_energy	mcs_amb	mcs_range	event_label	nu_evaluated	numu_score	nue_score	Enu	wall_s	core_s	maxrss_kb	bundles
mcp1k	48367	18255	0	1	83	-153.73	-108.954	207.213	826	134	9	2	55.7306	1.1076	0.243973	0.255	43.5508	1.107	0.288033	43.5508	19.7778	43.5508	0	nan	0	0.382489	3.1123e+07	1	431.507	276.317	0.717609	233.671	nu-candidate	1	-0.6749576	-15.0	508.73218	17.738	8.988	1280348	{"11:1000006": "-1,-1,-1", "12:1000012": "-1,-1,-1", "15:1000000": "-1,-1,-1", "17:1000007": "-1,-1,-1", "18:1000002": "-1,-1,-1", "19:1": "0,0,0", "1:11": "-1,-1,-1", "20:3": "-1,-1,-1", "21:7": "-1,-1,-1", "22:4": "-1,-1,-1", "2:8": "-1,-1,-1", "4:2": "-1,-1,-1", "6:5": "-1,-1,-1", "8:1000001": "-1,-1,-1", "9:1000008": "-1,-1,-1"}
mcp1k	48895	18255	0	1	17	-164.968	-165.668	185.438	1261	173	1	0	179.116	1.0662	0.788893	0.215488	179.116	1.0662	0.788893	179.116	179.116	179.116	0	50859	289	0.214855	3.98544e+07	1	1.14836	761.443	0.925844	411.64	nu-candidate	1	2.4774222	-15.0	530.696	12.714	6.182	1211056	{"12:1000003": "-1,-1,-1", "13:1000004": "-1,-1,-1", "14:1000000": "-1,-1,-1", "15:1": "-1,-1,-1", "16:0": "-1,-1,-1", "17:4": "0,0,0", "1:7": "-1,-1,-1", "4:3": "-1,-1,-1", "5:2": "-1,-1,-1", "7:1000007": "-1,-1,-1", "8:1000014": "-1,-1,-1", "9:1000009": "-1,-1,-1"}
mcp1k	50303	18255	0	1	12	143.245	35.9741	184.322	447	79	3	0	44.3948	1.03729	0.239921	0.193952	0	nan	nan	0	0	0	0	71678.5	26	0.372849	2.74742e+07	1	4.29739	-1	-1	-1	nu-candidate	1	-0.4372236	-15.0	376.45712	12.189	5.542	1186460	{"10:1000003": "-1,-1,-1", "11:1": "-1,-1,-1", "12:1000001": "0,0,1", "13:2": "-1,-1,-1", "14:1000015": "-1,-1,-1", "1:8": "-1,-1,-1", "3:5": "-1,-1,-1", "5:1000002": "-1,-1,-1", "7:1000000": "-1,-1,-1", "8:1000012": "-1,-1,-1", "9:0": "-1,-1,-1"}
mcp1k	50831	18255	0	1	14	-137.12	-124.334	416.94	126	31	2	0	10.3029	1.01347	0.0803333	0	0	nan	nan	0	0	0	0	nan	0	0.0192588	1.01199e+07	1	3.90204	-1	-1	-1	nu-candidate	1	-2.0609899	-15.0	241.51852	12.116	5.524	1208196	{"10:1000003": "-1,-1,-1", "11:1000002": "-1,-1,-1", "12:1000010": "-1,-1,-1", "13:1000000": "-1,-1,-1", "14:1": "0,0,1", "15:1000008": "-1,-1,-1", "1:5": "-1,-1,-1", "3:2": "-1,-1,-1", "4:4": "-1,-1,-1", "7:1000007": "-1,-1,-1", "8:1000005": "-1,-1,-1", "9:1000009": "-1,-1,-1"}
mcp1k	54341	18255	0	1	18	116.831	164.449	141.194	390	72	3	0	56.754	1.0325	0.299948	0.14073	33.7584	1.04702	0.41001	33.7584	33.7584	33.7584	33.7584	73142.5	29	0.165966	2.65781e+07	1	18.8455	-1	-1	-1	nu-candidate	1	0.5794791	-15.0	895.8317	16.808	7.663	1258740	{"12:3": "-1,-1,-1", "13:1000003": "-1,-1,-1", "14:18": "-1,-1,-1", "15:1000010": "-1,-1,-1", "16:1000002": "-1,-1,-1", "17:1000011": "-1,-1,-1", "18:1000006": "0,0,1", "19:1000000": "-1,-1,-1", "20:1000005": "-1,-1,-1", "21:6": "-1,-1,-1", "22:1000012": "-1,-1,-1", "23:1000017": "-1,-1,-1", "24:1000001": "-1,-1,-1", "4:1000015": "-1,-1,-1", "8:1000009": "-1,-1,-1", "9:1000007": "-1,-1,-1"}
mcp1k	54351	18255	0	1	17	-140.399	81.2459	189.628	586	123	5	0	107.088	1.03931	0.936583	0.0969837	54.2319	1.06401	1.60523	54.2319	54.2319	54.2319	0	66590.9	61	0.0306019	2.99262e+07	1	4.33142	105.409	0.664613	124.137	nu-candidate	1	0.9620364	-15.0	760.7429	15.176	6.902	1192436	{"10:1000000": "-1,-1,-1", "12:1000001": "-1,-1,-1", "13:1000005": "-1,-1,-1", "14:12": "-1,-1,-1", "15:2": "-1,-1,-1", "16:4": "-1,-1,-1", "17:1": "0,0,1", "18:1000012": "-1,-1,-1", "2:0": "-1,-1,-1", "3:6": "-1,-1,-1", "5:5": "-1,-1,-1", "7:3": "-1,-1,-1", "9:1000002": "-1,-1,-1"}
mcp1k	55595	18255	0	1	8	-178.351	-61.2446	193.59	1084	175	5	1	200.861	1.05713	0.608178	0.179795	188.995	1.06008	0.640653	188.995	188.995	188.995	0	54868.1	306	0.154136	5.04217e+07	1	2.56794	411.462	0.0439223	437.959	nu-candidate	1	2.5732024	-15.0	903.1964	9.596	7.249	1167264	{"10:1000006": "-1,-1,-1", "1:1": "-1,-1,-1", "2:1000005": "-1,-1,-1", "4:1000001": "-1,-1,-1", "5:8": "-1,-1,-1", "6:1000000": "-1,-1,-1", "7:3": "-1,-1,-1", "8:0": "0,0,0", "9:1000002": "-1,-1,-1"}
mcp1k	55627	18255	0	1	22	-79.9933	59.8841	182.398	1165	255	2	0	200.671	1.02126	0.485813	0.0449902	0	nan	nan	0	0	0	0	49589.3	304	0.234375	4.66615e+07	1	3.49905	834.721	0.607422	435.078	nu-candidate	1	5.496487	-15.0	694.9851	12.073	6.647	1245360	{"11:1": "-1,-1,-1", "12:1000009": "-1,-1,-1", "15:1000000": "-1,-1,-1", "16:1000006": "-1,-1,-1", "17:1000004": "-1,-1,-1", "18:1000002": "-1,-1,-1", "19:4": "-1,-1,-1", "1:17": "-1,-1,-1", "20:1000003": "-1,-1,-1", "21:1000001": "-1,-1,-1", "22:5": "0,0,0", "23:7": "-1,-1,-1", "24:10": "-1,-1,-1", "4:0": "-1,-1,-1", "6:6": "-1,-1,-1", "8:11": "-1,-1,-1"}
mcp1k	55715	18255	0	1	15	-47.9896	-38.5362	481.894	420	91	3	0	59.5875	1.06699	0.247242	0.106081	17.2529	1.03608	0.0538976	17.2529	0	17.2529	0	nan	0	0.125028	1.60216e+07	1	15.5618	-1	-1	-1	nu-candidate	1	2.1939204	-15.0	606.14453	9.710	6.287	1197556	{"10:1000006": "-1,-1,-1", "11:1000001": "-1,-1,-1", "12:1000005": "-1,-1,-1", "13:1000002": "-1,-1,-1", "14:2": "-1,-1,-1", "15:6": "0,0,0", "16:3": "-1,-1,-1", "2:10": "-1,-1,-1", "4:4": "-1,-1,-1", "6:0": "-1,-1,-1", "7:1": "-1,-1,-1", "9:1000012": "-1,-1,-1"}
mcp1k	56211	18255	0	1	11	89.1279	-32.4902	80.3771	155	35	2	0	17.7142	1.02378	0.0836459	0.107143	17.7142	1.02378	0.0836459	17.7142	0	17.7142	0	nan	0	0.0401035	1.22207e+07	1	2.37119	-1	-1	-1	nu-candidate	1	-2.0319448	-15.0	256.42755	12.203	5.469	1216244	{"11:1000009": "0,0,1", "14:1000003": "-1,-1,-1", "16:1000001": "-1,-1,-1", "17:1000013": "-1,-1,-1", "18:1000012": "-1,-1,-1", "19:1000008": "-1,-1,-1", "20:19": "-1,-1,-1", "21:1000002": "-1,-1,-1", "22:1000005": "-1,-1,-1", "23:11": "-1,-1,-1", "24:3": "-1,-1,-1", "25:5": "-1,-1,-1", "26:6": "-1,-1,-1", "27:1000007": "-1,-1,-1", "4:4": "-1,-1,-1", "7:1000023": "-1,-1,-1", "8:1000020": "-1,-1,-1", "9:1000015": "-1,-1,-1"}
