sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV
nuecc48	18255	1	388						0	nu-candidate	14	1	1	1	0	1.653	86.3	50	-163.45227	31.432192	426.6447	-1.7465272	4.300936	1.0	0.0	0.7	0.0	2772.8293
nuecc48	18255	1	10550						0	nu-candidate	8	2	1	1	0	1.193	56.9	38	90.19311	54.91705	128.83075	-0.96898586	4.300936	1.0	0.0	0.7	0.0	908.2354
nuecc48	18342	1	30504						0	nu-candidate	7	1	1	1	0	1.646	83.8	32	22.210236	-41.861534	161.91505	-0.9888835	-1.3878838	1.0	0.0	0.7	0.0	1251.1335
nuecc48	18304	1	38856						0	nu-candidate	10	1	1	1	0	1.106	94.3	28	-58.81727	-65.39347	427.7352	0.5968881	-0.3668464	1.0	0.0	0.7	0.0	1280.3975
nuecc48	18259	1	42280						0	nu-candidate	9	1	1	1	0	1.856	114.6	45	14.27093	-9.733913	89.25329	-2.2403855	4.300936	1.0	0.0	0.7	0.0	1974.3033
nuecc48	18255	1	46363						0	nu-candidate	11	1	1	1	0	0.836	110.9	44	-78.86004	16.897078	298.36423	-0.73146665	4.300936	1.0	0.0	0.7	0.0	1855.3031
nuecc48	18259	1	52672						0	nu-candidate	10	1	1	1	0	1.520	54.6	57	-138.04828	63.703213	297.11246	-0.5090873	-4.300936	1.0	0.0	0.7	0.0	927.5946
nuecc48	18259	1	54095						0	nu-candidate	12	1	1	1	0	0.832	124.6	53	175.4527	26.833961	186.8152	0.014922174	4.300936	1.0	0.0	0.7	0.0	2988.8987
nuecc48	18255	1	69314						0	nu-candidate	14	1	1	1	0	1.285	171.1	27	-111.42242	-18.186527	164.41786	3.9602425	-15.0	1.0	0.0	0.7	0.0	1498.7476
nuecc48	18259	1	74544						0	nu-candidate	9	1	1	1	0	1.790	102.7	20	136.21492	-170.38486	406.30713	-0.20840366	4.300936	1.0	0.0	0.7	0.0	2197.548
nuecc48	18313	1	81597						0	nu-candidate	13	1	1	1	0	0.605	86.6	36	-179.5804	39.937534	358.2891	-0.7419696	4.300936	1.0	0.0	0.7	0.0	1578.2323
nuecc48	18255	1	90055						0	nu-candidate	8	1	1	1	0	0.647	91.6	64	129.07925	24.503653	201.98076	-1.1415854	4.300936	1.0	0.0	0.7	0.0	2664.614
nuecc48	18259	1	111412						0	nu-candidate	16	1	1	1	0	2.028	98.4	22	156.42763	117.019966	190.65251	0.071648054	0.037387524	1.0	0.0	0.7	0.0	1019.3728
nuecc48	18259	1	116962						0	cosmic-tagged	13	1	1	1	0	1.645	38.3	22	-69.71748	-79.10433	155.9381	1.4687546	-4.300936	1.0	0.0	0.7	0.0	773.0057
nuecc48	18255	1	122660						0	nu-candidate	8	1	1	1	0	0.901	49.2	44	-97.26547	-73.252144	387.1075	-0.06363517	2.3394418	1.0	0.0	0.7	0.0	1334.3505
nuecc48	18259	1	131357		246.550	244.844			0	nu-candidate	16	1	1	1	0	1.964	61.7	22	42.986717	177.45601	136.58759	-0.1216458	4.300936	1.0	0.0	0.7	0.0	812.4763
nuecc48	18264	1	137238						0	nu-candidate	18	1	1	1	0	0.879	100.5	17	-112.8567	30.182383	392.6678	1.1364765	-3.414522	1.0	0.0	0.7	0.0	739.1822
nuecc48	18255	1	138009						0	nu-candidate	14	1	1	1	0	0.791	73.1	34	-103.69176	161.3623	81.93808	-0.44828352	4.300936	1.0	0.0	0.7	0.0	1437.0983
nuecc48	18255	1	163543						0	nu-candidate	11	1	1	1	0	0.954	64.6	50	-72.938934	-97.40249	261.92355	0.33249018	1.402207	1.0	0.0	0.7	0.0	1270.0134
nuecc48	18255	1	168596						0	nu-candidate	10	1	1	1	0	1.207	87.3	54	-189.24548	24.90644	148.24516	-1.3801125	4.300936	1.0	0.0	0.7	0.0	2402.206
nuecc48	18253	1	172230						0	nu-candidate	13	1	1	1	0	1.662	65.4	36	-55.21282	-87.87091	19.694452	-0.08450443	4.300936	1.0	0.0	0.7	0.0	1623.7341
nuecc48	18255	1	174637						0	nu-candidate	7	1	1	1	0	1.363	77.1	28	-166.43303	-57.092247	297.48874	0.62104213	4.300936	1.0	0.0	0.7	0.0	1025.991
nuecc48	18255	1	196649						0	nu-candidate	10	1	1	1	0	1.272	108.2	24	-53.717606	-21.493496	193.68175	-1.1169435	4.242424	1.0	0.0	0.7	0.0	1614.1888
nuecc48	18409	1	214469						0	nu-candidate	12	1	1	1	0	1.935	157.1	49	-31.025566	2.7472808	300.8884	-0.27337402	4.300936	1.0	0.0	0.7	0.0	2382.9573
nuecc48	18255	1	219295						0	nu-candidate	13	1	1	1	0	1.261	131.3	38	97.164566	52.403244	95.765854	-0.28063866	4.300936	1.0	0.0	0.7	0.0	1766.7351
nuecc48	18255	1	234638						0	nu-candidate	9	1	1	1	0	0.990	114.5	53	102.945	-6.6696754	364.00763	0.0072436463	4.300936	1.0	0.0	0.7	0.0	1418.2938
nuecc48	18255	1	235435						0	nu-candidate	9	1	2	1	0	1.438	60.2	9	-83.01007	182.11824	170.8545	-0.2101675	-15.0	1.0	0.0	0.7	0.0	427.54205
nuecc48	18255	1	239794						0	nu-candidate	11	1	1	1	0	0.509	97.2	54	-171.82056	-26.57904	194.87144	-0.76241416	4.300936	1.0	0.0	0.7	0.0	2920.2673
nuecc48	18255	1	246579						0	nu-candidate	11	1	1	1	0	1.735	108.1	44	-103.84355	-59.03937	30.06676	-2.3804524	4.300936	1.0	0.0	0.7	0.0	1829.3135
nuecc48	18306	1	256587						0	nu-candidate	9	1	1	1	0	1.482	130.6	89	-110.02762	-25.116732	245.5463	-2.2989028	4.300936	1.0	0.0	0.7	0.0	3947.8596
nuecc48	18279	1	267597						0	nu-candidate	8	1	1	1	0	0.712	127.2	64	81.897255	-128.90167	367.69308	-1.0562809	4.300936	1.0	0.0	0.7	0.0	1860.7672
nuecc48	18255	1	268067		351.672	350.009			0	nu-candidate	9	1	1	1	0	1.275	101.8	22	-80.801315	-64.77833	280.91022	0.42014572	4.300936	1.0	0.0	0.7	0.0	1599.021
nuecc48	18255	1	268784						0	nu-candidate	12	1	1	1	0	1.395	132.8	43	91.875725	19.349285	398.13812	-0.59687036	4.300936	1.0	0.0	0.7	0.0	1798.519
nuecc48	18255	1	269774						0	nu-candidate	9	1	1	1	0	0.718	51.1	79	60.749844	-10.388426	111.10973	-1.0213035	4.300936	1.0	0.0	0.7	0.0	2489.3613
nuecc48	18255	1	271851						0	nu-candidate	16	1	1	1	0	0.764	64.7	40	-156.37962	4.7344637	316.71094	-0.26961628	4.300936	1.0	0.0	0.7	0.0	1536.8811
nuecc48	18269	1	342199						0	nu-candidate	14	1	1	1	0	0.795	64.2	30	-52.305603	5.0073376	174.98341	-1.1345173	4.300936	1.0	0.0	0.7	0.0	1221.1322
nuecc48	18255	1	350186						0	nu-candidate	17	1	1	1	0	1.631	48.4	26	-13.615965	83.38781	334.62048	-1.0745177	4.300936	1.0	0.0	0.7	0.0	705.17206
nuecc48	18255	1	360535						0	nu-candidate	15	2	2	1	0	1.793	100.9	37	-185.81572	-111.69973	80.96386	-0.7518937	4.300936	1.0	0.0	0.7	0.0	2226.9146
nuecc48	18255	1	389538						0	nu-candidate	10	2	2	1	0	1.802	171.8	34	-97.52166	146.1065	417.33154	4.301008	-15.0	1.0	0.0	0.7	0.0	985.6946
nuecc48	18355	1	400474						0	nu-candidate	12	1	1	1	0	1.672	91.0	54	61.217186	-118.30275	260.4	-0.06853404	4.15911	1.0	0.0	0.7	0.0	1799.0825
nuecc48	18255	1	422851						0	nu-candidate	10	1	1	1	0	0.937	59.4	50	-108.999535	-59.10198	346.2008	-0.18830499	4.300936	1.0	0.0	0.7	0.0	1347.8341
nuecc48	18255	1	423981						0	nu-candidate	12	1	1	1	0	1.059	124.4	33	49.477623	140.54967	176.19502	0.013294962	3.4017913	1.0	0.0	0.7	0.0	2132.617
nuecc48	18255	1	433451						0	nu-candidate	13	1	1	1	0	0.858	101.7	94	-150.4776	43.767906	211.31865	-1.9285995	4.300936	1.0	0.0	0.7	0.0	2766.097
nuecc48	18255	1	437699						0	nu-candidate	8	1	1	1	0	1.593	94.0	42	109.21113	-148.82285	153.94092	-1.0177827	4.300936	1.0	0.0	0.7	0.0	1490.7605
nuecc48	18253	1	444187						0	nu-candidate	15	2	2	1	0	1.573	170.5	6	39.748905	-12.141964	165.91826	1.5660865	4.300936	1.0	0.0	0.7	0.0	1287.8346
nuecc48	18255	1	447477						0	nu-candidate	10	1	1	0	0													
nuecc48	18255	1	469665						0	nu-candidate	10	1	1	1	0	1.142	31.3	25	25.080578	61.68193	283.60785	-1.5343628	1.2254568	1.0	0.0	0.7	0.0	876.33636
nuecc48	18255	1	489330		191.700	189.943			0	nu-candidate	10	1	1	1	0	0.700	103.8	24	-61.66487	-159.21297	102.285324	-1.7711712	4.300936	1.0	0.0	0.7	0.0	2253.512
