sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV
mcp1k	18255	1	48301						0	cosmic-tagged	10	1	1	0	0													
mcp1k	18255	1	48367						0	nu-candidate	15	1	1	1	0	1.098	165.2	27	-161.64511	-91.04813	172.39943	2.3900075	-15.0	1.0	0.0	0.7	0.0	940.0932
mcp1k	18255	1	48565						0	no-bundle	12	0	1	0	0													
mcp1k	18255	1	48895						0	nu-candidate	12	1	1	1	0	1.442	168.9	7	-164.94785	-165.48453	185.39592	2.8101292	-15.0	1.0	0.0	0.7	0.0	534.32025
mcp1k	18255	1	49445						0	cosmic-tagged	14	1	1	0	0													
mcp1k	18255	1	49467						0	cosmic-tagged	14	1	1	0	0													
mcp1k	18255	1	49511						0	no-beam-flash	14	0	0	0	0													
mcp1k	18255	1	49709						0	no-beam-flash	12	0	0	0	0													
mcp1k	18255	1	49885						0	no-beam-flash	14	0	0	0	0													
mcp1k	18255	1	49951						0	nu-candidate	12	1	1	1	0	1.983	61.3	12	190.78581	174.02457	21.520004	2.3957055	-15.0	1.0	0.0	0.7	0.0	676.8356
mcp1k	18255	1	50017						0	no-beam-flash	13	0	0	0	0													
mcp1k	18255	1	50303						0	nu-candidate	11	1	1	1	0	1.704	44.2	11	143.40546	35.931374	184.34236	0.19626637	-15.0	1.0	0.0	0.7	0.0	395.41873
mcp1k	18255	1	50523						0	cosmic-tagged	10	1	1	0	0													
mcp1k	18255	1	50743						0	nu-candidate	14	1	1	1	0	1.658	2.7	7	25.992485	79.01986	306.41455	-3.1206186	-15.0	1.0	0.0	0.7	0.0	15.692852
mcp1k	18255	1	50765						0	cosmic-tagged	11	1	1	0	0													
mcp1k	18255	1	50787		70.137	22.469			0	cosmic-tagged	7	1	1	0	0													
mcp1k	18255	1	50809						0	no-beam-flash	13	0	0	0	0													
mcp1k	18255	1	50831						0	nu-candidate	12	1	1	1	0	1.904	18.7	10	-141.85948	-123.952415	411.8378	-2.0377054	-15.0	1.0	0.0	0.7	0.0	232.92552
mcp1k	18255	1	50919						0	nu-candidate	10	1	1	0	0													
mcp1k	18255	1	51051						0	nu-candidate	13	1	1	1	0	1.101	253.1	4	-17.361094	-33.897114	302.32382	4.0302553	-15.0	1.0	0.0	0.7	0.0	811.02966
mcp1k	18255	1	51469						0	cosmic-tagged	15	1	1	0	0													
mcp1k	18255	1	51513						0	nu-candidate	12	1	1	1	0	1.499	74.5	7	44.989502	46.682537	138.51555	2.8341138	-15.0	1.0	1.0	0.7	0.0	474.09042
mcp1k	18255	1	51865						0	nu-candidate	9	1	1	1	0	1.330	2.8	7	-56.141663	114.45163	272.04486	-1.9582871	-15.0	1.0	0.0	0.7	0.0	107.83938
mcp1k	18255	1	52085						0	nu-candidate	8	1	1	1	0	1.643	139.8	7	-1.0946087	112.477974	81.461365	4.301008	-15.0	1.0	0.0	0.7	0.0	679.9824
mcp1k	18255	1	52195						0	cosmic-tagged	12	1	1	0	0													
mcp1k	18255	1	52613						0	cosmic-tagged	9	1	1	0	0													
mcp1k	18255	1	52657						0	nu-candidate	19	1	1	1	0	1.594	101.0	5	-33.34585	-53.777576	257.69824	1.1781224	-15.0	1.0	1.0	0.7	0.0	386.3122
mcp1k	18255	1	52723						0	nu-candidate	10	1	2	1	0	1.125	61.6	3	92.58823	29.306198	449.17252	3.1397417	-15.0	1.0	0.0	0.7	0.0	398.08295
mcp1k	18255	1	53361						0	nu-candidate	19	1	1	1	0	1.970	120.9	5	-18.313257	-192.85774	168.75177	2.2801638	-15.0	1.0	0.0	0.7	0.0	503.7248
mcp1k	18255	1	53427						0	nu-candidate	10	1	1	1	0	1.732	195.5	3	12.9010725	72.128494	433.5804	3.4649582	-15.0	1.0	0.0	0.7	0.0	799.6703
mcp1k	18255	1	53493						0	no-bundle	8	0	1	0	0													
mcp1k	18255	1	53581		69.883	24.267			0	no-bundle	8	0	1	0	0													
mcp1k	18255	1	53713						0	nu-candidate	13	1	1	1	0	0.882	2.3	10	-137.63593	-79.7026	342.23972	-2.3610075	-15.0	1.0	0.0	0.7	0.0	34.091064
mcp1k	18255	1	53779						0	no-beam-flash	12	0	0	0	0													
mcp1k	18255	1	53955						0	cosmic-tagged	13	1	1	0	0													
mcp1k	18255	1	54175						0	nu-candidate	12	1	1	1	0	1.265	187.1	17	-72.72782	139.17635	53.958237	4.301008	-4.300936	1.0	0.0	0.7	0.0	700.0532
mcp1k	18255	1	54209						0	no-beam-flash	11	0	0	0	0													
mcp1k	18255	1	54285						0	no-beam-flash	10	0	0	0	0													
mcp1k	18255	1	54341						0	nu-candidate	16	1	1	1	0	2.046	40.6	27	117.13523	164.5922	141.68398	0.34798634	-15.0	1.0	0.0	0.7	0.0	711.7008
mcp1k	18255	1	54351						0	nu-candidate	13	1	1	1	0	0.587	68.2	5	-140.37035	81.27954	189.62549	0.46953228	-15.0	1.0	0.0	0.7	0.0	710.84186
mcp1k	18255	1	54505						0	no-beam-flash	10	0	0	0	0													
mcp1k	18255	1	54527						0	no-beam-flash	7	0	0	0	0													
mcp1k	18255	1	55231						0	cosmic-tagged	12	1	1	0	0													
mcp1k	18255	1	55539						0	nu-candidate	14	1	1	1	0	1.994	196.0	5	25.5864	144.37872	344.85287	-0.34584278	-15.0	1.0	1.0	0.7	0.0	635.52795
mcp1k	18255	1	55583						0	nu-candidate	9	1	1	0	0													
mcp1k	18255	1	55595						0	nu-candidate	9	1	1	1	0	1.801	190.4	7	-178.7192	-54.23405	193.10686	1.2375361	-15.0	1.0	1.0	0.7	0.0	838.03094
mcp1k	18255	1	55627						0	nu-candidate	16	1	1	1	0	1.740	191.7	5	-80.61827	60.17239	182.06499	4.301008	-15.0	1.0	0.0	0.7	0.0	697.2172
mcp1k	18255	1	55693		74.678	29.291			0	no-bundle	9	0	2	0	0													
mcp1k	18255	1	55715						0	nu-candidate	12	1	1	1	0	1.547	31.8	13	-48.13503	-38.495422	482.0976	1.1708792	-15.0	1.0	0.0	0.7	0.0	607.8906
mcp1k	18255	1	55925						0	nu-candidate	12	1	1	0	0													
mcp1k	18255	1	55957						0	nu-candidate	12	1	1	1	0	1.037	2.2	2	132.67415	7.6587257	446.24017	-2.5303316	-15.0	1.0	0.0	0.7	0.0	15.922628
mcp1k	18255	1	56211						0	nu-candidate	18	1	1	1	0	1.722	23.1	3	89.62687	-33.368935	82.18089	-1.180362	-15.0	1.0	0.0	0.7	0.0	302.65912
mcp1k	18255	1	56243						0	nu-candidate	9	1	1	1	0	0.905	87.9	29	135.62057	-27.555494	109.4657	4.301008	-15.0	1.0	0.0	0.7	0.0	802.43585
mcp1k	18255	1	56299						0	no-beam-flash	10	0	0	0	0													
mcp1k	18255	1	56353						0	cosmic-tagged	10	1	1	0	0													
mcp1k	18255	1	56387						0	cosmic-tagged	12	1	1	0	0													
mcp1k	18255	1	56463						0	no-bundle	9	0	1	1	0	1.185	429.3	17	130.80612	165.53973	186.07672	4.301008	-15.0	1.0	0.0	0.7	0.0	1423.5928
mcp1k	18255	1	56519						0	no-bundle	9	0	1	0	0													
mcp1k	18255	1	57245						0	nu-candidate	12	1	1	0	0													
mcp1k	18255	1	57311						0	no-bundle	9	0	1	0	0													
mcp1k	18255	1	57333						0	no-bundle	9	0	1	0	0													
mcp1k	18255	1	57355						0	cosmic-tagged	11	1	1	0	0													
mcp1k	18255	1	57441						0	nu-candidate	14	1	1	1	0	0.975	102.0	9	-69.30596	-119.92245	408.5633	-1.2298411	-15.0	1.0	1.0	0.7	0.0	378.50867
mcp1k	18255	1	57485		74.607	30.502			0	nu-candidate	12	1	1	1	0	1.075	80.8	4	-9.294177	-106.40385	47.693176	2.2069776	-15.0	1.0	0.0	0.7	0.0	604.47504
mcp1k	18255	1	57487						0	nu-candidate	15	1	1	0	0													
mcp1k	18255	1	57575						0	nu-candidate	11	1	1	1	0	1.081	285.1	6	-44.88039	-3.805876	234.06908	3.9033356	-15.0	1.0	0.0	0.7	0.0	805.908
mcp1k	18255	1	57661						0	nu-candidate	12	1	1	1	0	1.818	122.3	12	94.0661	184.12987	135.73935	2.98729	-15.0	1.0	0.0	0.7	0.0	789.504
mcp1k	18255	1	57883						0	nu-candidate	14	1	1	1	0	1.372	97.4	2	105.13264	38.36851	266.85703	2.3450286	-15.0	1.0	0.0	0.7	0.0	844.50073
mcp1k	18255	1	57903						0	nu-candidate	10	1	1	1	0	1.197	97.3	8	-16.514715	-58.22535	266.1444	1.717912	-15.0	1.0	0.0	0.7	0.0	562.40027
mcp1k	18255	1	57949						0	no-bundle	11	0	1	0	0													
mcp1k	18255	1	58169						0	nu-candidate	10	1	1	0	0													
mcp1k	18255	1	58211						0	nu-candidate	5	1	1	0	0													
mcp1k	18255	1	58255						0	cosmic-tagged	9	1	1	0	0													
mcp1k	18255	1	58321						0	nu-candidate	14	1	1	1	0	0.561	177.8	2	-67.12488	105.32862	466.10904	3.475675	-15.0	1.0	0.0	0.7	0.0	999.734
mcp1k	18255	1	58343						0	cosmic-tagged	11	1	1	1	0	1.399	1.2	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0
mcp1k	18255	1	58345						0	nu-candidate	9	1	1	1	0	1.568	47.7	3	84.480896	170.3755	93.029785	2.0912006	-15.0	1.0	0.0	0.7	0.0	249.77548
mcp1k	18255	1	58433						0	nu-candidate	9	1	1	0	0													
mcp1k	18255	1	58519						0	no-beam-flash	13	0	0	0	0													
mcp1k	18255	1	58543						0	cosmic-tagged	11	1	1	0	0													
mcp1k	18255	1	58607		75.510	28.416			0	nu-candidate	15	1	1	1	0	1.575	15.7	13	39.001884	31.534275	188.54976	-0.2740119	-15.0	1.0	0.0	0.7	0.0	518.8802
mcp1k	18255	1	58653						0	nu-candidate	11	1	1	1	0	1.698	93.0	8	-137.9766	39.88389	91.40739	2.0466635	-15.0	1.0	0.0	0.7	0.0	356.2113
mcp1k	18255	1	58667						0	nu-candidate	10	1	1	0	0													
mcp1k	18255	1	58711						0	cosmic-tagged	10	1	2	0	0													
mcp1k	18255	1	58717						0	nu-candidate	17	1	1	1	0	0.656	21.4	4	197.02637	80.269295	40.146946	-0.69416696	-15.0	1.0	0.0	0.7	0.0	302.4463
mcp1k	18255	1	58755						0	cosmic-tagged	16	1	1	1	0	1.988	23.4	14	-18.615898	153.57239	185.64447	-0.23340766	-4.300936	1.0	0.0	0.7	0.0	350.4645
mcp1k	18255	1	58777						0	no-beam-flash	10	0	0	0	0													
mcp1k	18255	1	58821						0	cosmic-tagged	17	1	1	0	0													
mcp1k	18255	1	58997						0	no-beam-flash	12	0	0	0	0													
mcp1k	18255	1	59003						0	nu-candidate	15	1	1	1	0	1.578	298.4	3	42.225464	-15.400908	210.06314	3.802232	-15.0	1.0	0.0	0.7	0.0	843.14307
mcp1k	18255	1	59019						0	no-beam-flash	14	0	0	0	0													
mcp1k	18255	1	59025						0	nu-candidate	13	1	1	1	0	1.605	299.7	5	-164.07391	-25.833235	132.93839	1.7864231	-15.0	1.0	0.0	0.7	0.0	1202.3676
mcp1k	18255	1	59047						0	cosmic-tagged	6	1	1	1	0	0.858	1.1	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0
mcp1k	18255	1	59063						0	cosmic-tagged	9	1	1	0	0													
mcp1k	18255	1	59069						0	no-bundle	5	0	1	0	0													
mcp1k	18255	1	59085						0	nu-candidate	13	1	1	1	0	1.778	25.8	3	-10.665896	185.80504	49.164192	-1.7158592	-15.0	1.0	0.0	0.7	0.0	149.21141
mcp1k	18255	1	59093		73.583	27.806			0	nu-candidate	11	1	1	1	0	1.138	120.1	14	-87.026794	-19.003584	182.70653	2.757943	-15.0	1.0	0.0	0.7	0.0	629.3075
mcp1k	18255	1	59179						0	nu-candidate	10	1	1	1	0	1.213	168.6	4	-81.43236	10.90857	174.4637	3.2975485	-15.0	1.0	0.0	0.7	0.0	703.4629
mcp1k	18255	1	59247						0	nu-candidate	13	1	1	1	0	1.644	159.4	2	12.198554	160.29756	149.24174	2.3586748	-15.0	1.0	1.0	0.7	0.0	491.68842
mcp1k	18255	1	59261						0	nu-candidate	10	1	1	1	0	0.892	94.5	8	47.027	184.18831	220.88441	1.7145482	-15.0	1.0	0.0	0.7	0.0	326.9223
