sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV
ncpi0	18259	1	18625						0	nu-candidate	12	2	2	1	0	1.833	15.3	11	147.30873	85.10854	166.71344	2.4094594	-15.0	1.0	0.0	0.7	0.0	1478.158
ncpi0	18345	1	21073						0	nu-candidate	10	1	1	1	0	1.842	102.2	42	-33.10261	26.439455	363.375	0.93239653	-15.0	1.0	0.0	0.7	0.0	1018.9744
ncpi0	18259	1	37112						0	nu-candidate	12	1	1	1	0	0.901	54.3	41	-165.95512	70.14817	8.208933	0.33614945	-2.467849	1.0	0.0	0.7	0.0	1538.606
ncpi0	18255	1	56982						0	nu-candidate	15	1	1	1	0	1.864	73.0	46	-89.93941	-149.6068	386.85107	1.1116161	-1.2854422	1.0	0.0	0.7	0.0	1231.2183
ncpi0	18255	1	71372						0	nu-candidate	13	1	1	1	0	2.012	62.6	75	-165.82068	-156.63315	223.2751	2.625735	-15.0	1.0	0.0	0.7	0.0	2597.3179
ncpi0	18364	1	84229						0	nu-candidate	10	1	1	1	0	0.671	96.4	36	97.52778	122.7356	384.502	0.758901	-15.0	1.0	0.0	0.7	0.0	1566.248
ncpi0	18259	1	105946						0	nu-candidate	10	1	1	1	0	0.878	50.1	32	-134.39026	-146.77197	400.9667	-0.13145322	-15.0	1.0	0.0	0.7	0.0	1029.0844
ncpi0	18255	1	114446						0	nu-candidate	14	1	1	1	0	1.233	10.9	6	-65.98571	-64.34706	333.0435	-2.7398417	-15.0	1.0	0.0	0.7	0.0	126.374435
ncpi0	18255	1	142421						0	nu-candidate	11	1	1	1	0	1.158	264.2	52	118.3201	-69.73505	208.7188	3.601646	-15.0	1.0	0.0	0.7	0.0	2768.233
ncpi0	18255	1	180801						0	nu-candidate	13	1	1	1	0	0.728	70.9	36	-33.8715	-14.987667	445.33282	1.356455	-3.2104573	1.0	0.0	0.7	0.0	1324.0621
ncpi0	18345	1	259542						0	nu-candidate	13	1	1	1	0	1.567	51.3	57	101.91359	17.657187	163.81247	0.02454383	-15.0	1.0	0.0	0.7	0.0	1807.5342
ncpi0	18261	1	285567						0	nu-candidate	8	1	1	1	0	0.970	118.0	40	59.016544	-177.96709	272.2521	0.9874169	-15.0	1.0	0.0	0.7	0.0	1935.1533
ncpi0	18255	1	314838						0	nu-candidate	10	1	1	1	0	1.591	36.8	30	25.772255	155.0555	140.34195	-0.31401542	-15.0	1.0	0.0	0.7	0.0	1142.1738
ncpi0	18255	1	359980						0	nu-candidate	15	1	1	1	0	1.977	56.4	24	112.9233	155.85793	275.69632	0.37166744	-15.0	1.0	0.0	0.7	0.0	941.39276
ncpi0	18255	1	399860						0	nu-candidate	12	1	1	0	0													
ncpi0	18255	1	463565		133.713	130.902			0	nu-candidate	11	1	1	1	0	1.366	58.2	46	30.587358	-142.66469	251.16335	-0.44962415	-15.0	1.0	0.0	0.7	0.0	1282.4778
ncpi0	18255	1	506114						0	nu-candidate	13	1	1	1	0	1.722	93.0	49	118.14703	-13.734578	167.6085	-1.0116671	-15.0	1.0	0.0	0.7	0.0	2291.9033
ncpi0	18255	1	506746						0	nu-candidate	12	1	1	1	0	1.724	47.9	39	53.9722	-11.691616	40.601692	1.1115888	-15.0	1.0	0.0	0.7	0.0	1925.981
ncpi0	18255	1	521075		36.719	36.216			0	nu-candidate	9	1	1	1	0	1.187	52.2	14	-87.48913	-35.401386	445.37714	-0.20210777	-15.0	1.0	0.0	0.7	0.0	880.962
