mode,event_idx,event_id,apa,flash_t_us,n_active_ch,meas_pe,pred_pe,ratio,cos_sim
mc,8,41,0,1228.85,49,9984.31,3192.28,3.12764,0.0571033
mc,8,41,0,1228.85,49,9984.31,159.861,62.4561,0.782721
mc,8,41,0,1228.85,49,9984.31,764.251,13.0642,0.824717
mc,8,41,0,1228.85,49,9984.31,110.343,90.484,0.857337
mc,8,41,0,1228.85,49,9984.31,2197.31,4.54388,0.841703
mc,8,41,0,-30.1248,49,19069.6,111.283,171.361,0.871356
mc,8,41,0,-30.1248,49,19069.6,22644.7,0.842125,0.93504
mc,8,41,0,-836.722,49,11030.5,12685.3,0.869553,0.957882
mc,8,41,0,-836.722,49,11030.5,3953.9,2.78978,0.767794
mc,8,41,0,764.645,53,4782.24,161.963,29.5267,0.469876
mc,8,41,0,62.1717,53,1266.58,116.451,10.8765,0.166109
mc,8,41,0,62.1717,53,1266.58,234.187,5.40839,0.183895
mc,8,41,0,220.734,53,363.418,249.979,1.45379,0.850896
mc,8,41,0,-312.986,53,335.498,135.73,2.47181,0.280701
mc,8,41,0,-410.649,53,170.504,109.496,1.55717,0.361798
mc,8,41,0,96.7643,53,136.929,117.706,1.16331,0.535187
mc,8,41,0,96.7643,53,136.929,104.389,1.31172,0.626931
mc,8,41,0,780.176,53,149.395,105.684,1.4136,0.246378
mc,8,41,1,764.627,47,26900.8,196.072,137.198,0.31178
mc,8,41,1,764.627,47,26900.8,17940.9,1.49941,0.821697
mc,8,41,1,1326.07,47,34734.7,5073.39,6.84645,0.952901
mc,8,41,1,434.977,47,17263.9,15163.2,1.13854,0.928308
mc,8,41,1,-836.73,47,12402.1,12992.1,0.954586,0.961187
mc,8,41,1,-836.73,47,12402.1,1323.27,9.37234,0.51326
mc,8,41,1,-836.73,47,12402.1,8138.83,1.52382,0.488641
mc,8,41,1,29.489,48,1527.13,1146.66,1.3318,0.952698
mc,8,41,1,-151.847,48,340.826,169.804,2.00718,0.213792
mc,8,41,1,998.179,48,150.365,126.071,1.1927,0.96501
mc,8,41,1,-480.747,48,108.868,116.401,0.935279,0.196993
mc,8,41,1,220.301,48,162.731,117.052,1.39025,0.832876
mc,8,41,1,1212.9,48,288.427,115.59,2.49526,0.256829
mc,9,42,0,1449.65,49,13981.7,863.847,16.1854,0.800545
mc,9,42,0,-1367.94,49,12615.7,233.726,53.9763,0.80714
mc,9,42,0,-225.408,49,8979.76,9617.17,0.933722,0.966286
mc,9,42,0,-225.408,49,8979.76,2793.18,3.21489,0.907988
mc,9,42,0,937.038,53,4687.17,429.398,10.9157,0.884734
mc,9,42,1,209.062,47,32450.7,25004.8,1.29778,0.948575
mc,9,42,1,-1065.61,47,20097.5,18719.9,1.07359,0.963435
mc,9,42,1,-225.416,47,14246.4,16223.8,0.878116,0.969864
mc,9,42,1,-906.961,47,8472.87,2729.23,3.1045,0.749052
mc,9,42,1,1230.2,48,1890.71,269.755,7.00898,0.596008
mc,9,42,1,1.56949,48,130.251,101.132,1.28793,0.227549
data,0,659242,0,547.291,53,8406.9,200.507,41.9282,0.251196
data,0,659242,0,-1437.75,53,13426.3,615.441,21.8158,0.582737
data,0,659242,0,183.457,53,3383.09,261.345,12.9449,0.644378
data,0,659242,0,-102.812,53,3709.72,393.901,9.4179,0.880519
data,0,659242,0,-102.812,53,3709.72,299.99,12.3661,0.911959
data,0,659242,0,-0.751564,53,1326.89,103.473,12.8235,0.560734
data,0,659242,0,117.974,53,922.323,452.972,2.03616,0.295022
data,0,659242,0,-909.26,53,181.24,127.223,1.42459,0.769562
data,0,659242,1,-909.273,48,6699.57,1586.7,4.22233,0.829174
data,0,659242,1,183.455,48,1086.48,490.751,2.21391,0.95756
data,0,659242,1,183.455,48,1086.48,801.709,1.3552,0.958784
data,0,659242,1,-675.665,48,841.044,1123.42,0.748645,0.270038
data,0,659242,1,-1437.74,48,254.062,197.974,1.28331,0.43789
data,0,659242,1,547.303,48,208.679,112.614,1.85304,0.801967
data,0,659242,1,547.303,48,208.679,149.205,1.39861,0.686287
data,0,659242,1,-206.658,48,185.308,140.33,1.32052,0.609701
data,1,659286,0,650.213,53,17836.9,203.624,87.5969,0.611365
data,1,659286,0,650.213,53,17836.9,170.39,104.683,0.211936
data,1,659286,0,678.333,53,8527.86,147.441,57.839,0.838862
data,1,659286,0,-69.6621,53,7669.08,218.724,35.0629,0.855664
data,1,659286,0,633.547,53,742.753,420.082,1.76811,0.159404
data,1,659286,0,72.4585,53,597.308,340.398,1.75474,0.413598
data,1,659286,1,1424.6,48,19442.1,6539.95,2.97282,0.69863
data,1,659286,1,678.343,48,14806.4,10471.4,1.41398,0.853151
data,1,659286,1,-1348.32,48,12710.1,635.533,19.9992,0.72214
data,1,659286,1,-1454.65,48,5686.4,563.958,10.083,0.206717
data,1,659286,1,-900.4,48,7206.98,515.187,13.989,0.315524
data,1,659286,1,-67.9511,48,494.572,380.448,1.29997,0.90543
data,1,659286,1,-67.9511,48,494.572,135.818,3.64142,0.0913403
data,1,659286,1,-1033.16,48,173.961,267.547,0.650208,0.757354
data,2,659374,0,-505.347,53,16091.8,107.801,149.273,0.803276
data,2,659374,0,-1068.31,53,11332.9,508.929,22.2681,0.180896
data,2,659374,0,-554.914,53,13894.4,181.458,76.571,0.801858
data,2,659374,0,23.092,53,13014.8,397.227,32.7641,0.714093
data,2,659374,0,-0.724203,53,5061.4,526.696,9.60972,0.467392
data,2,659374,0,-590.861,53,2438.83,516.861,4.71855,0.698307
data,2,659374,0,471.741,53,1361.83,222.497,6.12067,0.199758
data,2,659374,0,471.741,53,1361.83,132.134,10.3064,0.241111
data,2,659374,0,173.485,53,283.244,176.827,1.60182,0.189173
data,2,659374,1,737.032,48,8576.33,2286.97,3.75009,0.766403
data,2,659374,1,-590.856,48,11411.7,2870.75,3.97516,0.724085
data,2,659374,1,1236.34,48,11271.4,5411.44,2.08289,0.849542
data,2,659374,1,23.107,48,6594.43,6361.49,1.03662,0.448075
data,2,659374,1,471.74,48,2268.52,117.446,19.3155,0.196191
data,2,659374,1,1131.56,48,224.685,120.955,1.8576,0.177732
data,2,659374,1,1131.56,48,224.685,230.735,0.97378,0.246603
data,2,659374,1,-224.462,48,216.094,133.091,1.62366,0.499657
data,2,659374,1,-224.462,48,216.094,120.103,1.79925,0.620048
data,3,659484,0,-636.799,53,12125.9,109.546,110.692,0.850576
data,3,659484,0,46.5681,53,3359.81,430.626,7.80214,0.308203
data,3,659484,1,-0.728809,48,10089.8,3136.7,3.2167,0.871534
data,3,659484,1,-1303.19,48,11483.9,3282.79,3.49823,0.4215
data,3,659484,1,-1303.19,48,11483.9,2965.26,3.87283,0.495127
data,3,659484,1,559.136,48,325.75,106.734,3.05198,0.592771
data,4,659572,0,-819.06,53,11768.7,269.45,43.6768,0.339915
data,4,659572,0,-1437.49,53,1409.16,244.992,5.75186,0.34369
data,4,659572,0,137.637,53,337.084,171.658,1.9637,0.486075
data,4,659572,0,137.637,53,337.084,172.213,1.95737,0.558445
data,4,659572,0,489.933,53,190.033,137.352,1.38355,0.369793
data,4,659572,1,-1029.53,48,16259,1769.38,9.18907,0.257845
data,4,659572,1,-855.477,48,12093.4,181.909,66.4808,0.899696
data,4,659572,1,-603.749,48,5960.16,145.12,41.0704,0.0514769
data,4,659572,1,489.912,48,14003.8,186.487,75.0925,0.182506
data,4,659572,1,-170.19,48,13522.3,121.896,110.933,0.892832
data,4,659572,1,-170.19,48,13522.3,242.047,55.8666,0.909719
data,4,659572,1,58.3613,48,7732.62,178.123,43.4117,0.957023
data,4,659572,1,58.3613,48,7732.62,670.169,11.5383,0.0651959
data,4,659572,1,58.3613,48,7732.62,132.618,58.3077,0.95073
data,4,659572,1,-0.75332,48,2831.27,3166.09,0.894248,0.935772
data,4,659572,1,-291.153,48,1839.11,2100.84,0.875415,0.937959
data,4,659572,1,646.419,48,2493.55,1669.43,1.49366,0.178801
data,5,659704,0,44.848,53,7387.39,1416.98,5.21346,0.991499
data,5,659704,0,-78.5433,53,230.607,249.794,0.923187,0.686621
data,5,659704,0,-78.5433,53,230.607,255.288,0.90332,0.383358
data,5,659704,1,407.021,48,24509.8,210.133,116.639,0.702506
data,5,659704,1,-78.5614,48,11526.1,368.871,31.2469,0.355557
data,5,659704,1,39.5539,48,12130.7,215.616,56.2609,0.542871
data,5,659704,1,-0.722004,48,692.416,217.115,3.18916,0.363316
data,5,659704,1,-0.722004,48,692.416,366.057,1.89155,0.395718
data,5,659704,1,-0.722004,48,692.416,159.336,4.34563,0.659334
data,5,659704,1,259.802,48,257.645,143.697,1.79297,0.688966
data,6,659924,0,-1028.21,53,7447.25,256.31,29.0556,0.634607
data,6,659924,0,-1199.03,53,3264.04,177.042,18.4366,0.848903
data,6,659924,0,-1199.03,53,3264.04,277.09,11.7797,0.86759
data,6,659924,0,-1163.31,53,1137.45,454.107,2.5048,0.294154
data,6,659924,0,1039.76,53,654.043,134.581,4.85984,0.258907
data,6,659924,0,1039.76,53,654.043,233.297,2.80348,0.215758
data,6,659924,0,85.7205,53,365.022,394.314,0.925715,0.338681
data,6,659924,0,85.7205,53,365.022,189.94,1.92178,0.313365
data,6,659924,0,-241.385,53,253.324,117.551,2.15502,0.597489
data,6,659924,0,-241.385,53,253.324,100.732,2.51484,0.515475
data,6,659924,0,-241.385,53,253.324,193.025,1.31239,0.277632
data,6,659924,1,85.6984,48,16675.6,1956.61,8.5227,0.515837
data,6,659924,1,941.776,48,7910,1911.2,4.13876,0.963158
data,6,659924,1,-1199.03,48,6600.31,2255.71,2.92604,0.890444
data,6,659924,1,-263.02,48,1617.29,678.124,2.38495,0.590133
data,6,659924,1,392.408,48,350.31,212.829,1.64597,0.546509
data,6,659924,1,392.408,48,350.31,344.388,1.0172,0.70871
data,6,659924,1,-1028.19,48,240.321,120.899,1.98778,0.59714
data,6,659924,1,716.588,48,185.159,146.686,1.26228,0.296649
data,6,659924,1,716.588,48,185.159,124.363,1.48886,0.221005
data,6,659924,1,716.588,48,185.159,202.599,0.913921,0.528102
data,7,660496,0,-694.991,53,3264.56,1776.15,1.838,0.847861
data,7,660496,0,-398.942,53,147.896,161.571,0.91536,0.741781
data,7,660496,1,626.341,48,19135.9,550.871,34.7376,0.751135
data,7,660496,1,237.356,48,7648.99,11350.9,0.673865,0.878177
data,7,660496,1,-0.746817,48,4395.55,4368.12,1.00628,0.933998
data,7,660496,1,539.831,48,267.422,143.893,1.85848,0.742228
data,7,660496,1,539.831,48,267.422,124.796,2.14288,0.726068
data,7,660496,1,49.0658,48,235.391,107.04,2.19909,0.78168
data,8,660826,0,536.783,53,1401.07,1682.01,0.832975,0.917401
data,8,660826,0,-710.016,53,538.374,415.513,1.29569,0.873055
data,8,660826,0,-982.956,53,107.183,106.439,1.00699,0.724832
data,8,660826,1,-387.768,48,14403.7,158.454,90.9015,0.673276
data,8,660826,1,-387.768,48,14403.7,437.361,32.9332,0.890884
data,8,660826,1,-110.768,48,6608.48,201.082,32.8646,0.246687
data,8,660826,1,-110.768,48,6608.48,242.182,27.2872,0.311332
data,8,660826,1,-110.768,48,6608.48,789.841,8.36685,0.28628
data,8,660826,1,680.261,48,599.757,421.7,1.42224,0.925456
data,8,660826,1,680.261,48,599.757,191.526,3.13147,0.177497
data,8,660826,1,1256.82,48,226.562,193.307,1.17203,0.297853
data,9,660892,0,-942.447,53,5848.1,367.527,15.912,0.192835
data,9,660892,0,-0.736427,53,9758.26,695.024,14.0402,0.638399
data,9,660892,0,-200.106,53,323.102,109.069,2.96236,0.353271
data,9,660892,0,-1482.03,53,254.009,207.527,1.22398,0.749414
data,9,660892,0,509.466,53,221.383,106.795,2.07297,0.174481
data,9,660892,0,509.466,53,221.383,112.579,1.96647,0.200174
data,9,660892,1,-1482.04,48,26482.7,195.429,135.511,0.278692
data,9,660892,1,-1482.04,48,26482.7,405.444,65.3178,0.250199
data,9,660892,1,-1143.67,48,11605.3,716.937,16.1873,0.818068
