idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	2032992	0	9.75421787519008
1	6505	130	13	1919980	0	10.449067858979106
2	6512	130	14	1835332	0	11.43551366776228
3	6520	130	20	1920184	0	18.022716587409377
4	6528	130	13	2027432	0	10.273889905773103
5	6529	130	13	1944236	0	10.820818144828081
6	6532	130	24	2268588	0	21.536060041747987
7	6536	130	13	1984928	0	10.356938818469644
8	6545	130	17	1992348	0	14.964851829223335
9	6550	130	11	1778520	0	9.188755209557712
10	6570	131	25	2261468	0	23.274445888586342
11	6588	131	11	1827188	0	8.498287060298026
12	6604	132	33	2414916	0	30.907006294466555
13	6606	132	14	2126676	0	12.153380723670125
14	6612	132	17	2213784	0	14.312373448163271
15	6642	132	22	2220216	0	19.962728450074792
16	6650	132	14	2187728	0	11.903828775510192
17	6711	134	12	1869188	0	9.310522897168994
18	6748	134	15	1904616	0	12.531358075328171
19	6775	135	12	1883204	0	10.203183757141232
20	6786	135	23	2119828	0	20.81088525801897
21	6804	136	14	1965196	0	11.870674051344395
22	6805	136	14	2092748	0	11.268259754404426
23	6806	136	13	2192904	0	11.025128077715635
24	6821	136	14	1932880	0	12.101654805243015
25	6822	136	19	2317384	0	16.834115816280246
26	6837	136	16	2232424	0	13.712202796712518
27	6844	136	15	2143684	0	13.183966263197362
28	6852	137	17	1979648	0	14.195558899082243
29	6867	137	14	1906032	0	12.157104002311826
30	6874	137	29	2322304	0	26.875890251249075
31	6878	137	19	2054752	0	16.697206491604447
32	6887	137	13	1905124	0	10.844005202874541
33	6888	137	28	2240532	0	26.10574364103377
34	6898	137	13	1887512	0	10.417463765479624
