sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
nuecc48	256587	UNHELD	7	15	111599.0	0.0003	1.9	0.59	67.4	3.0	-133.2	-27.4	310.0	-1	OWN	0	0	0.0	30203	342682162.7	0.0	3.8	4.8	4.5	0.0
nuecc48	256587	UNHELD	9	47	364882.3	0.0011	6.4	0.97	57.7	3.0	-131.7	-38.3	302.1	-1	OWN	0	0	0.0	30203	342682162.7	0.0	3.3	5.5	4.9	0.0
nuecc48	256587	UNHELD	12	35	345537.0	0.001	2.2	0.99	74.8	3.0	-129.6	-42.7	316.9	-1	OWN	0	0	0.0	30203	342682162.7	0.0	3.8	5.5	5.0	0.0
nuecc48	256587	UNHELD	14	18	319501.0	0.0009	1.8	0.57	65.9	3.1	-128.8	-20.2	309.7	-1	OWN	0	0	0.0	30203	342682162.7	0.0	3.1	4.3	4.1	0.0
nuecc48	256587	UNHELD	17	98	418131.0	0.0012	4.3	1.22	101.4	3.0	-131.6	-49.9	344.5	-1	OWN	0	0	0.0	30203	342682162.7	0.0	4.6	10.0	9.6	0.0
nuecc48	256587	NEARBY	-1	1	2080.0	0.0	0.0	0.0	22.4	nan	-119.0	-5.5	251.4	73	COMPANION	1	0	1.0	30203	342682162.7					
nuecc48	256587	NEARBY	-1	8	40728.0	0.0001	0.8	0.28	117.1	nan	-129.6	-48.7	358.7	88	COMPANION	8	0	2.3	30203	342682162.7					
nuecc48	256587	NEARBY	-1	6	28446.7	0.0001	1.0	0.23	77.0	nan	-135.3	-21.0	318.3	121	COMPANION	6	0	1.3	30203	342682162.7					
nuecc48	256587	NEARBY	-1	29	269897.3	0.0008	4.3	0.59	56.9	nan	-130.2	-18.9	301.6	124	COMPANION	29	0	2.8	30203	342682162.7					
nuecc48	256587	NEARBY	-1	11	40994.8	0.0001	1.2	0.3	88.0	nan	-131.3	-46.3	328.9	127	COMPANION	11	0	3.3	30203	342682162.7					
nuecc48	267597	NEARBY	-1	10	51101.9	0.0009	1.8	0.51	120.8	nan	-0.3	-92.3	450.1	2	COMPANION	10	5	0.3	6176	55530151.0					
nuecc48	267597	NEARBY	-1	11	43781.0	0.0008	0.7	0.36	86.5	nan	26.8	-96.1	426.9	50	COMPANION	11	5	4.0	6176	55530151.0					
nuecc48	267597	NEARBY	-1	3	8593.6	0.0002	0.4	0.13	12.3	nan	78.6	-123.8	379.0	71	COMPANION	3	5	0.6	6176	55530151.0					
nuecc48	267597	NEARBY	-1	8	26064.3	0.0005	0.9	0.36	79.0	nan	30.2	-104.1	423.0	105	COMPANION	8	5	1.1	6176	55530151.0					
nuecc48	268067	NEARBY	-1	9	15454.3	0.0005	1.3	0.25	66.9	nan	-32.2	-65.4	327.4	68	COMPANION	9	0	4.1	3637	30570695.6					
nuecc48	269774	NEARBY	-1	9	82197.0	0.0009	0.6	0.29	93.5	nan	118.9	27.5	174.6	70	UNMATCHED	9	1000000	1.1	9608	94512284.1					
nuecc48	269774	NEARBY	-1	2	63199.0	0.0007	0.0	0.0	40.6	nan	84.8	10.1	136.9	80	UNMATCHED	2	1000000	3.2	9608	94512284.1					
nuecc48	269774	NEARBY	-1	4	45076.0	0.0005	0.5	0.1	39.7	nan	86.8	8.9	134.9	81	UNMATCHED	4	1000000	3.5	9608	94512284.1					
nuecc48	269774	NEARBY	-1	18	110428.2	0.0012	1.3	0.47	41.5	nan	88.0	7.9	138.3	83	UNMATCHED	18	1000000	1.3	9608	94512284.1					
nuecc48	269774	NEARBY	-1	48	606618.8	0.0064	2.2	0.63	66.4	nan	101.8	12.9	159.7	86	UNMATCHED	48	1000000	1.1	9608	94512284.1					
nuecc48	271851	UNHELD	0	64	1082117.0	0.0111	4.2	1.46	9.2	3.0	-157.2	28.1	345.0	-1	OWN	0	0	0.0	10398	97449500.7	0.0	5.1	11.8	10.9	0.0
nuecc48	271851	UNHELD	1	5	116328.0	0.0012	0.8	0.2	26.8	3.0	-156.5	35.3	361.5	-1	OWN	0	0	0.0	10398	97449500.7	0.0	4.4	5.5	5.5	0.0
nuecc48	342199	NEARBY	-1	6	31255.0	0.0009	0.5	0.17	202.6	nan	-0.1	199.3	196.9	3	COMPANION	6	2	0.3	4015	33962641.5					
nuecc48	342199	NEARBY	-1	21	107486.4	0.0032	1.7	0.41	13.4	nan	-55.1	-8.3	178.8	42	COMPANION	21	2	1.3	4015	33962641.5					
nuecc48	360535	UNHELD	0	136	1204951.8	0.0081	2.7	1.26	65.7	3.0	-174.2	-107.5	149.0	-1	OWN	0	0	0.0	10708	148531027.3	0.0	3.3	5.8	5.5	0.0
nuecc48	360535	UNHELD	1	55	660642.3	0.0044	2.7	0.84	38.3	3.1	-179.9	-115.7	122.5	-1	OWN	0	0	0.0	10708	148531027.3	0.0	6.5	9.5	9.1	0.0
nuecc48	360535	UNHELD	2	44	343829.5	0.0023	2.6	0.63	38.9	3.0	-179.9	-97.2	119.9	-1	OWN	0	0	0.0	10708	148531027.3	0.0	4.6	7.5	7.3	0.0
nuecc48	360535	UNHELD	3	8	120590.0	0.0008	1.0	0.43	34.7	3.1	-179.4	-113.0	117.4	-1	OWN	0	0	0.0	10708	148531027.3	0.0	4.2	5.5	5.5	0.0
nuecc48	360535	UNHELD	4	5	48073.0	0.0003	0.5	0.16	86.6	3.0	-173.5	-87.9	165.2	-1	OWN	0	0	0.0	10708	148531027.3	0.0	5.6	5.9	5.9	0.0
nuecc48	360535	NEARBY	-1	10	64243.0	0.0004	1.5	0.28	39.6	nan	-201.7	-110.7	120.4	6	COMPANION	10	0	0.5	10708	148531027.3					
nuecc48	360535	NEARBY	-1	8	45138.0	0.0003	0.7	0.26	65.7	nan	-169.2	-97.3	144.8	51	COMPANION	8	0	1.1	10708	148531027.3					
nuecc48	360535	NEARBY	-1	10	71272.9	0.0005	0.9	0.33	80.5	nan	-174.5	-106.9	162.9	55	COMPANION	10	0	1.8	10708	148531027.3					
nuecc48	360535	NEARBY	-1	13	78783.9	0.0005	2.7	0.3	82.1	nan	-171.8	-105.9	165.7	58	COMPANION	13	0	1.3	10708	148531027.3					
nuecc48	360535	NEARBY	-1	48	400827.4	0.0027	2.6	0.61	61.8	nan	-176.6	-109.3	144.7	98	COMPANION	48	0	1.1	10708	148531027.3					
nuecc48	360535	NEARBY	-1	43	391531.5	0.0026	2.3	0.58	64.2	nan	-176.6	-94.1	144.6	99	COMPANION	43	0	1.0	10708	148531027.3					
nuecc48	389538	NEARBY	-1	7	68522.0	0.0012	0.8	0.39	158.9	nan	-201.6	57.9	500.0	1	COMPANION	7	0	0.3	6135	58166160.9					
nuecc48	400474	UNHELD	0	31	216794.3	0.0035	3.8	0.58	110.2	3.0	38.2	-103.8	368.2	-1	OWN	0	0	0.0	6694	61169131.4	1.0	3.0	4.3	4.0	0.0
nuecc48	400474	UNHELD	1	29	191194.0	0.0031	2.9	0.7	99.6	3.1	38.5	-104.5	358.7	-1	OWN	0	0	0.0	6694	61169131.4	1.0	3.1	5.0	4.4	0.0
nuecc48	400474	NEARBY	-1	6	25766.2	0.0004	0.7	0.26	105.7	nan	39.8	-97.2	361.5	9	OTHER	6	1	1.9	6694	61169131.4					
nuecc48	400474	NEARBY	-1	14	49376.0	0.0008	0.9	0.49	106.2	nan	36.0	-105.1	363.0	79	OTHER	14	1	1.3	6694	61169131.4					
nuecc48	400474	NEARBY	-1	15	84849.6	0.0014	0.9	0.44	45.0	nan	21.7	-103.7	279.5	83	UNMATCHED	15	1000002	1.2	6694	61169131.4					
nuecc48	423981	UNHELD	1	37	193611.7	0.003	6.8	0.64	6.9	3.0	47.2	134.6	185.7	-1	OWN	0	0	0.0	6745	64521885.6	1.0	3.0	4.8	4.3	0.0
nuecc48	423981	UNHELD	2	7	60140.9	0.0009	0.9	0.28	6.2	3.0	46.7	142.8	181.9	-1	OWN	0	0	0.0	6745	64521885.6	1.0	3.0	3.5	3.5	0.0
nuecc48	423981	NEARBY	-1	4933	62573918.5	0.9698	275.7	1.21	39.2	nan	-22.4	14.9	219.9	16	OTHER	4933	4	4.7	6745	64521885.6					
nuecc48	423981	NEARBY	-1	24	178806.3	0.0028	1.6	0.5	64.4	nan	72.9	107.9	227.8	72	UNMATCHED	24	1000000	0.7	6745	64521885.6					
nuecc48	423981	NEARBY	-1	19	77092.2	0.0012	2.3	0.85	76.7	nan	59.7	121.3	251.1	85	OTHER	19	4	4.4	6745	64521885.6					
nuecc48	433451	UNHELD	0	7	257831.0	0.0018	0.9	0.29	62.3	3.1	-130.5	46.6	271.0	-1	OWN	0	0	0.0	11681	142997198.3	0.0	4.1	4.6	4.5	0.0
nuecc48	433451	NEARBY	-1	14	116284.6	0.0008	1.0	0.45	80.3	nan	-122.4	34.1	286.8	31	COMPANION	14	0	1.8	11681	142997198.3					
nuecc48	433451	NEARBY	-1	2	5475.0	0.0	0.0	0.0	91.1	nan	-121.4	39.9	298.1	37	COMPANION	2	0	2.2	11681	142997198.3					
nuecc48	433451	NEARBY	-1	15	137066.3	0.001	0.7	0.26	101.6	nan	-122.5	36.4	309.3	124	COMPANION	15	0	1.9	11681	142997198.3					
nuecc48	433451	NEARBY	-1	9	28193.0	0.0002	0.6	0.3	90.2	nan	-124.8	28.5	297.0	125	COMPANION	9	0	1.3	11681	142997198.3					
nuecc48	433451	NEARBY	-1	59	354749.6	0.0025	3.9	0.54	113.0	nan	-124.0	51.6	321.7	128	COMPANION	59	0	1.6	11681	142997198.3					
nuecc48	433451	NEARBY	-1	4	2140.0	0.0	2.1	0.0	110.5	nan	-123.6	50.7	318.5	129	COMPANION	4	0	3.6	11681	142997198.3					
nuecc48	437699	UNHELD	0	25	120929.8	0.0023	2.1	0.7	22.5	3.1	106.6	-151.9	178.6	-1	OWN	0	0	0.0	5945	53680128.7	0.0	7.3	9.7	9.3	0.0
nuecc48	437699	NEARBY	-1	13	92006.0	0.0017	353.5	0.34	384.4	nan	-77.6	68.0	361.0	2	OTHER	13	2	2.0	5945	53680128.7					
nuecc48	437699	NEARBY	-1	3524	42338253.5	0.7887	210.3	0.94	346.9	nan	-99.9	33.8	364.7	3	OTHER	3524	2	2.0	5945	53680128.7					
nuecc48	437699	NEARBY	-1	10	71893.8	0.0013	1.0	0.28	398.2	nan	-0.0	180.1	351.6	5	UNMATCHED	10	1000001	0.3	5945	53680128.7					
nuecc48	444187	NEARBY	-1	961	6041880.0	0.2089	44.3	9.22	38.6	nan	39.0	-23.1	227.0	6	OTHER	961	0	2.9	3524	28921547.9					
nuecc48	444187	NEARBY	-1	30096	530683197.2	18.3491	212.1	19.03	57.8	nan	89.4	29.4	234.1	14	UNMATCHED	30096	1000004	0.2	3524	28921547.9					
nuecc48	444187	NEARBY	-1	22	173593.7	0.006	1.1	0.49	7.9	nan	34.0	-15.5	171.6	75	UNMATCHED	22	1000000	1.2	3524	28921547.9					
nuecc48	447477	UNHELD	0	49	521157.5	0.0083	4.4	0.76	36.7	3.0	114.9	2.0	402.1	-1	OWN	0	0	0.0	5766	63166315.9	0.0	3.7	5.4	5.0	0.0
nuecc48	447477	UNHELD	2	88	733541.5	0.0116	5.3	1.63	33.5	3.0	116.8	-11.3	413.9	-1	OWN	0	0	0.0	5766	63166315.9	0.0	4.2	8.6	8.2	0.0
nuecc48	447477	NEARBY	-1	42	262130.8	0.0041	2.0	0.7	48.2	nan	114.6	1.5	416.4	73	UNMATCHED	42	1000003	1.0	5766	63166315.9					
nuecc48	447477	NEARBY	-1	22	237553.0	0.0038	1.6	0.61	49.4	nan	114.0	-8.1	423.5	75	UNMATCHED	22	1000003	4.6	5766	63166315.9					
nuecc48	469665	NEARBY	-1	1	239.1	0.0	0.0	0.0	149.4	nan	35.5	159.5	395.7	39	UNMATCHED	1	1000003	0.9	4141	40184331.7					
nuecc48	469665	NEARBY	-1	21	97982.7	0.0024	1.9	0.55	37.4	nan	27.3	93.9	303.3	61	UNMATCHED	21	1000003	3.3	4141	40184331.7					
nuecc48	489330	UNHELD	2	6	83402.1	0.0007	0.6	0.22	29.4	3.0	-53.7	-138.0	121.9	-1	OWN	0	0	0.0	9986	115033069.8	1.0	3.0	3.5	3.4	0.0
nuecc48	489330	UNHELD	3	33	242677.0	0.0021	2.8	0.79	61.5	3.0	-49.1	-114.1	147.2	-1	OWN	0	0	0.0	9986	115033069.8	1.0	3.0	5.1	4.6	0.0
nuecc48	489330	NEARBY	-1	1	758.0	0.0	0.0	0.0	82.2	nan	-76.7	-199.9	172.2	3	COMPANION	1	0	0.5	9986	115033069.8					
nuecc48	489330	NEARBY	-1	2	10179.5	0.0001	0.0	0.0	27.0	nan	-69.1	-176.4	121.9	38	COMPANION	2	0	0.9	9986	115033069.8					
nuecc48	489330	NEARBY	-1	95	380197.7	0.0033	5.4	0.47	39.4	nan	-71.1	-177.7	138.2	55	COMPANION	95	0	0.9	9986	115033069.8					
