sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
cv-c1e	numu	-3.0	457	557	457	710	0.8205	0.6437
cv-c1e	numu	-2.9	457	557	457	708	0.8205	0.6455
cv-c1e	numu	-2.8	457	557	457	704	0.8205	0.6491
cv-c1e	numu	-2.7	457	557	457	704	0.8205	0.6491
cv-c1e	numu	-2.6	457	557	457	702	0.8205	0.6510
cv-c1e	numu	-2.5	457	557	457	697	0.8205	0.6557
cv-c1e	numu	-2.4	457	557	457	696	0.8205	0.6566
cv-c1e	numu	-2.3	457	557	457	693	0.8205	0.6595
cv-c1e	numu	-2.2	457	557	457	689	0.8205	0.6633
cv-c1e	numu	-2.1	456	557	456	684	0.8187	0.6667
cv-c1e	numu	-2.0	456	557	456	683	0.8187	0.6676
cv-c1e	numu	-1.9	456	557	456	671	0.8187	0.6796
cv-c1e	numu	-1.8	455	557	455	664	0.8169	0.6852
cv-c1e	numu	-1.7	455	557	455	657	0.8169	0.6925
cv-c1e	numu	-1.6	455	557	455	653	0.8169	0.6968
cv-c1e	numu	-1.5	455	557	455	643	0.8169	0.7076
cv-c1e	numu	-1.4	454	557	454	640	0.8151	0.7094
cv-c1e	numu	-1.3	453	557	453	631	0.8133	0.7179
cv-c1e	numu	-1.2	453	557	453	620	0.8133	0.7306
cv-c1e	numu	-1.1	453	557	453	612	0.8133	0.7402
cv-c1e	numu	-1.0	451	557	451	604	0.8097	0.7467
cv-c1e	numu	-0.9	451	557	451	596	0.8097	0.7567
cv-c1e	numu	-0.8	450	557	450	588	0.8079	0.7653
cv-c1e	numu	-0.7	448	557	448	581	0.8043	0.7711
cv-c1e	numu	-0.6	447	557	447	578	0.8025	0.7734
cv-c1e	numu	-0.5	447	557	447	571	0.8025	0.7828
cv-c1e	numu	-0.4	443	557	443	560	0.7953	0.7911
cv-c1e	numu	-0.3	439	557	439	551	0.7882	0.7967
cv-c1e	numu	-0.2	436	557	436	541	0.7828	0.8059
cv-c1e	numu	-0.1	434	557	434	536	0.7792	0.8097
cv-c1e	numu	0.0	429	557	429	526	0.7702	0.8156
cv-c1e	numu	0.1	426	557	426	518	0.7648	0.8224
cv-c1e	numu	0.2	422	557	422	512	0.7576	0.8242
cv-c1e	numu	0.3	420	557	420	504	0.7540	0.8333
cv-c1e	numu	0.4	415	557	415	495	0.7451	0.8384
cv-c1e	numu	0.5	411	557	411	489	0.7379	0.8405
cv-c1e	numu	0.6	406	557	406	480	0.7289	0.8458
cv-c1e	numu	0.7	398	557	398	471	0.7145	0.8450
cv-c1e	numu	0.8	392	557	392	462	0.7038	0.8485
cv-c1e	numu	0.9	388	557	388	454	0.6966	0.8546
cv-c1e	numu	1.0	380	557	380	441	0.6822	0.8617
cv-c1e	numu	1.1	373	557	373	431	0.6697	0.8654
cv-c1e	numu	1.2	367	557	367	419	0.6589	0.8759
cv-c1e	numu	1.3	361	557	361	406	0.6481	0.8892
cv-c1e	numu	1.4	353	557	353	398	0.6338	0.8869
cv-c1e	numu	1.5	345	557	345	387	0.6194	0.8915
cv-c1e	numu	1.6	339	557	339	379	0.6086	0.8945
cv-c1e	numu	1.7	336	557	336	374	0.6032	0.8984
cv-c1e	numu	1.8	325	557	325	360	0.5835	0.9028
cv-c1e	numu	1.9	318	557	318	351	0.5709	0.9060
cv-c1e	numu	2.0	314	557	314	343	0.5637	0.9155
cv-c1e	numu	2.1	310	557	310	338	0.5566	0.9172
cv-c1e	numu	2.2	300	557	300	326	0.5386	0.9202
cv-c1e	numu	2.3	293	557	293	316	0.5260	0.9272
cv-c1e	numu	2.4	284	557	284	307	0.5099	0.9251
cv-c1e	numu	2.5	276	557	276	296	0.4955	0.9324
cv-c1e	numu	2.6	267	557	267	283	0.4794	0.9435
cv-c1e	numu	2.7	262	557	262	275	0.4704	0.9527
cv-c1e	numu	2.8	249	557	249	262	0.4470	0.9504
cv-c1e	numu	2.9	242	557	242	254	0.4345	0.9528
cv-c1e	numu	3.0	231	557	231	242	0.4147	0.9545
cv-c1e	numu	3.1	213	557	213	224	0.3824	0.9509
cv-c1e	numu	3.2	202	557	202	211	0.3627	0.9573
cv-c1e	numu	3.3	188	557	188	196	0.3375	0.9592
cv-c1e	numu	3.4	179	557	179	185	0.3214	0.9676
cv-c1e	numu	3.5	165	557	165	171	0.2962	0.9649
cv-c1e	numu	3.6	153	557	153	159	0.2747	0.9623
cv-c1e	numu	3.7	144	557	144	149	0.2585	0.9664
cv-c1e	numu	3.8	134	557	134	138	0.2406	0.9710
cv-c1e	numu	3.9	120	557	120	123	0.2154	0.9756
cv-c1e	numu	4.0	112	557	112	115	0.2011	0.9739
cv-c1e	numu	4.1	104	557	104	107	0.1867	0.9720
cv-c1e	numu	4.2	93	557	93	96	0.1670	0.9688
cv-c1e	numu	4.3	76	557	76	79	0.1364	0.9620
cv-c1e	numu	4.4	61	557	61	63	0.1095	0.9683
cv-c1e	numu	4.5	52	557	52	54	0.0934	0.9630
cv-c1e	numu	4.6	48	557	48	50	0.0862	0.9600
cv-c1e	numu	4.7	43	557	43	45	0.0772	0.9556
cv-c1e	numu	4.8	37	557	37	39	0.0664	0.9487
cv-c1e	numu	4.9	33	557	33	35	0.0592	0.9429
cv-c1e	numu	5.0	30	557	30	32	0.0539	0.9375
cv-c1e	numu	5.1	26	557	26	27	0.0467	0.9630
cv-c1e	numu	5.2	22	557	22	22	0.0395	1.0000
cv-c1e	numu	5.3	20	557	20	20	0.0359	1.0000
cv-c1e	numu	5.4	16	557	16	16	0.0287	1.0000
cv-c1e	numu	5.5	13	557	13	13	0.0233	1.0000
cv-c1e	numu	5.6	10	557	10	10	0.0180	1.0000
cv-c1e	numu	5.7	9	557	9	9	0.0162	1.0000
cv-c1e	numu	5.8	4	557	4	4	0.0072	1.0000
cv-c1e	numu	5.9	3	557	3	3	0.0054	1.0000
cv-c1e	numu	6.0	3	557	3	3	0.0054	1.0000
cv-c1e	numu	6.1	3	557	3	3	0.0054	1.0000
cv-c1e	numu	6.2	1	557	1	1	0.0018	1.0000
cv-c1e	numu	6.3	1	557	1	1	0.0018	1.0000
cv-c1e	numu	6.4	0	557	0	0	0.0000	
cv-c1e	numu	6.5	0	557	0	0	0.0000	
cv-c1e	numu	6.6	0	557	0	0	0.0000	
cv-c1e	numu	6.7	0	557	0	0	0.0000	
cv-c1e	numu	6.8	0	557	0	0	0.0000	
cv-c1e	numu	6.9	0	557	0	0	0.0000	
cv-c1e	numu	7.0	0	557	0	0	0.0000	
cv-c1e	nue	-10.0	5	5	5	68	1.0000	0.0735
cv-c1e	nue	-9.9	5	5	5	66	1.0000	0.0758
cv-c1e	nue	-9.8	5	5	5	66	1.0000	0.0758
cv-c1e	nue	-9.7	5	5	5	66	1.0000	0.0758
cv-c1e	nue	-9.6	5	5	5	63	1.0000	0.0794
cv-c1e	nue	-9.5	5	5	5	63	1.0000	0.0794
cv-c1e	nue	-9.4	5	5	5	63	1.0000	0.0794
cv-c1e	nue	-9.3	5	5	5	62	1.0000	0.0806
cv-c1e	nue	-9.2	5	5	5	61	1.0000	0.0820
cv-c1e	nue	-9.1	4	5	4	56	0.8000	0.0714
cv-c1e	nue	-9.0	4	5	4	55	0.8000	0.0727
cv-c1e	nue	-8.9	4	5	4	55	0.8000	0.0727
cv-c1e	nue	-8.8	4	5	4	53	0.8000	0.0755
cv-c1e	nue	-8.7	4	5	4	52	0.8000	0.0769
cv-c1e	nue	-8.6	4	5	4	50	0.8000	0.0800
cv-c1e	nue	-8.5	4	5	4	49	0.8000	0.0816
cv-c1e	nue	-8.4	4	5	4	49	0.8000	0.0816
cv-c1e	nue	-8.3	4	5	4	49	0.8000	0.0816
cv-c1e	nue	-8.2	4	5	4	47	0.8000	0.0851
cv-c1e	nue	-8.1	4	5	4	47	0.8000	0.0851
cv-c1e	nue	-8.0	4	5	4	47	0.8000	0.0851
cv-c1e	nue	-7.9	4	5	4	45	0.8000	0.0889
cv-c1e	nue	-7.8	4	5	4	42	0.8000	0.0952
cv-c1e	nue	-7.7	4	5	4	42	0.8000	0.0952
cv-c1e	nue	-7.6	4	5	4	42	0.8000	0.0952
cv-c1e	nue	-7.5	4	5	4	42	0.8000	0.0952
cv-c1e	nue	-7.4	4	5	4	42	0.8000	0.0952
cv-c1e	nue	-7.3	4	5	4	42	0.8000	0.0952
cv-c1e	nue	-7.2	4	5	4	41	0.8000	0.0976
cv-c1e	nue	-7.1	4	5	4	41	0.8000	0.0976
cv-c1e	nue	-7.0	4	5	4	40	0.8000	0.1000
cv-c1e	nue	-6.9	4	5	4	40	0.8000	0.1000
cv-c1e	nue	-6.8	4	5	4	37	0.8000	0.1081
cv-c1e	nue	-6.7	4	5	4	37	0.8000	0.1081
cv-c1e	nue	-6.6	4	5	4	37	0.8000	0.1081
cv-c1e	nue	-6.5	4	5	4	37	0.8000	0.1081
cv-c1e	nue	-6.4	4	5	4	37	0.8000	0.1081
cv-c1e	nue	-6.3	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-6.2	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-6.1	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-6.0	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-5.9	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-5.8	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-5.7	4	5	4	35	0.8000	0.1143
cv-c1e	nue	-5.6	4	5	4	33	0.8000	0.1212
cv-c1e	nue	-5.5	4	5	4	33	0.8000	0.1212
cv-c1e	nue	-5.4	4	5	4	33	0.8000	0.1212
cv-c1e	nue	-5.3	4	5	4	33	0.8000	0.1212
cv-c1e	nue	-5.2	4	5	4	33	0.8000	0.1212
cv-c1e	nue	-5.1	4	5	4	31	0.8000	0.1290
cv-c1e	nue	-5.0	4	5	4	31	0.8000	0.1290
cv-c1e	nue	-4.9	4	5	4	30	0.8000	0.1333
cv-c1e	nue	-4.8	4	5	4	30	0.8000	0.1333
cv-c1e	nue	-4.7	4	5	4	29	0.8000	0.1379
cv-c1e	nue	-4.6	4	5	4	28	0.8000	0.1429
cv-c1e	nue	-4.5	4	5	4	28	0.8000	0.1429
cv-c1e	nue	-4.4	4	5	4	28	0.8000	0.1429
cv-c1e	nue	-4.3	4	5	4	28	0.8000	0.1429
cv-c1e	nue	-4.2	4	5	4	27	0.8000	0.1481
cv-c1e	nue	-4.1	4	5	4	27	0.8000	0.1481
cv-c1e	nue	-4.0	4	5	4	27	0.8000	0.1481
cv-c1e	nue	-3.9	4	5	4	26	0.8000	0.1538
cv-c1e	nue	-3.8	4	5	4	26	0.8000	0.1538
cv-c1e	nue	-3.7	4	5	4	25	0.8000	0.1600
cv-c1e	nue	-3.6	4	5	4	25	0.8000	0.1600
cv-c1e	nue	-3.5	4	5	4	23	0.8000	0.1739
cv-c1e	nue	-3.4	4	5	4	23	0.8000	0.1739
cv-c1e	nue	-3.3	4	5	4	23	0.8000	0.1739
cv-c1e	nue	-3.2	4	5	4	23	0.8000	0.1739
cv-c1e	nue	-3.1	4	5	4	22	0.8000	0.1818
cv-c1e	nue	-3.0	4	5	4	22	0.8000	0.1818
cv-c1e	nue	-2.9	4	5	4	22	0.8000	0.1818
cv-c1e	nue	-2.8	4	5	4	22	0.8000	0.1818
cv-c1e	nue	-2.7	4	5	4	22	0.8000	0.1818
