sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
nuecc-c1x	numu	-3.0	52	90	52	1527	0.5778	0.0341
nuecc-c1x	numu	-2.9	52	90	52	1527	0.5778	0.0341
nuecc-c1x	numu	-2.8	52	90	52	1525	0.5778	0.0341
nuecc-c1x	numu	-2.7	52	90	52	1522	0.5778	0.0342
nuecc-c1x	numu	-2.6	52	90	52	1521	0.5778	0.0342
nuecc-c1x	numu	-2.5	52	90	52	1520	0.5778	0.0342
nuecc-c1x	numu	-2.4	52	90	52	1518	0.5778	0.0343
nuecc-c1x	numu	-2.3	52	90	52	1514	0.5778	0.0343
nuecc-c1x	numu	-2.2	52	90	52	1509	0.5778	0.0345
nuecc-c1x	numu	-2.1	52	90	52	1502	0.5778	0.0346
nuecc-c1x	numu	-2.0	52	90	52	1496	0.5778	0.0348
nuecc-c1x	numu	-1.9	52	90	52	1483	0.5778	0.0351
nuecc-c1x	numu	-1.8	52	90	52	1473	0.5778	0.0353
nuecc-c1x	numu	-1.7	52	90	52	1461	0.5778	0.0356
nuecc-c1x	numu	-1.6	52	90	52	1446	0.5778	0.0360
nuecc-c1x	numu	-1.5	52	90	52	1425	0.5778	0.0365
nuecc-c1x	numu	-1.4	52	90	52	1409	0.5778	0.0369
nuecc-c1x	numu	-1.3	52	90	52	1386	0.5778	0.0375
nuecc-c1x	numu	-1.2	52	90	52	1367	0.5778	0.0380
nuecc-c1x	numu	-1.1	52	90	52	1336	0.5778	0.0389
nuecc-c1x	numu	-1.0	52	90	52	1290	0.5778	0.0403
nuecc-c1x	numu	-0.9	52	90	52	1238	0.5778	0.0420
nuecc-c1x	numu	-0.8	52	90	52	1183	0.5778	0.0440
nuecc-c1x	numu	-0.7	52	90	52	1140	0.5778	0.0456
nuecc-c1x	numu	-0.6	52	90	52	1084	0.5778	0.0480
nuecc-c1x	numu	-0.5	52	90	52	1029	0.5778	0.0505
nuecc-c1x	numu	-0.4	51	90	51	975	0.5667	0.0523
nuecc-c1x	numu	-0.3	51	90	51	909	0.5667	0.0561
nuecc-c1x	numu	-0.2	50	90	50	843	0.5556	0.0593
nuecc-c1x	numu	-0.1	50	90	50	774	0.5556	0.0646
nuecc-c1x	numu	0.0	50	90	50	699	0.5556	0.0715
nuecc-c1x	numu	0.1	49	90	49	627	0.5444	0.0781
nuecc-c1x	numu	0.2	49	90	49	562	0.5444	0.0872
nuecc-c1x	numu	0.3	49	90	49	500	0.5444	0.0980
nuecc-c1x	numu	0.4	49	90	49	461	0.5444	0.1063
nuecc-c1x	numu	0.5	49	90	49	418	0.5444	0.1172
nuecc-c1x	numu	0.6	48	90	48	385	0.5333	0.1247
nuecc-c1x	numu	0.7	48	90	48	348	0.5333	0.1379
nuecc-c1x	numu	0.8	48	90	48	317	0.5333	0.1514
nuecc-c1x	numu	0.9	48	90	48	279	0.5333	0.1720
nuecc-c1x	numu	1.0	48	90	48	257	0.5333	0.1868
nuecc-c1x	numu	1.1	48	90	48	229	0.5333	0.2096
nuecc-c1x	numu	1.2	48	90	48	204	0.5333	0.2353
nuecc-c1x	numu	1.3	48	90	48	185	0.5333	0.2595
nuecc-c1x	numu	1.4	48	90	48	168	0.5333	0.2857
nuecc-c1x	numu	1.5	48	90	48	155	0.5333	0.3097
nuecc-c1x	numu	1.6	46	90	46	135	0.5111	0.3407
nuecc-c1x	numu	1.7	46	90	46	125	0.5111	0.3680
nuecc-c1x	numu	1.8	45	90	45	114	0.5000	0.3947
nuecc-c1x	numu	1.9	42	90	42	106	0.4667	0.3962
nuecc-c1x	numu	2.0	42	90	42	100	0.4667	0.4200
nuecc-c1x	numu	2.1	42	90	42	97	0.4667	0.4330
nuecc-c1x	numu	2.2	42	90	42	92	0.4667	0.4565
nuecc-c1x	numu	2.3	41	90	41	83	0.4556	0.4940
nuecc-c1x	numu	2.4	40	90	40	78	0.4444	0.5128
nuecc-c1x	numu	2.5	39	90	39	71	0.4333	0.5493
nuecc-c1x	numu	2.6	39	90	39	66	0.4333	0.5909
nuecc-c1x	numu	2.7	37	90	37	60	0.4111	0.6167
nuecc-c1x	numu	2.8	37	90	37	56	0.4111	0.6607
nuecc-c1x	numu	2.9	34	90	34	48	0.3778	0.7083
nuecc-c1x	numu	3.0	32	90	32	45	0.3556	0.7111
nuecc-c1x	numu	3.1	30	90	30	41	0.3333	0.7317
nuecc-c1x	numu	3.2	28	90	28	37	0.3111	0.7568
nuecc-c1x	numu	3.3	27	90	27	34	0.3000	0.7941
nuecc-c1x	numu	3.4	25	90	25	31	0.2778	0.8065
nuecc-c1x	numu	3.5	24	90	24	29	0.2667	0.8276
nuecc-c1x	numu	3.6	22	90	22	22	0.2444	1.0000
nuecc-c1x	numu	3.7	21	90	21	21	0.2333	1.0000
nuecc-c1x	numu	3.8	21	90	21	21	0.2333	1.0000
nuecc-c1x	numu	3.9	21	90	21	21	0.2333	1.0000
nuecc-c1x	numu	4.0	18	90	18	18	0.2000	1.0000
nuecc-c1x	numu	4.1	18	90	18	18	0.2000	1.0000
nuecc-c1x	numu	4.2	17	90	17	17	0.1889	1.0000
nuecc-c1x	numu	4.3	17	90	17	17	0.1889	1.0000
nuecc-c1x	numu	4.4	16	90	16	16	0.1778	1.0000
nuecc-c1x	numu	4.5	15	90	15	15	0.1667	1.0000
nuecc-c1x	numu	4.6	13	90	13	13	0.1444	1.0000
nuecc-c1x	numu	4.7	12	90	12	12	0.1333	1.0000
nuecc-c1x	numu	4.8	12	90	12	12	0.1333	1.0000
nuecc-c1x	numu	4.9	8	90	8	8	0.0889	1.0000
nuecc-c1x	numu	5.0	7	90	7	7	0.0778	1.0000
nuecc-c1x	numu	5.1	6	90	6	6	0.0667	1.0000
nuecc-c1x	numu	5.2	4	90	4	4	0.0444	1.0000
nuecc-c1x	numu	5.3	4	90	4	4	0.0444	1.0000
nuecc-c1x	numu	5.4	4	90	4	4	0.0444	1.0000
nuecc-c1x	numu	5.5	3	90	3	3	0.0333	1.0000
nuecc-c1x	numu	5.6	1	90	1	1	0.0111	1.0000
nuecc-c1x	numu	5.7	0	90	0	0	0.0000	
nuecc-c1x	numu	5.8	0	90	0	0	0.0000	
nuecc-c1x	numu	5.9	0	90	0	0	0.0000	
nuecc-c1x	numu	6.0	0	90	0	0	0.0000	
nuecc-c1x	numu	6.1	0	90	0	0	0.0000	
nuecc-c1x	numu	6.2	0	90	0	0	0.0000	
nuecc-c1x	numu	6.3	0	90	0	0	0.0000	
nuecc-c1x	numu	6.4	0	90	0	0	0.0000	
nuecc-c1x	numu	6.5	0	90	0	0	0.0000	
nuecc-c1x	numu	6.6	0	90	0	0	0.0000	
nuecc-c1x	numu	6.7	0	90	0	0	0.0000	
nuecc-c1x	numu	6.8	0	90	0	0	0.0000	
nuecc-c1x	numu	6.9	0	90	0	0	0.0000	
nuecc-c1x	numu	7.0	0	90	0	0	0.0000	
nuecc-c1x	nue	-10.0	886	1511	886	1101	0.5864	0.8047
nuecc-c1x	nue	-9.9	886	1511	886	1100	0.5864	0.8055
nuecc-c1x	nue	-9.8	886	1511	886	1097	0.5864	0.8077
nuecc-c1x	nue	-9.7	886	1511	886	1095	0.5864	0.8091
nuecc-c1x	nue	-9.6	886	1511	886	1094	0.5864	0.8099
nuecc-c1x	nue	-9.5	886	1511	886	1093	0.5864	0.8106
nuecc-c1x	nue	-9.4	886	1511	886	1093	0.5864	0.8106
nuecc-c1x	nue	-9.3	885	1511	885	1092	0.5857	0.8104
nuecc-c1x	nue	-9.2	884	1511	884	1091	0.5850	0.8103
nuecc-c1x	nue	-9.1	883	1511	883	1088	0.5844	0.8116
nuecc-c1x	nue	-9.0	883	1511	883	1087	0.5844	0.8123
nuecc-c1x	nue	-8.9	883	1511	883	1087	0.5844	0.8123
nuecc-c1x	nue	-8.8	883	1511	883	1087	0.5844	0.8123
nuecc-c1x	nue	-8.7	882	1511	882	1085	0.5837	0.8129
nuecc-c1x	nue	-8.6	882	1511	882	1084	0.5837	0.8137
nuecc-c1x	nue	-8.5	882	1511	882	1084	0.5837	0.8137
nuecc-c1x	nue	-8.4	881	1511	881	1080	0.5831	0.8157
nuecc-c1x	nue	-8.3	880	1511	880	1079	0.5824	0.8156
nuecc-c1x	nue	-8.2	880	1511	880	1079	0.5824	0.8156
nuecc-c1x	nue	-8.1	880	1511	880	1078	0.5824	0.8163
nuecc-c1x	nue	-8.0	879	1511	879	1076	0.5817	0.8169
nuecc-c1x	nue	-7.9	879	1511	879	1075	0.5817	0.8177
nuecc-c1x	nue	-7.8	879	1511	879	1073	0.5817	0.8192
nuecc-c1x	nue	-7.7	879	1511	879	1071	0.5817	0.8207
nuecc-c1x	nue	-7.6	878	1511	878	1070	0.5811	0.8206
nuecc-c1x	nue	-7.5	878	1511	878	1069	0.5811	0.8213
nuecc-c1x	nue	-7.4	878	1511	878	1069	0.5811	0.8213
nuecc-c1x	nue	-7.3	878	1511	878	1068	0.5811	0.8221
nuecc-c1x	nue	-7.2	878	1511	878	1066	0.5811	0.8236
nuecc-c1x	nue	-7.1	878	1511	878	1066	0.5811	0.8236
nuecc-c1x	nue	-7.0	878	1511	878	1066	0.5811	0.8236
nuecc-c1x	nue	-6.9	876	1511	876	1064	0.5797	0.8233
nuecc-c1x	nue	-6.8	874	1511	874	1060	0.5784	0.8245
