sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
off-c1x	numu	-3.0			24	1000		0.02400
off-c1x	numu	-2.9			24	1000		0.02400
off-c1x	numu	-2.8			23	1000		0.02300
off-c1x	numu	-2.7			23	1000		0.02300
off-c1x	numu	-2.6			23	1000		0.02300
off-c1x	numu	-2.5			22	1000		0.02200
off-c1x	numu	-2.4			22	1000		0.02200
off-c1x	numu	-2.3			22	1000		0.02200
off-c1x	numu	-2.2			22	1000		0.02200
off-c1x	numu	-2.1			22	1000		0.02200
off-c1x	numu	-2.0			21	1000		0.02100
off-c1x	numu	-1.9			21	1000		0.02100
off-c1x	numu	-1.8			21	1000		0.02100
off-c1x	numu	-1.7			20	1000		0.02000
off-c1x	numu	-1.6			19	1000		0.01900
off-c1x	numu	-1.5			19	1000		0.01900
off-c1x	numu	-1.4			19	1000		0.01900
off-c1x	numu	-1.3			17	1000		0.01700
off-c1x	numu	-1.2			16	1000		0.01600
off-c1x	numu	-1.1			16	1000		0.01600
off-c1x	numu	-1.0			16	1000		0.01600
off-c1x	numu	-0.9			15	1000		0.01500
off-c1x	numu	-0.8			15	1000		0.01500
off-c1x	numu	-0.7			15	1000		0.01500
off-c1x	numu	-0.6			14	1000		0.01400
off-c1x	numu	-0.5			12	1000		0.01200
off-c1x	numu	-0.4			11	1000		0.01100
off-c1x	numu	-0.3			11	1000		0.01100
off-c1x	numu	-0.2			9	1000		0.00900
off-c1x	numu	-0.1			8	1000		0.00800
off-c1x	numu	0.0			8	1000		0.00800
off-c1x	numu	0.1			8	1000		0.00800
off-c1x	numu	0.2			7	1000		0.00700
off-c1x	numu	0.3			7	1000		0.00700
off-c1x	numu	0.4			7	1000		0.00700
off-c1x	numu	0.5			7	1000		0.00700
off-c1x	numu	0.6			7	1000		0.00700
off-c1x	numu	0.7			7	1000		0.00700
off-c1x	numu	0.8			7	1000		0.00700
off-c1x	numu	0.9			7	1000		0.00700
off-c1x	numu	1.0			7	1000		0.00700
