sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
cv-t1x	numu	-3.0	454	557	454	708	0.8151	0.6412
cv-t1x	numu	-2.9	454	557	454	705	0.8151	0.6440
cv-t1x	numu	-2.8	454	557	454	703	0.8151	0.6458
cv-t1x	numu	-2.7	454	557	454	700	0.8151	0.6486
cv-t1x	numu	-2.6	454	557	454	698	0.8151	0.6504
cv-t1x	numu	-2.5	453	557	453	695	0.8133	0.6518
cv-t1x	numu	-2.4	453	557	453	682	0.8133	0.6642
cv-t1x	numu	-2.3	453	557	453	681	0.8133	0.6652
cv-t1x	numu	-2.2	453	557	453	678	0.8133	0.6681
cv-t1x	numu	-2.1	453	557	453	673	0.8133	0.6731
cv-t1x	numu	-2.0	453	557	453	668	0.8133	0.6781
cv-t1x	numu	-1.9	453	557	453	660	0.8133	0.6864
cv-t1x	numu	-1.8	453	557	453	651	0.8133	0.6959
cv-t1x	numu	-1.7	453	557	453	644	0.8133	0.7034
cv-t1x	numu	-1.6	453	557	453	642	0.8133	0.7056
cv-t1x	numu	-1.5	452	557	452	636	0.8115	0.7107
cv-t1x	numu	-1.4	452	557	452	632	0.8115	0.7152
cv-t1x	numu	-1.3	452	557	452	629	0.8115	0.7186
cv-t1x	numu	-1.2	448	557	448	622	0.8043	0.7203
cv-t1x	numu	-1.1	448	557	448	610	0.8043	0.7344
cv-t1x	numu	-1.0	447	557	447	601	0.8025	0.7438
cv-t1x	numu	-0.9	446	557	446	588	0.8007	0.7585
cv-t1x	numu	-0.8	446	557	446	582	0.8007	0.7663
cv-t1x	numu	-0.7	445	557	445	576	0.7989	0.7726
cv-t1x	numu	-0.6	444	557	444	572	0.7971	0.7762
cv-t1x	numu	-0.5	443	557	443	562	0.7953	0.7883
cv-t1x	numu	-0.4	437	557	437	550	0.7846	0.7945
cv-t1x	numu	-0.3	434	557	434	542	0.7792	0.8007
cv-t1x	numu	-0.2	432	557	432	536	0.7756	0.8060
cv-t1x	numu	-0.1	430	557	430	530	0.7720	0.8113
cv-t1x	numu	0.0	425	557	425	520	0.7630	0.8173
