sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
cv-c1x	numu	4.9	39	557	39	40	0.0700	0.9750
cv-c1x	numu	5.0	31	557	31	32	0.0557	0.9688
cv-c1x	numu	5.1	26	557	26	27	0.0467	0.9630
cv-c1x	numu	5.2	25	557	25	25	0.0449	1.0000
cv-c1x	numu	5.3	23	557	23	23	0.0413	1.0000
cv-c1x	numu	5.4	19	557	19	19	0.0341	1.0000
cv-c1x	numu	5.5	16	557	16	16	0.0287	1.0000
cv-c1x	numu	5.6	14	557	14	14	0.0251	1.0000
cv-c1x	numu	5.7	9	557	9	9	0.0162	1.0000
cv-c1x	numu	5.8	7	557	7	7	0.0126	1.0000
cv-c1x	numu	5.9	5	557	5	5	0.0090	1.0000
cv-c1x	numu	6.0	4	557	4	4	0.0072	1.0000
cv-c1x	numu	6.1	4	557	4	4	0.0072	1.0000
cv-c1x	numu	6.2	2	557	2	2	0.0036	1.0000
cv-c1x	numu	6.3	2	557	2	2	0.0036	1.0000
cv-c1x	numu	6.4	0	557	0	0	0.0000	
cv-c1x	numu	6.5	0	557	0	0	0.0000	
cv-c1x	numu	6.6	0	557	0	0	0.0000	
cv-c1x	numu	6.7	0	557	0	0	0.0000	
cv-c1x	numu	6.8	0	557	0	0	0.0000	
cv-c1x	numu	6.9	0	557	0	0	0.0000	
cv-c1x	numu	7.0	0	557	0	0	0.0000	
cv-c1x	nue	-10.0	4	5	4	60	0.8000	0.0667
cv-c1x	nue	-9.9	4	5	4	60	0.8000	0.0667
cv-c1x	nue	-9.8	4	5	4	60	0.8000	0.0667
cv-c1x	nue	-9.7	4	5	4	59	0.8000	0.0678
cv-c1x	nue	-9.6	4	5	4	58	0.8000	0.0690
cv-c1x	nue	-9.5	4	5	4	58	0.8000	0.0690
cv-c1x	nue	-9.4	4	5	4	57	0.8000	0.0702
cv-c1x	nue	-9.3	4	5	4	57	0.8000	0.0702
cv-c1x	nue	-9.2	4	5	4	57	0.8000	0.0702
cv-c1x	nue	-9.1	4	5	4	57	0.8000	0.0702
cv-c1x	nue	-9.0	4	5	4	57	0.8000	0.0702
cv-c1x	nue	-8.9	4	5	4	57	0.8000	0.0702
cv-c1x	nue	-8.8	4	5	4	56	0.8000	0.0714
cv-c1x	nue	-8.7	4	5	4	56	0.8000	0.0714
cv-c1x	nue	-8.6	4	5	4	55	0.8000	0.0727
cv-c1x	nue	-8.5	4	5	4	54	0.8000	0.0741
cv-c1x	nue	-8.4	4	5	4	53	0.8000	0.0755
cv-c1x	nue	-8.3	4	5	4	53	0.8000	0.0755
cv-c1x	nue	-8.2	4	5	4	53	0.8000	0.0755
cv-c1x	nue	-8.1	4	5	4	52	0.8000	0.0769
cv-c1x	nue	-8.0	4	5	4	51	0.8000	0.0784
cv-c1x	nue	-7.9	4	5	4	51	0.8000	0.0784
cv-c1x	nue	-7.8	4	5	4	50	0.8000	0.0800
cv-c1x	nue	-7.7	4	5	4	49	0.8000	0.0816
cv-c1x	nue	-7.6	4	5	4	47	0.8000	0.0851
cv-c1x	nue	-7.5	4	5	4	47	0.8000	0.0851
cv-c1x	nue	-7.4	4	5	4	46	0.8000	0.0870
cv-c1x	nue	-7.3	4	5	4	46	0.8000	0.0870
cv-c1x	nue	-7.2	4	5	4	46	0.8000	0.0870
cv-c1x	nue	-7.1	4	5	4	44	0.8000	0.0909
cv-c1x	nue	-7.0	4	5	4	42	0.8000	0.0952
cv-c1x	nue	-6.9	4	5	4	41	0.8000	0.0976
cv-c1x	nue	-6.8	4	5	4	39	0.8000	0.1026
cv-c1x	nue	-6.7	4	5	4	38	0.8000	0.1053
cv-c1x	nue	-6.6	4	5	4	38	0.8000	0.1053
cv-c1x	nue	-6.5	4	5	4	35	0.8000	0.1143
cv-c1x	nue	-6.4	4	5	4	35	0.8000	0.1143
cv-c1x	nue	-6.3	4	5	4	35	0.8000	0.1143
cv-c1x	nue	-6.2	4	5	4	34	0.8000	0.1176
cv-c1x	nue	-6.1	4	5	4	34	0.8000	0.1176
cv-c1x	nue	-6.0	4	5	4	34	0.8000	0.1176
cv-c1x	nue	-5.9	4	5	4	34	0.8000	0.1176
cv-c1x	nue	-5.8	4	5	4	32	0.8000	0.1250
cv-c1x	nue	-5.7	4	5	4	32	0.8000	0.1250
cv-c1x	nue	-5.6	4	5	4	31	0.8000	0.1290
cv-c1x	nue	-5.5	4	5	4	30	0.8000	0.1333
cv-c1x	nue	-5.4	4	5	4	29	0.8000	0.1379
cv-c1x	nue	-5.3	4	5	4	29	0.8000	0.1379
cv-c1x	nue	-5.2	4	5	4	29	0.8000	0.1379
cv-c1x	nue	-5.1	4	5	4	28	0.8000	0.1429
cv-c1x	nue	-5.0	4	5	4	28	0.8000	0.1429
cv-c1x	nue	-4.9	4	5	4	27	0.8000	0.1481
cv-c1x	nue	-4.8	4	5	4	26	0.8000	0.1538
cv-c1x	nue	-4.7	4	5	4	26	0.8000	0.1538
cv-c1x	nue	-4.6	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-4.5	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-4.4	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-4.3	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-4.2	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-4.1	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-4.0	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-3.9	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-3.8	4	5	4	24	0.8000	0.1667
cv-c1x	nue	-3.7	4	5	4	23	0.8000	0.1739
cv-c1x	nue	-3.6	4	5	4	21	0.8000	0.1905
cv-c1x	nue	-3.5	4	5	4	20	0.8000	0.2000
cv-c1x	nue	-3.4	4	5	4	19	0.8000	0.2105
cv-c1x	nue	-3.3	4	5	4	19	0.8000	0.2105
cv-c1x	nue	-3.2	4	5	4	19	0.8000	0.2105
cv-c1x	nue	-3.1	4	5	4	19	0.8000	0.2105
cv-c1x	nue	-3.0	4	5	4	18	0.8000	0.2222
cv-c1x	nue	-2.9	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.8	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.7	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.6	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.5	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.4	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.3	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.2	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.1	4	5	4	17	0.8000	0.2353
cv-c1x	nue	-2.0	4	5	4	16	0.8000	0.2500
cv-c1x	nue	-1.9	4	5	4	16	0.8000	0.2500
cv-c1x	nue	-1.8	4	5	4	15	0.8000	0.2667
cv-c1x	nue	-1.7	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.6	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.5	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.4	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.3	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.2	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.1	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-1.0	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.9	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.8	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.7	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.6	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.5	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.4	4	5	4	14	0.8000	0.2857
cv-c1x	nue	-0.3	4	5	4	13	0.8000	0.3077
cv-c1x	nue	-0.2	4	5	4	13	0.8000	0.3077
cv-c1x	nue	-0.1	4	5	4	12	0.8000	0.3333
cv-c1x	nue	0.0	4	5	4	12	0.8000	0.3333
cv-c1x	nue	0.1	4	5	4	11	0.8000	0.3636
cv-c1x	nue	0.2	4	5	4	11	0.8000	0.3636
cv-c1x	nue	0.3	4	5	4	10	0.8000	0.4000
cv-c1x	nue	0.4	4	5	4	10	0.8000	0.4000
cv-c1x	nue	0.5	4	5	4	10	0.8000	0.4000
cv-c1x	nue	0.6	4	5	4	10	0.8000	0.4000
cv-c1x	nue	0.7	4	5	4	10	0.8000	0.4000
cv-c1x	nue	0.8	4	5	4	10	0.8000	0.4000
cv-c1x	nue	0.9	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.0	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.1	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.2	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.3	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.4	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.5	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.6	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.7	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.8	4	5	4	10	0.8000	0.4000
cv-c1x	nue	1.9	4	5	4	10	0.8000	0.4000
cv-c1x	nue	2.0	4	5	4	10	0.8000	0.4000
cv-c1x	nue	2.1	4	5	4	8	0.8000	0.5000
cv-c1x	nue	2.2	4	5	4	8	0.8000	0.5000
cv-c1x	nue	2.3	4	5	4	7	0.8000	0.5714
cv-c1x	nue	2.4	4	5	4	7	0.8000	0.5714
cv-c1x	nue	2.5	4	5	4	7	0.8000	0.5714
cv-c1x	nue	2.6	4	5	4	6	0.8000	0.6667
cv-c1x	nue	2.7	4	5	4	6	0.8000	0.6667
cv-c1x	nue	2.8	4	5	4	6	0.8000	0.6667
cv-c1x	nue	2.9	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.0	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.1	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.2	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.3	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.4	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.5	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.6	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.7	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.8	4	5	4	6	0.8000	0.6667
cv-c1x	nue	3.9	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.0	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.1	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.2	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.3	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.4	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.5	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.6	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.7	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.8	4	5	4	5	0.8000	0.8000
cv-c1x	nue	4.9	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.0	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.1	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.2	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.3	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.4	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.5	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.6	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.7	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.8	4	5	4	5	0.8000	0.8000
cv-c1x	nue	5.9	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.0	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.1	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.2	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.3	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.4	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.5	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.6	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.7	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.8	4	5	4	5	0.8000	0.8000
cv-c1x	nue	6.9	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.0	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.1	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.2	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.3	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.4	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.5	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.6	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.7	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.8	4	5	4	5	0.8000	0.8000
cv-c1x	nue	7.9	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.0	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.1	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.2	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.3	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.4	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.5	4	5	4	5	0.8000	0.8000
cv-c1x	nue	8.6	4	5	4	4	0.8000	1.0000
cv-c1x	nue	8.7	4	5	4	4	0.8000	1.0000
cv-c1x	nue	8.8	4	5	4	4	0.8000	1.0000
cv-c1x	nue	8.9	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.0	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.1	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.2	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.3	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.4	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.5	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.6	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.7	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.8	4	5	4	4	0.8000	1.0000
cv-c1x	nue	9.9	4	5	4	4	0.8000	1.0000
cv-c1x	nue	10.0	3	5	3	3	0.6000	1.0000
cv-c1x	nue	10.1	3	5	3	3	0.6000	1.0000
cv-c1x	nue	10.2	3	5	3	3	0.6000	1.0000
cv-c1x	nue	10.3	3	5	3	3	0.6000	1.0000
cv-c1x	nue	10.4	3	5	3	3	0.6000	1.0000
cv-c1x	nue	10.5	3	5	3	3	0.6000	1.0000
cv-c1x	nue	10.6	2	5	2	2	0.4000	1.0000
cv-c1x	nue	10.7	2	5	2	2	0.4000	1.0000
cv-c1x	nue	10.8	2	5	2	2	0.4000	1.0000
cv-c1x	nue	10.9	2	5	2	2	0.4000	1.0000
cv-c1x	nue	11.0	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.1	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.2	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.3	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.4	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.5	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.6	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.7	1	5	1	1	0.2000	1.0000
cv-c1x	nue	11.8	0	5	0	0	0.0000	
cv-c1x	nue	11.9	0	5	0	0	0.0000	
cv-c1x	nue	12.0	0	5	0	0	0.0000	
cv-c1x	nue	12.1	0	5	0	0	0.0000	
cv-c1x	nue	12.2	0	5	0	0	0.0000	
cv-c1x	nue	12.3	0	5	0	0	0.0000	
cv-c1x	nue	12.4	0	5	0	0	0.0000	
cv-c1x	nue	12.5	0	5	0	0	0.0000	
cv-c1x	nue	12.6	0	5	0	0	0.0000	
cv-c1x	nue	12.7	0	5	0	0	0.0000	
cv-c1x	nue	12.8	0	5	0	0	0.0000	
cv-c1x	nue	12.9	0	5	0	0	0.0000	
cv-c1x	nue	13.0	0	5	0	0	0.0000	
cv-c1x	nue	13.1	0	5	0	0	0.0000	
cv-c1x	nue	13.2	0	5	0	0	0.0000	
cv-c1x	nue	13.3	0	5	0	0	0.0000	
cv-c1x	nue	13.4	0	5	0	0	0.0000	
cv-c1x	nue	13.5	0	5	0	0	0.0000	
cv-c1x	nue	13.6	0	5	0	0	0.0000	
cv-c1x	nue	13.7	0	5	0	0	0.0000	
cv-c1x	nue	13.8	0	5	0	0	0.0000	
cv-c1x	nue	13.9	0	5	0	0	0.0000	
cv-c1x	nue	14.0	0	5	0	0	0.0000	
cv-c1x	nue	14.1	0	5	0	0	0.0000	
cv-c1x	nue	14.2	0	5	0	0	0.0000	
cv-c1x	nue	14.3	0	5	0	0	0.0000	
cv-c1x	nue	14.4	0	5	0	0	0.0000	
cv-c1x	nue	14.5	0	5	0	0	0.0000	
cv-c1x	nue	14.6	0	5	0	0	0.0000	
cv-c1x	nue	14.7	0	5	0	0	0.0000	
cv-c1x	nue	14.8	0	5	0	0	0.0000	
cv-c1x	nue	14.9	0	5	0	0	0.0000	
cv-c1x	nue	15.0	0	5	0	0	0.0000	
