sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
nuecc-t1x	numu	-3.0	52	90	52	1532	0.5778	0.0339
nuecc-t1x	numu	-2.9	52	90	52	1530	0.5778	0.0340
nuecc-t1x	numu	-2.8	52	90	52	1530	0.5778	0.0340
nuecc-t1x	numu	-2.7	52	90	52	1529	0.5778	0.0340
nuecc-t1x	numu	-2.6	52	90	52	1527	0.5778	0.0341
nuecc-t1x	numu	-2.5	52	90	52	1526	0.5778	0.0341
nuecc-t1x	numu	-2.4	52	90	52	1523	0.5778	0.0341
nuecc-t1x	numu	-2.3	52	90	52	1521	0.5778	0.0342
nuecc-t1x	numu	-2.2	52	90	52	1514	0.5778	0.0343
nuecc-t1x	numu	-2.1	52	90	52	1512	0.5778	0.0344
nuecc-t1x	numu	-2.0	52	90	52	1506	0.5778	0.0345
nuecc-t1x	numu	-1.9	52	90	52	1494	0.5778	0.0348
nuecc-t1x	numu	-1.8	52	90	52	1487	0.5778	0.0350
nuecc-t1x	numu	-1.7	52	90	52	1483	0.5778	0.0351
nuecc-t1x	numu	-1.6	52	90	52	1470	0.5778	0.0354
nuecc-t1x	numu	-1.5	51	90	51	1459	0.5667	0.0350
nuecc-t1x	numu	-1.4	51	90	51	1442	0.5667	0.0354
nuecc-t1x	numu	-1.3	51	90	51	1414	0.5667	0.0361
nuecc-t1x	numu	-1.2	51	90	51	1393	0.5667	0.0366
nuecc-t1x	numu	-1.1	51	90	51	1362	0.5667	0.0374
nuecc-t1x	numu	-1.0	51	90	51	1319	0.5667	0.0387
nuecc-t1x	numu	-0.9	51	90	51	1275	0.5667	0.0400
nuecc-t1x	numu	-0.8	51	90	51	1223	0.5667	0.0417
nuecc-t1x	numu	-0.7	51	90	51	1172	0.5667	0.0435
nuecc-t1x	numu	-0.6	51	90	51	1124	0.5667	0.0454
nuecc-t1x	numu	-0.5	51	90	51	1073	0.5667	0.0475
nuecc-t1x	numu	-0.4	51	90	51	1012	0.5667	0.0504
nuecc-t1x	numu	-0.3	51	90	51	956	0.5667	0.0533
nuecc-t1x	numu	-0.2	51	90	51	892	0.5667	0.0572
nuecc-t1x	numu	-0.1	51	90	51	819	0.5667	0.0623
nuecc-t1x	numu	0.0	51	90	51	739	0.5667	0.0690
nuecc-t1x	numu	0.1	51	90	51	679	0.5667	0.0751
nuecc-t1x	numu	0.2	50	90	50	627	0.5556	0.0797
nuecc-t1x	numu	0.3	49	90	49	559	0.5444	0.0877
nuecc-t1x	numu	0.4	49	90	49	500	0.5444	0.0980
nuecc-t1x	numu	0.5	48	90	48	456	0.5333	0.1053
nuecc-t1x	numu	0.6	48	90	48	424	0.5333	0.1132
nuecc-t1x	numu	0.7	48	90	48	370	0.5333	0.1297
nuecc-t1x	numu	0.8	48	90	48	330	0.5333	0.1455
nuecc-t1x	numu	0.9	48	90	48	293	0.5333	0.1638
nuecc-t1x	numu	1.0	47	90	47	272	0.5222	0.1728
nuecc-t1x	numu	1.1	47	90	47	241	0.5222	0.1950
nuecc-t1x	numu	1.2	46	90	46	215	0.5111	0.2140
nuecc-t1x	numu	1.3	46	90	46	197	0.5111	0.2335
nuecc-t1x	numu	1.4	46	90	46	181	0.5111	0.2541
nuecc-t1x	numu	1.5	46	90	46	164	0.5111	0.2805
nuecc-t1x	numu	1.6	46	90	46	150	0.5111	0.3067
nuecc-t1x	numu	1.7	44	90	44	135	0.4889	0.3259
nuecc-t1x	numu	1.8	43	90	43	126	0.4778	0.3413
