sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
mcp1k	18255	1	48301	0	13.578	0.832	14	319660	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	48367	0	19.997	7.997	21	1296640	0	nu-candidate	15	1	1	1	0	1.098	165.2	27	-161.64511	-91.04813	172.39943	2.295735	-15.0	1.0	0.0	0.7	0.0	937.8359	1.6559687	0.0	1.6559687	1	14.847636
mcp1k	18255	1	48565	0	13.730	1.175	14	405468	0	no-bundle	12	0	1	0	0																		
mcp1k	18255	1	48895	0	19.831	6.836	20	1225448	0	nu-candidate	12	1	1	1	0	1.442	168.9	7	-164.94785	-165.48453	185.39592	2.8101292	-15.0	1.0	0.0	0.7	0.0	534.05963	2.8431985	0.0	2.8431985	3	3.6234891
mcp1k	18255	1	49445	0	14.901	1.634	15	493568	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	49467	0	14.725	1.239	15	413776	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	49511	0	14.791	1.103	15	382976	0	no-beam-flash	14	0	0	0	0																		
mcp1k	18255	1	49709	0	11.283	1.075	12	406084	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	49885	0	14.847	1.240	15	397972	0	no-beam-flash	14	0	0	0	0																		
mcp1k	18255	1	49951	0	17.290	6.120	18	1152400	0	nu-candidate	12	1	1	1	0	1.983	61.3	12	190.78581	174.02457	21.520004	2.3957055	-15.0	1.0	0.0	0.7	0.0	675.18823	2.0730803	0.0	2.0730803	2	15.238843
mcp1k	18255	1	50017	0	14.763	1.000	15	374036	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	50303	0	17.470	5.799	18	1193600	0	nu-candidate	11	1	1	1	0	1.704	44.2	11	143.40546	35.931374	184.34236	0.19626637	-15.0	1.0	0.0	0.7	0.0	394.14728	5.968326	0.0	5.968326	3	9.460386
mcp1k	18255	1	50523	0	15.134	2.381	16	514156	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	50743	0	16.138	5.017	17	1161340	0	nu-candidate	14	1	1	1	0	1.658	2.7	7	25.992485	79.01986	306.41455	-3.1206186	-15.0	1.0	0.0	0.7	0.0	15.470816	5.9085393	0.0	5.9085393	4	2.9604897
mcp1k	18255	1	50765	0	14.813	1.612	15	420072	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	50787	0	14.827	1.113	15	372756	0	cosmic-tagged	7	1	1	0	0																		
mcp1k	18255	1	50809	0	14.780	1.225	15	403816	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	50831	0	17.453	5.677	18	1222140	0	nu-candidate	12	1	1	1	0	1.904	18.7	10	-141.85948	-123.952415	411.8378	-2.0377054	-15.0	1.0	0.0	0.7	0.0	232.27779	1.8665566	0.0	1.8665566	1	9.767388
mcp1k	18255	1	50919	0	14.797	1.055	15	383984	0	nu-candidate	10	1	1	0	0																		
mcp1k	18255	1	51051	0	23.481	8.010	24	1322516	0	nu-candidate	13	1	1	1	0	1.101	253.1	4	-17.361094	-33.897114	302.32382	4.0302553	-15.0	1.0	0.0	0.7	0.0	812.245	1.5458366	0.0	1.5458366	1	1.3078365
mcp1k	18255	1	51469	0	14.863	1.317	15	420492	0	cosmic-tagged	15	1	1	0	0																		
mcp1k	18255	1	51513	0	16.252	5.637	17	1199352	0	nu-candidate	12	1	1	1	0	1.499	74.5	7	44.989502	46.682537	138.51555	2.8341138	-15.0	1.0	1.0	0.7	0.0	473.69608	20.18863	0.0	20.18863	4	4.054314
mcp1k	18255	1	51865	0	15.146	5.098	16	1171524	0	nu-candidate	9	1	1	1	0	1.330	2.8	7	-56.141663	114.45163	272.04486	-1.9582871	-15.0	1.0	0.0	0.7	0.0	107.83938	21.486404	0.0	21.486404	6	0.0
mcp1k	18255	1	52085	0	16.142	5.968	17	1150304	0	nu-candidate	8	1	1	1	0	1.643	139.8	7	-1.0946087	112.477974	81.461365	4.5940323	-15.0	1.0	0.0	0.7	0.0	675.6724	0.0	0.0	0.0	0	4.28959
mcp1k	18255	1	52195	0	15.013	2.451	16	450156	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	52613	0	11.210	0.999	12	379832	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	52657	0	17.422	6.040	18	1210276	0	nu-candidate	19	1	1	1	0	1.594	101.0	5	-33.34585	-53.777576	257.69824	1.1781224	-15.0	1.0	1.0	0.7	0.0	384.5514	21.189598	0.0	21.189598	2	20.185205
mcp1k	18255	1	52723	0	17.378	5.500	18	1162924	0	nu-candidate	10	1	2	1	0	1.125	61.6	3	92.58823	29.306198	449.17252	3.1397417	-15.0	1.0	0.0	0.7	0.0	397.62408	0.0	0.0	0.0	0	3.6842606
mcp1k	18255	1	53361	0	17.508	6.450	18	1240672	0	nu-candidate	19	1	1	1	0	1.970	120.9	5	-18.313257	-192.85774	168.75177	2.2801638	-15.0	1.0	0.0	0.7	0.0	503.62018	2.5335326	0.0	2.5335326	2	79.17205
mcp1k	18255	1	53427	0	19.854	7.458	20	1188000	0	nu-candidate	10	1	1	1	0	1.732	195.5	3	12.9010725	72.128494	433.5804	3.4649582	-15.0	1.0	0.0	0.7	0.0	799.4446	0.0	0.0	0.0	0	4.2008014
mcp1k	18255	1	53493	0	14.746	1.041	15	373448	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	53581	0	12.221	0.641	13	308104	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	53713	0	13.273	4.532	15	1245416	0	nu-candidate	13	1	1	1	0	0.882	2.3	10	-137.63593	-79.7026	342.23972	-2.1603503	-15.0	1.0	0.0	0.7	0.0	32.567837	4.190792	0.0	4.190792	3	9.273973
mcp1k	18255	1	53779	0	8.446	1.055	10	398612	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	53955	0	11.910	1.063	14	418428	0	cosmic-tagged	13	1	1	0	0																		
mcp1k	18255	1	54175	0	16.856	8.472	19	1251548	0	nu-candidate	12	1	1	1	0	1.265	187.1	17	-72.72782	139.17635	53.958237	4.6130776	-14.25562	1.0	0.0	0.7	0.0	688.4645	1.4051827	0.0	1.4051827	1	12.004274
mcp1k	18255	1	54209	0	13.089	0.967	15	400604	0	no-beam-flash	11	0	0	0	0																		
mcp1k	18255	1	54285	0	14.199	0.893	16	352520	0	no-beam-flash	10	0	0	0	0																		
mcp1k	18255	1	54341	0	19.134	7.281	21	1267852	0	nu-candidate	16	1	1	1	0	2.046	40.6	27	117.13523	164.5922	141.68398	0.44409576	-15.0	1.0	0.0	0.7	0.0	780.42645	137.46921	0.0	137.46921	8	8.23456
mcp1k	18255	1	54351	0	19.176	6.535	21	1192288	0	nu-candidate	13	1	1	1	0	0.587	68.2	5	-140.37035	81.27954	189.62549	0.46953228	-15.0	1.0	0.0	0.7	0.0	710.45605	1.9117714	0.0	1.9117714	2	2.31776
mcp1k	18255	1	54505	0	14.367	1.084	16	405100	0	no-beam-flash	10	0	0	0	0																		
mcp1k	18255	1	54527	0	14.374	1.045	16	387752	0	no-beam-flash	7	0	0	0	0																		
mcp1k	18255	1	55231	0	14.341	1.050	16	390736	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	55539	0	21.524	8.448	23	1283408	0	nu-candidate	14	1	1	1	0	1.994	196.0	5	25.5864	144.37872	344.85287	-0.36586753	-15.0	1.0	1.0	0.7	0.0	618.1772	465.67078	15.931184	449.7396	4	1.6940519
mcp1k	18255	1	55583	0	13.053	0.718	15	332832	0	nu-candidate	9	1	1	0	0																		
mcp1k	18255	1	55595	0	19.119	8.071	21	1169876	0	nu-candidate	9	1	1	1	0	1.801	190.4	7	-178.7192	-54.23405	193.10686	1.8503748	-15.0	1.0	0.0	0.7	0.0	730.02747	2.6916633	0.0	2.6916633	3	4.2406554
mcp1k	18255	1	55627	0	19.274	6.739	21	1253324	0	nu-candidate	16	1	1	1	0	1.740	191.7	5	-80.61827	60.17239	182.06499	5.805475	-15.0	1.0	0.0	0.7	0.0	696.78015	0.98569304	0.0	0.98569304	1	6.3950577
mcp1k	18255	1	55693	0	14.327	0.985	16	369940	0	no-bundle	9	0	2	0	0																		
mcp1k	18255	1	55715	0	19.172	6.419	21	1211400	0	nu-candidate	12	1	1	1	0	1.547	31.8	13	-48.13503	-38.495422	482.0976	1.1708792	-15.0	1.0	0.0	0.7	0.0	603.3718	10.965563	0.0	10.965563	6	57.590324
mcp1k	18255	1	55925	0	14.400	1.086	16	404840	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	55957	0	16.767	5.286	18	1190876	0	nu-candidate	12	1	1	1	0	1.037	2.2	2	132.67415	7.6587257	446.24017	-2.5303316	-15.0	1.0	0.0	0.7	0.0	15.781496	0.0	0.0	0.0	0	1.8817632
mcp1k	18255	1	56211	0	15.632	5.532	17	1235912	0	nu-candidate	18	1	1	1	0	1.722	23.1	3	89.62687	-33.368935	82.18089	-1.1498477	-15.0	1.0	0.0	0.7	0.0	302.3483	0.0	0.0	0.0	0	4.143976
mcp1k	18255	1	56243	0	17.957	6.606	19	1211508	0	nu-candidate	9	1	1	1	0	0.905	87.9	29	135.62057	-27.555494	109.4657	4.3804097	-15.0	1.0	0.0	0.7	0.0	778.3413	4.4861403	0.0	4.4861403	1	19.477058
mcp1k	18255	1	56299	0	13.125	0.848	15	357264	0	no-beam-flash	10	0	0	0	0																		
mcp1k	18255	1	56353	0	13.129	0.811	15	341408	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	56387	0	13.186	1.723	15	449540	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	56463	0	28.077	14.293	30	1363400	0	no-bundle	9	0	1	1	0	1.185	429.3	17	130.80612	165.53973	186.07672	4.675054	-15.0	1.0	0.0	0.7	0.0	1430.6854	129.62935	126.78707	2.8422828	3	20.768497
mcp1k	18255	1	56519	0	13.121	0.927	15	372412	0	no-bundle	9	0	1	0	0																		
mcp1k	18255	1	57245	0	13.123	0.969	15	382996	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	57311	0	13.099	0.866	14	362752	0	no-bundle	9	0	1	0	0																		
mcp1k	18255	1	57333	0	10.769	0.727	12	334288	0	no-bundle	9	0	1	0	0																		
