idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1944644	0	nan
1	6505	130	12	1842164	0	nan
2	6512	130	13	1757160	0	nan
3	6520	130	16	1815224	0	nan
4	6528	130	12	1933816	0	nan
5	6529	130	11	1869432	0	nan
6	6532	130	18	2170768	0	nan
7	6536	130	11	1873564	0	nan
8	6545	130	14	1923096	0	nan
9	6550	130	10	1709052	0	nan
10	6570	131	21	2129660	0	nan
11	6588	131	10	1743252	0	nan
12	6604	132	26	2284308	0	nan
13	6606	132	13	2024640	0	nan
14	6612	132	14	2125860	0	nan
15	6642	132	17	2156052	0	nan
16	6650	132	13	2073048	0	nan
17	6711	134	10	1803668	0	nan
18	6748	134	13	1818116	0	nan
19	6775	135	11	1797752	0	nan
20	6786	135	17	2046276	0	nan
21	6804	136	13	1866448	0	nan
22	6805	136	12	1993852	0	nan
23	6806	136	12	2067736	0	nan
24	6821	136	12	1832192	0	nan
25	6822	136	16	2209492	0	nan
26	6837	136	13	2121816	0	nan
27	6844	136	13	2057608	0	nan
28	6852	137	13	1892348	0	nan
29	6867	137	12	1823860	0	nan
30	6874	137	20	2217468	0	nan
31	6878	137	15	1985940	0	nan
32	6887	137	11	1818876	0	nan
33	6888	137	21	2097560	0	nan
34	6898	137	11	1793984	0	nan
