arm	evt	row	cid	segid	ke_mcs	amb	tracklen	ke_mcs_range	ke_range_tk	ke_dqdx_tk	sel_len	isfc	stm	tgm	lm	act_sel	cdrop	cmask	nseg14
work-mcp1k-mcs80on	290052	0	8	8016	212.70713806152344	0.8838500380516052	76.38314056396484	200.49978637695312	202.3	200.6	76.9	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	290294	0	12	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	290729	0	12	12016	187.41720581054688	0.7352923154830933	69.85130310058594	186.4737091064453	187.7	144.0	70.1	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	291037	0	13	13008	238.83010864257812	0.1157713383436203	108.35982513427734	267.9309997558594	270.5	277.1	109.0	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	291064	0	14	14000	412.704833984375	0.17421555519104004	165.4979248046875	388.6895446777344	392.6	402.6	166.0	1	0	0	0	1	1	1	12
work-mcp1k-mcs80on	291262	0	18	18005	303.3679504394531	0.11758570373058319	131.80880737304688	317.4319763183594	319.1	333.8	131.8	1	0	0	0	1	0	0	9
work-mcp1k-mcs80on	291372	0	11	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	291499	0	12	12000	269.82965087890625	0.9132694005966187	39.951168060302734	121.38893127441406	123.0	96.7	40.5	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	291548	0	21	21001	158.40626525878906	0.2326328009366989	71.2644271850586	189.5102081298828	190.2	180.9	71.3	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	291570	0	17	17000	977.9383544921875	0.7716817259788513	213.3194122314453	493.0465393066406	511.0	422.6	220.1	1	0	0	0	1	0	0	14
work-mcp1k-mcs80on	291961	0	4	4001	337.82489013671875	0.6411027312278748	104.13408660888672	259.0198974609375	261.2	319.3	104.6	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	292005	0	18	18004	595.60009765625	0.8856378793716431	88.28363037109375	225.5950927734375	230.3	199.1	90.1	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	292027	0	12	12005	997.9852294921875	0.7800792455673218	156.48934936523438	369.6350402832031	373.8	345.1	157.3	0	0	0	0	1	0	0	11
work-mcp1k-mcs80on	292384	0	19	19005	857.9411010742188	0.05923936516046524	353.0794677734375	799.2137451171875	820.1	806.6	356.0	1	0	0	0	1	3	4	24
work-mcp1k-mcs80on	292406	0	6	6000	287.7106018066406	0.9279081225395203	46.10993194580078	135.24490356445312	138.3	105.3	47.3	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	292533	0	3	3014	599.6239624023438	0.023496519774198532	268.0238952636719	612.8856201171875	623.5	603.9	270.4	1	0	0	0	1	0	0	18
work-mcp1k-mcs80on	292577	0	12	12000	344.3921203613281	0.8953341841697693	66.15485382080078	178.5308074951172	179.8	156.2	66.4	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	292643	0	18	18009	428.8193359375	0.2605729401111603	187.7239990234375	436.9756164550781	441.1	437.6	188.3	1	0	0	0	1	2	3	13
work-mcp1k-mcs80on	292687	0	11	11005	2178.35888671875	0.9774501323699951	70.59180450439453	188.0648956298828	188.8	158.0	70.6	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	292797	0	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	293149	0	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	313781	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	313847	0	19	19001	367.8961181640625	0.16558295488357544	162.39532470703125	382.1270751953125	384.8	329.8	162.4	0	0	0	0	1	0	0	11
work-mcp1k-mcs80on	313979	0	12	12001	586.2348022460938	0.010067479684948921	263.1766357421875	602.2669067382812	607.2	596.2	263.2	1	0	0	0	1	2	3	18
work-mcp1k-mcs80on	314507	0	17	51007	1085.3350830078125	0.8992841839790344	61.69349670410156	168.9442596435547	169.7	117.7	61.7	-1	-1	-1	-1	-1	0	0	4
work-mcp1k-mcs80on	314705	0	3	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	315013	0	15	15019	542.7193603515625	0.7880293130874634	108.06782531738281	267.3152160644531	269.9	237.2	108.7	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	315167	0	8	8010	165.47410583496094	0.680822491645813	55.64049530029297	155.93760681152344	160.1	136.3	57.3	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	315343	0	7	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	315497	0	14	14001	788.0411987304688	0.5602025389671326	254.41761779785156	583.078857421875	591.1	553.0	256.0	0	0	0	0	1	2	2	17
work-mcp1k-mcs80on	315849	0	11	11000	34.510154724121094	1.0	74.24616241455078	195.9173583984375	197.9	157.5	74.8	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	315871	0	18	18005	314.80523681640625	0.6146479249000549	96.45687103271484	242.83050537109375	243.9	244.6	96.5	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	316003	0	16	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	316025	0	16	16034	193.75164794921875	0.5411189794540405	79.94287109375	208.00640869140625	211.1	246.1	81.0	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	316311	0	11	11001	530.9883422851562	0.7832421660423279	79.96819305419922	208.059814453125	208.8	190.0	80.0	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	316553	0	11	11001	1030.971923828125	0.6443343162536621	214.5341796875	495.7076721191406	499.6	486.9	214.9	0	0	0	0	1	0	0	15
work-mcp1k-mcs80on	316729	0	8	8026	218.3348846435547	0.45413267612457275	119.7284927368164	291.90478515625	296.2	289.6	121.1	1	0	0	0	1	2	2	8
work-mcp1k-mcs80on	317191	0	17	17029	224.5543670654297	0.6675412058830261	76.48851013183594	200.7220001220703	204.7	243.5	78.1	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	317741	0	13	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	317939	0	26	26000	380.917724609375	0.44457775354385376	149.63644409179688	355.1401062011719	364.4	311.3	152.9	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	317939	1	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	318049	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	318731	0	1	1002	251.13922119140625	0.7856917977333069	78.36995697021484	204.6895294189453	206.3	198.0	78.8	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	319039	0	20	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	319611	0	2	2001	1796.6737060546875	0.945528507232666	109.97891235351562	271.3452453613281	274.0	272.6	110.6	0	0	0	0	1	0	0	7
work-mcp1k-mcs80on	320029	0	24	24002	503.2441101074219	0.08396131545305252	222.51756286621094	513.1965942382812	519.3	520.9	223.8	1	0	0	0	1	0	0	15
work-mcp1k-mcs80on	320667	0	21	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	320865	0	13	13002	447.06329345703125	0.538146436214447	150.9221649169922	357.859619140625	360.7	358.3	151.2	1	0	0	0	1	0	0	10
work-mcp1k-mcs80on	321107	0	13	13000	503.5556335449219	0.0928116887807846	236.33352661132812	543.4627075195312	553.1	522.7	239.0	0	0	0	0	1	0	0	16
work-mcp1k-mcs80on	321173	0	10	10001	329.0278625488281	0.3392125964164734	129.475341796875	312.4963073730469	315.7	308.1	130.2	1	0	0	0	1	0	0	9
work-mcp1k-mcs80on	321371	0	27	18006	1256.0068359375	0.7625856399536133	253.9851531982422	582.1314697265625	591.7	581.9	256.3	0	0	0	0	1	0	0	17
work-mcp1k-mcs80on	321767	0	15	15008	751.7545776367188	0.5341132283210754	207.1571807861328	479.5471496582031	493.5	465.2	212.2	0	0	0	0	1	0	0	14
work-mcp1k-mcs80on	321789	0	7	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	345633	0	8	8013	275.1893310546875	0.4425649642944336	118.0622787475586	288.3911437988281	296.3	260.5	121.1	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	346623	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	347085	0	4	4011	199.475830078125	0.8488600850105286	56.39540100097656	157.55975341796875	158.2	122.1	56.4	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	347129	0	53	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	348471	0	12	12054	158.36932373046875	0.24382025003433228	67.27814483642578	180.94451904296875	181.7	168.4	67.3	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	348515	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	348691	0	9	9003	1554.67041015625	0.6449951529502869	358.1065979003906	810.6050415039062	829.6	829.6	360.0	0	0	0	0	1	0	0	25
work-mcp1k-mcs80on	348713	0	7	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	348845	0	7	7001	1656.7999267578125	0.991674542427063	71.09396362304688	189.1439208984375	191.3	167.7	71.8	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	349087	0	3	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	349241	0	15	15001	116.64456176757812	0.577821671962738	51.90843963623047	147.91818237304688	149.6	137.4	52.5	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	349461	0	17	17005	300.4842224121094	0.1021081730723381	126.60916900634766	306.4339294433594	308.8	316.4	127.0	1	0	0	0	1	0	0	9
work-mcp1k-mcs80on	349549	0	12	12091	169.82029724121094	0.7008358836174011	58.3193473815918	161.69390869140625	162.4	154.6	58.3	1	0	0	0	1	1	1	4
work-mcp1k-mcs80on	349835	0	2	2004	82.97596740722656	0.9105443358421326	43.72443389892578	129.87802124023438	131.8	122.1	44.4	1	0	0	0	1	0	0	3
work-mcp1k-mcs80on	349879	0	17	17001	846.9924926757812	0.4205944240093231	262.90570068359375	601.6734008789062	609.2	601.2	264.0	0	0	0	0	1	0	0	18
work-mcp1k-mcs80on	349945	0	18	18055	1084.2364501953125	0.8212770223617554	180.1334228515625	420.34722900390625	425.5	416.7	181.2	0	0	0	0	1	0	0	12
work-mcp1k-mcs80on	350121	0	2	2048	669.8359375	0.6032623052597046	184.98672485351562	430.9791564941406	438.5	419.5	187.1	0	0	0	0	1	0	0	13
work-mcp1k-mcs80on	350297	0	18	18001	623.8563842773438	0.420899361371994	257.5657653808594	589.9754028320312	598.1	589.2	259.1	1	0	0	0	1	2	3	18
work-mcp1k-mcs80on	350935	0	17	11001	498.86865234375	0.03718605637550354	241.55337524414062	554.8976440429688	584.5	487.2	253.1	1	0	0	0	1	0	0	16
work-mcp1k-mcs80on	351639	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	351705	0	3	3000	403.5207214355469	0.7520820498466492	119.36930847167969	291.1473693847656	296.3	313.4	121.1	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	351749	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	352123	0	10	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	352233	0	6	6000	624.8666381835938	0.9000215530395508	92.62353515625	234.7469024658203	235.7	194.2	92.6	1	0	0	0	1	2	2	6
work-mcp1k-mcs80on	353223	0	15	15012	-1.0	-1.0	42.74039077758789	127.66411590576172	130.3	149.1	43.7	0	0	0	0	1	2	2	3
work-mcp1k-mcs80on	353729	0	32	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	353751	0	10	10003	302.15765380859375	0.2038206309080124	123.0969009399414	299.0079650878906	301.5	304.0	123.6	1	0	0	0	1	1	2	9
work-mcp1k-mcs80on	386332	0	12	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	386442	0	16	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	386948	0	92	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	387102	0	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	387850	0	15	15000	371.4374084472656	0.6837276220321655	123.64637756347656	300.16717529296875	302.2	316.6	123.9	0	0	0	0	1	0	0	8
work-mcp1k-mcs80on	388026	0	12	12007	589.32080078125	7.7264936408028e-05	283.17413330078125	646.07470703125	655.5	666.5	284.5	1	0	0	0	1	0	0	19
work-mcp1k-mcs80on	388224	0	3	3039	419.9909362792969	0.1412675976753235	194.64645385742188	452.140380859375	456.8	449.1	195.5	1	0	0	0	1	0	0	13
work-mcp1k-mcs80on	389588	0	17	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	389874	0	11	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	390182	0	4	4001	310.9520263671875	0.4529726505279541	121.46428680419922	295.5651550292969	298.5	255.6	122.2	0	0	0	0	1	0	0	8
work-mcp1k-mcs80on	390842	0	3	3001	875.1993408203125	0.048457421362400055	386.7479553222656	875.6715698242188	898.6	912.5	389.4	1	0	0	0	1	0	0	26
work-mcp1k-mcs80on	390864	0	16	16013	1312.301025390625	0.8803772330284119	90.12152099609375	229.47076416015625	231.1	188.3	90.5	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	390996	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	391238	0	49	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	391260	0	13	13002	222.93482971191406	0.1168644055724144	103.01158905029297	256.65283203125	259.5	256.8	103.8	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	391766	0	17	17002	672.8697509765625	0.6945984363555908	176.2882843017578	411.923828125	414.9	394.8	176.3	0	0	0	0	1	0	0	12
work-mcp1k-mcs80on	391854	0	1	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	392552	0	12	12000	574.0662841796875	0.1228729709982872	244.18533325195312	560.6633911132812	565.3	564.9	244.5	1	0	0	0	1	2	3	17
work-mcp1k-mcs80on	393042	0	15	15002	921.8295288085938	0.03233477473258972	411.66632080078125	932.2802124023438	955.6	946.6	413.4	1	0	0	0	1	1	1	28
work-mcp1k-mcs80on	393212	0	83	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	393608	0	9	9000	294.69219970703125	0.9587303400039673	48.71235656738281	141.0504608154297	141.3	108.4	48.7	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	394532	0	39	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	394642	0	13	13012	3999.9990234375	1.0	318.3397216796875	723.1106567382812	742.6	691.3	322.5	0	0	0	0	1	3	3	21
work-mcp1k-mcs80on	394796	0	15	15001	722.065673828125	0.6977012753486633	144.7978515625	344.90576171875	352.3	320.5	147.3	1	0	0	0	1	1	1	10
work-mcp1k-mcs80on	395148	0	21	21011	264.096435546875	0.6333346366882324	89.7745361328125	228.7390594482422	231.5	270.6	90.6	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	395390	0	13	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	395610	0	22	22000	956.4478759765625	0.7144760489463806	206.51902770996094	478.149169921875	486.2	441.8	208.9	0	0	0	0	1	3	3	14
work-mcp1k-mcs80on	395654	0	15	15001	451.0814514160156	0.05868608504533768	205.35585021972656	475.60107421875	485.7	486.2	208.7	1	0	0	0	1	3	4	14
work-mcp1k-mcs80on	395962	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	397480	0	8	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	397722	0	18	18005	307.7670593261719	0.7931471467018127	66.0789566040039	178.36770629882812	179.1	150.5	66.1	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	397920	0	8	8001	872.2439575195312	0.42366376519203186	274.38641357421875	626.82373046875	633.5	592.2	274.8	0	0	0	0	1	0	0	19
work-mcp1k-mcs80on	398084	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	398238	0	7	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	398260	0	5	5001	504.2815856933594	0.6192028522491455	138.48033142089844	331.5432434082031	335.7	327.8	139.6	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	398414	0	18	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	398436	0	8	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	398514	0	18	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	398690	0	18	18002	1008.351318359375	0.8484023213386536	147.67068481445312	350.98223876953125	359.2	346.0	150.5	0	0	0	0	1	0	0	10
work-mcp1k-mcs80on	399052	0	19	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	399118	0	9	9000	431.7667541503906	0.5141485929489136	152.64443969726562	361.5024719238281	366.0	373.6	153.7	1	0	0	0	1	1	1	10
work-mcp1k-mcs80on	399328	0	12	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	399702	0	27	27003	430.7932434082031	0.05161159858107567	208.9381866455078	483.44873046875	489.3	482.9	210.3	1	0	0	0	1	0	0	14
work-mcp1k-mcs80on	399856	0	3	3002	279.0274658203125	0.914691686630249	46.8926887512207	137.00595092773438	138.0	138.8	47.2	1	0	0	0	1	0	0	3
work-mcp1k-mcs80on	399998	0	20	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	400054	0	16	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	400274	0	6	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	400460	0	18	18010	381.4663391113281	0.3070708215236664	163.94589233398438	385.4067687988281	390.9	398.2	165.2	1	0	0	0	1	0	0	11
work-mcp1k-mcs80on	400504	0	6	6001	268.4181213378906	0.8600308895111084	55.60961151123047	155.87124633789062	159.2	176.7	56.8	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	400592	0	14	14001	574.2463989257812	0.15513630211353302	236.2022247314453	543.175048828125	548.1	534.3	236.8	1	0	0	0	1	0	0	16
work-mcp1k-mcs80on	400636	0	13	13004	590.28857421875	0.025575321167707443	260.5295104980469	596.4679565429688	605.9	583.6	262.6	1	0	0	0	1	0	0	18
work-mcp1k-mcs80on	400636	1	6	6016	292.40753173828125	0.7941076755523682	77.07069396972656	201.94969177246094	202.6	171.7	77.1	0	0	0	0	1	0	0	5
work-mcp1k-mcs80on	400856	0	12	12009	213.32693481445312	0.212467759847641	94.88148498535156	239.50839233398438	241.3	263.0	95.3	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	401054	0	11	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	401252	0	25	25005	152.369140625	0.6164417266845703	52.35192108154297	148.8711395263672	152.5	111.1	53.8	0	0	0	0	1	0	0	4
work-mcp1k-mcs80on	401450	0	23	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	401516	0	12	12011	353.6512756347656	0.04301510378718376	167.3861083984375	392.683349609375	397.6	395.9	168.3	1	0	0	0	1	0	0	11
work-mcp1k-mcs80on	401626	0	9	9000	299.78924560546875	0.55076664686203	103.8465576171875	258.4136047363281	259.6	268.5	103.8	1	0	0	0	1	0	0	7
work-mcp1k-mcs80on	401780	0	13	13001	220.963134765625	0.33428847789764404	96.75370788574219	243.45645141601562	247.3	402.1	98.1	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	402330	0	1	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	402506	0	13	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	402880	0	9	9003	543.2567749023438	0.8303783535957336	71.71154022216797	190.47097778320312	192.6	264.6	72.4	1	0	0	0	1	0	0	5
work-mcp1k-mcs80on	404244	0	12	12002	249.98277282714844	0.4043835997581482	110.8668212890625	273.2176513671875	278.2	266.2	112.6	1	0	0	0	1	2	3	7
work-mcp1k-mcs80on	404684	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	405234	0	16	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	405432	0	15	15001	748.6064453125	0.8786318898200989	87.8833236694336	224.75094604492188	227.1	221.9	88.6	0	0	0	0	1	0	0	6
work-mcp1k-mcs80on	405454	0	54	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	405674	0	11	11005	375.9400329589844	0.18309816718101501	155.1364288330078	366.7734069824219	369.2	374.9	155.1	1	0	0	0	1	0	0	11
work-mcp1k-mcs80on	405740	0	14	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	406444	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	406642	0	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	406752	0	7	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	406796	0	11	11000	477.058837890625	0.9251827001571655	92.35272216796875	234.1758270263672	235.1	230.1	92.4	1	0	0	0	1	2	3	6
work-mcp1k-mcs80on	407148	0	15	15001	3834.7412109375	0.9982351660728455	152.85086059570312	361.9390869140625	366.2	368.8	153.8	0	0	0	0	1	0	0	11
work-mcp1k-mcs80on	407170	0	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	407280	0	51	16006	484.74560546875	0.5053316950798035	190.89584350585938	443.9240417480469	451.0	427.0	192.8	1	0	0	0	1	2	2	13
work-mcp1k-mcs80on	407918	0	11	11008	207.99449157714844	0.48482367396354675	89.89261627197266	228.98806762695312	233.9	211.3	91.8	1	0	0	0	1	0	0	6
work-mcp1k-mcs80on	408028	0	19	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	408094	0	15	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	408534	0	9	17008	184.54107666015625	0.5480025410652161	86.07855224609375	220.94509887695312	221.8	212.9	86.1	1	0	0	0	0	0	0	6
work-mcp1k-mcs80on	409282	0	4	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	409546	0	41	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	409634	0	63	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	409634	1	9	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	409920	0	7	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	409942	0	17	17024	130.4456787109375	0.868770182132721	40.43714904785156	122.48229217529297	122.9	130.2	40.4	0	0	0	0	1	0	0	3
work-mcp1k-mcs80on	409964	0	14	14004	274.7624206542969	0.15143539011478424	113.22164916992188	278.18341064453125	279.5	284.0	113.2	1	0	0	0	1	0	0	8
work-mcp1k-mcs80on	410008	0	35	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	411460	0	6	-1	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
work-mcp1k-mcs80on	412208	0	7	7001	292.5450744628906	0.86928790807724	54.4826545715332	153.44964599609375	154.6	223.4	54.7	1	0	0	0	1	0	0	4
