idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1684136	0	nan
1	6505	130	11	1587112	0	nan
2	6512	130	13	1517868	0	nan
3	6520	130	16	1555168	0	nan
4	6528	130	11	1682892	0	nan
5	6529	130	11	1604700	0	nan
6	6532	130	18	2014744	0	nan
7	6536	130	11	1625380	0	nan
8	6545	130	14	1715984	0	nan
9	6550	130	10	1475836	0	nan
10	6570	131	21	1897796	0	nan
11	6588	131	9	1491920	0	nan
12	6604	132	26	2172764	0	nan
13	6606	132	12	1771024	0	nan
14	6612	132	14	1876324	0	nan
15	6642	132	17	1984420	0	nan
16	6650	132	13	1836420	0	nan
17	6711	134	10	1523972	0	nan
18	6748	134	13	1567000	0	nan
19	6775	135	11	1544308	0	nan
20	6786	135	17	1897632	0	nan
21	6804	136	12	1602816	0	nan
22	6805	136	12	1746840	0	nan
23	6806	136	12	1843972	0	nan
24	6821	136	13	1575988	0	nan
25	6822	136	16	2000008	0	nan
26	6837	136	13	1883900	0	nan
27	6844	136	14	1786224	0	nan
28	6852	137	14	1624672	0	nan
29	6867	137	13	1612440	0	nan
30	6874	137	21	2086248	0	nan
31	6878	137	16	1753036	0	nan
32	6887	137	11	1544252	0	nan
33	6888	137	21	2003440	0	nan
34	6898	137	11	1550524	0	nan
