# doc pr/149 round 2 primary endpoint (149_pred_r2.txt sec 3), stage 2
# d = B - A, paired; zzi_rms_dr in CM (calib-dump length unit; round-1 doc and 149_pred_r2.txt label it mm -- a label error, the threshold 0.01 is applied in cm); improved/worsened at |d zzi_rms_dr| > 0.01; exact sign test
pr149s2r2rscs vs pr149s2r2s0 [iso (PRIMARY)] n=150 paired=144  base median zzi_rms_dr 1.1548  median d zzi_rms_dr +0.0078  median d zzi_ratio -0.01059  improved 59 worsened 71 sign-test p=0.335  | median d zz_rms_dr (all segs) +0.0132  median d uncov -0.00110  => does not improve
pr149s2r2rscs vs pr149s2r2s0 [vtx_iso] n=256 paired=230  base median zzi_rms_dr 0.4557  median d zzi_rms_dr -0.0062  median d zzi_ratio -0.01084  improved 108 worsened 103 sign-test p=0.783  | median d zz_rms_dr (all segs) -0.0035  median d uncov -0.00217  => does not improve
pr149s2r2rscs vs pr149s2r2s0 [control] n=150 paired=0  base median zzi_rms_dr nan  median d zzi_rms_dr +nan  median d zzi_ratio +nan  improved 0 worsened 0 sign-test p=nan  | median d zz_rms_dr (all segs) +nan  median d uncov +nan  => does not improve
pr149s2r2rs vs pr149s2r2s0 [iso (PRIMARY)] n=150 paired=144  base median zzi_rms_dr 1.1876  median d zzi_rms_dr +0.0149  median d zzi_ratio -0.00096  improved 55 worsened 76 sign-test p=0.0802  | median d zz_rms_dr (all segs) +0.0196  median d uncov -0.00054  => does not improve
pr149s2r2rs vs pr149s2r2s0 [vtx_iso] n=256 paired=230  base median zzi_rms_dr 0.4257  median d zzi_rms_dr -0.0033  median d zzi_ratio -0.00181  improved 107 worsened 103 sign-test p=0.836  | median d zz_rms_dr (all segs) +0.0013  median d uncov -0.00038  => does not improve
pr149s2r2rs vs pr149s2r2s0 [control] n=150 paired=0  base median zzi_rms_dr nan  median d zzi_rms_dr +nan  median d zzi_ratio +nan  improved 0 worsened 0 sign-test p=nan  | median d zz_rms_dr (all segs) +nan  median d uncov +nan  => does not improve
pr149s2r2rscs vs pr149s2r2cs [iso (PRIMARY)] n=150 paired=142  base median zzi_rms_dr 1.1169  median d zzi_rms_dr +0.0076  median d zzi_ratio -0.00220  improved 61 worsened 69 sign-test p=0.539  | median d zz_rms_dr (all segs) +0.0129  median d uncov -0.00064  => does not improve
pr149s2r2rscs vs pr149s2r2cs [vtx_iso] n=256 paired=222  base median zzi_rms_dr 0.5228  median d zzi_rms_dr -0.0144  median d zzi_ratio -0.00433  improved 115 worsened 87 sign-test p=0.0572  | median d zz_rms_dr (all segs) -0.0091  median d uncov -0.00059  => does not improve
pr149s2r2rscs vs pr149s2r2cs [control] n=150 paired=6  base median zzi_rms_dr 0.5203  median d zzi_rms_dr -0.0210  median d zzi_ratio -0.00202  improved 3 worsened 3 sign-test p=1  | median d zz_rms_dr (all segs) -0.0085  median d uncov +0.03662  => does not improve
pr149s2r2cs vs pr149s2r2s0 [iso (PRIMARY)] n=150 paired=142  base median zzi_rms_dr 1.1548  median d zzi_rms_dr -0.0031  median d zzi_ratio -0.00621  improved 66 worsened 65 sign-test p=1  | median d zz_rms_dr (all segs) +0.0019  median d uncov -0.00020  => does not improve
pr149s2r2cs vs pr149s2r2s0 [vtx_iso] n=256 paired=237  base median zzi_rms_dr 0.4263  median d zzi_rms_dr +0.0079  median d zzi_ratio -0.00636  improved 98 worsened 116 sign-test p=0.245  | median d zz_rms_dr (all segs) +0.0041  median d uncov -0.00094  => does not improve
pr149s2r2cs vs pr149s2r2s0 [control] n=150 paired=0  base median zzi_rms_dr nan  median d zzi_rms_dr +nan  median d zzi_ratio +nan  improved 0 worsened 0 sign-test p=nan  | median d zz_rms_dr (all segs) +nan  median d uncov +nan  => does not improve
pr149s2r2rscs vs pr149s2r2rs [iso (PRIMARY)] n=150 paired=140  base median zzi_rms_dr 1.2396  median d zzi_rms_dr -0.0146  median d zzi_ratio -0.00713  improved 77 worsened 58 sign-test p=0.121  | median d zz_rms_dr (all segs) -0.0206  median d uncov -0.00068  => does not improve
pr149s2r2rscs vs pr149s2r2rs [vtx_iso] n=256 paired=216  base median zzi_rms_dr 0.4882  median d zzi_rms_dr +0.0074  median d zzi_ratio -0.00796  improved 96 worsened 106 sign-test p=0.527  | median d zz_rms_dr (all segs) -0.0065  median d uncov -0.00125  => does not improve
pr149s2r2rscs vs pr149s2r2rs [control] n=150 paired=2  base median zzi_rms_dr 1.1487  median d zzi_rms_dr -0.7988  median d zzi_ratio -0.52586  improved 2 worsened 0 sign-test p=0.5  | median d zz_rms_dr (all segs) +0.1240  median d uncov +0.01825  => does not improve
