idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1966804	0	nan
1	6505	130	12	1872128	0	nan
2	6512	130	14	1792932	0	nan
3	6520	130	17	1847956	0	nan
4	6528	130	12	1963740	0	nan
5	6529	130	12	1884840	0	nan
6	6532	130	19	2200192	0	nan
7	6536	130	12	1903392	0	nan
8	6545	130	15	1955188	0	nan
9	6550	130	11	1730628	0	nan
10	6570	131	22	2169564	0	nan
11	6588	131	10	1780884	0	nan
12	6604	132	27	2306608	0	nan
13	6606	132	14	2054596	0	nan
14	6612	132	14	2162864	0	nan
15	6642	132	19	2191032	0	nan
16	6650	132	14	2101416	0	nan
17	6711	134	11	1836936	0	nan
18	6748	134	14	1844436	0	nan
19	6775	135	12	1827712	0	nan
20	6786	135	19	2075524	0	nan
21	6804	136	13	1894156	0	nan
22	6805	136	13	2020492	0	nan
23	6806	136	13	2089516	0	nan
24	6821	136	13	1856252	0	nan
25	6822	136	17	2247676	0	nan
26	6837	136	15	2150944	0	nan
27	6844	136	14	2089152	0	nan
28	6852	137	14	1917828	0	nan
29	6867	137	13	1854752	0	nan
30	6874	137	23	2244676	0	nan
31	6878	137	18	2019840	0	nan
32	6887	137	12	1842596	0	nan
33	6888	137	23	2124340	0	nan
34	6898	137	12	1830880	0	nan
