run	idx	wall_s	peak_rss_gb	total_wall_s	total_core_s	node_wall_s	node_core_s	tfs_wall_s	tfs_core_s	mem_peak_res_gb	mains	tgm	stm_eval	stm	nu_cands	steiner_kept	clusters	conn_calls	lazy_calls	ncomp_max	conn_max_pairs	conn_max_walked	load_ms	scope_ms	flag_ms	steiner_ms	tgm_ms	stm_ms	fc_ms	protect_ms	refresh_ms	nu_ms	w_trk_ms	w_tag_ms	w_disp_ms	w_stm_ms	done_ms	other_ms	m_load_gb	m_steiner_gb	m_stm_gb	m_protect_gb	m_nu_gb	m_disp_gb	m_done_gb
039252	15	99	2.78	98.401	98.073	97.094	97.042	1.307	1.03	2.781	85	22	63	11	10	85	110	4	0	29	0	0	613.1	134.2	104.3	17857.6	1951.9	26167.9	139.7	102.6	434.4	46008.1	209.4	30.7	1047.7	112.6	1384.8	186.1	0.73	1.157	1.42	1.42	2.341	2.78	2.78
039252	5	190	3.21	188.587	184.3	183.246	183.188	5.341	1.111	3.206	81	20	61	13	11	81	113	6	1	385	73817	52859	768.4	171.1	135.9	36333.8	4908.0	31066.9	170.5	9827.2	9274.3	86642.9	220.2	29.8	1052.8	117.7	1602.1	230.7	0.865	2.21	2.21	2.21	2.662	3.19	3.206
039252	8	91	2.45	90.558	89.206	88.185	88.112	2.373	1.094	2.444	72	20	52	7	6	72	112	3	0	13	0	0	688.2	149.9	123.4	56519.0	11553.4	9048.6	157.8	20.1	75.1	6756.1	164.1	29.6	616.3	76.8	1279.3	221.5	0.804	2.069	2.07	2.071	2.072	2.391	2.444
039253	11	150	3.19	150.121	149.867	148.862	148.803	1.259	1.064	3.188	85	24	61	11	10	85	128	2	0	88	0	0	752.8	158.6	130.0	31849.0	2682.9	26132.7	173.0	368.7	407.0	81819.8	250.6	31.7	1431.2	121.6	1645.9	218.2	0.829	1.786	1.786	1.786	2.573	3.184	3.188
039253	15	52	1.74	51.94	51.675	50.737	50.684	1.203	0.99	1.898	82	15	67	10	6	82	108	2	0	12	0	0	472.3	107.4	84.4	15312.9	1719.4	10370.7	110.1	19.5	139.0	19993.3	183.9	33.0	644.9	75.5	882.6	156.7	0.58	0.968	1.098	1.098	1.507	1.889	1.898
039349	6	42	1.13	41.897	25.064	24.017	23.94	17.88	1.124	1.127	52	12	40	5	4	52	81	2	0	7	0	0	253.4	64.2	43.6	5346.2	338.3	4698.1	59.7	12.4	115.2	11600.7	190.4	33.1	463.1	57.5	453.9	90.9	0.351	0.525	0.636	0.636	0.8	1.123	1.127
039349	7	70	1.91	69.72	69.508	68.615	68.561	1.105	0.946	1.929	58	13	45	10	7	58	75	3	0	69	0	0	452.9	94.7	78.6	11493.1	1261.5	21705.1	84.7	690.4	978.1	29398.2	199.8	32.4	655.9	97.4	867.5	133.0	0.553	0.867	1.076	1.076	1.522	1.921	1.929
