# jemalloc sampling heap profile (lg_prof_sample 19), PDVD PR 039252/5 base lib, dump i110 (during ClusteringProtectBundle, after STM); jeprof --text --cum --inuse_space, ROOT/cling frames filtered
Total: 1653.0 MB
  1653.0 100.0% 100.0%   1653.0 100.0% malloc_usable_size
     0.0   0.0% 100.0%   1652.5 100.0% __libc_start_call_main
     0.0   0.0% 100.0%   1652.5 100.0% __libc_start_main_impl
     0.0   0.0% 100.0%   1652.5 100.0% _start
     0.0   0.0% 100.0%   1652.5 100.0% main
     0.0   0.0% 100.0%   1651.7  99.9% malloc
     0.0   0.0% 100.0%   1646.6  99.6% WireCell::Main::operator
     0.0   0.0% 100.0%   1646.6  99.6% WireCell::Pgraph::Graph::call_node
     0.0   0.0% 100.0%   1646.6  99.6% WireCell::Pgraph::Graph::execute
     0.0   0.0% 100.0%   1646.6  99.6% WireCell::Pgraph::Pgrapher::execute
     0.0   0.0% 100.0%   1552.9  93.9% std::__new_allocator::allocate (inline)
     0.0   0.0% 100.0%   1552.9  93.9% std::allocator_traits::allocate (inline)
     0.0   0.0% 100.0%   1547.3  93.6% WireCell::Clus::MultiAlgBlobClustering::operator
     0.0   0.0% 100.0%   1547.3  93.6% WireCell::IFunctionNode::operator
     0.0   0.0% 100.0%   1547.3  93.6% WireCell::Pgraph::Function::operator
     0.0   0.0% 100.0%    706.6  42.7% WireCell::Aux::TensorDM::as_pctree@1b8910
     0.0   0.0% 100.0%    706.6  42.7% WireCell::Aux::TensorDM::as_pctree@1b90e0
     0.0   0.0% 100.0%    706.6  42.7% WireCell::Clus::MultiAlgBlobClustering::load_grouping
     0.0   0.0% 100.0%    667.1  40.4% WireCell::PointCloud::Dataset::slice
     0.0   0.0% 100.0%    562.6  34.0% WireCell::PointCloud::Dataset::add@2027f0
     0.0   0.0% 100.0%    527.4  31.9% std::_Rb_tree::_M_create_node (inline)
     0.0   0.0% 100.0%    517.0  31.3% std::_Vector_base::_M_allocate (inline)
     0.0   0.0% 100.0%    481.9  29.2% std::__shared_count::__shared_count (inline)
     0.0   0.0% 100.0%    481.9  29.2% std::__shared_ptr::__shared_ptr (inline)
     0.0   0.0% 100.0%    481.9  29.2% std::make_shared (inline)
     0.0   0.0% 100.0%    481.9  29.2% std::shared_ptr::shared_ptr (inline)
     0.0   0.0% 100.0%    381.1  23.1% std::__allocate_guarded (inline)
     0.0   0.0% 100.0%    373.0  22.6% WireCell::Clus::Steiner::CreateSteinerGraph::visit
     0.0   0.0% 100.0%    373.0  22.6% WireCell::Clus::Steiner::CreateSteinerGraph::visit::{lambda#2}::operator [clone .isra.0]
