run	idx	wall_s	peak_rss_gb	total_wall_s	total_core_s	node_wall_s	node_core_s	tfs_wall_s	tfs_core_s	mem_peak_res_gb	mains	tgm	stm_eval	stm	nu_cands	steiner_kept	clusters	conn_calls	lazy_calls	ncomp_max	conn_max_pairs	conn_max_walked	load_ms	scope_ms	flag_ms	steiner_ms	tgm_ms	stm_ms	fc_ms	protect_ms	refresh_ms	nu_ms	w_trk_ms	w_tag_ms	w_disp_ms	w_stm_ms	done_ms	other_ms	m_load_gb	m_steiner_gb	m_stm_gb	m_protect_gb	m_nu_gb	m_disp_gb	m_done_gb
039252	15	109	3.2	108.092	98.137	106.744	97.108	1.348	1.028	3.201	85	22	63	11	10	85	110	4	0	29	0	0	609.1	123.5	104.5	15378.6	1702.6	19704.9	130.8	96.0	359.8	63944.2	269.5	39.5	1742.3	111.3	1624.8	206.9	0.726	1.152	1.42	1.42	2.76	3.2	3.2
039252	5	182	3.6	181.468	180.039	178.16	178.954	3.308	1.085	3.601	81	20	61	13	11	81	113	6	1	385	73817	52859	773.6	163.5	138.0	36266.7	4750.2	30049.7	171.0	8981.1	9295.9	83886.3	214.6	28.6	980.4	111.4	1505.4	224.0	0.864	2.211	2.211	2.211	3.084	3.593	3.601
039252	8	86	2.8	85.946	86.437	84.693	85.389	1.253	1.047	2.85	72	20	52	7	6	72	112	3	0	13	0	0	676.9	151.5	122.4	53598.7	11110.8	8494.0	155.1	19.9	72.1	7273.1	173.2	29.9	589.3	70.5	1245.4	219.1	0.804	2.069	2.071	2.071	2.435	2.789	2.85
039253	11	143	3.62	142.625	141.34	140.109	140.071	2.516	1.268	3.615	85	24	61	11	10	85	128	2	0	88	0	0	761.4	155.4	126.7	30498.3	2697.4	25267.4	160.7	341.6	353.4	75495.8	250.6	30.9	1400.3	119.5	1566.3	217.9	0.832	1.787	1.789	1.789	2.999	3.611	3.615
039253	15	65	2.32	64.55	59.715	58.217	58.695	6.333	1.02	2.315	82	15	67	10	6	82	108	2	0	12	0	0	477.6	99.6	81.7	19070.9	2251.7	12638.9	113.0	18.6	127.9	20930.3	196.7	31.5	647.0	73.0	869.2	150.6	0.584	0.969	1.109	1.109	1.921	2.306	2.315
039349	6	23	1.54	22.541	23.011	21.345	22.1	1.196	0.91	1.552	52	12	40	5	4	52	81	2	0	7	0	0	249.8	57.2	45.2	4595.0	298.3	3522.6	51.5	11.7	93.1	11036.6	184.0	30.1	440.3	52.2	427.8	83.9	0.355	0.526	0.637	0.637	1.223	1.548	1.552
039349	7	64	2.33	62.969	63.411	61.784	62.496	1.185	0.915	2.335	58	13	45	10	7	58	75	3	0	69	0	0	455.5	90.6	76.8	10441.2	1119.8	19316.9	82.2	674.2	906.1	26411.3	193.6	31.3	620.8	93.5	799.4	130.5	0.549	0.864	1.076	1.076	1.939	2.326	2.335
