run	idx	wall_s	peak_rss_gb	total_wall_s	total_core_s	node_wall_s	node_core_s	tfs_wall_s	tfs_core_s	mem_peak_res_gb	mains	tgm	stm_eval	stm	nu_cands	steiner_kept	clusters	conn_calls	lazy_calls	ncomp_max	conn_max_pairs	conn_max_walked	load_ms	scope_ms	flag_ms	steiner_ms	tgm_ms	stm_ms	fc_ms	protect_ms	refresh_ms	nu_ms	w_trk_ms	w_tag_ms	w_disp_ms	w_stm_ms	done_ms	other_ms	m_load_gb	m_steiner_gb	m_stm_gb	m_protect_gb	m_nu_gb	m_disp_gb	m_done_gb
039252	15	179	3.2	178.708	178.375	177.433	177.335	1.275	1.04	3.197	85	22	63	11	10	85	110	4	0	29	0	0	685.9	151.6	109.9	18849.1	1917.5	40093.4	136.5	105.7	435.6	111617.1	196.7	26.3	912.7	146.9	1310.3	195.1	0.82	1.261	2.576	2.576	3.042	3.197	3.197
039252	5	478	3.35	477.628	477.005	476.021	475.94	1.607	1.064	3.35	81	20	61	13	11	81	113	6	1	385	73817	52859	841.9	178.3	134.0	36125.1	4638.4	47068.2	167.9	8463.0	9027.0	365666.3	201.6	30.5	881.4	118.1	1587.9	231.8	0.978	2.402	3.036	3.036	2.781	3.342	3.35
039252	8	120	3.14	120.048	117.485	116.771	116.384	3.277	1.1	3.201	72	20	52	7	6	72	112	3	0	13	0	0	820.8	173.2	139.4	66165.7	11648.5	14953.5	175.4	22.7	88.5	19445.9	175.8	26.4	591.9	81.6	1303.8	239.5	0.908	2.337	2.424	2.424	2.85	3.138	3.201
039253	11	252	3.76	252.457	251.187	250.223	250.16	2.234	1.026	3.762	85	24	61	11	10	85	128	2	0	88	0	0	812.9	177.4	139.0	31195.3	2645.7	45650.5	164.6	368.4	424.3	164669.4	215.5	26.4	1194.2	125.2	1543.2	221.0	0.94	1.961	3.166	3.166	3.602	3.761	3.759
039253	15	85	2.32	85.031	84.695	83.786	83.729	1.245	0.966	2.32	82	15	67	10	6	82	108	2	0	12	0	0	536.7	111.7	82.3	14999.9	1698.0	14494.5	105.6	17.9	121.2	49375.4	171.8	25.3	556.5	72.0	840.5	155.2	0.652	1.059	2.01	2.01	2.16	2.319	2.32
039349	6	64	1.06	63.641	42.993	41.903	41.746	21.738	1.247	1.215	52	12	40	5	4	52	81	2	0	7	0	0	303.9	64.2	44.1	5714.5	388.0	7464.6	54.3	12.4	129.9	26303.6	189.2	27.1	433.5	57.0	447.2	88.8	0.389	0.576	1.022	1.022	1.057	1.215	1.215
039349	7	140	2.03	139.197	138.856	137.987	137.912	1.21	0.944	2.027	58	13	45	10	7	58	75	3	0	69	0	0	504.6	105.6	79.5	12196.1	1158.1	34716.8	81.9	676.8	982.4	85072.3	194.4	26.3	592.9	103.0	907.2	142.9	0.617	0.951	1.864	1.864	1.868	2.026	2.026
