run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
18255	1	49415	0	0	1000009	21	21	same	3	0	1	11.3	0	0	152.10	101.24	367.98	0	126.9	-2.7245	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.6784	4525.9	1	1000009	1	0	0	0	4	1
18255	1	49745	0	0	5	4	4	same	1	0	1	46.2	0	0	-61.13	-88.23	311.21	0	340.7	0.1525	-15.0000	10	1	0	1	0	1	0	-1				-1	-1	-1	-1		1.8496	18856.9	0	5	1	0	0	0	3	2
18255	1	49767	0	0	8	13	13	same	1	0	0	1.1	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.9311	11978.6	0	8	0	0	0	0	1	0
18255	1	49877	0	0	9	1	1	same	1	0	0	1.4	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.3176	200.2	0	9	0	0	0	0	1	0
18255	1	49987	0	0	7	6	6	same	3	0	0	217.9	0	0	-107.87	180.54	338.35	0	622.2	2.9237	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.6431	6813.1	0	7	1	0	0	0	7	4
18255	1	50801	0	0	12	23	23	same	18	1	1	49.7	1	1	-148.97	-31.25	302.54	0	442.7	-0.5677	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		2.0174	18256.7	0	12	1	0	0	0	26	8
18255	1	51219	0	0	6	15	15	same	5	0	1	186.0	0	0	-84.43	-109.68	15.01	0	875.6	3.5612	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.8646	14188.7	0	6	1	0	0	0	14	9
18255	1	51868	0	0	1000004	8	8	same	12	0	1	158.5	0	0	12.09	-23.01	211.18	0	621.4	1.3611	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		1.4503	10934.1	1	4	1	0	0	0	15	3
18255	1	51890	0	0	1000008	20	20	same	3	0	1	289.9	0	0	56.99	128.86	33.92	0	1395.7	4.5326	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		0.6305	9807.9	1	8	1	0	0	0	7	4
18255	1	52044	0	0	9	18	18	same	8	0	1	107.9	0	0	-84.81	-118.05	241.03	0	820.0	2.5649	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.9836	18699.4	0	9	1	0	0	0	19	11
18255	1	52121	0	0	5	12	12	same	2	0	0	83.6	0	0	-28.82	-151.64	60.10	0	427.6	5.5616	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.9956	5980.6	0	5	1	0	0	0	4	2
18255	1	52220	0	0	9	15	15	same	3	0	0	164.0	0	0	-126.53	-80.27	123.82	0	521.1	3.7628	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.8035	17217.6	0	9	1	0	0	0	9	6
18255	1	52286	0	0	1000010	24	24	same	3	0	1	26.1	0	0	29.22	-52.10	76.19	0	366.5	-1.3480	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.2149	11232.7	1	11	1	0	0	0	8	5
18255	1	52352	0	0	10	16	16	same	5	0	1	5.4	0	0	-103.08	44.68	340.53	0	107.7	-1.3440	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.6064	2974.5	0	10	1	0	0	0	8	3
18255	1	52605	0	0	7	2	2	same	1	0	1	17.7	0	0	-152.53	51.21	313.47	0	346.3	-0.2649	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.0841	12666.9	0	7	1	0	0	0	8	7
18255	1	52638	0	0	1000007	14	14	same	1	0	0	1.5	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.8529	2220.7	1	7	0	0	0	0	1	0
18255	1	52759	0	0	1000010	14	14	same	3	0	1	19.5	0	0	55.87	-121.26	369.70	0	305.9	-2.1230	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.7609	5147.9	1	1000010	1	0	0	0	4	1
