idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	1948704	0	nan
1	6505	130	13	1840844	0	nan
2	6512	130	14	1763088	0	nan
3	6520	130	18	1823744	0	nan
4	6528	130	12	1931536	0	nan
5	6529	130	12	1867232	0	nan
6	6532	130	18	2190456	0	nan
7	6536	130	12	1901124	0	nan
8	6545	130	15	1963572	0	nan
9	6550	130	10	1735796	0	nan
10	6570	131	21	2137568	0	nan
11	6588	131	10	1762124	0	nan
12	6604	132	26	2305760	0	nan
13	6606	132	13	2047852	0	nan
14	6612	132	14	2152852	0	nan
15	6642	132	18	2182568	0	nan
16	6650	132	13	2084548	0	nan
17	6711	134	11	1829492	0	nan
18	6748	134	14	1830588	0	nan
19	6775	135	12	1806536	0	nan
20	6786	135	19	2052228	0	nan
21	6804	136	13	1876588	0	nan
22	6805	136	13	1999028	0	nan
23	6806	136	13	2065692	0	nan
24	6821	136	14	1835496	0	nan
25	6822	136	18	2206240	0	nan
26	6837	136	15	2140900	0	nan
27	6844	136	15	2064468	0	nan
28	6852	137	15	1893096	0	nan
29	6867	137	13	1828688	0	nan
30	6874	137	23	2226744	0	nan
31	6878	137	18	1985892	0	nan
32	6887	137	12	1827864	0	nan
33	6888	137	23	2096300	0	nan
34	6898	137	12	1794752	0	nan
