run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
711	20	2	0	0	8	2	2	same	1	0	0	97.3	0	0	-132.26	131.97	440.40	0	647.2	3.4562	-15.0000	4	0	1	0	0	0	4	1	numu	RES	CC	1515.5	395.9	1.154	0.31		1.2891	6512.0	0	8	1	0	0	0	1	0
711	20	5	0	0	1	5	5	same	1	0	0	282.8	0	0	-126.07	81.29	226.66	0	805.1	3.7166	-15.0000	4	0	1	0	0	0	1	0	numu	QE	CC	1618.4	657.9	0.561	0.50		0.6998	15180.6	0	1	1	0	0	0	13	12
711	20	13	0	0	0	61	12	not_in_act	1	0	1	168.1	0	0	-30.37	49.65	346.02	0	625.7	0.7942	-3.3140	8	0	0	1	0	0	2	1	numu	MEC	CC	1262.3	1059.5	1.322	0.31		1.4581	18293.4	0	0	1	1	1	1	10	9
711	20	25	0	0	3	8	8	same	1	0	1	34.5	0	0	-159.02	152.98	351.64	0	481.8	0.1110	-7.6970	8	0	0	1	0	0	1	0	numu	DIS	CC	811.6	553.8	0.113	0.14		0.2486	12236.3	0	3	1	0	1	1	7	6
711	20	28	0	0	5	4	4	same	2	0	0	34.4	0	0	-195.77	-105.95	453.77	0	487.0	-0.0606	-15.0000	4	0	1	0	0	0	2	1	numu	RES	CC	1165.4	239.7	1.228	23.11		1.3593	25595.8	0	5	1	0	0	0	3	1
711	20	42	0	0	9	18	18	same	4	0	0	19.0	0	0	-44.68	192.33	92.46	0	481.1	-1.3002	-15.0000	6	1	1	0	0	1	2	0	numu	DIS	CC	1072.7	40.4	0.211	218.39		0.3471	2042.1	0	9	1	0	0	0	30	26
711	60	5	0	0	1000001	12	12	same	2	0	0	155.4	0	0	156.38	-76.39	359.86	0	1262.3	1.6301	-15.0000	4	0	1	0	0	0	1	0	numu	DIS	NC	5328.7	1285.5	0.695	61.22		0.8301	47066.7	1	1000001	1	0	0	0	30	28
711	79	6	0	0	1000006	9	9	same	2	0	1	16.7	0	0	0.66	-6.04	229.32	0	227.2	-0.5731	-15.0000	8	0	0	1	0	0	1	0	numu	RES	CC	496.6	261.7	0.37	8.83		0.5038	4504.1	1	8	1	0	0	0	4	2
711	79	7	0	0	8	14	14	same	2	0	0	84.0	0	0	-49.42	130.99	417.81	0	329.4	2.8226	-15.0000	4	0	1	0	0	0	1	0	numu	QE	CC	2049.0	281.0	0.738	0.97		0.8761	4522.4	0	8	1	0	0	0	4	2
711	79	10	0	0	1000000	13	13	same	2	0	0	61.8	0	0	111.98	43.30	453.09	0	924.7	2.1602	0.8318	4	0	1	0	0	0	1	0	numu	DIS	CC	3630.9	1048.2	0.587	0.50		0.7250	25781.1	1	15	1	0	1	1	15	13
711	79	13	0	0	1000010	15	15	same	2	0	1	102.8	0	0	0.64	-14.37	494.66	0	368.2	2.3120	-15.0000	6	1	1	0	0	1	1	0	numu	RES	CC	1813.1	979.3	0.244	636.64		0.5952	4792.0	1	1000010	1	0	0	0	3	1
711	79	16	0	0	1000000	18	18	same	1	0	1	83.2	0	0	76.03	37.89	56.33	0	741.0	1.2969	-15.0000	8	0	0	1	0	0	3	0	numu	RES	NC	2262.9	828.3	1.047	1.37		1.1839	16902.5	1	11	1	0	0	0	19	18
711	79	24	0	0	1000006	26	26	same	14	0	1	136.3	0	0	45.13	48.63	238.15	0	678.8	1.7591	-15.0000	4	0	1	0	0	0	2	1	numu	RES	CC	875.5	626.7	0.75	0.90		0.8859	8443.8	1	11	1	0	0	0	15	1
711	79	27	0	0	1000000	5	5	same	1	0	0	147.9	0	0	177.55	-20.52	354.78	0	483.3	2.6842	-15.0000	4	0	1	0	0	0	1	0	numu	QE	CC	1952.7	455.8	0.564	0.40		0.7011	13060.9	1	1000000	1	0	0	0	4	3
711	79	44	0	0	0	5	5	same	2	0	0	148.7	0	0	-190.63	102.87	156.82	0	2713.4	1.3113	-3.3506	4	0	1	0	0	0	1	0	numu	DIS	CC	4373.4	2546.4	1.486	9.40		1.6179	91217.7	0	0	1	0	1	1	64	62
711	79	45	0	0	1000005	10	10	same	1	0	1	48.0	0	0	148.75	45.50	68.42	0	743.8	1.1253	-15.0000	4	0	1	0	0	0	1	0	numu	RES	CC	814.3	633.2	1.294	0.43		1.4300	17543.0	1	1000005	1	0	0	0	11	10
711	79	48	0	0	5	11	11	same	2	0	1	10.7	1	1	-80.48	-131.33	453.94	0	208.9	-1.6895	-15.0000	8	0	0	1	0	0	2	0	numu	RES	NC	920.6	255.6	0.927	0.66		1.0622	4473.9	0	5	1	0	0	0	9	7
711	90	6	0	0	1000008	14	14	same	1	0	0	68.1	0	0	86.15	-177.63	9.68	0	588.6	2.4885	-15.0000	4	0	1	0	0	0	1	0	numu	RES	CC	763.1	484.9	0.476	0.88		0.6110	5266.6	1	1000008	1	0	0	0	7	6
711	90	18	0	0	4	17	17	same	3	0	0	498.3	0	0	13.57	-110.22	4.53	0	1292.1	4.7763	-15.0000	4	0	1	0	0	0	2	0	numu	RES	CC	2900.7	1124.9	0.581	302.20		0.7336	22369.2	0	4	1	0	0	0	8	5
711	90	19	0	0	0	23	21	in_act_not_selected	35	0	1	19.9	0	0	-103.44	99.75	143.21	0	695.8	0.1618	-15.0000	8	0	0	1	0	0	2	1	numu	RES	NC	3154.8	1245.4	1.427	0.04		1.5623	31628.5	0	0	1	1	0	0	58	23
711	90	25	0	0	1000003	19	19	same	1	0	1	354.7	0	0	119.55	169.88	144.91	0	1099.2	4.8555	-15.0000	4	0	1	0	0	0	3	0	numu	RES	CC	1581.3	1146.0	0.994	3.43		1.1331	24404.8	1	1000003	1	0	0	0	2	1
711	90	30	0	0	1000008	20	20	same	1	0	1	156.3	0	0	18.84	54.49	24.02	0	1077.7	3.6407	-15.0000	4	0	1	0	0	0	1	0	numu	RES	CC	989.9	726.2	0.894	2.55		1.0297	12966.8	1	1000008	1	0	0	0	4	3
711	90	32	0	0	5	8	8	same	1	0	0	6.5	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	1	-1				-1	-1	-1	-1		0.4523	4140.1	0	5	0	0	0	0	1	0
711	90	35	0	0	10	10	10	same	1	0	0	49.6	0	0	-66.36	98.38	408.60	0	711.9	-0.4013	-3.8592	8	0	0	1	0	0	3	2	numu	RES	NC	635.6	494.8	0.717	10.44		0.8539	7486.5	0	10	1	0	1	1	15	14
711	99	15	0	0	2	5	5	same	2	0	0	32.7	0	0	-200.27	113.95	112.99	0	391.0	-1.8485	-15.0000	10	1	0	1	0	1	1	0	numu	QE	NC	1350.5	320.0	1.464	48.40		1.5953	36655.6	0	2	1	0	0	0	8	6
711	99	23	0	0	9	18	18	same	2	0	0	18.5	0	0	-32.44	-199.23	430.03	0	370.8	-2.5621	-15.0000	6	1	1	0	0	1	1	0	numu	QE	CC	678.4	94.1	0.099	504.28		0.2504	1955.6	0	9	1	0	0	0	2	0
