# doc pdvd/99 sec 4.4 -- p99rwprod against p96vprod (pctree/tlas against p96vprod) on the 84 events with frame length 6400; d99rw_identity.py
039349_0: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_1: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_10: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_11: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_12: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 270/343 (tracking-pr.root:T_cluster/cluster_id, tracking-pr.root:T_cluster/in_scope, tracking-pr.root:T_cluster/is_main, tracking-pr.root:T_cluster/is_associated ...) | mabc-pr DIFFERS 16/25 vs 25
039349_13: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_14: IDENTICAL | pctree identical | tlas window only (readout_window_ticks=6400) | pr identical (343 branches) | mabc-pr identical 25/25 vs 25
039349_15: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 270/343 (tracking-pr.root:T_cluster/cluster_id, tracking-pr.root:T_cluster/in_scope, tracking-pr.root:T_cluster/is_main, tracking-pr.root:T_cluster/is_associated ...) | mabc-pr DIFFERS 16/25 vs 25
039349_16: IDENTICAL | pctree identical | tlas window only (readout_window_ticks=6400) | pr identical (343 branches) | mabc-pr identical 25/25 vs 25
039349_17: IDENTICAL | pctree identical | tlas window only (readout_window_ticks=6400) | pr identical (343 branches) | mabc-pr identical 25/25 vs 25
039349_18: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_19: IDENTICAL | pctree identical | tlas window only (readout_window_ticks=6400) | pr identical (343 branches) | mabc-pr identical 25/25 vs 25
039349_2: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_20: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_21: IDENTICAL | pctree identical | tlas window only (readout_window_ticks=6400) | pr identical (343 branches) | mabc-pr identical 25/25 vs 25
039349_22: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_23: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
039349_24: differs   | pctree identical | tlas window only (readout_window_ticks=6400) | pr DIFFERS 255/343 (tracking-pr.root:T_proj_data/cluster_id, tracking-pr.root:T_proj_data/channel, tracking-pr.root:T_proj_data/time_slice, tracking-pr.root:T_proj_data/charge ...) | mabc-pr DIFFERS 17/25 vs 25
