idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1889212	0	nan
1	6505	130	12	1813516	0	nan
2	6512	130	14	1734008	0	nan
3	6520	130	17	1790808	0	nan
4	6528	130	12	1897312	0	nan
5	6529	130	12	1832564	0	nan
6	6532	130	18	2114652	0	nan
7	6536	130	12	1841096	0	nan
8	6545	130	15	1889476	0	nan
9	6550	130	10	1694296	0	nan
10	6570	131	22	2061432	0	nan
11	6588	131	10	1702536	0	nan
12	6604	132	27	2210992	0	nan
13	6606	132	13	1971884	0	nan
14	6612	132	14	2062056	0	nan
15	6642	132	18	2088504	0	nan
16	6650	132	13	2004060	0	nan
17	6711	134	11	1760300	0	nan
18	6748	134	14	1769652	0	nan
19	6775	135	11	1784856	0	nan
20	6786	135	18	1998360	0	nan
21	6804	136	13	1810032	0	nan
22	6805	136	12	1929828	0	nan
23	6806	136	12	1994660	0	nan
24	6821	136	13	1784832	0	nan
25	6822	136	16	2144900	0	nan
26	6837	136	14	2065016	0	nan
27	6844	136	14	2002840	0	nan
28	6852	137	14	1857000	0	nan
29	6867	137	13	1787840	0	nan
30	6874	137	22	2166832	0	nan
31	6878	137	16	1949236	0	nan
32	6887	137	12	1790556	0	nan
33	6888	137	21	2060516	0	nan
34	6898	137	12	1763964	0	nan
