idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1958352	0	nan
1	6505	130	12	1868468	0	nan
2	6512	130	13	1790012	0	nan
3	6520	130	16	1842860	0	nan
4	6528	130	12	1957628	0	nan
5	6529	130	12	1883840	0	nan
6	6532	130	18	2202644	0	nan
7	6536	130	11	1902352	0	nan
8	6545	130	14	1960160	0	nan
9	6550	130	10	1728876	0	nan
10	6570	131	21	2173700	0	nan
11	6588	131	10	1782040	0	nan
12	6604	132	25	2306772	0	nan
13	6606	132	13	2047636	0	nan
14	6612	132	14	2162656	0	nan
15	6642	132	17	2191064	0	nan
16	6650	132	13	2103764	0	nan
17	6711	134	10	1838132	0	nan
18	6748	134	13	1851448	0	nan
19	6775	135	11	1826688	0	nan
20	6786	135	17	2075788	0	nan
21	6804	136	13	1896936	0	nan
22	6805	136	12	2014516	0	nan
23	6806	136	12	2092296	0	nan
24	6821	136	12	1862204	0	nan
25	6822	136	16	2245876	0	nan
26	6837	136	13	2151368	0	nan
27	6844	136	13	2089812	0	nan
28	6852	137	14	1919252	0	nan
29	6867	137	12	1855996	0	nan
30	6874	137	22	2240960	0	nan
31	6878	137	16	2014420	0	nan
32	6887	137	11	1847812	0	nan
33	6888	137	22	2122208	0	nan
34	6898	137	11	1831724	0	nan
