sample	event	arm	segid	source	nseg	npoints	len_cm	ke_mcs	amb	tracklen_cm	ke_range_mcs	ke_range_toolkit	ke_dqdx_toolkit	nsegs14	bad_path	cathode_drop	cathode_mask	nseg_chain	len_chain	ke_range_chain	nseg_bridged	len_bridged
mcp1k	347085	work-d84r3-cens-mcp1k	4011	long_muon_else_pf	1	95	56.4	199.5	0.8489	56.4	157.6	158.2	122.1	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	348471	work-d84r3-cens-mcp1k	12054	long_muon_else_pf	1	113	67.3	158.4	0.2438	67.3	180.9	181.7	168.4	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	348691	work-d84r3-cens-mcp1k	9003	long_muon_else_pf	1	601	360.0	1554.7	0.645	358.1	810.6	829.6	829.6	25	false	0	0	0	0.0	-1.0	0	0
mcp1k	348845	work-d84r3-cens-mcp1k	7001	long_muon_else_pf	1	121	71.8	1656.8	0.9917	71.1	189.1	191.3	167.7	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	349241	work-d84r3-cens-mcp1k	15001	long_muon_else_pf	1	88	52.5	116.6	0.5778	51.9	147.9	149.6	137.4	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	349461	work-d84r3-cens-mcp1k	17005	long_muon_else_pf	1	213	127.0	300.5	0.1021	126.6	306.4	308.8	316.4	9	false	0	0	0	0.0	-1.0	0	0
mcp1k	349549	work-d84r3-cens-mcp1k	12091	long_muon_else_pf	1	98	58.3	169.8	0.7008	58.3	161.7	162.4	154.6	4	false	1	1	0	0.0	-1.0	0	0
mcp1k	349835	work-d84r3-cens-mcp1k	2004	long_muon_else_pf	1	75	44.4	83.0	0.9105	43.7	129.9	131.8	122.1	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	349879	work-d84r3-cens-mcp1k	17001	long_muon_else_pf	1	441	264.0	847.0	0.4206	262.9	601.7	609.2	601.2	18	false	0	0	0	0.0	-1.0	0	0
mcp1k	349945	work-d84r3-cens-mcp1k	18055	long_muon_else_pf	1	303	181.2	1084.2	0.8213	180.1	420.3	425.5	416.7	12	false	0	0	0	0.0	-1.0	0	0
mcp1k	350297	work-d84r3-cens-mcp1k	18001	long_muon_else_pf	1	430	259.1	623.9	0.4209	257.6	590.0	598.1	589.2	18	false	2	3	0	0.0	-1.0	0	0
mcp1k	350935	work-d84r3-cens-mcp1k	11001	long_muon_else_pf	1	423	253.1	498.9	0.03719	241.6	554.9	584.5	487.2	16	false	0	0	0	0.0	-1.0	0	0
mcp1k	351705	work-d84r3-cens-mcp1k	3000	long_muon_else_pf	1	203	121.1	403.5	0.7521	119.4	291.1	296.3	313.4	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	352233	work-d84r3-cens-mcp1k	6000	long_muon_else_pf	1	153	92.6	624.9	0.9	92.6	234.7	235.7	194.2	6	false	2	2	0	0.0	-1.0	0	0
mcp1k	353223	work-d84r3-cens-mcp1k	15012	long_muon_else_pf	1	71	43.7	-1.0	-1	42.7	127.7	130.3	149.1	3	false	2	2	0	0.0	-1.0	0	0
mcp1k	353751	work-d84r3-cens-mcp1k	10003	long_muon_else_pf	1	205	123.6	302.2	0.2038	123.1	299.0	301.5	304.0	9	false	1	2	0	0.0	-1.0	0	0
mcp1k	387850	work-d84r3-cens-mcp1k	15000	long_muon_else_pf	1	207	123.9	371.4	0.6837	123.6	300.2	302.2	316.6	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	388026	work-d84r3-cens-mcp1k	12007	long_muon_else_pf	1	475	284.5	589.3	7.726e-05	283.2	646.1	655.5	666.5	19	false	0	0	0	0.0	-1.0	0	0
mcp1k	388224	work-d84r3-cens-mcp1k	3039	long_muon_else_pf	1	327	195.5	420.0	0.1413	194.6	452.1	456.8	449.1	13	false	0	0	0	0.0	-1.0	0	0
mcp1k	390182	work-d84r3-cens-mcp1k	4001	long_muon_else_pf	1	205	122.2	311.0	0.453	121.5	295.6	298.5	255.6	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	390842	work-d84r3-cens-mcp1k	3001	long_muon_else_pf	2	729	436.1	972.2	0.02861	432.7	980.0	1008.4	1024.9	29	false	0	0	2	436.1	1008.4	0	0
mcp1k	390864	work-d84r3-cens-mcp1k	16002	long_muon_else_pf	2	295	176.0	1873.8	0.9735	81.3	210.8	414.3	399.5	6	false	0	0	2	176.0	414.3	0	0
mcp1k	391260	work-d84r3-cens-mcp1k	13002	long_muon_else_pf	1	174	103.8	222.9	0.1169	103.0	256.7	259.5	256.8	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	391766	work-d84r3-cens-mcp1k	17002	long_muon_else_pf	4	500	297.5	645.1	0.05366	307.3	698.9	685.1	696.2	21	false	2	2	2	280.7	646.9	2	16.8
mcp1k	392552	work-d84r3-cens-mcp1k	12000	long_muon_else_pf	1	405	244.5	574.1	0.1229	244.2	560.7	565.3	564.9	17	false	2	3	0	0.0	-1.0	0	0
mcp1k	393042	work-d84r3-cens-mcp1k	15002	long_muon_else_pf	1	690	413.4	921.8	0.03233	411.7	932.3	955.6	946.6	28	false	1	1	0	0.0	-1.0	0	0
mcp1k	393608	work-d84r3-cens-mcp1k	9000	long_muon_else_pf	1	82	48.7	294.7	0.9587	48.7	141.1	141.3	108.4	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	394642	work-d84r3-cens-mcp1k	13012	long_muon_else_pf	2	544	325.7	4000.0	1	318.4	723.2	749.8	701.6	21	false	3	3	2	325.7	749.8	0	0
mcp1k	394796	work-d84r3-cens-mcp1k	15001	long_muon_else_pf	1	246	147.3	722.1	0.6977	144.8	344.9	352.3	320.5	10	false	1	1	0	0.0	-1.0	0	0
mcp1k	395148	work-d84r3-cens-mcp1k	21011	long_muon_else_pf	1	152	90.6	264.1	0.6333	89.8	228.7	231.5	270.6	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	395610	work-d84r3-cens-mcp1k	22000	long_muon_else_pf	1	347	208.9	956.4	0.7145	206.5	478.1	486.2	441.8	14	false	3	3	0	0.0	-1.0	0	0
mcp1k	395654	work-d84r3-cens-mcp1k	15001	long_muon_else_pf	1	347	208.7	451.1	0.05869	205.4	475.6	485.7	486.2	14	false	3	4	0	0.0	-1.0	0	0
mcp1k	397722	work-d84r3-cens-mcp1k	18005	long_muon_else_pf	1	111	66.1	307.8	0.7931	66.1	178.4	179.1	150.5	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	397920	work-d84r3-cens-mcp1k	8001	long_muon_else_pf	1	459	274.8	872.2	0.4237	274.4	626.8	633.5	592.2	19	false	0	0	0	0.0	-1.0	0	0
mcp1k	398260	work-d84r3-cens-mcp1k	5001	long_muon_else_pf	1	234	139.6	504.3	0.6192	138.5	331.5	335.7	327.8	10	false	0	0	0	0.0	-1.0	0	0
mcp1k	398690	work-d84r3-cens-mcp1k	18002	long_muon_else_pf	2	445	265.9	1034.2	0.6395	262.1	599.9	613.4	611.4	18	false	1	1	2	265.9	613.4	0	0
mcp1k	399118	work-d84r3-cens-mcp1k	9000	long_muon_else_pf	1	258	153.7	431.8	0.5141	152.6	361.5	366.0	373.6	10	false	1	1	0	0.0	-1.0	0	0
mcp1k	399702	work-d84r3-cens-mcp1k	27003	long_muon_else_pf	2	366	217.9	461.6	0.09003	216.3	499.6	506.2	496.8	15	false	0	0	2	217.9	506.2	0	0
mcp1k	399856	work-d84r3-cens-mcp1k	3002	long_muon_else_pf	2	110	64.7	254.9	0.8291	64.3	174.6	176.1	227.3	4	false	0	0	2	64.7	176.1	0	0
mcp1k	400460	work-d84r3-cens-mcp1k	18010	long_muon_else_pf	1	276	165.2	381.5	0.3071	163.9	385.4	390.9	398.2	11	false	0	0	0	0.0	-1.0	0	0
mcp1k	400504	work-d84r3-cens-mcp1k	6001	long_muon_else_pf	1	96	56.8	268.4	0.86	55.6	155.9	159.2	176.7	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	400592	work-d84r3-cens-mcp1k	14001	long_muon_else_pf	1	396	236.8	574.2	0.1551	236.2	543.2	548.1	534.3	16	false	0	0	0	0.0	-1.0	0	0
mcp1k	400636	work-d84r3-cens-mcp1k	13004	long_muon_else_pf	1	439	262.6	590.3	0.02558	260.5	596.5	605.9	583.6	18	false	0	0	0	0.0	-1.0	0	0
mcp1k	400636	work-d84r3-cens-mcp1k	6016	long_muon_else_pf	1	129	77.1	292.4	0.7941	77.1	201.9	202.6	171.7	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	400856	work-d84r3-cens-mcp1k	12009	long_muon_else_pf	1	160	95.3	213.3	0.2125	94.9	239.5	241.3	263.0	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	401252	work-d84r3-cens-mcp1k	25005	long_muon_else_pf	1	91	53.8	152.4	0.6164	52.4	148.9	152.5	111.1	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	401516	work-d84r3-cens-mcp1k	12011	long_muon_else_pf	1	282	168.3	353.7	0.04302	167.4	392.7	397.6	395.9	11	false	0	0	0	0.0	-1.0	0	0
mcp1k	401626	work-d84r3-cens-mcp1k	9000	long_muon_else_pf	1	174	103.8	299.8	0.5508	103.8	258.4	259.6	268.5	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	401780	work-d84r3-cens-mcp1k	13001	long_muon_else_pf	1	164	98.1	221.0	0.3343	96.8	243.5	247.3	402.1	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	402880	work-d84r3-cens-mcp1k	9003	long_muon_else_pf	1	122	72.4	543.3	0.8304	71.7	190.5	192.6	264.6	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	404244	work-d84r3-cens-mcp1k	12002	long_muon_else_pf	1	185	112.6	250.0	0.4044	110.9	273.2	278.2	266.2	7	false	2	3	0	0.0	-1.0	0	0
mcp1k	405432	work-d84r3-cens-mcp1k	15001	long_muon_else_pf	1	149	88.6	748.6	0.8786	87.9	224.8	227.1	221.9	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	405674	work-d84r3-cens-mcp1k	11005	long_muon_else_pf	2	283	168.4	401.0	0.1476	168.4	394.7	397.7	404.1	12	false	0	0	2	168.4	397.7	0	0
mcp1k	406796	work-d84r3-cens-mcp1k	11000	long_muon_else_pf	1	153	92.4	477.1	0.9252	92.4	234.2	235.1	230.1	6	false	2	3	0	0.0	-1.0	0	0
mcp1k	407148	work-d84r3-cens-mcp1k	15001	long_muon_else_pf	1	257	153.8	3834.7	0.9982	152.9	361.9	366.2	368.8	11	false	0	0	0	0.0	-1.0	0	0
mcp1k	407280	work-d84r3-cens-mcp1k	16006	long_muon_else_pf	1	320	192.8	484.7	0.5053	190.9	443.9	451.0	427.0	13	false	2	2	0	0.0	-1.0	0	0
mcp1k	407918	work-d84r3-cens-mcp1k	11008	long_muon_else_pf	1	154	91.8	208.0	0.4848	89.9	229.0	233.9	211.3	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	408534	work-d84r3-cens-mcp1k	9001	long_muon_else_pf	2	146	86.9	274.8	0.69	86.9	222.6	223.5	191.4	6	false	0	0	2	86.9	223.5	0	0
mcp1k	409942	work-d84r3-cens-mcp1k	17024	long_muon_else_pf	1	68	40.4	130.4	0.8688	40.4	122.5	122.9	130.2	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	409964	work-d84r3-cens-mcp1k	14004	long_muon_else_pf	1	190	113.2	274.8	0.1514	113.2	278.2	279.5	284.0	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	412208	work-d84r3-cens-mcp1k	7001	long_muon_else_pf	1	92	54.7	292.5	0.8693	54.5	153.4	154.6	223.4	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	48367	work-d84r3-cens-mcp1k	19000	long_muon_else_pf	1	298	178.1	403.0	0.2322	174.5	408.1	419.0	389.4	12	false	0	0	0	0.0	-1.0	0	0
mcp1k	486247	work-d84r3-cens-mcp1k	7002	long_muon_else_pf	1	78	46.2	280.0	0.9508	46.2	135.5	135.8	126.6	3	false	1	1	0	0.0	-1.0	0	0
mcp1k	486687	work-d84r3-cens-mcp1k	20069	long_muon_else_pf	1	494	297.4	637.5	0.0297	289.5	659.8	684.8	643.5	19	false	0	0	0	0.0	-1.0	0	0
mcp1k	487303	work-d84r3-cens-mcp1k	7001	long_muon_else_pf	1	204	122.1	270.2	0.08693	122.1	297.0	298.5	293.6	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	488139	work-d84r3-cens-mcp1k	14005	long_muon_else_pf	1	232	143.8	366.3	0.7839	142.5	340.0	344.7	335.6	10	false	3	4	0	0.0	-1.0	0	0
mcp1k	48895	work-d84r3-cens-mcp1k	17001	long_muon_else_pf	1	302	180.8	806.8	0.9612	178.4	416.5	424.8	407.2	12	false	0	0	0	0.0	-1.0	0	0
mcp1k	489327	work-d84r3-cens-mcp1k	19007	long_muon_else_pf	1	651	394.4	1674.5	0.757	391.0	885.2	910.4	871.1	26	false	3	4	0	0.0	-1.0	0	0
mcp1k	490361	work-d84r3-cens-mcp1k	20008	long_muon_else_pf	1	72	42.9	105.3	0.5813	42.9	128.0	128.4	108.0	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	490581	work-d84r3-cens-mcp1k	6002	long_muon_else_pf	2	382	228.4	1129.9	0.743	226.5	521.9	529.4	489.7	15	false	0	0	2	228.4	529.4	0	0
mcp1k	490977	work-d84r3-cens-mcp1k	17000	long_muon_else_pf	1	126	75.2	647.0	0.9267	75.2	197.9	198.6	173.5	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	492649	work-d84r3-cens-mcp1k	20000	long_muon_else_pf	1	135	80.5	223.7	0.4189	79.3	206.7	210.0	179.5	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	492803	work-d84r3-cens-mcp1k	16011	long_muon_else_pf	1	404	242.1	546.7	0.1148	238.3	547.8	560.0	549.4	16	false	0	0	0	0.0	-1.0	0	0
mcp1k	492913	work-d84r3-cens-mcp1k	15000	long_muon_else_pf	1	80	50.1	-1.0	-1	48.9	141.4	144.4	103.8	3	false	3	2	0	0.0	-1.0	0	0
mcp1k	493243	work-d84r3-cens-mcp1k	13000	long_muon_else_pf	1	315	188.6	471.6	0.199	188.0	437.6	441.8	411.1	13	false	0	0	0	0.0	-1.0	0	0
mcp1k	49951	work-d84r3-cens-mcp1k	16001	long_muon_else_pf	1	91	54.1	184.1	0.8131	53.8	152.0	153.1	150.1	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	51051	work-d84r3-cens-mcp1k	19001	long_muon_else_pf	1	420	253.9	1055.2	0.7132	252.2	578.3	586.3	562.7	17	false	2	3	0	0.0	-1.0	0	0
mcp1k	51513	work-d84r3-cens-mcp1k	16002	long_muon_else_pf	1	112	66.8	187.1	0.8262	66.8	179.9	180.6	174.7	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	52085	work-d84r3-cens-mcp1k	6002	long_muon_else_pf	1	173	104.6	351.0	0.6735	104.6	260.0	261.1	267.0	7	false	1	1	0	0.0	-1.0	0	0
mcp1k	52657	work-d84r3-cens-mcp1k	23000	long_muon_else_pf	1	171	101.9	276.9	0.5958	101.3	253.0	255.4	263.2	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	52723	work-d84r3-cens-mcp1k	7000	long_muon_else_pf	1	103	61.2	1129.1	0.9176	61.2	167.9	168.6	142.4	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	53361	work-d84r3-cens-mcp1k	27004	long_muon_else_pf	1	191	114.1	278.0	0.1945	114.1	280.0	281.3	286.9	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	53427	work-d84r3-cens-mcp1k	14004	long_muon_else_pf	2	332	200.3	430.3	0.03633	199.0	461.8	467.3	442.8	13	false	2	3	2	200.3	467.3	0	0
mcp1k	54175	work-d84r3-cens-mcp1k	18001	long_muon_else_pf	1	310	185.5	539.9	0.5014	184.7	430.4	434.9	418.8	13	false	0	0	0	0.0	-1.0	0	0
mcp1k	54351	work-d84r3-cens-mcp1k	17012	long_muon_else_pf	1	72	42.3	105.6	0.691	41.8	125.5	127.1	125.9	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	55539	work-d84r3-cens-mcp1k	18002	long_muon_else_pf	1	334	199.9	471.3	0.1378	199.1	461.8	466.4	428.6	14	false	0	0	0	0.0	-1.0	0	0
mcp1k	55595	work-d84r3-cens-mcp1k	8012	long_muon_else_pf	2	331	197.1	404.0	0.03826	195.8	454.6	460.4	452.2	13	false	0	0	2	197.1	460.4	0	0
mcp1k	55627	work-d84r3-cens-mcp1k	22001	long_muon_else_pf	1	313	187.0	890.3	0.7075	186.0	433.3	438.2	409.1	13	false	0	0	0	0.0	-1.0	0	0
mcp1k	56243	work-d84r3-cens-mcp1k	9002	long_muon_else_pf	1	122	72.6	279.2	0.7906	72.6	192.5	193.2	158.1	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	56463	work-d84r3-cens-mcp1k	14006	long_muon_else_pf	2	686	412.9	887.2	0.0001455	408.4	924.8	954.4	902.6	28	false	2	3	2	412.9	954.4	0	0
mcp1k	57441	work-d84r3-cens-mcp1k	20000	long_muon_else_pf	1	171	101.9	858.6	0.8971	101.9	254.3	255.4	235.9	7	false	1	1	0	0.0	-1.0	0	0
mcp1k	57485	work-d84r3-cens-mcp1k	16006	long_muon_else_pf	1	78	46.1	116.1	0.6646	46.1	135.2	135.6	130.6	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	57575	work-d84r3-cens-mcp1k	12002	long_muon_else_pf	2	499	299.6	1087.7	0.6541	295.6	673.3	690.0	715.0	20	false	4	5	2	299.6	690.0	0	0
mcp1k	57661	work-d84r3-cens-mcp1k	18028	long_muon_else_pf	1	187	111.4	299.4	0.4466	111.4	274.3	275.5	285.0	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	57903	work-d84r3-cens-mcp1k	14004	long_muon_else_pf	1	92	54.7	143.5	0.3486	54.7	153.9	154.5	150.0	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	58321	work-d84r3-cens-mcp1k	19004	long_muon_else_pf	1	248	150.0	328.0	0.08224	148.2	352.2	358.1	326.5	10	false	2	3	0	0.0	-1.0	0	0
mcp1k	58345	work-d84r3-cens-mcp1k	7001	long_muon_else_pf	1	82	48.5	357.7	0.9277	48.3	140.1	140.9	116.2	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	58653	work-d84r3-cens-mcp1k	4000	long_muon_else_pf	1	156	93.1	508.1	0.8545	92.8	235.1	236.8	208.8	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	59003	work-d84r3-cens-mcp1k	19000	long_muon_else_pf	1	530	319.1	837.6	0.4959	314.0	713.6	734.5	721.2	21	false	4	5	0	0.0	-1.0	0	0
mcp1k	59025	work-d84r3-cens-mcp1k	19004	long_muon_else_pf	2	443	265.9	700.1	0.2542	265.1	606.5	613.3	619.2	18	false	2	3	2	265.9	613.3	0	0
mcp1k	59093	work-d84r3-cens-mcp1k	15005	long_muon_else_pf	1	194	115.5	284.0	0.2427	114.7	281.3	284.4	276.1	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	59179	work-d84r3-cens-mcp1k	15003	long_muon_else_pf	1	249	148.6	417.6	0.6006	147.6	350.9	355.0	363.8	10	false	0	0	0	0.0	-1.0	0	0
mcp1k	59247	work-d84r3-cens-mcp1k	15005	long_muon_else_pf	2	271	162.3	366.8	0.09307	162.1	381.4	384.7	457.8	11	false	2	2	2	162.3	384.7	0	0
mcp1k	59261	work-d84r3-cens-mcp1k	11006	long_muon_else_pf	2	160	94.9	232.2	0.4724	92.7	235.0	240.6	255.3	6	false	0	0	2	94.9	240.6	0	0
mcp1k	59335	work-d84r3-cens-mcp1k	11020	long_muon_else_pf	1	116	69.1	185.9	0.4594	69.1	184.9	185.6	251.7	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	59371	work-d84r3-cens-mcp1k	8001	long_muon_else_pf	1	171	101.9	681.1	0.8235	101.4	253.2	255.4	221.5	7	false	1	1	0	0.0	-1.0	0	0
mcp1k	59553	work-d84r3-cens-mcp1k	10004	long_muon_else_pf	1	118	70.3	228.2	0.748	70.3	187.4	188.1	176.1	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	59685	work-d84r3-cens-mcp1k	6007	long_muon_else_pf	1	175	104.5	611.2	0.7517	103.8	258.2	260.8	225.1	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	59929	work-d84r3-cens-mcp1k	20000	long_muon_else_pf	1	232	138.8	646.4	0.7415	137.6	329.6	334.1	297.1	10	false	0	0	0	0.0	-1.0	0	0
mcp1k	60017	work-d84r3-cens-mcp1k	7000	long_muon_else_pf	1	79	46.6	699.1	0.9238	46.6	136.4	136.7	169.7	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	60669	work-d84r3-cens-mcp1k	17000	long_muon_else_pf	1	122	72.8	253.2	0.7483	72.8	192.8	193.5	196.2	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	60933	work-d84r3-cens-mcp1k	18003	long_muon_else_pf	1	238	143.2	391.0	0.7099	143.2	341.5	343.5	340.2	10	false	2	3	0	0.0	-1.0	0	0
mcp1k	61351	work-d84r3-cens-mcp1k	17000	long_muon_else_pf	1	602	360.5	1168.9	0.3102	359.9	814.6	830.7	785.3	25	false	0	0	0	0.0	-1.0	0	0
mcp1k	61417	work-d84r3-cens-mcp1k	9001	long_muon_else_pf	1	252	150.9	937.7	0.8076	150.9	357.8	360.0	345.7	10	false	0	0	0	0.0	-1.0	0	0
mcp1k	61461	work-d84r3-cens-mcp1k	10012	long_muon_else_pf	1	156	92.8	269.6	0.6202	92.8	235.0	236.0	224.3	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	61579	work-d84r3-cens-mcp1k	20048	long_muon_else_pf	1	221	133.4	373.0	0.6545	133.4	320.8	322.5	314.3	9	false	2	2	0	0.0	-1.0	0	0
mcp1k	61681	work-d84r3-cens-mcp1k	2001	long_muon_else_pf	1	177	105.4	309.5	0.5873	105.0	260.9	262.9	266.4	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	62149	work-d84r3-cens-mcp1k	13002	long_muon_else_pf	1	170	101.5	275.9	0.4619	101.5	253.4	254.5	236.5	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	62281	work-d84r3-cens-mcp1k	19002	long_muon_else_pf	1	169	101.2	261.2	0.45	100.9	252.1	253.8	232.8	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	62459	work-d84r3-cens-mcp1k	10001	long_muon_else_pf	1	328	196.4	438.6	0.1028	195.1	453.1	458.7	453.8	13	false	0	0	0	0.0	-1.0	0	0
mcp1k	62495	work-d84r3-cens-mcp1k	16001	long_muon_else_pf	1	101	60.3	237.6	0.8479	60.0	165.3	166.6	134.7	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	62613	work-d84r3-cens-mcp1k	17000	long_muon_else_pf	1	506	302.9	856.4	0.5565	300.6	684.3	697.4	690.8	20	false	0	0	0	0.0	-1.0	0	0
mcp1k	63163	work-d84r3-cens-mcp1k	6004	long_muon_else_pf	2	306	182.4	1176.7	0.9102	178.5	416.9	428.3	460.4	12	false	0	0	2	182.4	428.3	0	0
mcp1k	63427	work-d84r3-cens-mcp1k	18002	long_muon_else_pf	1	75	44.3	297.1	0.9152	44.3	131.2	131.6	122.9	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	63551	work-d84r3-cens-mcp1k	6000	long_muon_else_pf	1	164	98.1	275.8	0.8437	96.8	243.6	247.3	244.3	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	63559	work-d84r3-cens-mcp1k	11000	long_muon_else_pf	1	274	164.0	1288.7	0.8824	163.1	383.7	388.4	361.2	11	false	0	0	0	0.0	-1.0	0	0
mcp1k	63603	work-d84r3-cens-mcp1k	13002	long_muon_else_pf	1	121	73.7	612.6	0.9557	73.7	194.7	195.4	183.1	5	false	2	3	0	0.0	-1.0	0	0
mcp1k	63669	work-d84r3-cens-mcp1k	5001	long_muon_else_pf	2	309	184.5	893.3	0.6606	182.9	426.4	432.8	419.0	13	false	0	0	2	184.5	432.8	0	0
mcp1k	64503	work-d84r3-cens-mcp1k	9000	long_muon_else_pf	1	86	51.1	136.6	0.7594	50.7	145.4	146.7	134.1	3	false	0	0	0	0.0	-1.0	0	0
mcp1k	64921	work-d84r3-cens-mcp1k	11002	long_muon_else_pf	1	142	84.7	237.3	0.6089	84.7	218.1	218.9	209.4	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	64959	work-d84r3-cens-mcp1k	19000	long_muon_else_pf	1	151	89.9	545.7	0.7717	88.3	225.7	230.0	195.7	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	65053	work-d84r3-cens-mcp1k	6000	long_muon_else_pf	1	194	115.8	263.8	0.01465	115.8	283.6	284.9	253.8	8	false	0	0	0	0.0	-1.0	0	0
mcp1k	65289	work-d84r3-cens-mcp1k	18011	long_muon_else_pf	1	125	74.5	210.4	0.7485	74.2	195.8	197.2	192.5	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	65295	work-d84r3-cens-mcp1k	13000	long_muon_else_pf	1	109	64.5	644.1	0.8789	64.5	175.0	175.8	155.1	4	false	0	0	0	0.0	-1.0	0	0
mcp1k	66118	work-d84r3-cens-mcp1k	9003	long_muon_else_pf	1	122	72.8	191.1	0.4754	72.8	192.8	193.5	174.7	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	66712	work-d84r3-cens-mcp1k	11008	long_muon_else_pf	2	112	66.6	222.5	0.6493	66.2	178.6	180.3	141.6	5	false	0	0	2	66.6	180.3	0	0
mcp1k	67746	work-d84r3-cens-mcp1k	10001	long_muon_else_pf	2	304	181.5	678.8	0.6169	179.9	419.9	426.4	437.2	12	false	0	0	2	181.5	426.4	0	0
mcp1k	68648	work-d84r3-cens-mcp1k	15002	long_muon_else_pf	1	151	89.8	290.5	0.7709	89.4	228.0	229.8	197.6	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	68714	work-d84r3-cens-mcp1k	5001	long_muon_else_pf	1	158	94.0	198.7	0.1258	93.7	237.0	238.7	241.4	6	false	0	0	0	0.0	-1.0	0	0
mcp1k	68956	work-d84r3-cens-mcp1k	16009	long_muon_else_pf	1	118	70.2	411.9	0.8317	70.2	187.3	188.0	149.7	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	68978	work-d84r3-cens-mcp1k	18001	long_muon_else_pf	1	257	153.6	519.0	0.5924	151.9	359.8	365.8	363.1	10	false	0	0	0	0.0	-1.0	0	0
mcp1k	71046	work-d84r3-cens-mcp1k	19001	long_muon_else_pf	1	326	195.0	699.9	0.6446	194.5	451.8	455.8	417.8	13	false	0	0	0	0.0	-1.0	0	0
mcp1k	71222	work-d84r3-cens-mcp1k	22007	long_muon_else_pf	1	123	73.2	1307.8	0.8915	73.2	193.7	194.4	166.1	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	71266	work-d84r3-cens-mcp1k	15000	long_muon_else_pf	1	159	94.8	626.9	0.8919	94.8	239.4	240.4	227.3	7	false	0	0	0	0.0	-1.0	0	0
mcp1k	71640	work-d84r3-cens-mcp1k	9001	long_muon_else_pf	1	409	244.7	524.7	0.05151	241.3	554.3	565.7	548.1	16	false	0	0	0	0.0	-1.0	0	0
mcp1k	72256	work-d84r3-cens-mcp1k	9001	long_muon_else_pf	1	116	69.1	393.8	0.8956	68.4	183.3	185.5	160.4	5	false	0	0	0	0.0	-1.0	0	0
mcp1k	72586	work-d84r3-cens-mcp1k	17004	long_muon_else_pf	1	516	308.9	742.6	0.2348	308.3	701.1	711.1	685.4	21	false	1	1	0	0.0	-1.0	0	0
