fileidx	file	entry	run	subrun	event
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	6	296	62	9277
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	7	296	62	10365
032	reco1-detsim-g4-filter-gen-2d66-6a85-3ade-f37f_nuecc.root	8	296	62	11923
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	0	299	12	841
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	1	299	12	2209
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	2	299	12	3413
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	3	299	12	6522
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	4	299	12	7880
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	5	299	12	8081
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	6	299	12	9511
033	reco1-detsim-g4-filter-gen-2f24-af9f-3789-d201_nuecc.root	7	299	12	9899
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	0	298	27	615
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	1	298	27	5803
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	2	298	27	6706
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	3	298	27	7048
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	4	298	27	8281
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	5	298	27	8685
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	6	298	27	9258
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	7	298	27	10086
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	8	298	27	10236
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	9	298	27	11163
034	reco1-detsim-g4-filter-gen-3283-b655-7ec8-234a_nuecc.root	10	298	27	11951
035	reco1-detsim-g4-filter-gen-32f6-d6b6-c688-b8d5_nuecc.root	0	296	31	620
035	reco1-detsim-g4-filter-gen-32f6-d6b6-c688-b8d5_nuecc.root	1	296	31	2006
035	reco1-detsim-g4-filter-gen-32f6-d6b6-c688-b8d5_nuecc.root	2	296	31	2434
035	reco1-detsim-g4-filter-gen-32f6-d6b6-c688-b8d5_nuecc.root	3	296	31	4942
035	reco1-detsim-g4-filter-gen-32f6-d6b6-c688-b8d5_nuecc.root	4	296	31	10282
035	reco1-detsim-g4-filter-gen-32f6-d6b6-c688-b8d5_nuecc.root	5	296	31	10422
036	reco1-detsim-g4-filter-gen-375e-895e-066e-20af_nuecc.root	0	296	36	4520
036	reco1-detsim-g4-filter-gen-375e-895e-066e-20af_nuecc.root	1	296	36	7650
036	reco1-detsim-g4-filter-gen-375e-895e-066e-20af_nuecc.root	2	296	36	7893
036	reco1-detsim-g4-filter-gen-375e-895e-066e-20af_nuecc.root	3	296	36	8665
036	reco1-detsim-g4-filter-gen-375e-895e-066e-20af_nuecc.root	4	296	36	11687
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	0	294	96	450
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	1	294	96	1813
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	2	294	96	1838
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	3	294	96	2313
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	4	294	96	4690
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	5	294	96	5256
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	6	294	96	5902
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	7	294	96	6597
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	8	294	96	7249
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	9	294	96	9324
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	10	294	96	9613
037	reco1-detsim-g4-filter-gen-3a3b-fd4f-0673-3889_nuecc.root	11	294	96	10233
038	reco1-detsim-g4-filter-gen-3bfe-dfb6-bbe6-b757_nuecc.root	0	296	53	319
038	reco1-detsim-g4-filter-gen-3bfe-dfb6-bbe6-b757_nuecc.root	1	296	53	792
038	reco1-detsim-g4-filter-gen-3bfe-dfb6-bbe6-b757_nuecc.root	2	296	53	6597
038	reco1-detsim-g4-filter-gen-3bfe-dfb6-bbe6-b757_nuecc.root	3	296	53	11510
038	reco1-detsim-g4-filter-gen-3bfe-dfb6-bbe6-b757_nuecc.root	4	296	53	12191
038	reco1-detsim-g4-filter-gen-3bfe-dfb6-bbe6-b757_nuecc.root	5	296	53	12398
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	0	295	22	832
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	1	295	22	1901
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	2	295	22	2850
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	3	295	22	3240
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	4	295	22	4612
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	5	295	22	6041
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	6	295	22	7093
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	7	295	22	11177
039	reco1-detsim-g4-filter-gen-3c15-0fcd-e9a7-6c17_nuecc.root	8	295	22	11337
040	reco1-detsim-g4-filter-gen-3ef2-f9f9-24cc-7dfb_nuecc.root	0	296	19	2754
040	reco1-detsim-g4-filter-gen-3ef2-f9f9-24cc-7dfb_nuecc.root	1	296	19	5010
040	reco1-detsim-g4-filter-gen-3ef2-f9f9-24cc-7dfb_nuecc.root	2	296	19	6765
040	reco1-detsim-g4-filter-gen-3ef2-f9f9-24cc-7dfb_nuecc.root	3	296	19	10603
041	reco1-detsim-g4-filter-gen-3f55-94c8-1a19-f5a0_nuecc.root	0	296	8	2808
041	reco1-detsim-g4-filter-gen-3f55-94c8-1a19-f5a0_nuecc.root	1	296	8	3296
041	reco1-detsim-g4-filter-gen-3f55-94c8-1a19-f5a0_nuecc.root	2	296	8	10774
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	0	295	35	962
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	1	295	35	2593
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	2	295	35	3113
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	3	295	35	5016
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	4	295	35	7870
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	5	295	35	7904
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	6	295	35	8966
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	7	295	35	11945
042	reco1-detsim-g4-filter-gen-4008-1c8d-c886-4c68_nuecc.root	8	295	35	12368
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	0	297	89	88
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	1	297	89	989
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	2	297	89	1955
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	3	297	89	3217
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	4	297	89	4108
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	5	297	89	4455
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	6	297	89	6731
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	7	297	89	8283
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	8	297	89	8361
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	9	297	89	9133
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	10	297	89	10934
043	reco1-detsim-g4-filter-gen-42cf-4e47-0e8b-cfa8_nuecc.root	11	297	89	12301
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	0	295	15	437
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	1	295	15	1396
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	2	295	15	2517
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	3	295	15	4601
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	4	295	15	4775
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	5	295	15	5001
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	6	295	15	5179
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	7	295	15	6175
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	8	295	15	11089
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	9	295	15	11845
044	reco1-detsim-g4-filter-gen-432e-f1c2-2d0b-46f7_nuecc.root	10	295	15	12403
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	0	296	13	724
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	1	296	13	1122
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	2	296	13	1214
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	3	296	13	1471
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	4	296	13	1587
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	5	296	13	2347
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	6	296	13	2984
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	7	296	13	4359
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	8	296	13	4817
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	9	296	13	6809
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	10	296	13	7028
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	11	296	13	7591
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	12	296	13	8055
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	13	296	13	8654
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	14	296	13	9384
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	15	296	13	10096
045	reco1-detsim-g4-filter-gen-436f-1030-8e93-5b82_nuecc.root	16	296	13	10722
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	0	296	58	3306
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	1	296	58	4068
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	2	296	58	5512
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	3	296	58	5836
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	4	296	58	6683
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	5	296	58	6753
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	6	296	58	7025
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	7	296	58	8586
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	8	296	58	9242
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	9	296	58	9765
046	reco1-detsim-g4-filter-gen-43b9-07e2-e3db-c1fa_nuecc.root	10	296	58	10738
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	0	295	79	539
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	1	295	79	1488
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	2	295	79	2674
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	3	295	79	3787
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	4	295	79	4839
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	5	295	79	5864
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	6	295	79	8080
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	7	295	79	8108
047	reco1-detsim-g4-filter-gen-44ff-a15f-585c-af0f_nuecc.root	8	295	79	10009
048	reco1-detsim-g4-filter-gen-4509-7c13-1aa0-9877_nuecc.root	0	296	54	595
048	reco1-detsim-g4-filter-gen-4509-7c13-1aa0-9877_nuecc.root	1	296	54	2542
048	reco1-detsim-g4-filter-gen-4509-7c13-1aa0-9877_nuecc.root	2	296	54	4500
048	reco1-detsim-g4-filter-gen-4509-7c13-1aa0-9877_nuecc.root	3	296	54	7633
048	reco1-detsim-g4-filter-gen-4509-7c13-1aa0-9877_nuecc.root	4	296	54	10747
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	0	295	92	901
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	1	295	92	1093
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	2	295	92	1358
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	3	295	92	1509
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	4	295	92	4663
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	5	295	92	7516
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	6	295	92	10768
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	7	295	92	11197
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	8	295	92	11200
049	reco1-detsim-g4-filter-gen-4577-51ba-b363-72ca_nuecc.root	9	295	92	12202
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	0	293	50	1004
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	1	293	50	1705
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	2	293	50	2838
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	3	293	50	3741
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	4	293	50	6562
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	5	293	50	6942
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	6	293	50	9173
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	7	293	50	9403
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	8	293	50	9781
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	9	293	50	10310
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	10	293	50	10974
050	reco1-detsim-g4-filter-gen-460e-dc5f-d2e9-8a1f_nuecc.root	11	293	50	11290
051	reco1-detsim-g4-filter-gen-4612-fd26-321c-ad37_nuecc.root	0	294	38	2392
051	reco1-detsim-g4-filter-gen-4612-fd26-321c-ad37_nuecc.root	1	294	38	4937
051	reco1-detsim-g4-filter-gen-4612-fd26-321c-ad37_nuecc.root	2	294	38	5621
051	reco1-detsim-g4-filter-gen-4612-fd26-321c-ad37_nuecc.root	3	294	38	8797
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	0	291	26	923
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	1	291	26	3245
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	2	291	26	5381
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	3	291	26	5474
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	4	291	26	6105
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	5	291	26	8053
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	6	291	26	8472
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	7	291	26	9856
052	reco1-detsim-g4-filter-gen-4793-d8f1-8546-e8a7_nuecc.root	8	291	26	11568
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	0	293	62	71
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	1	293	62	376
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	2	293	62	2662
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	3	293	62	4372
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	4	293	62	5247
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	5	293	62	7192
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	6	293	62	8282
053	reco1-detsim-g4-filter-gen-48a0-f837-fc5d-ba47_nuecc.root	7	293	62	8775
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	0	296	85	104
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	1	296	85	479
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	2	296	85	2298
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	3	296	85	2828
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	4	296	85	3173
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	5	296	85	3865
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	6	296	85	7582
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	7	296	85	8349
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	8	296	85	8583
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	9	296	85	8631
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	10	296	85	9932
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	11	296	85	10082
054	reco1-detsim-g4-filter-gen-49fb-7dc1-f8aa-5222_nuecc.root	12	296	85	12362
055	reco1-detsim-g4-filter-gen-4abd-8b1a-7dc6-d8a8_nuecc.root	0	300	26	1449
055	reco1-detsim-g4-filter-gen-4abd-8b1a-7dc6-d8a8_nuecc.root	1	300	26	6926
055	reco1-detsim-g4-filter-gen-4abd-8b1a-7dc6-d8a8_nuecc.root	2	300	26	8197
055	reco1-detsim-g4-filter-gen-4abd-8b1a-7dc6-d8a8_nuecc.root	3	300	26	9505
056	reco1-detsim-g4-filter-gen-4afc-5a4b-0ace-59ad_nuecc.root	0	294	27	1051
056	reco1-detsim-g4-filter-gen-4afc-5a4b-0ace-59ad_nuecc.root	1	294	27	1800
056	reco1-detsim-g4-filter-gen-4afc-5a4b-0ace-59ad_nuecc.root	2	294	27	3906
056	reco1-detsim-g4-filter-gen-4afc-5a4b-0ace-59ad_nuecc.root	3	294	27	4032
056	reco1-detsim-g4-filter-gen-4afc-5a4b-0ace-59ad_nuecc.root	4	294	27	6145
056	reco1-detsim-g4-filter-gen-4afc-5a4b-0ace-59ad_nuecc.root	5	294	27	11841
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	0	296	49	4024
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	1	296	49	5127
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	2	296	49	6353
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	3	296	49	8002
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	4	296	49	10396
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	5	296	49	11067
057	reco1-detsim-g4-filter-gen-4bc0-0ffe-a29d-23e4_nuecc.root	6	296	49	11445
058	reco1-detsim-g4-filter-gen-4d4f-ee79-e658-f9bb_nuecc.root	0	296	42	267
058	reco1-detsim-g4-filter-gen-4d4f-ee79-e658-f9bb_nuecc.root	1	296	42	3930
058	reco1-detsim-g4-filter-gen-4d4f-ee79-e658-f9bb_nuecc.root	2	296	42	4405
058	reco1-detsim-g4-filter-gen-4d4f-ee79-e658-f9bb_nuecc.root	3	296	42	5112
058	reco1-detsim-g4-filter-gen-4d4f-ee79-e658-f9bb_nuecc.root	4	296	42	10838
058	reco1-detsim-g4-filter-gen-4d4f-ee79-e658-f9bb_nuecc.root	5	296	42	11581
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	0	291	45	526
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	1	291	45	540
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	2	291	45	1571
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	3	291	45	1832
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	4	291	45	2138
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	5	291	45	3433
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	6	291	45	3460
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	7	291	45	3471
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	8	291	45	4221
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	9	291	45	6535
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	10	291	45	9190
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	11	291	45	9852
059	reco1-detsim-g4-filter-gen-4d72-ef8f-c3bc-ad04_nuecc.root	12	291	45	12214
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	0	296	98	1011
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	1	296	98	2379
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	2	296	98	3212
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	3	296	98	8427
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	4	296	98	9038
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	5	296	98	9247
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	6	296	98	9284
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	7	296	98	10039
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	8	296	98	10261
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	9	296	98	10696
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	10	296	98	11239
060	reco1-detsim-g4-filter-gen-4d81-93cc-b97b-343b_nuecc.root	11	296	98	11876
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	0	294	50	884
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	1	294	50	2341
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	2	294	50	4659
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	3	294	50	4994
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	4	294	50	5254
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	5	294	50	5979
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	6	294	50	6823
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	7	294	50	7564
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	8	294	50	7928
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	9	294	50	8850
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	10	294	50	10247
061	reco1-detsim-g4-filter-gen-5030-de37-0ca2-75e7_nuecc.root	11	294	50	11721
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	0	296	97	169
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	1	296	97	725
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	2	296	97	1553
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	3	296	97	3391
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	4	296	97	5657
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	5	296	97	5717
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	6	296	97	6588
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	7	296	97	7232
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	8	296	97	8560
062	reco1-detsim-g4-filter-gen-5047-7cc2-8d0b-125f_nuecc.root	9	296	97	10801
063	reco1-detsim-g4-filter-gen-5067-44cb-a98c-b270_nuecc.root	0	294	56	185
063	reco1-detsim-g4-filter-gen-5067-44cb-a98c-b270_nuecc.root	1	294	56	2037
063	reco1-detsim-g4-filter-gen-5067-44cb-a98c-b270_nuecc.root	2	294	56	8094
063	reco1-detsim-g4-filter-gen-5067-44cb-a98c-b270_nuecc.root	3	294	56	10960
064	reco1-detsim-g4-filter-gen-5073-856a-56e3-08f9_nuecc.root	0	293	64	899
064	reco1-detsim-g4-filter-gen-5073-856a-56e3-08f9_nuecc.root	1	293	64	2676
064	reco1-detsim-g4-filter-gen-5073-856a-56e3-08f9_nuecc.root	2	293	64	7591
