run	subrun	event	idx	flav	mode	ccnc	Etot	Edep	T	vx	vy	vz
293	93	11164	0	nue	RES	CC	2461.4	1846.4	1.518	30.9400	98.5200	31.9900
293	94	233	0	nue	RES	CC	800.3	712.4	0.549	-193.3100	-40.3800	497.6600
293	94	1106	0	nue	RES	CC	1160.2	818.8	1.115	-177.3600	57.8000	393.4500
293	94	1877	0	numu	QE	NC	1246.6	0.0	0.670	600.7000	-192.5300	188.2000
293	94	1877	1	nue	DIS	CC	2578.0	1888.4	0.961	62.1400	49.8500	347.8100
293	94	2639	0	numu	QE	NC	320.7	0.0	0.810	-458.1200	-198.3800	-293.4200
293	94	2639	1	nue	MEC	CC	924.7	664.0	0.663	-99.2800	-136.8200	455.3800
293	94	2639	2	numu	RES	CC	2929.8	0.0	0.811	-292.5000	218.4500	978.2300
293	94	5776	0	numu	QE	CC	744.5	35.3	1.425	84.7300	-12.0400	578.9100
293	94	5776	1	nue	RES	CC	1374.8	1119.2	0.792	-51.9000	-69.6700	360.7200
293	94	7493	0	nue	QE	CC	1132.0	982.9	0.113	-9.3300	-20.6800	371.7800
293	94	7725	0	numu	QE	NC	4632.4	0.0	1.429	519.6800	33.4300	195.8600
293	94	7725	1	nue	QE	CC	120.7	74.0	1.276	202.0400	-112.1100	14.6300
293	94	7725	2	numu	QE	CC	408.2	0.0	0.484	391.6900	-116.4100	-434.6600
293	94	8424	0	nue	QE	CC	1161.8	971.6	0.887	-112.5300	139.6800	395.0900
293	94	8424	1	numu	RES	CC	1679.7	1165.9	1.261	47.8600	-137.9300	239.0100
293	94	10548	0	nue	QE	CC	1316.3	1297.4	1.259	-164.4500	-101.8600	225.5300
293	94	10701	0	nue	RES	CC	1753.1	1419.0	0.753	-60.0600	-168.6600	296.5700
293	94	10701	1	numu	RES	NC	978.7	493.7	0.760	152.7700	64.8900	31.9100
293	95	2119	0	nue	RES	CC	673.9	498.8	1.438	128.4200	49.5500	480.4800
293	95	2119	1	numu	QE	NC	235.5	0.0	0.171	-664.7400	198.1600	521.9300
293	95	2193	0	numu	MEC	CC	657.2	0.0	0.480	-84.5400	-538.5600	687.1300
293	95	2193	1	numu	QE	NC	432.9	0.0	0.216	265.9000	337.2100	-469.2800
293	95	2193	2	nue	MEC	CC	1873.2	1914.5	0.901	44.1400	157.9300	262.0100
293	95	3804	0	numu	QE	CC	529.1	299.3	0.678	13.8900	210.4200	362.0800
293	95	3804	1	nue	DIS	CC	1515.8	1307.7	0.165	96.4400	68.3200	305.6300
293	95	5273	0	numu	QE	CC	346.3	7.6	0.264	-527.0800	551.1100	-124.5600
293	95	5273	1	numu	QE	CC	269.0	0.0	1.159	-255.1000	-429.5500	614.2300
293	95	5273	2	nue	QE	CC	360.3	361.3	0.772	18.1700	-32.9000	358.6700
293	95	6540	0	numu	QE	CC	280.1	0.0	0.881	-23.7200	407.3200	-396.8700
293	95	6540	1	nue	QE	CC	1077.5	1008.6	0.065	-169.4600	-92.3000	155.6200
293	95	6540	2	numu	RES	NC	838.9	0.0	0.778	-196.5800	158.3900	1000.7600
293	95	6540	3	numu	RES	CC	1650.0	0.0	0.069	709.0800	542.4500	-273.7400
293	95	7287	0	nue	RES	CC	2054.6	696.2	0.111	187.2400	144.7400	460.4500
293	95	7877	0	nue	RES	CC	3241.6	1203.1	0.357	-75.7500	-103.6400	398.3200
293	95	7877	1	numu	RES	CC	1098.1	134.6	0.703	46.2100	-59.1200	-41.7000
293	95	10151	0	nue	DIS	CC	1938.1	1588.7	0.311	-176.6900	56.5600	130.4400
293	95	11105	0	nue	RES	CC	2381.9	2324.2	0.427	-7.2500	65.0500	94.9800
293	95	11105	1	numu	RES	NC	462.6	0.0	0.995	-6.4300	-577.1100	714.9600
293	95	12113	0	nue	QE	CC	2558.6	2523.9	0.401	117.9900	109.1000	17.9200
293	96	942	0	numu	QE	NC	346.4	0.0	1.403	-520.0500	91.5900	491.9000
293	96	942	1	nue	RES	CC	3631.5	2621.6	0.838	194.5200	3.8900	36.1400
293	96	3172	0	nue	RES	CC	999.6	773.7	1.394	38.9000	-139.4700	218.8400
293	96	4024	0	nue	RES	CC	1142.6	791.3	1.450	-149.0800	-200.4300	192.0200
293	96	4078	0	numu	RES	NC	1569.8	0.0	0.189	6.9700	-380.5700	987.9400
293	96	4078	1	nue	RES	CC	1512.8	672.4	0.191	-102.3700	-113.1300	491.8000
293	96	6506	0	nue	QE	CC	589.8	584.2	0.972	-76.9400	-39.4400	78.2700
293	96	6506	1	numu	QE	CC	1195.4	539.5	1.299	150.8400	207.2700	248.4500
293	96	6853	0	nue	QE	CC	1499.6	1466.8	0.792	-104.9100	43.4900	375.6600
293	96	7567	0	numu	QE	CC	247.9	0.0	0.859	486.9700	574.9000	-467.0100
293	96	7567	1	nue	QE	CC	1326.3	1298.7	0.623	-109.9200	135.0500	361.8000
293	96	9317	0	numu	RES	CC	2719.0	0.0	0.091	-547.7200	426.2900	-814.2700
293	96	9317	1	nue	DIS	CC	2762.7	2425.1	1.528	-10.7300	39.8800	321.9500
293	96	10744	0	nue	RES	CC	2204.9	1708.4	0.550	151.1200	-150.8800	394.1600
293	99	576	0	nue	RES	CC	570.6	520.0	1.208	100.1100	-105.8500	337.5600
293	99	1816	0	nue	MEC	CC	542.8	480.1	1.402	164.4100	12.2600	454.5900
293	99	2344	0	nue	QE	CC	1472.7	1418.9	0.557	-65.8700	-72.1800	93.1900
293	99	4071	0	nue	MEC	CC	1736.3	1533.1	0.968	78.2000	107.3300	9.7500
293	99	4071	1	numu	QE	CC	512.9	0.0	1.446	-524.0100	-94.5100	665.7100
293	99	6629	0	numu	QE	NC	449.9	0.0	1.224	-132.9300	-264.0900	394.8800
293	99	6629	1	nue	MEC	CC	1222.6	730.9	0.364	39.8000	165.4000	25.1500
293	99	8828	0	nue	QE	CC	829.1	692.3	0.251	-77.0500	-177.7000	78.6800
293	99	9344	0	nue	QE	CC	945.9	799.5	1.378	135.6700	173.7300	321.3300
293	99	10032	0	nue	DIS	CC	1328.7	903.8	1.160	-149.9200	-94.8300	9.9000
293	99	10032	1	numu	MEC	CC	723.2	1.4	0.567	253.8100	-25.4800	485.0900
293	99	10755	0	nue	QE	CC	2381.9	2360.0	0.574	-148.5900	-72.1400	52.0800
293	99	11798	0	nue	QE	CC	1095.7	26.6	1.181	200.8200	198.8200	122.2800
293	99	11798	1	numu	QE	CC	1088.3	587.5	1.545	-51.5100	55.2700	258.6500
293	99	11920	0	numu	QE	CC	619.6	0.0	0.658	-77.2100	-481.7200	287.4300
293	99	11920	1	nue	MEC	CC	682.9	643.3	0.828	-138.9300	104.9300	257.9200
293	99	12019	0	nue	QE	CC	997.9	103.1	0.475	-2.8300	203.7200	487.2400
293	99	12019	1	numu	RES	CC	1275.2	0.0	0.862	-484.9000	-43.5200	788.8800
293	99	12019	2	numu	MEC	CC	1304.5	0.0	0.790	32.3400	47.4300	-272.4700
294	2	4697	0	nue	QE	CC	1679.5	483.9	1.060	83.0900	51.7700	467.8800
294	2	8542	0	nue	QE	CC	1369.0	125.7	0.494	-57.3500	55.5900	482.9900
294	2	8752	0	nue	QE	CC	248.5	183.5	0.506	166.6600	203.6700	324.9900
294	2	8752	1	numu	QE	CC	893.8	648.2	0.521	58.3100	154.6700	195.0700
294	2	10486	0	nue	QE	CC	3624.2	3342.2	0.388	-39.2800	-168.0800	152.9700
294	2	12081	0	numu	DIS	NC	3881.3	0.0	1.558	179.7700	-370.8600	-552.0200
294	2	12081	1	nue	QE	CC	2489.8	2417.1	0.462	73.8300	-72.0700	218.9600
294	10	3205	0	nue	RES	CC	2726.8	1072.6	1.362	-181.8300	-106.7400	439.8400
294	10	3288	0	nue	RES	CC	2492.4	2296.5	1.146	50.3800	78.3300	142.2700
294	10	3288	1	numu	MEC	CC	1461.7	532.6	1.358	-195.5100	-125.9100	341.5400
294	10	3288	2	numu	MEC	CC	641.5	0.0	0.942	99.4700	-601.0100	-220.5800
294	10	4719	0	numu	QE	CC	511.8	21.8	0.831	217.8700	-429.0500	-154.3400
294	10	4719	1	numu	QE	CC	746.7	0.0	0.507	351.5500	-649.6000	-258.5300
294	10	4719	2	nue	MEC	CC	1248.4	1156.4	0.603	44.1100	-48.6700	364.2400
294	10	4834	0	nue	QE	CC	305.5	281.7	1.577	-193.9400	-182.1500	45.6300
294	10	5091	0	numu	QE	NC	562.7	0.0	0.629	-633.9400	-213.6300	-469.8900
294	10	5091	1	nue	RES	CC	1686.1	409.1	0.530	80.4100	-99.6100	478.9900
294	10	11666	0	nue	RES	CC	1872.5	997.5	0.714	-24.1800	172.9400	372.8300
294	10	11666	1	numu	QE	CC	346.8	0.0	1.145	658.7100	-504.3300	-462.6900
294	10	12102	0	numu	QE	CC	456.8	0.0	1.111	383.8200	-24.6800	-303.7200
294	10	12102	1	nue	RES	CC	643.4	454.8	0.396	176.2500	-100.4200	375.3200
294	11	667	0	numu	RES	CC	2381.0	0.0	1.312	484.5700	45.7100	93.7500
294	11	667	1	nue	QE	CC	1341.9	1200.0	0.636	-166.7700	164.3000	220.9800
294	11	1701	0	numu	QE	NC	371.5	0.0	0.879	-496.9000	-444.0500	133.7200
294	11	1701	1	nue	RES	CC	1966.0	476.6	0.153	130.8100	-37.1900	446.1700
294	11	1701	2	numu	MEC	CC	720.7	0.0	1.456	-493.0400	-92.5500	-195.7800
294	11	2982	0	nue	QE	CC	1529.5	492.8	1.307	109.4400	-151.0100	411.7800
294	11	2982	1	numu	DIS	CC	2369.9	0.0	1.070	-448.1800	12.5500	-444.6000
294	11	9882	0	numu	RES	CC	1071.7	27.3	0.933	215.2900	-186.8300	106.9700
294	11	9882	1	nue	QE	CC	496.4	172.4	1.327	-93.9100	-70.3800	495.0400
294	11	9909	0	numu	DIS	NC	3333.2	0.0	0.814	45.7800	29.1300	1027.0900
294	11	9909	1	nue	RES	CC	924.4	389.1	0.161	114.5000	-191.6200	110.9200
294	16	8243	0	numu	RES	NC	3842.1	0.0	0.683	-415.0500	-235.7700	1586.2800
294	16	8243	1	nue	RES	CC	920.6	426.5	1.153	-57.1200	-18.4400	428.6300
294	16	9766	0	nue	RES	CC	618.1	282.7	1.378	175.8500	81.4900	331.1400
294	16	10317	0	numu	QE	CC	4616.7	0.0	1.189	-706.3900	201.9600	-203.4700
294	16	10317	1	nue	DIS	CC	2342.2	620.6	0.283	76.3700	-162.4600	481.1400
294	16	11306	0	nue	QE	CC	850.0	790.3	1.119	-11.0100	28.8100	20.7300
294	16	11516	0	nue	QE	CC	715.4	0.0	0.660	688.7900	442.5800	-222.6700
294	16	11516	1	nue	QE	CC	1206.9	1159.5	1.052	63.3200	92.0600	230.5700
294	17	462	0	numu	MEC	CC	284.0	0.0	0.561	-528.0400	213.6000	-300.3400
294	17	462	1	nue	RES	CC	2221.2	757.8	0.556	-56.5000	-197.3400	100.0000
294	17	887	0	nue	RES	CC	1818.9	1751.7	1.393	-51.9300	-86.9700	225.3000
294	17	5173	0	numu	QE	CC	1006.8	0.0	0.350	-8.5900	-219.9700	-362.4400
294	17	5173	1	numu	QE	CC	2704.0	0.0	0.370	-587.7200	-25.3400	-365.4100
294	17	5173	2	nue	QE	CC	252.7	169.6	1.232	12.3400	71.6300	409.4700
294	17	9212	0	nue	DIS	CC	2208.5	1449.7	0.367	-180.3400	-169.5500	103.5500
294	17	11241	0	nue	QE	CC	1547.3	952.5	0.602	-0.8200	2.3900	328.7600
294	17	11241	1	numu	QE	CC	2899.3	1365.4	0.647	-80.6600	49.0300	2.6700
294	18	360	0	nue	QE	CC	843.1	732.6	0.094	-9.1700	34.0500	398.3000
294	18	759	0	numu	MEC	NC	371.6	0.0	0.891	-629.2600	-219.1000	433.3600
294	18	759	1	nue	RES	CC	1072.4	944.8	1.175	-159.0600	0.3500	42.3500
294	18	1199	0	numu	DIS	CC	1753.0	210.9	0.129	75.1600	250.8100	388.7700
294	18	1199	1	nue	RES	CC	3095.9	2309.8	0.073	-161.1900	-82.2700	427.1700
294	18	1199	2	numu	RES	CC	2949.0	0.0	0.875	33.3300	-461.9700	25.2900
294	18	4080	0	numu	QE	CC	535.7	0.0	0.484	182.1700	-296.3700	-277.4400
294	18	4080	1	nue	QE	CC	802.1	565.4	1.454	-56.0500	167.3100	368.4400
294	18	4512	0	numu	MEC	CC	2629.6	0.0	1.597	-335.9700	-194.8900	1182.7200
294	18	4512	1	nue	QE	CC	1047.8	1024.6	0.236	-82.9200	150.6400	155.9200
294	18	5045	0	nue	QE	CC	789.0	553.6	0.205	21.5800	132.7600	430.2000
294	18	9085	0	numu	MEC	CC	588.1	0.0	0.593	-562.5800	-45.1000	651.5200
294	18	9085	1	nue	QE	CC	1297.1	1264.3	0.973	92.0700	19.0400	122.3500
294	18	9085	2	numu	QE	CC	357.5	0.0	1.046	661.8400	-670.7800	70.5800
294	18	9369	0	numu	MEC	CC	539.7	0.0	1.587	128.0700	-81.3900	956.8700
294	18	9369	1	nue	QE	CC	6029.4	3498.8	1.530	43.1600	129.1500	385.5000
294	18	9369	2	numu	MEC	CC	631.0	0.0	0.889	118.5700	261.1200	981.0500
294	20	897	0	numu	QE	CC	1599.6	0.0	0.916	-310.3900	-19.2400	-457.6000
294	20	897	1	nue	QE	CC	959.7	794.5	0.677	-45.1700	124.2300	277.0800
294	20	1017	0	nue	RES	CC	2463.9	1764.4	0.467	-65.5500	71.6700	296.0700
294	20	1017	1	numu	QE	NC	529.2	0.0	1.231	231.2200	-202.6000	991.2300
294	20	1017	2	numu	DIS	CC	2256.3	0.2	1.393	-529.4400	208.9100	275.2700
294	20	1345	0	nue	MEC	CC	726.4	568.5	0.466	-17.2700	9.5000	240.2700
294	20	1345	1	numu	QE	CC	602.7	0.0	1.161	-239.5300	493.8400	-366.8400
294	20	3006	0	nue	DIS	CC	2146.2	1595.1	1.525	-64.6100	-123.6200	193.8600
294	20	3688	0	nue	MEC	CC	971.4	899.8	1.398	116.5300	80.5900	405.1700
294	20	3688	1	numu	DIS	CC	3087.2	0.0	0.327	-477.5700	296.5500	31.4300
294	20	3688	2	numu	QE	CC	403.9	6.3	1.463	-510.1900	411.9300	610.5000
294	20	3897	0	numu	QE	CC	628.0	0.0	1.088	67.6600	-489.2500	194.8300
294	20	3897	1	nue	RES	CC	1559.8	1286.2	1.300	-29.9900	-28.7800	284.2700
294	20	3897	2	numu	RES	NC	1617.2	0.0	0.899	-3.4600	45.5100	-341.7100
294	20	5908	0	numu	MEC	CC	868.4	9.4	1.344	-14.2400	-280.2600	-140.0500
294	20	5908	1	nue	RES	CC	972.6	621.6	1.149	86.4800	-151.7800	223.8900
294	20	6780	0	numu	QE	CC	406.1	0.0	1.148	444.1200	433.1000	-326.2300
294	20	6780	1	nue	QE	CC	1494.7	1432.3	0.828	-18.5200	-1.0600	276.7800
294	20	6780	2	numu	QE	CC	687.3	0.0	0.875	-59.0900	-435.4400	527.8400
294	20	6780	3	numu	QE	CC	333.7	0.0	1.436	582.6900	535.2700	392.2900
294	20	6868	0	numu	QE	NC	233.7	0.0	0.471	-270.0300	-144.1300	984.5100
294	20	6868	1	nue	RES	CC	1837.8	931.2	1.314	186.7600	-151.0000	99.5900
294	20	8687	0	nue	RES	CC	2367.8	2036.4	0.236	17.4900	3.9100	82.5900
294	20	9847	0	nue	DIS	CC	4115.3	3275.6	0.785	177.4300	-89.8400	217.3200
294	20	9926	0	numu	QE	CC	268.4	0.0	0.383	291.9800	-645.0100	32.8600
294	20	9926	1	nue	QE	CC	907.0	768.5	1.474	125.1900	-42.9600	420.9300
294	20	9926	2	numu	RES	CC	1585.9	0.0	0.524	-485.0000	-14.3900	850.3300
294	20	9926	3	numu	RES	NC	2893.0	0.0	0.187	-117.0100	299.5200	-768.8100
294	20	9926	4	numu	QE	CC	2168.2	0.0	0.989	170.1100	-677.7100	653.1100
294	20	10220	0	numu	DIS	CC	1338.0	0.0	0.662	531.3200	265.4500	528.6300
294	20	10220	1	nue	QE	CC	1464.3	1425.1	0.763	11.6900	-126.3100	61.0700
294	20	10468	0	numu	QE	CC	730.9	0.0	0.917	-306.2600	-99.5200	-430.0000
294	20	10468	1	nue	QE	CC	575.8	536.0	0.234	-184.3200	-144.6200	57.4600
294	20	12189	0	nue	DIS	CC	1928.6	1541.8	0.904	145.9500	99.0500	356.5800
294	20	12189	1	numu	RES	NC	2392.8	0.0	1.333	-640.0500	173.2700	136.1800
294	23	1859	0	numu	QE	CC	836.9	0.0	1.595	-141.0600	-198.0400	592.9000
294	23	1859	1	nue	QE	CC	1322.9	1170.1	0.672	195.2500	75.1700	198.5000
294	23	2807	0	nue	DIS	CC	991.2	457.1	0.669	-16.1100	187.6600	58.4300
294	23	2807	1	numu	RES	CC	1048.0	571.5	1.457	-131.8700	48.9100	428.4900
294	23	9964	0	numu	RES	CC	1123.0	0.0	0.106	-76.9900	163.0700	-298.5600
294	23	9964	1	nue	QE	CC	572.1	546.0	0.230	-165.6300	-70.3700	8.3500
294	23	9964	2	numu	QE	CC	1100.8	0.0	0.863	52.9200	-169.5400	-298.7400
294	23	12068	0	nue	QE	CC	608.6	566.6	0.651	-129.4400	140.5100	114.4300
294	25	2049	0	nue	QE	CC	2204.8	1914.8	1.255	25.5200	83.6600	4.2700
294	25	4300	0	numu	QE	CC	820.1	0.0	0.864	495.3800	-557.1600	217.1100
294	25	4300	1	nue	DIS	CC	2308.8	1983.9	0.274	108.9200	-125.4000	203.4100
294	25	4668	0	nue	QE	CC	658.7	585.6	0.213	-10.4700	103.0600	48.8600
294	25	7277	0	nue	RES	CC	2067.6	121.9	0.968	191.4700	-24.9600	495.2300
294	25	8772	0	numu	QE	CC	434.2	0.0	0.985	636.5500	331.5500	-79.1400
294	25	8772	1	nue	RES	CC	1800.7	1359.6	0.410	-110.3000	-162.2100	277.3100
294	26	1203	0	nue	RES	CC	839.3	590.8	0.448	-177.2500	147.7100	296.4900
294	26	1343	0	numu	QE	CC	1116.9	0.0	0.334	-523.2600	-182.8400	253.7000
294	26	1343	1	nue	QE	CC	869.2	274.7	0.975	111.0100	197.1700	263.7600
294	26	3236	0	numu	QE	NC	290.0	0.0	1.452	-149.3800	490.6400	-301.7600
294	26	3236	1	nue	RES	CC	2973.4	2388.9	0.718	1.8200	-67.5500	403.8000
294	26	6903	0	numu	DIS	CC	3444.6	1.9	0.721	-122.7300	-235.8300	567.4800
294	26	6903	1	nue	RES	CC	1168.8	970.6	0.871	-149.1200	38.0700	400.3500
294	26	7863	0	nue	RES	CC	2020.3	1403.1	0.374	2.4800	101.8200	359.4800
294	26	7863	1	numu	QE	NC	2355.5	0.0	0.826	-532.7000	143.9800	248.4000
294	26	7863	2	numu	QE	CC	439.0	0.0	0.093	660.2400	-526.4200	957.5500
294	26	8665	0	nue	QE	CC	1576.5	1118.0	1.152	-154.3900	-127.9500	377.4900
294	26	10381	0	nue	DIS	CC	1720.0	1427.5	1.189	91.2900	-23.7800	367.2100
294	26	12495	0	nue	RES	CC	3423.6	2785.2	0.788	35.8100	21.4300	249.3900
294	26	12495	1	numu	MEC	CC	514.1	0.0	0.831	132.9700	-41.6800	978.4300
294	27	1051	0	nue	RES	CC	3777.7	328.4	0.396	-149.5200	-45.0400	495.3300
294	27	1051	1	numu	QE	NC	433.9	176.6	0.501	109.7800	114.3300	180.0500
294	27	1800	0	nue	QE	CC	942.7	648.1	1.057	176.3700	-154.4400	424.0900
294	27	3906	0	numu	RES	CC	2725.3	0.0	1.464	501.9700	-229.4100	150.1400
294	27	3906	1	nue	QE	CC	940.4	74.9	0.720	-147.0100	44.5600	491.1500
294	27	4032	0	numu	QE	CC	364.7	124.5	0.892	-190.1000	-179.3100	13.0900
294	27	4032	1	numu	QE	CC	952.6	128.7	0.816	188.4600	-133.0500	494.1900
294	27	4032	2	nue	DIS	CC	2221.7	1818.6	0.384	-20.7500	-102.2200	39.1200
294	27	6145	0	nue	RES	CC	1984.5	1832.6	0.594	-75.6500	89.9500	81.2200
294	27	11841	0	nue	MEC	CC	1033.5	783.4	0.123	-152.5000	-178.5900	157.1800
294	32	512	0	numu	DIS	CC	1240.7	7.2	1.519	-67.6900	-28.6500	604.8500
294	32	512	1	nue	QE	CC	463.3	464.3	1.060	25.6500	187.2200	414.8100
294	32	512	2	numu	QE	CC	574.3	0.0	0.435	-383.7000	-459.8100	396.0900
294	32	972	0	numu	RES	CC	771.9	56.7	0.362	177.3700	-49.3000	505.2800
294	32	972	1	nue	QE	CC	193.8	233.4	1.294	22.7000	49.7100	72.9100
294	32	1417	0	nue	QE	CC	1690.4	519.1	0.802	129.1400	195.0600	97.0200
294	32	1417	1	numu	QE	CC	406.0	0.0	1.033	-339.4700	375.6000	-348.0100
294	32	2860	0	numu	QE	CC	1271.5	608.7	0.745	82.8000	-104.1900	121.5100
294	32	2860	1	nue	RES	CC	3348.8	2885.3	0.277	-54.1400	3.5500	221.0200
294	32	4841	0	numu	QE	CC	464.7	0.0	1.344	579.8000	-138.8000	-173.1300
294	32	4841	1	nue	RES	CC	1520.0	805.5	0.123	91.9000	-195.8700	225.0000
294	32	4841	2	numu	RES	CC	760.2	0.0	1.236	604.0700	65.4800	62.8300
294	32	6144	0	nue	QE	CC	670.1	477.7	0.794	193.1400	-203.0300	374.3400
294	32	6144	1	numu	QE	CC	198.7	0.0	1.433	-671.2900	203.0400	249.2400
294	32	6388	0	numu	QE	CC	615.1	0.0	0.502	-103.2400	-447.6900	88.4000
294	32	6388	1	nue	RES	CC	4210.9	3971.0	0.875	4.4600	-25.6800	64.2100
294	32	6388	2	numu	RES	CC	1092.8	0.0	0.805	-599.7700	-93.3900	-328.8800
294	32	6388	3	numu	RES	CC	841.3	0.0	1.312	114.3900	-689.5600	-413.6400
294	32	7477	0	nue	QE	CC	3191.8	3213.7	1.220	132.3900	-57.3600	111.2100
294	32	7477	1	numu	QE	CC	558.6	0.0	1.235	-416.6600	-463.0300	652.6000
294	32	7532	0	numu	RES	CC	4252.4	0.0	0.820	-61.0400	93.0600	-1075.2700
294	32	7532	1	nue	RES	CC	1737.3	1266.9	0.670	80.5400	-167.2700	89.4200
294	32	7532	2	numu	RES	CC	2650.6	674.0	0.696	-51.3700	-207.4100	348.4300
294	32	8521	0	numu	QE	CC	378.8	0.0	0.184	-319.3800	-631.0500	935.9500
294	32	8521	1	nue	RES	CC	1947.1	1339.8	1.011	129.9900	-133.7200	58.2000
294	32	10763	0	nue	QE	CC	1831.6	1603.5	1.187	20.9100	-137.2300	278.4800
294	32	11741	0	nue	QE	CC	1912.7	1872.7	0.688	168.2600	56.0200	57.4000
294	33	184	0	numu	RES	CC	1395.6	0.0	0.858	-89.7000	-54.4000	-438.9300
294	33	184	1	nue	RES	CC	2554.9	541.5	1.536	130.9200	-169.9300	473.5400
294	33	1305	0	nue	QE	CC	988.9	574.1	0.788	-160.4700	69.4000	311.5500
294	33	1469	0	nue	MEC	CC	2880.6	717.2	0.410	-197.7100	-46.1700	331.7200
294	33	1616	0	numu	MEC	NC	369.4	0.0	1.415	-263.8900	398.9300	-270.6200
294	33	1616	1	nue	QE	CC	536.6	420.1	0.168	130.6600	154.5600	442.4300
294	33	2150	0	nue	MEC	CC	1498.7	412.2	0.308	191.1400	175.2200	37.5900
294	33	2150	1	numu	QE	CC	626.2	0.0	0.237	280.1400	30.4900	-352.0000
294	33	6160	0	numu	RES	CC	1133.0	0.0	1.013	300.0400	-415.4400	-362.9300
294	33	6160	1	nue	RES	CC	2110.5	1621.4	1.407	138.1700	0.4400	105.0600
294	33	6812	0	numu	DIS	NC	3485.2	0.0	1.143	-520.3100	128.3500	1207.0300
294	33	6812	1	nue	RES	CC	1016.6	421.8	1.302	-173.2000	161.9200	361.8500
294	33	8965	0	nue	QE	CC	1550.5	1507.7	0.934	107.7400	43.1100	83.1100
294	33	8965	1	numu	QE	CC	588.5	382.4	0.687	62.2100	-154.2400	44.4100
294	33	9376	0	numu	RES	CC	1326.2	0.0	0.536	-88.3800	-57.7400	630.8100
294	33	9376	1	numu	QE	CC	1439.9	1101.6	0.635	101.6200	-34.7200	171.8400
294	33	9376	2	numu	QE	NC	511.5	0.0	0.953	26.5400	-390.6000	-484.0700
294	33	9376	3	nue	DIS	CC	3320.7	2935.9	1.322	-60.5300	-162.7300	372.7700
294	33	10313	0	nue	RES	CC	1879.0	1413.3	0.127	192.4700	33.5300	349.3300
294	33	10313	1	numu	QE	NC	261.0	0.0	0.766	552.6700	197.2600	99.0800
294	33	10995	0	numu	QE	CC	828.4	640.1	0.670	-67.3000	-114.6900	163.7600
294	33	10995	1	numu	QE	CC	1039.8	344.0	0.543	-84.6300	25.6800	-199.3700
294	33	10995	2	nue	QE	CC	795.7	772.4	1.158	-108.0800	38.1000	28.9800
294	37	523	0	numu	QE	CC	512.5	0.0	1.543	178.0300	372.9500	-335.8100
294	37	523	1	nue	QE	CC	1473.2	953.4	1.567	136.2700	102.3600	285.2900
294	37	587	0	nue	QE	CC	404.4	351.9	1.294	128.5100	6.8500	82.4900
294	37	4946	0	nue	RES	CC	4483.7	4276.4	1.091	92.7600	19.4900	247.1700
294	37	7502	0	numu	QE	NC	1013.0	0.0	1.400	-120.5700	-230.3300	954.9500
294	37	7502	1	numu	MEC	CC	2087.3	0.0	0.369	408.7400	-656.8300	724.3400
294	37	7502	2	nue	QE	CC	1243.1	786.9	0.255	168.4000	153.1300	145.3400
294	37	7689	0	numu	QE	CC	772.9	0.0	0.232	150.9100	-443.1500	85.3600
294	37	7689	1	numu	QE	NC	324.6	3.9	1.200	-39.0200	-64.9900	106.4400
294	37	7689	2	nue	QE	CC	826.3	728.1	1.562	25.9400	174.7700	213.6900
294	37	10101	0	nue	QE	CC	477.7	401.5	0.851	-148.1200	-189.4600	476.8300
294	37	10101	1	numu	QE	NC	188.4	0.0	1.264	-634.6900	-586.8100	-297.0600
294	38	2392	0	nue	RES	CC	1485.0	1267.2	0.826	-132.7800	-32.0700	350.4400
294	38	4937	0	nue	QE	CC	1736.2	1111.1	0.451	78.2400	139.1500	423.9400
294	38	5621	0	nue	QE	CC	1055.8	1019.4	0.064	134.6700	-86.9900	125.4200
294	38	5621	1	numu	QE	NC	353.1	0.0	0.164	-648.1000	141.2600	264.2300
294	38	5621	2	numu	DIS	CC	2307.5	0.0	1.006	-590.9200	-353.2800	1129.7800
294	38	8797	0	numu	QE	CC	970.2	0.0	0.972	-6.1800	116.3300	-381.3900
294	38	8797	1	numu	QE	CC	813.8	681.7	1.223	-17.3700	-4.4600	314.8000
294	38	8797	2	nue	RES	CC	1603.5	1502.5	1.104	-65.4000	-87.6000	90.0100
294	48	2118	0	nue	RES	CC	1593.5	964.8	1.123	-153.0600	179.2800	100.9900
294	48	4378	0	numu	QE	NC	2713.9	0.0	1.529	-326.8900	-507.2500	958.4200
294	48	4378	1	nue	MEC	CC	583.7	265.5	0.629	-76.9000	4.7600	8.1700
294	48	5553	0	numu	QE	NC	265.7	0.0	0.751	373.2300	501.6900	-307.6200
294	48	5553	1	nue	RES	CC	2292.6	1613.2	0.896	-138.8600	-100.6700	131.5700
294	48	5553	2	numu	RES	CC	797.9	0.0	0.078	235.9800	-180.5100	-58.9800
294	48	6549	0	numu	QE	NC	512.8	0.0	1.233	88.9700	-454.7600	-65.5000
294	48	6549	1	nue	QE	CC	949.9	759.0	0.766	19.4900	198.5800	143.2200
294	48	8126	0	numu	RES	CC	1321.0	0.0	1.449	-531.7700	-245.1000	815.4400
294	48	8126	1	nue	QE	CC	1330.7	1215.2	1.196	-198.1000	-76.4900	16.3500
294	48	9670	0	nue	QE	CC	1093.5	1033.3	1.482	39.0100	-72.1500	54.1800
294	48	9670	1	numu	QE	CC	641.3	0.0	0.805	252.3500	232.2400	-380.3700
294	48	9810	0	nue	RES	CC	1041.1	760.3	1.542	188.6600	21.4900	116.1700
