idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	10	1975912	0	nan
1	6505	130	11	1867628	0	nan
2	6512	130	12	1788264	0	nan
3	6520	130	15	1840508	0	nan
4	6528	130	11	1961320	0	nan
5	6529	130	11	1892964	0	nan
6	6532	130	16	2187456	0	nan
7	6536	130	11	1896448	0	nan
8	6545	130	14	1955108	0	nan
9	6550	130	9	1732048	0	nan
10	6570	131	20	2160784	0	nan
11	6588	131	9	1764348	0	nan
12	6604	132	24	2296816	0	nan
13	6606	132	12	2046848	0	nan
14	6612	132	13	2145776	0	nan
15	6642	132	17	2180524	0	nan
16	6650	132	12	2092980	0	nan
17	6711	134	10	1826776	0	nan
18	6748	134	12	1829648	0	nan
19	6775	135	11	1822236	0	nan
20	6786	135	16	2071148	0	nan
21	6804	136	12	1889772	0	nan
22	6805	136	12	2020284	0	nan
23	6806	136	11	2087576	0	nan
24	6821	136	12	1851492	0	nan
25	6822	136	15	2235476	0	nan
26	6837	136	12	2146120	0	nan
27	6844	136	13	2080816	0	nan
28	6852	137	13	1910100	0	nan
29	6867	137	12	1841844	0	nan
30	6874	137	20	2240576	0	nan
31	6878	137	15	2008836	0	nan
32	6887	137	10	1842884	0	nan
33	6888	137	20	2124092	0	nan
34	6898	137	10	1814324	0	nan
