i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
176	-14.70	2445	0.37	interior	3live	-	11062	23191	4600	000	15070	1	-	-	-	-	1.03		-1	-1	1/1					7
177	-13.66	2415	0.13	interior	3live	-	18447	49820	27480	000	34532	1	connect	closely_other	1.04	0.958	0.80		-1	-1	1/1					4
178	-12.87	2391	0.59	terminal	3live	-	26559	29646	18205	000	25270	1	path	closely_other	0.80	0.717	0.00		-1	-1	1/1					8
179	-12.29	2389	0.76	interior	3live	-	24650	14688	11566	000	17862	1	path	closely_same	0.57	0.534	0.58		-1	-1	1/1					8
180	-11.66	2369	1.29	interior	3live	-	4467	48491	25020	000	31609	1	path	closely_other	0.63	0.580	0.85	S0	-1	-1	1/1					2
181	-6.21	2345	0.45	interior	1blank	U	0	56598	17361	000	41861	1	connect	ctpc	5.46	6.651	2.70		-1	-1	0/0					3
182	-4.97	2346	0.76	interior	3live	-	28273	9943	17361	000	19997	1	path	closely_same	1.23	1.396	2.53		-1	-1	0/0					3
183	-4.39	2342	0.14	interior	3live	-	20919	5825	46741	000	29756	1	path	closely_other	0.58	0.536	2.13		-1	-1	1/1					1
184	-3.59	2335	0.35	interior	3live	-	50452	3822	24886	000	32554	1	path	closely_other	0.80	0.718	1.35		-1	-1	1/1					4
185	-2.56	2325	1.60	terminal	3live	-	48673	1395	14807	000	29384	1	path	closely_other	1.03	0.929	1.34	S1	-1	-1	1/1					3
186	-1.97	2313	1.63	terminal	3live	-	91248	4169	9530	000	53023	1	connect	closely_other	0.58	0.516	1.17	S1	-1	-1	1/1					3
187	-1.48	2314	1.66	interior	3live	-	30254	4169	9530	000	18471	1	path	closely_same	0.49	0.444	1.39	S1	-1	-1	1/1					3
188	0.00	2316	1.39	interior	3live	-	5807	4169	2764	000	4425	1	connect	closely_same	1.48	1.491	1.51	S1	-1	-1	1/1					8
189	0.99	2317	1.18	interior	3live	-	4811	4169	25431	000	15136	1	path	closely_same	0.99	1.003	0.58	S1	-1	-1	1/1					8
190	1.57	2304	0.79	terminal	3live	-	7431	2030	70127	000	40731	1	path	closely_other	0.58	0.537	0.00		-1	-1	0/0					1
191	1.88	2293	0.50	interior	3live	-	5591	54	90319	000	52246	1	path	closely_other	0.32	0.275	0.31		-1	-1	0/0					0
192	3.50	2277	1.76	interior	3live	-	4547	37510	21937	000	25225	1	connect	closely_other	1.62	1.440	1.37	S2	-1	-1	0/0					5
193	3.82	2261	1.65	interior	3live	-	4363	46359	18146	000	28853	1	path	closely_other	0.32	0.286	1.17	S2	-1	-1	0/0					6
194	4.62	2233	0.58	interior	3live	-	10075	31770	1898	000	19274	1	path	closely_other	0.80	0.736	0.49		-1	-1	1/1					6
195	5.11	2236	0.57	terminal	3live	-	7809	31770	8889	000	19573	1	path	closely_same	0.49	0.461	0.00		-1	-1	1/1					6
196	6.59	2237	0.78	interior	3live	-	8390	31770	5807	000	19265	1	sbt	closely_same	1.48	1.478	0.31		-1	-1	1/1					6
197	7.58	2239	0.99	terminal	3live	-	18191	31770	52161	000	36792	1	connect	closely_same	0.99	0.898	0.00		-1	-1	1/1					6
198	8.38	2204	0.65	interior	3live	-	10361	7186	27182	000	17300	1	connect	closely_other	0.80	0.733	0.59		-1	-1	0/0					1
199	9.18	2205	0.45	terminal	3live	-	16292	47558	27182	000	32995	1	path	closely_same	0.80	0.736	0.00		-1	-1	0/0					1
200	10.35	2174	0.24	terminal	3live	-	12642	39546	31732	000	30170	1	connect	closely_other	1.17	1.048	0.00		-1	-1	1/1					5
201	11.58	2176	0.44	interior	3live	-	6747	9348	31732	000	19492	1	connect	closely_same	1.23	1.132	0.64		-1	-1	1/1					5
202	12.38	2145	0.09	terminal	3live	-	16969	44093	35958	000	34279	1	path	closely_other	0.80	0.730	0.00		-1	-1	1/1					5
203	12.69	2128	0.36	interior	3live	-	9593	60200	23221	000	37662	1	path	closely_other	0.32	0.280	0.32		-1	-1	1/1					5
204	13.19	2129	0.16	terminal	3live	-	18003	60200	17779	000	37702	1	connect	closely_same	0.49	0.435	0.00		-1	-1	1/1					5
