label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	212.68	1352	2.041e+07	3.3466	1.35676	0.590651	9.30897	0.465448	9.70776	0.164444	0	0.514378	3.44443
all	rms	U	1	498.325	1459	2.04352e+07	3.26567	1.61342	0.904114	8.77371	0.438685	8.87891	0.164444	0	0.523091	3.40532
all	rms	U	2	810.629	1544	2.04225e+07	3.29551	1.79643	1.15313	8.96955	0.448478	8.96294	0.164444	0	0.523415	3.45657
all	rms	U	3	1149.99	1675	2.0427e+07	3.21479	1.9536	1.37345	8.44379	0.422189	8.40468	0.164444	0	0.52691	3.40829
all	rms	U	4	1534.85	1760	2.04215e+07	3.2213	2.10904	1.58672	8.48574	0.424287	8.4464	0.164444	0	0.523272	3.4374
all	rms	U	5	1954.03	1941	2.04262e+07	3.19674	2.26394	1.79033	8.32803	0.416401	8.29902	0.164444	0	0.530861	3.46318
all	share	U	0	212.68	1352	2.041e+07	3.3466	1.35676	0.590651	9.12665	0.456332	9.70776	0.164444	0	0.514378	3.44443
all	share	U	1	498.325	1459	2.04352e+07	3.26567	1.61342	0.904114	8.68607	0.434303	8.87891	0.164444	0	0.523091	3.40532
all	share	U	2	810.629	1544	2.04225e+07	3.29551	1.79643	1.15313	8.67009	0.433505	8.96294	0.164444	0	0.523415	3.45657
all	share	U	3	1149.99	1675	2.0427e+07	3.21479	1.9536	1.37345	8.49966	0.424983	8.40468	0.164444	0	0.52691	3.40829
all	share	U	4	1534.85	1760	2.04215e+07	3.2213	2.10904	1.58672	8.67714	0.433857	8.4464	0.164444	0	0.523272	3.4374
all	share	U	5	1954.03	1941	2.04262e+07	3.19674	2.26394	1.79033	8.31088	0.415544	8.29902	0.164444	0	0.530861	3.46318
all	truth	U	0	212.68	1352	2.041e+07	3.3466	1.35676	0.590651	9.97348	0.498674	9.70776	0.164444	0	0.514378	3.44443
all	truth	U	1	498.325	1459	2.04352e+07	3.26567	1.61342	0.904114	9.70553	0.485277	8.87891	0.164444	0	0.523091	3.40532
all	truth	U	2	810.629	1544	2.04225e+07	3.29551	1.79643	1.15313	10.0573	0.502865	8.96294	0.164444	0	0.523415	3.45657
all	truth	U	3	1149.99	1675	2.0427e+07	3.21479	1.9536	1.37345	9.72583	0.486292	8.40468	0.164444	0	0.52691	3.40829
all	truth	U	4	1534.85	1760	2.04215e+07	3.2213	2.10904	1.58672	9.92513	0.496257	8.4464	0.164444	0	0.523272	3.4374
all	truth	U	5	1954.03	1941	2.04262e+07	3.19674	2.26394	1.79033	10.1031	0.505153	8.29902	0.164444	0	0.530861	3.46318
all	rms	V	0	215.202	1403	2.31226e+07	3.41741	1.35985	0.594142	9.78806	0.489403	10.1825	0.164444	0	0.502443	3.48342
all	rms	V	1	508.256	1477	2.31428e+07	3.39926	1.62025	0.913079	9.66433	0.483217	9.76348	0.164444	0	0.501483	3.47667
