bid	plane	slice	t_ns	extent	thresh	q-3	q-2	q-1	q+0	q+1	q+2	q+3
0	0	238	248031	0.0614925	298.825	0	0	0	20731	1657	0	0
0	0	239	250031	0.0614925	298.825	0	0	0	19365	1507	0	0
0	0	240	252031	0.0614925	298.825	0	0	0	19266	1354	0	0
0	0	241	254032	0.0614925	298.825	0	0	0	18955	84	0	0
0	0	245	262032	0.0614925	298.825	0	0	44	17446	0	0	0
0	0	246	264032	0.0614925	298.825	0	0	40	17555	0	0	0
0	0	247	266032	0.0614925	298.825	0	0	1416	16393	0	0	0
0	0	248	268032	0.0614925	298.825	0	0	3917	13892	0	0	0
0	0	249	270032	0.0614925	298.825	0	0	6825	12166	0	0	0
0	0	250	272032	0.0614925	292.941	0	0	0	10570	9272	0	0
0	0	251	274032	0.0614925	292.941	0	0	0	13749	5875	0	0
0	0	252	276032	0.0614925	292.941	0	0	0	15188	5432	83	0
0	0	253	278032	0.0614925	292.941	0	0	0	17022	3520	55	0
0	0	254	280032	0.0614925	292.941	0	0	0	17974	2540	634	0
0	0	255	282033	0.0614925	292.941	0	0	0	18592	1464	57	0
0	0	256	284033	0.0614925	292.941	0	0	0	17456	838	0	0
0	0	257	286033	0.0614925	292.941	0	0	0	18597	186	0	0
0	0	262	296033	0.0614925	292.941	0	0	249	16920	0	0	0
0	0	263	298033	0.0614925	292.941	0	0	635	14090	0	0	0
0	0	264	300033	0.0614925	292.941	0	0	3633	12484	0	0	0
0	0	265	302033	0.0614925	292.941	0	0	7112	11620	0	0	0
0	0	266	304033	0.0614925	290.026	0	0	0	8463	10448	0	0
0	0	267	306033	0.0614925	290.026	0	0	0	10176	8246	0	0
0	0	268	308034	0.0614925	290.026	0	0	0	12703	5828	0	0
0	0	269	310034	0.0614925	290.026	0	0	0	14384	2667	0	0
0	0	270	312034	0.0614925	290.026	0	0	0	15641	2255	0	0
0	0	271	314034	0.0614925	290.026	0	0	0	15449	2393	20	0
0	0	272	316034	0.0614925	290.026	0	0	0	15012	1258	466	0
0	0	273	318034	0.0614925	290.026	0	0	0	16720	0	13	0
0	0	277	326034	0.0614925	290.026	0	0	874	15102	0	0	0
0	0	278	328034	0.0614925	290.026	0	152	545	14200	0	0	0
0	0	279	330034	0.0614925	290.026	0	251	1296	13861	0	0	0
0	0	280	332034	0.0614925	290.026	0	0	3965	12153	0	0	0
0	0	281	334034	0.0614925	290.026	0	0	6918	10402	56	0	0
0	0	282	336035	0.0614925	290.026	0	0	9148	7509	968	0	0
0	0	283	338035	0.0614925	275.948	0	0	0	11832	5492	1038	0
0	0	284	340035	0.0614925	275.948	0	0	0	13984	4293	881	0
0	0	285	342035	0.0614925	275.948	0	0	0	15842	2189	177	0
0	0	286	344035	0.0614925	275.948	0	0	0	17962	858	0	0
0	0	292	356035	0.0614925	275.948	0	0	397	17319	0	0	0
0	0	293	358035	0.0614925	275.948	0	0	120	16103	0	0	0
0	0	294	360035	0.0614925	275.948	0	0	1150	15566	0	0	0
0	0	295	362036	0.0614925	275.948	0	0	2406	15274	0	0	0
0	0	296	364036	0.0614925	275.948	0	0	3694	11673	0	0	0
0	0	297	366036	0.0614925	275.948	0	0	7016	10026	0	0	0
0	0	298	368036	0.0614925	275.948	0	0	8913	8193	0	0	0
0	0	299	370036	0.0614925	282.081	0	0	0	8866	6974	91	0
0	0	300	372036	0.0614925	282.081	0	0	0	12488	4077	44	0
0	0	301	374036	0.0614925	282.081	0	0	0	14951	1455	0	0
0	0	302	376036	0.0614925	282.081	0	0	0	17131	346	0	0
0	0	310	392037	0.0614925	282.081	0	0	47	19275	0	0	0
0	0	311	394037	0.0614925	282.081	0	0	1432	17320	0	0	0
0	0	312	396037	0.0614925	282.081	0	0	1824	14978	0	0	0
0	0	313	398037	0.0614925	282.081	0	0	4610	14280	0	0	0
0	0	314	400037	0.0614925	282.081	0	0	7655	12690	0	0	0
0	0	315	402037	0.0614925	282.699	0	0	0	10310	8979	0	0
0	0	316	404037	0.0614925	282.699	0	0	0	12817	6615	0	0
0	0	317	406037	0.0614925	282.699	0	0	0	14023	4517	0	0
0	0	318	408037	0.0614925	282.699	0	0	0	16084	3372	0	0
0	0	319	410037	0.0614925	282.699	0	0	0	17635	2075	0	0
0	0	320	412037	0.0614925	282.699	0	0	0	17299	993	0	0
0	0	321	414037	0.0614925	282.699	0	0	0	18818	8	17	0
0	0	327	426038	0.0614925	282.699	0	73	0	17345	0	0	0
0	0	328	428038	0.0614925	282.699	0	0	523	15235	0	0	0
0	0	329	430038	0.0614925	282.699	0	0	2874	14432	0	0	0
0	0	330	432038	0.0614925	282.699	0	0	4364	11552	0	0	0
0	0	331	434038	0.0614925	282.699	0	0	6520	10440	280	0	0
0	0	332	436038	0.0614925	282.099	0	0	0	8463	8850	33	0
0	0	333	438038	0.0614925	282.099	0	0	0	11438	7753	0	0
0	0	334	440038	0.0614925	282.099	0	0	0	13666	4137	22	0
0	0	335	442039	0.0614925	282.099	0	0	0	14352	2470	11	0
0	0	336	444039	0.0614925	282.099	0	0	0	14979	1461	24	0
0	0	337	446039	0.0614925	282.099	0	0	0	14775	1017	795	0
0	0	338	448039	0.0614925	282.099	0	0	0	15478	945	944	0
0	0	339	450039	0.0614925	282.099	0	0	0	15808	1072	337	0
0	0	340	452039	0.0614925	282.099	0	0	0	16547	101	37	0
0	0	341	454039	0.0614925	282.099	0	0	971	17014	0	0	0
0	0	342	456039	0.0614925	282.099	0	0	1731	15936	0	0	0
0	0	343	458039	0.0614925	282.099	0	0	3014	15058	0	0	0
0	0	344	460039	0.0614925	282.099	0	0	4987	13399	0	0	0
0	0	345	462039	0.0614925	282.099	0	0	7486	11039	0	0	0
0	0	346	464039	0.0614925	282.099	0	0	9480	10193	0	0	0
0	0	347	466039	0.0614925	282.099	0	0	12480	8697	0	0	0
0	0	348	468039	0.0614925	265.627	0	0	0	12867	6442	0	0
0	0	349	470040	0.0614925	265.627	0	0	0	13774	4641	0	0
0	0	350	472040	0.0614925	265.627	0	0	187	15173	3754	0	0
0	0	351	474040	0.0614925	265.627	0	0	39	17698	1296	0	0
0	0	352	476040	0.0614925	265.627	0	0	95	18805	189	0	0
0	0	353	478040	0.0614925	265.627	0	0	420	19072	114	0	0
0	0	355	482040	0.0614925	265.627	0	0	655	19152	0	0	0
0	0	356	484040	0.0614925	265.627	0	0	511	18974	0	0	0
0	0	357	486040	0.0614925	265.627	0	0	226	19421	0	0	0
0	0	358	488040	0.0614925	265.627	0	0	1651	18513	0	0	0
0	0	359	490040	0.0614925	265.627	0	25	1541	18412	0	0	0
0	0	360	492040	0.0614925	265.627	0	0	2649	17300	0	0	0
0	0	361	494040	0.0614925	265.627	0	0	4189	17041	0	0	0
0	0	362	496041	0.0614925	265.627	0	0	5752	13213	0	0	0
0	0	363	498041	0.0614925	265.627	0	0	7758	10634	0	0	0
0	0	364	500041	0.0614925	282.429	0	0	0	11266	8887	0	0
0	0	365	502041	0.0614925	282.429	0	0	0	13508	6920	394	0
0	0	366	504041	0.0614925	282.429	0	0	0	15043	4528	798	0
0	0	367	506041	0.0614925	282.429	0	0	0	16233	2984	79	0
0	0	368	508041	0.0614925	282.429	0	0	0	16299	2351	24	0
0	0	369	510041	0.0614925	282.429	0	0	0	16797	1041	0	0
0	0	372	516041	0.0614925	282.429	0	0	0	18412	496	0	0
0	0	373	518041	0.0614925	282.429	0	0	0	17666	1180	0	0
0	0	374	520041	0.0614925	282.429	0	0	0	17119	125	0	0
0	0	375	522041	0.0614925	282.429	0	454	0	16218	0	0	0
0	0	376	524042	0.0614925	282.429	0	149	768	15946	0	0	0
0	0	377	526042	0.0614925	282.429	0	0	2983	14030	785	0	0
0	0	378	528042	0.0614925	282.429	0	0	2979	12066	112	0	0
0	0	379	530042	0.0614925	282.429	0	0	4880	10479	10	0	0
0	0	380	532042	0.0614925	290.68	0	0	0	8523	8369	339	0
0	0	381	534042	0.0614925	290.68	0	0	0	11432	6251	0	0
0	0	382	536042	0.0614925	290.68	0	0	0	12773	4202	461	0
0	0	383	538042	0.0614925	290.68	0	0	0	14184	1735	1689	0
0	0	384	540042	0.0614925	290.68	0	0	0	14934	48	303	0
0	0	390	552043	0.0614925	290.68	0	0	0	15774	25	0	0
0	0	391	554043	0.0614925	290.68	0	0	681	14929	160	0	0
0	0	392	556043	0.0614925	290.68	0	298	2661	14973	0	0	0
0	0	393	558043	0.0614925	290.68	0	37	4231	14331	0	0	0
0	0	394	560043	0.0614925	290.68	0	133	5519	12382	0	0	0
0	0	395	562043	0.0614925	290.68	0	150	7796	9353	0	0	0
0	0	396	564043	0.0614925	290.68	0	0	10450	5512	0	0	0
0	0	397	566043	0.0614925	323.654	0	0	0	13007	4823	0	0
0	0	398	568043	0.0614925	323.654	0	0	0	14584	3774	0	0
0	0	399	570043	0.0614925	323.654	0	0	0	16460	1213	0	0
0	0	400	572043	0.0614925	323.654	0	0	0	17935	154	0	0
0	0	404	580044	0.0614925	323.654	0	0	146	18101	0	0	0
0	0	405	582044	0.0614925	323.654	0	0	263	20150	0	0	0
0	0	406	584044	0.0614925	323.654	0	0	1372	19628	0	0	0
0	0	407	586044	0.0614925	323.654	0	0	2125	17971	0	0	0
0	0	408	588044	0.0614925	323.654	0	29	3257	16570	0	0	0
0	0	409	590044	0.0614925	323.654	0	171	3555	16019	0	0	0
0	0	410	592044	0.0614925	323.654	0	0	5417	15292	0	0	0
0	0	411	594044	0.0614925	323.654	0	0	6887	13654	0	0	0
0	0	412	596044	0.0614925	323.654	0	0	8819	12748	0	0	0
0	0	413	598044	0.0614925	303.014	0	0	0	10092	9110	0	0
0	0	414	600044	0.0614925	303.014	0	0	0	11612	7214	0	0
0	0	415	602044	0.0614925	303.014	0	0	0	12890	6553	0	0
0	0	416	604045	0.0614925	303.014	0	0	0	16101	4301	0	0
0	0	417	606045	0.0614925	303.014	0	0	0	18394	2092	0	0
0	0	418	608045	0.0614925	303.014	0	0	0	18119	1539	0	0
0	0	419	610045	0.0614925	303.014	0	0	0	18692	7	0	0
0	0	420	612045	0.0614925	303.014	0	0	105	17990	2	0	0
0	0	423	618045	0.0614925	303.014	0	0	482	20195	0	0	0
0	0	424	620045	0.0614925	303.014	0	330	706	19851	0	0	0
0	0	425	622045	0.0614925	303.014	0	0	2362	17809	0	0	0
0	0	426	624045	0.0614925	303.014	0	0	5184	15889	0	0	0
0	0	427	626045	0.0614925	303.014	0	0	6894	14135	31	0	0
0	0	428	628045	0.0614925	303.014	0	0	8469	12447	966	0	0
0	0	429	630046	0.0614925	301.517	0	0	0	9737	9561	89	0
0	0	430	632046	0.0614925	301.517	0	0	0	11931	8043	550	0
0	0	431	634046	0.0614925	301.517	0	0	0	14249	6578	613	0
0	0	432	636046	0.0614925	301.517	0	0	0	16505	4504	500	0
0	0	433	638046	0.0614925	301.517	0	0	0	17166	4262	359	0
0	0	434	640046	0.0614925	301.517	0	0	0	17244	3236	193	0
0	0	435	642046	0.0614925	301.517	0	0	0	17690	471	226	0
0	0	437	646046	0.0614925	301.517	0	0	0	18805	34	0	0
0	0	438	648046	0.0614925	301.517	0	0	0	17804	21	0	0
0	0	439	650046	0.0614925	301.517	0	0	75	16718	0	0	0
0	0	440	652046	0.0614925	301.517	0	0	99	16243	0	0	0
0	0	441	654046	0.0614925	301.517	0	33	1089	15146	0	0	0
0	0	442	656046	0.0614925	301.517	0	0	1667	13992	0	0	0
0	0	443	658047	0.0614925	301.517	0	87	2905	12963	0	0	0
0	0	444	660047	0.0614925	301.517	0	0	4810	12166	0	0	0
0	0	445	662047	0.0614925	325.326	0	0	0	7422	10153	0	0
0	0	446	664047	0.0614925	325.326	0	0	7	11641	6263	0	0
0	0	447	666047	0.0614925	325.326	0	0	10	11710	3468	0	0
0	0	448	668047	0.0614925	325.326	0	0	209	12988	2039	0	0
0	0	449	670047	0.0614925	325.326	0	0	0	14180	1880	0	0
0	0	450	672047	0.0614925	325.326	0	0	0	14778	1089	0	0
0	0	454	680047	0.0614925	325.326	0	0	215	16267	0	0	0
0	0	455	682047	0.0614925	325.326	0	0	937	14822	0	0	0
0	0	456	684048	0.0614925	325.326	0	17	641	14309	0	0	0
0	0	457	686048	0.0614925	325.326	0	682	2272	13627	0	0	0
0	0	458	688048	0.0614925	325.326	0	771	3502	11632	0	0	0
0	0	459	690048	0.0614925	325.326	0	66	4807	10875	0	0	0
0	0	460	692048	0.0614925	325.326	0	0	6514	9519	0	0	0
0	0	461	694048	0.0614925	325.326	0	0	9213	7111	0	0	0
0	0	462	696048	0.0614925	342.069	0	0	0	11648	5629	175	0
0	0	463	698048	0.0614925	342.069	0	0	14	12314	2561	577	0
0	0	464	700048	0.0614925	342.069	0	0	58	13604	1548	59	0
0	0	465	702048	0.0614925	342.069	0	0	66	15379	1634	0	0
0	0	466	704048	0.0614925	342.069	0	0	156	16470	24	0	0
0	0	469	710048	0.0614925	342.069	0	0	110	18296	0	0	0
0	0	471	714049	0.0614925	342.069	0	243	1013	18665	0	0	0
0	0	472	716049	0.0614925	342.069	0	32	2282	16946	0	0	0
0	0	473	718049	0.0614925	342.069	0	0	2887	15416	0	0	0
0	0	474	720049	0.0614925	342.069	0	88	3112	14745	0	0	0
0	0	475	722049	0.0614925	342.069	0	41	5895	13119	0	0	0
0	0	476	724049	0.0614925	342.069	0	0	8454	11157	0	0	0
0	0	477	726049	0.0614925	342.069	0	662	8785	9286	0	0	0
0	0	478	728049	0.0614925	331.863	0	0	209	11886	7204	0	0
0	0	479	730049	0.0614925	331.863	0	0	0	12752	5045	0	0
0	0	480	732049	0.0614925	331.863	0	0	0	14500	2869	0	0
0	0	481	734049	0.0614925	331.863	0	0	0	16442	1227	0	0
0	0	482	736049	0.0614925	331.863	0	0	0	18177	23	0	0
0	0	486	744050	0.0614925	331.863	0	0	42	18948	0	0	0
0	0	489	750050	0.0614925	331.863	0	117	431	18054	0	0	0
0	0	490	752050	0.0614925	331.863	0	358	2754	17093	0	0	0
0	0	491	754050	0.0614925	331.863	0	0	4749	15660	0	0	0
0	0	492	756050	0.0614925	331.863	0	14	6132	13093	0	0	0
0	0	493	758050	0.0614925	331.863	0	0	10285	11558	0	0	0
0	0	494	760050	0.0614925	333.139	0	0	0	10822	8802	0	0
0	0	495	762050	0.0614925	333.139	0	0	103	11755	7887	0	0
0	0	496	764050	0.0614925	333.139	0	0	1240	13107	4808	0	0
0	0	497	766051	0.0614925	333.139	0	0	536	15900	3754	0	0
0	0	498	768051	0.0614925	333.139	0	0	0	16937	3931	0	0
0	0	499	770051	0.0614925	333.139	0	0	0	17975	1311	0	0
0	0	500	772051	0.0614925	333.139	0	0	0	19434	1592	0	0
0	0	501	774051	0.0614925	333.139	0	0	467	19784	357	0	0
0	0	502	776051	0.0614925	333.139	0	0	253	19165	0	0	0
0	0	504	780051	0.0614925	333.139	0	0	823	18628	0	0	0
0	0	505	782051	0.0614925	333.139	0	0	1023	19280	0	0	0
0	0	506	784051	0.0614925	333.139	0	47	540	18219	0	0	0
0	0	507	786051	0.0614925	333.139	0	884	2564	15735	0	0	0
0	0	508	788051	0.0614925	333.139	0	705	5092	14789	0	0	0
0	0	509	790051	0.0614925	333.139	0	197	7324	12336	0	0	0
0	0	510	792052	0.0614925	319.058	0	0	0	9095	10188	0	0
0	0	511	794052	0.0614925	319.058	0	0	0	9873	10478	0	0
0	0	512	796052	0.0614925	319.058	0	0	1165	11845	7434	0	0
0	0	513	798052	0.0614925	319.058	0	0	669	13297	4942	0	0
0	0	514	800052	0.0614925	319.058	0	0	183	15174	4493	0	0
0	0	515	802052	0.0614925	319.058	0	0	0	16893	2474	0	0
0	0	516	804052	0.0614925	319.058	0	0	598	17052	2589	0	0
0	0	517	806052	0.0614925	319.058	0	0	910	16074	2267	0	0
0	0	518	808052	0.0614925	319.058	0	0	0	16674	920	0	0
0	0	519	810052	0.0614925	319.058	0	0	1580	17216	1731	0	0
0	0	520	812052	0.0614925	319.058	0	0	1864	15959	1594	0	0
0	0	521	814052	0.0614925	319.058	0	402	1853	14186	462	0	0
0	0	522	816052	0.0614925	319.058	0	464	4942	13466	422	0	0
0	0	523	818053	0.0614925	319.058	0	0	6032	13829	1596	0	0
0	0	524	820053	0.0614925	319.058	0	500	6495	13018	1519	0	0
0	0	525	822053	0.0614925	319.058	0	949	7807	10159	1108	0	0
0	0	526	824053	0.0614925	319.058	0	554	8764	8536	833	0	0
0	0	527	826053	0.0614925	307.323	0	0	1178	10877	8590	4	0
0	0	528	828053	0.0614925	307.323	0	0	1074	11852	7271	202	0
0	0	529	830053	0.0614925	307.323	0	0	49	13976	4992	0	0
0	0	530	832053	0.0614925	307.323	0	0	1368	13447	3612	74	0
0	0	531	834053	0.0614925	307.323	0	0	1351	14890	2188	1321	0
0	0	532	836053	0.0614925	307.323	0	0	1030	16247	404	1150	0
0	0	533	838053	0.0614925	307.323	0	0	2264	18399	0	0	0
0	0	534	840053	0.0614925	307.323	0	0	1504	19590	66	0	0
0	0	535	842053	0.0614925	307.323	0	0	1992	19289	0	0	0
0	0	536	844053	0.0614925	307.323	0	0	1739	17986	0	0	0
0	0	537	846054	0.0614925	307.323	0	0	3986	19590	0	0	0
0	0	538	848054	0.0614925	307.323	0	0	5264	19919	0	0	0
0	0	539	850054	0.0614925	307.323	0	0	4307	17600	0	0	0
0	0	540	852054	0.0614925	307.323	0	0	7228	16363	0	0	0
0	0	541	854054	0.0614925	307.323	0	0	8886	13509	0	0	0
0	0	542	856054	0.0614925	307.323	0	0	11201	11028	0	0	0
0	0	543	858054	0.0614925	300.098	0	0	0	13702	9646	0	0
0	0	544	860054	0.0614925	300.098	0	0	0	15154	8233	421	0
0	0	545	862054	0.0614925	300.098	0	0	0	16987	5306	0	0
0	0	546	864054	0.0614925	300.098	0	0	0	18966	3805	0	0
0	0	547	866054	0.0614925	300.098	0	0	0	20790	1834	0	0
0	0	548	868054	0.0614925	300.098	0	0	0	20645	867	0	0
0	0	549	870054	0.0614925	300.098	0	0	0	21091	1058	0	0
0	0	550	872055	0.0614925	300.098	0	11	0	20679	932	0	0
0	0	553	878055	0.0614925	300.098	0	0	0	19695	37	0	0
0	0	554	880055	0.0614925	300.098	0	0	16	18495	200	0	0
0	0	555	882055	0.0614925	300.098	0	0	323	17822	0	0	0
0	0	556	884055	0.0614925	300.098	0	177	1352	18113	0	0	0
0	0	557	886055	0.0614925	300.098	0	0	3330	16059	0	0	0
0	0	558	888055	0.0614925	300.098	0	0	6395	12470	0	0	0
0	0	559	890055	0.0614925	320.104	0	0	37	9903	13119	0	0
0	0	560	892055	0.0614925	320.104	0	0	795	9662	10163	0	0
0	0	561	894055	0.0614925	320.104	0	0	0	11336	6734	0	0
0	0	562	896055	0.0614925	320.104	0	0	145	12628	6943	0	0
0	0	563	898055	0.0614925	320.104	0	0	0	13672	4517	383	0
0	0	564	900056	0.0614925	320.104	0	0	0	14468	3406	698	0
0	0	565	902056	0.0614925	320.104	0	0	0	15513	1626	100	0
0	0	566	904056	0.0614925	320.104	0	0	0	16829	1593	0	0
0	0	567	906056	0.0614925	320.104	0	0	1	16004	582	0	0
0	0	568	908056	0.0614925	320.104	0	0	160	16498	921	0	0
0	0	569	910056	0.0614925	320.104	0	0	1975	15955	1176	0	0
0	0	570	912056	0.0614925	320.104	0	0	3233	13986	1284	0	0
0	0	571	914056	0.0614925	320.104	0	0	3601	12381	989	0	0
0	0	572	916056	0.0614925	320.104	0	0	6326	12575	0	0	0
0	0	573	918056	0.0614925	320.104	0	0	7916	12732	0	0	0
0	0	574	920056	0.0614925	320.104	0	0	8897	9287	0	0	0
0	0	575	922056	0.0614925	319.043	0	0	0	13126	7361	99	0
0	0	576	924056	0.0614925	319.043	0	0	0	14766	5022	0	0
0	0	577	926057	0.0614925	319.043	0	0	0	15955	4123	0	0
0	0	578	928057	0.0614925	319.043	0	0	0	17359	3303	0	0
0	0	579	930057	0.0614925	319.043	0	0	0	18514	1676	0	0
0	0	580	932057	0.0614925	319.043	0	0	0	20586	591	0	0
0	0	586	944057	0.0614925	319.043	0	0	36	17821	88	0	0
0	0	587	946057	0.0614925	319.043	0	415	586	15582	0	0	0
0	0	588	948057	0.0614925	319.043	0	620	2174	13817	221	0	0
0	0	589	950057	0.0614925	319.043	0	0	4158	13667	9	0	0
0	0	590	952057	0.0614925	319.043	0	0	6266	10998	51	0	0
0	0	591	954058	0.0614925	319.043	0	0	6852	8261	48	0	0
0	0	592	956058	0.0614925	321.556	0	0	0	9645	6561	217	0
0	0	593	958058	0.0614925	321.556	0	0	0	12379	4808	548	0
0	0	594	960058	0.0614925	321.556	0	0	0	14435	5159	1127	0
0	0	595	962058	0.0614925	321.556	0	0	0	16286	2876	730	0
0	0	596	964058	0.0614925	321.556	0	0	0	17191	736	680	0
0	0	597	966058	0.0614925	321.556	0	0	0	16954	380	1037	0
0	0	598	968058	0.0614925	321.556	0	0	0	18123	272	736	0
0	0	599	970058	0.0614925	321.556	0	0	0	19792	0	833	0
0	0	600	972058	0.0614925	321.556	0	0	0	18968	0	184	0
0	0	602	976058	0.0614925	321.556	0	60	0	19158	0	0	0
0	0	603	978058	0.0614925	321.556	0	433	1663	16282	0	0	0
0	0	604	980059	0.0614925	321.556	0	0	2318	14050	0	0	0
0	0	605	982059	0.0614925	321.556	0	0	4133	14204	0	0	0
0	0	606	984059	0.0614925	321.556	0	193	5753	12997	0	0	0
0	0	607	986059	0.0614925	321.556	0	0	8438	10673	0	0	0
0	0	608	988059	0.0614925	335.199	0	0	0	11406	9212	0	0
0	0	609	990059	0.0614925	335.199	0	0	0	11340	6618	0	0
0	0	610	992059	0.0614925	335.199	0	0	0	13451	5236	0	0
0	0	611	994059	0.0614925	335.199	0	0	0	15204	4272	0	0
0	0	612	996059	0.0614925	335.199	0	0	0	14370	3712	81	0
0	0	613	998059	0.0614925	335.199	0	0	0	14711	2391	213	0
0	0	614	1.00006e+06	0.0614925	335.199	0	0	0	16557	834	0	0
0	0	615	1.00206e+06	0.0614925	335.199	0	0	0	17218	454	669	0
0	0	616	1.00406e+06	0.0614925	335.199	0	0	0	16268	1182	2131	0
0	0	617	1.00606e+06	0.0614925	335.199	0	0	103	16167	0	136	0
0	0	618	1.00806e+06	0.0614925	335.199	0	0	499	16687	0	0	0
0	0	619	1.01006e+06	0.0614925	335.199	0	32	13	16692	0	0	0
0	0	620	1.01206e+06	0.0614925	335.199	0	124	1376	14826	0	0	0
0	0	621	1.01406e+06	0.0614925	335.199	0	1227	4991	12829	0	0	0
0	0	622	1.01606e+06	0.0614925	335.199	0	318	7018	11718	0	0	0
0	0	623	1.01806e+06	0.0614925	335.199	0	56	7738	10119	0	0	0
0	0	624	1.02006e+06	0.0614925	347.869	0	0	98	10235	7753	0	0
0	0	625	1.02206e+06	0.0614925	347.869	0	0	0	11736	6655	0	0
0	0	626	1.02406e+06	0.0614925	347.869	0	0	152	13085	3796	0	0
0	0	627	1.02606e+06	0.0614925	347.869	0	0	0	16519	2259	165	0
0	0	628	1.02806e+06	0.0614925	347.869	0	0	0	16913	2440	0	0
0	0	629	1.03006e+06	0.0614925	347.869	0	0	0	16990	1664	0	0
0	0	630	1.03206e+06	0.0614925	347.869	0	0	334	15808	548	0	0
0	0	631	1.03406e+06	0.0614925	347.869	0	0	1494	15502	0	0	0
0	0	632	1.03606e+06	0.0614925	347.869	0	0	1081	15499	0	0	0
0	0	633	1.03806e+06	0.0614925	347.869	0	0	2609	16207	0	0	0
0	0	634	1.04006e+06	0.0614925	347.869	0	0	2306	14703	0	0	0
0	0	635	1.04206e+06	0.0614925	347.869	0	0	3167	14321	0	0	0
0	0	636	1.04406e+06	0.0614925	347.869	0	0	4776	13559	0	0	0
0	0	637	1.04606e+06	0.0614925	347.869	0	72	5926	12812	0	0	0
0	0	638	1.04806e+06	0.0614925	347.869	0	221	7061	11853	0	0	0
0	0	639	1.05006e+06	0.0614925	347.869	0	237	9038	8183	0	0	0
0	0	640	1.05206e+06	0.0614925	348.545	0	0	0	13096	6744	0	0
0	0	641	1.05406e+06	0.0614925	348.545	0	0	0	13675	5115	0	0
0	0	642	1.05606e+06	0.0614925	348.545	0	0	0	15041	3651	0	0
0	0	643	1.05806e+06	0.0614925	348.545	0	0	0	16577	3287	0	0
0	0	644	1.06006e+06	0.0614925	348.545	0	0	0	17369	2167	55	0
0	0	645	1.06206e+06	0.0614925	348.545	0	0	0	18977	266	553	0
0	0	649	1.07006e+06	0.0614925	348.545	0	0	183	19182	0	0	0
0	0	650	1.07206e+06	0.0614925	348.545	0	0	117	18995	0	0	0
0	0	651	1.07406e+06	0.0614925	348.545	0	61	237	18459	0	0	0
0	0	652	1.07606e+06	0.0614925	348.545	0	4	1378	18351	0	0	0
0	0	653	1.07806e+06	0.0614925	348.545	0	99	2761	15987	0	0	1264
