i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
44	-29.58	383	0.35	interior	3live	-	17202	16127	30952	000	22465	1	-	-	-	-	0.32		1/1	1/1	1/1			5	8	5
45	-29.26	375	0.29	terminal	3live	-	20330	14947	32274	000	23652	1	path	closely_other	0.32	0.290	0.00		1/1	1/1	1/1			4	8	4
46	-28.77	376	0.29	interior	3live	-	20330	12966	32274	000	23260	1	path	closely_same	0.49	0.453	0.49		1/1	1/1	1/1			4	8	4
47	-27.97	364	0.06	terminal	3live	-	23606	19149	32576	000	25724	1	connect	closely_other	0.80	0.733	0.00		1/1	1/1	1/1			5	6	4
48	-27.17	365	0.46	interior	3live	-	19444	17647	32576	000	24157	1	connect	closely_same	0.80	0.732	0.32		1/1	1/1	1/1			5	6	4
49	-26.85	360	0.22	terminal	3live	-	25763	26519	46593	000	34341	1	path	closely_other	0.32	0.286	0.00		1/1	1/1	1/1			5	7	6
50	-26.05	361	0.60	interior	3live	-	8738	12991	46593	000	28378	1	path	closely_same	0.80	0.718	0.80		1/1	1/1	1/1			5	7	6
51	-25.25	349	0.09	terminal	3live	-	18441	16578	23481	000	19717	1	connect	closely_other	0.80	0.738	0.00		1/1	1/1	1/1			4	8	4
52	-24.62	335	0.44	interior	3live	-	10523	7737	48307	000	28892	1	path	closely_other	0.63	0.579	0.63		1/1	1/1	1/1			6	8	5
53	-22.82	340	0.33	interior	3live	-	19235	6595	11770	000	13565	1	connect	closely_same	1.80	1.684	0.68		1/1	1/1	1/1			6	8	5
54	-22.12	326	0.05	terminal	3live	-	25482	19122	34077	000	26933	1	path	closely_other	0.70	0.659	0.00		1/1	1/1	1/1			7	7	3
55	-21.80	318	0.32	interior	3live	-	19971	9878	38347	000	25605	1	path	closely_other	0.32	0.287	0.32		1/1	1/1	1/1			6	7	3
56	-21.00	316	0.17	terminal	3live	-	20846	18182	38347	000	27299	1	connect	closely_same	0.80	0.728	0.00		1/1	1/1	1/1			6	7	3
57	-20.37	305	0.45	interior	3live	-	22960	3028	19897	000	17628	1	path	closely_other	0.63	0.584	0.63		1/1	1/1	1/1			6	6	2
58	-19.55	306	0.14	terminal	3live	-	22960	20425	30609	000	25042	1	connect	closely_same	0.82	0.763	0.00		1/1	1/1	1/1			6	6	2
59	-19.24	301	0.35	interior	3live	-	13287	11279	38048	000	24162	1	path	closely_other	0.32	0.289	0.32		1/1	1/1	1/1			7	9	5
60	-18.44	299	0.11	terminal	3live	-	21871	18799	38048	000	27565	1	connect	closely_same	0.80	0.729	0.00		1/1	1/1	1/1			7	9	5
61	-17.85	294	0.46	interior	3live	-	7145	18654	7903	000	12403	1	path	closely_other	0.59	0.555	0.59		1/1	1/1	1/1			6	8	5
62	-16.83	278	0.39	interior	3live	-	5950	11486	34465	000	21254	1	connect	closely_other	1.02	0.971	0.80		1/1	1/1	1/1			5	7	3
63	-16.03	276	0.05	terminal	3live	-	20803	20154	34465	000	25992	1	path	closely_same	0.80	0.736	0.00		1/1	1/1	1/1			5	7	3
64	-15.23	274	0.34	interior	3live	-	20351	12539	34465	000	24216	1	connect	closely_same	0.80	0.731	0.39		1/1	1/1	1/1			5	7	3
65	-14.84	269	0.16	terminal	3live	-	22997	19307	41602	000	29622	1	path	closely_other	0.39	0.352	0.00		1/1	1/1	1/1			6	7	3
66	-14.46	257	0.38	interior	3live	-	17905	12414	40719	000	26663	1	path	closely_other	0.39	0.350	0.39		1/1	1/1	1/1			7	8	4
67	-12.91	256	0.32	interior	3live	-	22247	12195	10880	000	15938	1	connect	closely_same	1.54	1.438	0.68		1/1	1/1	1/1			7	8	4
68	-12.11	237	0.11	terminal	3live	-	26212	18640	40634	000	29920	1	path	closely_other	0.80	0.741	0.00		1/1	1/1	1/1			5	8	5
69	-11.41	214	0.52	interior	3live	-	8414	736	50957	000	29821	1	path	closely_other	0.70	0.632	0.70		1/1	1/1	1/1			7	8	4
70	-9.81	212	0.28	terminal	3live	-	25300	19825	50957	000	34784	1	connect	closely_same	1.60	1.432	0.00		1/1	1/1	1/1			7	8	4
71	-9.11	197	0.57	interior	3live	-	15737	4243	20364	000	15059	1	path	closely_other	0.70	0.646	0.70		1/1	1/1	1/1			8	7	3
72	-7.88	196	0.04	terminal	3live	-	28254	23733	45729	000	33925	1	connect	closely_same	1.23	1.142	0.00		1/1	1/1	1/1			8	7	3
73	-7.56	190	0.31	interior	3live	-	16689	13631	55135	000	34177	1	path	closely_other	0.32	0.281	0.32		1/1	1/1	1/1			6	7	5
74	-6.76	188	0.18	terminal	3live	-	25582	23023	55135	000	37525	1	connect	closely_same	0.80	0.710	0.00		1/1	1/1	1/1			6	7	5
75	-5.76	177	0.28	interior	3live	-	24356	12824	57991	000	37061	1	path	closely_other	1.00	0.887	1.00		1/1	1/1	1/1			9	5	4
76	-4.96	178	0.34	interior	3live	-	34733	20969	57991	000	40862	1	connect	closely_same	0.80	0.705	0.80		1/1	1/1	1/1			9	5	4
77	-4.16	180	0.59	terminal	1dead	V	25075	0	57991	010	44675	1	path	closely_same	0.80	0.701	0.00		1/1	0/1	1/1			9	5	4
78	0.00	176	1.39	interior	1blank	V	352	0	204	000	288	1	sbt	none	4.16	4.161	1.42	S0	1/1	0/1	1/1	1.0	-0.0	9	5	4
79	47.33	54	1.34	interior	3live	-	169	1091	2164	000	1403	1	connect	mst	47.33	55.371	0.86	S0	0/1	1/1	1/1			4	5	3
