label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	-6.47203	6.38626	2.39532	0.351859	5.73755	1.68563	24.1924	4	7.9135	0	-6.47203e-07	2.39532
all	share	U	2.67547	0.873278	1.55424	0.0757905	2.41567	0.235594	8.78426	4	7.9135	0	2.67547e-07	1.55424
all	truth	U	-9.42975	7.30261	2.61968	0.368021	6.86273	1.92819	25.115	4	7.9135	0	-9.42975e-07	2.61968
all	rms	V	6.95471	2.24166	1.56723	0.0840886	2.45621	0.263572	1.80501	4	7.9135	0	6.95471e-07	1.56723
all	share	V	4.43199	0.602857	1.34748	0.0436608	1.81571	0.117664	2.19743	4	7.9135	0	4.43199e-07	1.34748
all	truth	V	6.53186	2.48411	1.7032	0.0806586	2.90089	0.274756	2.09284	4	7.9135	0	6.53186e-07	1.7032
all	rms	W	6.58838	0.289389	0.483394	0.0465391	0.233669	0.0449934	1.29841	4	7.9135	0	6.58838e-07	0.483394
all	share	W	6.51971	0.267693	0.372599	0.0531669	0.13883	0.0396199	1.90834	4	7.9135	0	6.51971e-07	0.372599
all	truth	W	6.11799	0.300887	0.585268	0.0424988	0.342538	0.0497463	5.79491	4	7.9135	0	6.11799e-07	0.585268
all	rms	U(joint)	6.56805	0.286718	1.53425	0.103522	2.35392	0.317658	31.4999	14	7.9135	0	6.56805e-07	1.53425
all	rms	V(joint)	6.56805	0.286718	1.57898	0.0493182	2.49319	0.155745	31.4999	14	7.9135	0	6.56805e-07	1.57898
all	rms	W(joint)	6.56805	0.286718	0.486104	0.0459851	0.236297	0.044707	31.4999	14	7.9135	0	6.56805e-07	0.486104
all	share	U(joint)	5.92112	0.235586	1.25972	0.0384813	1.58691	0.0969517	37.8051	14	7.9135	0	5.92112e-07	1.25972
all	share	V(joint)	5.92112	0.235586	1.25101	0.0285927	1.56502	0.0715394	37.8051	14	7.9135	0	5.92112e-07	1.25101
all	share	W(joint)	5.92112	0.235586	0.460804	0.0395123	0.212341	0.0364149	37.8051	14	7.9135	0	5.92112e-07	0.460804
all	truth	U(joint)	6.09799	0.298454	1.68445	0.111097	2.83737	0.374276	37.559	14	7.9135	0	6.09799e-07	1.68445
all	truth	V(joint)	6.09799	0.298454	1.71459	0.0474819	2.93983	0.162824	37.559	14	7.9135	0	6.09799e-07	1.71459
all	truth	W(joint)	6.09799	0.298454	0.587641	0.0420848	0.345322	0.0494615	37.559	14	7.9135	0	6.09799e-07	0.587641
