i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
197	-14.06	8835	1.70	interior	3live	-	333	1430	2086	000	1473	1	-	-	-	-	1.24	S0	-1	-1	1/1					1
198	-13.43	8706	1.56	terminal	1blank	V	8285	0	15662	000	12529	1	path	closely_other	0.63	0.668	1.29	S0	-1	-1	1/1					1
199	-12.61	8707	2.01	interior	1blank	V	22750	0	24181	000	23476	1	path	closely_other	0.82	0.775	1.57	S0	-1	-1	1/1					1
200	-11.21	8709	3.04	interior	1blank	V	26315	0	14559	000	21266	1	path	closely_same	1.40	1.294	2.63	S0	-1	-1	0/0					1
201	-10.63	8836	1.41	interior	1blank	V	31053	0	5057	000	22247	1	connect	closely_other	0.58	0.542	2.11	S0	-1	-1	0/0					1
202	-9.83	9043	0.87	interior	1blank	V	23732	0	23863	000	23797	1	path	closely_other	0.80	0.737	1.34		-1	-1	0/0					1
203	-9.04	9195	0.46	interior	3live	-	17899	6358	13808	000	13558	1	path	closely_other	0.78	0.741	0.63		-1	-1	0/0					0
204	-8.41	9276	0.39	terminal	3live	-	9770	27740	510	000	16983	1	path	closely_other	0.63	0.605	0.00		-1	-1	1/1					1
205	-7.42	9277	0.50	terminal	3live	-	8429	66087	16494	000	39626	1	connect	closely_other	0.99	0.910	0.00		-1	-1	0/0					1
206	-6.61	9394	0.48	interior	3live	-	19490	12001	16621	000	16332	1	connect	closely_other	0.80	0.736	0.63		-1	-1	1/1					1
207	-5.98	9492	0.86	terminal	3live	-	26853	3743	14285	000	17693	1	path	closely_other	0.63	0.598	0.00		-1	-1	1/1					1
208	-5.05	9494	1.28	interior	3live	-	9217	4039	16460	000	11138	1	path	closely_other	0.93	0.903	0.93	S1	-1	-1	0/0					1
209	-3.51	9543	1.85	terminal	3live	-	1841	537	20280	000	11761	1	connect	closely_other	1.54	1.515	2.42	S1	-1	-1	0/0					3
210	-2.66	9557	1.16	terminal	3live	-	16484	1839	5365	000	10064	1	connect	closely_other	0.86	0.849	2.50	S1	-1	-1	1/1					1
211	-1.14	9584	0.90	interior	3live	-	19934	4110	1761	000	11795	1	path	closely_other	1.52	1.503	3.49		-1	-1	0/0					0
212	0.00	9609	2.64	interior	3live	-	12748	5678	16098	000	12300	1	connect	closely_other	1.14	1.120	2.52	S2	-1	-1	0/0					1
213	0.65	9624	2.14	interior	3live	-	24153	8020	19610	000	18549	1	path	closely_other	0.65	0.625	1.90	S2	-1	-1	0/0					1
214	1.45	9649	1.43	terminal	3live	-	28740	7392	25401	000	22552	1	path	closely_other	0.80	0.748	1.22	S2	-1	-1	1/1					2
215	2.26	9700	0.96	interior	3live	-	16387	2920	33758	000	21731	1	connect	closely_other	0.80	0.741	0.80		-1	-1	1/1					3
216	3.06	9699	0.59	terminal	3live	-	15657	22554	33758	000	25122	1	path	closely_same	0.80	0.736	0.00		-1	-1	1/1					3
217	3.65	9727	0.20	interior	3live	-	19264	16622	6204	000	15120	1	connect	closely_other	0.59	0.553	0.50		-1	-1	1/1					4
218	4.14	9728	0.29	terminal	3live	-	19264	25614	544	000	18506	1	path	closely_same	0.50	0.472	0.00		-1	-1	1/1					4
219	4.46	9764	0.28	interior	3live	-	20230	14881	920	000	14509	1	path	closely_other	0.32	0.300	0.32		-1	-1	1/1					2
220	5.70	9775	0.70	interior	3live	-	7896	871	10441	000	7575	1	connect	closely_other	1.24	1.238	0.80		-1	-1	0/0					2
221	6.51	9841	0.49	terminal	3live	-	2631	14879	34033	000	21498	1	path	closely_other	0.80	0.785	0.00		-1	-1	1/1					3
222	6.82	9860	0.24	interior	3live	-	7315	23326	19984	000	18230	1	path	closely_other	0.32	0.295	0.31		-1	-1	1/1					3
223	7.86	9901	0.36	terminal	3live	-	26868	13123	21059	000	21116	1	connect	closely_other	1.04	0.968	0.00		-1	-1	1/1					6
224	8.71	9936	0.38	interior	3live	-	14312	21076	5876	000	15095	1	path	closely_other	0.85	0.807	0.74		-1	-1	1/1					7
225	9.50	9977	0.98	interior	3live	-	10112	13339	12377	000	12019	1	connect	closely_other	0.78	0.761	0.59		-1	-1	1/1					1
226	10.08	9997	1.00	terminal	3live	-	1964	15889	3274	000	9435	1	path	closely_other	0.59	0.584	0.00		-1	-1	1/1					1
227	10.67	9981	0.89	interior	3live	-	265	2955	4060	000	2903	1	path	closely_other	0.59	0.623	0.59		-1	-1	1/1					3
228	12.34	10021	0.08	interior	3live	-	3870	208	8381	000	5331	1	connect	closely_other	1.67	1.809	1.67		-1	-1	1/1					6
229	13.37	10061	0.29	interior	3live	-	7600	92	12153	000	8276	1	path	closely_other	1.04	1.076	0.94		-1	-1	1/1					1
230	14.00	10101	0.05	interior	3live	-	14202	9410	8937	000	11107	1	path	closely_other	0.63	0.633	0.31		-1	-1	1/1					1
231	14.32	10124	0.51	terminal	3live	-	18840	17269	32372	000	23813	1	path	closely_other	0.32	0.301	0.00		-1	-1	1/1					1
232	14.95	10149	0.28	terminal	3live	-	20980	4903	5168	000	12792	1	connect	closely_other	0.63	0.597	0.00		-1	-1	1/1					2
