label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	-19.0376	17.2612	10.0324	0.221922	100.649	4.45281	4.21647	4	7.9135	0	-1.90376e-06	10.0324
all	share	U	14.5081	3.50976	3.8708	0.103936	14.9831	0.804633	3.43833	4	7.9135	0	1.45081e-06	3.8708
all	truth	U	-14.4055	17.8475	10.1339	0.226047	102.696	4.58149	3.85049	4	7.9135	0	-1.44055e-06	10.1339
all	rms	V	-22.1091	17.8011	10.0211	0.224655	100.422	4.50256	4.55137	4	7.9135	0	-2.21091e-06	10.0211
all	share	V	34.9567	10.0966	3.78674	0.250809	14.3394	1.8995	8.7573	4	7.9135	0	3.49567e-06	3.78674
all	truth	V	-2.82645	19.5352	10.1234	0.235842	102.483	4.77505	6.44331	4	7.9135	0	-2.82645e-07	10.1234
all	rms	W	6.63456	0.301586	0.563134	0.0421364	0.31712	0.0474569	0.310373	4	7.9135	0	6.63456e-07	0.563134
all	share	W	6.93389	0.256263	0.224666	0.0764898	0.0504749	0.0343693	0.219144	4	7.9135	0	6.93389e-07	0.224666
all	truth	W	6.05704	0.315772	0.68129	0.0391956	0.464156	0.0534071	2.49023	4	7.9135	0	6.05704e-07	0.68129
all	rms	U(joint)	6.61848	0.301131	9.73197	1.71421e-06	94.7112	3.33653e-05	13.8946	14	7.9135	0	6.61848e-07	9.73197
all	rms	V(joint)	6.61848	0.301131	9.69069	1.63517e-06	93.9094	3.16918e-05	13.8946	14	7.9135	0	6.61848e-07	9.69069
all	rms	W(joint)	6.61848	0.301131	0.564982	0.0419556	0.319204	0.0474083	13.8946	14	7.9135	0	6.61848e-07	0.564982
all	share	U(joint)	6.99198	0.255243	4.05811	0.0506528	16.4683	0.411109	24.7235	14	7.9135	0	6.99198e-07	4.05811
all	share	V(joint)	6.99198	0.255243	4.34966	0.00014211	18.9195	0.00123626	24.7235	14	7.9135	0	6.99198e-07	4.34966
all	share	W(joint)	6.99198	0.255243	0.21003	0.0816028	0.0441128	0.0342781	24.7235	14	7.9135	0	6.99198e-07	0.21003
all	truth	U(joint)	6.04831	0.315322	9.89896	2.11584e-06	97.9893	4.18892e-05	14.3046	14	7.9135	0	6.04831e-07	9.89896
all	truth	V(joint)	6.04831	0.315322	10.0276	1.72043e-06	100.552	3.45035e-05	14.3046	14	7.9135	0	6.04831e-07	10.0276
all	truth	W(joint)	6.04831	0.315322	0.682194	0.0391047	0.465389	0.053354	14.3046	14	7.9135	0	6.04831e-07	0.682194
