det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039252_0	34	0	283	284	2	1.10	1.73	-309.9	11.8	134.7	1.41	0.65	1	GAP-dead	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	41	0	788	792	5	2.96	2.35	-43.7	87.7	282.7	1.18	2.16	1	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2blank+:i/1dead:i/1blank:t	0	4.11		
pdvd	039252_0	83	0	3583	3589	7	4.21	4.59	274.2	-310.0	297.8	2.39	1.01	3	GAP-short	0	0.56	0.00	0.56	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3918	3919	2	0.97	0.97	338.7	-66.3	184.1	2.25	2.65	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:i/2blank+:i/2blank+:i	1			
pdvd	039252_0	98	0	3922	3923	2	1.08	1.64	336.4	-66.6	183.8	4.51	nan	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3929	3933	5	2.96	3.02	331.5	-66.5	183.6	1.97	2.38	2	GAP-short	0	0.67	0.00	0.67	0.00	0.00	0.00	0.00	0.20	2blank+:i/2blank+:i/2blank+:i/1dead:t/1dead:i	0			
pdvd	039252_0	98	0	3937	3939	3	1.61	1.84	328.1	-68.0	183.1	1.52	1.68	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/1dead:i	0	1.74	1.74	1.000
pdvd	039252_0	98	0	3956	3962	7	4.18	4.65	316.4	-66.1	182.5	2.20	3.51	2	GAP-live	0	0.44	0.00	0.44	0.43	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4006	4007	2	1.23	1.84	285.5	-68.2	180.5	1.44	0.80	2	GAP-dead	0	1.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4020	4021	2	1.28	1.35	278.1	-68.7	178.8	1.24	1.66	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0	2.25		
pdvd	039252_0	98	0	4069	4070	2	1.08	1.81	248.4	-70.6	177.5	1.51	0.78	1	GAP-short	0	0.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4083	4088	6	3.56	4.04	238.9	-71.7	176.5	2.37	1.11	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_0	101	0	4838	4839	2	1.34	1.73	110.3	-103.9	230.5	1.22	1.85	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i	0	3.25		
pdvd	039252_1	29	0	175	177	3	1.65	1.41	-228.0	-94.7	40.9	1.49	2.62	2	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:t	0	1.78		
pdvd	039252_1	36	0	601	602	2	1.55	1.89	-138.3	-317.8	250.8	0.90	1.59	1	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.50	3live:t/2blank+:i/3live:i	0	2.51		
