i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
163	-11.64	2355	0.59	interior	3live	-	29671	1264	19779	000	20601	1	-	-	-	-	0.74		-1	-1	1/1					4
164	-9.67	2357	1.43	terminal	1blank	V	29671	0	17015	000	24186	1	sbt	none	1.97	1.970	1.72	S0	-1	-1	1/1					4
165	-9.35	2372	1.51	interior	1blank	V	18666	0	18030	000	18351	1	path	closely_other	0.32	0.294	1.88	S0	-1	-1	0/0					1
166	-8.33	2379	2.47	interior	1blank	V	4056	0	28498	000	20354	1	path	closely_other	1.02	0.954	2.87	S0	-1	-1	1/1					1
167	-7.49	2381	3.30	interior	1blank	V	5931	0	16982	000	12719	1	path	closely_other	0.84	0.801	3.28	S0	-1	-1	0/0					1
168	-5.47	2382	1.63	interior	1blank	V	13360	0	937	000	9470	1	connect	closely_same	2.02	2.002	1.40	S0	-1	-1	0/0					1
169	-4.67	2391	1.01	interior	1blank	V	19873	0	15675	000	17897	1	path	closely_other	0.81	0.785	0.80	S0	-1	-1	1/1					2
170	-3.87	2392	0.54	terminal	1blank	V	24214	0	15675	000	20396	1	path	closely_same	0.80	0.750	0.00		-1	-1	1/1					2
171	-2.82	2393	0.40	interior	2blank+	VW	24214	0	0	000	0	1	path	closely_same	1.05	1.118	1.05		-1	-1	0/1					2
172	-1.80	2396	1.05	interior	1blank	V	18656	0	1476	000	13233	1	path	closely_other	1.02	1.106	1.91	S1	-1	-1	0/0					1
173	0.00	2397	1.65	interior	2blank+	VW	11024	0	0	000	0	1	path	closely_same	1.80	1.953	3.65	S1	-1	-1	0/1					1
174	1.05	2398	1.37	interior	1blank	V	11024	0	13120	000	12118	1	connect	closely_same	1.05	1.144	4.67	S1	-1	-1	1/1					1
175	2.05	2399	0.94	interior	2blank+	VW	27637	0	0	000	0	1	path	closely_other	1.00	1.092	3.83		-1	-1	0/0					0
176	2.64	2400	0.60	interior	2blank+	VW	26625	0	0	000	0	1	path	closely_other	0.58	0.702	3.30		-1	-1	0/1					1
177	3.22	2401	0.29	interior	2blank+	VW	10266	0	0	000	0	1	path	closely_other	0.58	0.702	2.79		-1	-1	0/1					1
178	4.00	2402	0.40	extreme	3live	-	563	232	1565	000	970	1	path	closely_other	0.78	0.928	2.40		-1	-1	1/1					2
179	6.40	2403	0.65	terminal	1blank	V	37292	0	1565	000	26393	1	connect	closely_same	2.40	2.489	0.00		-1	-1	1/1					2
