label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	161.233	825	1.35496e+07	1.7492	0.993713	0.5327	2.28736	0.114368	2.356	0.125043	0	0.626368	1.80564
all	rms	U	1	331.44	859	1.35363e+07	1.78472	1.16661	0.763763	2.41346	0.120673	2.40758	0.125043	0	0.612178	1.8624
all	rms	U	2	518.052	847	1.35624e+07	1.86592	1.30399	0.954867	2.71083	0.135542	2.69305	0.125043	0	0.58811	1.95474
all	rms	U	3	690	850	1.35402e+07	1.93631	1.41391	1.102	2.97899	0.14895	2.96457	0.125043	0	0.565331	2.00576
all	rms	U	4	901.145	919	1.35463e+07	1.92191	1.53775	1.25937	2.92332	0.182183	2.91505	0.125043	0	0.570905	2.0199
all	rms	U	5	1129.39	910	1.35667e+07	2.01236	1.66193	1.40987	3.27964	0.163982	3.27533	0.125043	0	0.551237	2.14359
all	share	U	0	161.233	825	1.35496e+07	1.7492	0.993713	0.5327	1.96238	0.0981189	2.356	0.125043	0	0.626368	1.80564
all	share	U	1	331.44	859	1.35363e+07	1.78472	1.16661	0.763763	2.13986	0.106993	2.40758	0.125043	0	0.612178	1.8624
all	share	U	2	518.052	847	1.35624e+07	1.86592	1.30399	0.954867	2.46938	0.123469	2.69305	0.125043	0	0.58811	1.95474
all	share	U	3	690	850	1.35402e+07	1.93631	1.41391	1.102	2.81909	0.148274	2.96457	0.125043	0	0.565331	2.00576
all	share	U	4	901.145	919	1.35463e+07	1.92191	1.53775	1.25937	2.72978	0.158194	2.91505	0.125043	0	0.570905	2.0199
all	share	U	5	1129.39	910	1.35667e+07	2.01236	1.66193	1.40987	3.0567	0.152835	3.27533	0.125043	0	0.551237	2.14359
all	truth	U	0	161.233	825	1.35496e+07	1.7492	0.993713	0.5327	2.48885	0.124442	2.356	0.125043	0	0.626368	1.80564
all	truth	U	1	331.44	859	1.35363e+07	1.78472	1.16661	0.763763	2.69766	0.134883	2.40758	0.125043	0	0.612178	1.8624
all	truth	U	2	518.052	847	1.35624e+07	1.86592	1.30399	0.954867	3.0508	0.15254	2.69305	0.125043	0	0.58811	1.95474
all	truth	U	3	690	850	1.35402e+07	1.93631	1.41391	1.102	3.25308	0.162654	2.96457	0.125043	0	0.565331	2.00576
all	truth	U	4	901.145	919	1.35463e+07	1.92191	1.53775	1.25937	3.31005	0.165503	2.91505	0.125043	0	0.570905	2.0199
all	truth	U	5	1129.39	910	1.35667e+07	2.01236	1.66193	1.40987	3.82532	0.191266	3.27533	0.125043	0	0.551237	2.14359
all	rms	V	0	103.369	194	3.39435e+06	1.69165	0.905354	0.426532	2.08817	0.25872	2.22395	0.125043	0	0.608666	1.81785
all	rms	V	1	171.217	209	3.40143e+06	1.80533	1.0066	0.548945	2.48772	0.392006	2.5473	0.125043	0	0.610942	2.00149
all	rms	V	2	301.151	231	3.39987e+06	1.66302	1.1409	0.728028	1.99139	0.175283	1.994	0.125044	0	0.634522	1.77455
all	rms	V	3	446.613	246	3.40821e+06	1.55026	1.25454	0.886588	1.62516	0.233806	1.61545	0.125045	0	0.658193	1.76797
all	rms	V	4	640.24	237	3.3963e+06	1.6958	1.38313	1.06152	2.10231	0.5413	2.08952	0.125044	0	0.624329	1.87255
all	rms	V	5	965.776	278	3.40829e+06	1.64699	1.57383	1.30375	1.93788	0.126547	1.93539	0.125044	0	0.615686	2.00114
all	share	V	0	103.369	194	3.39435e+06	1.69165	0.905354	0.426532	2.18563	0.266186	2.22395	0.125043	0	0.608666	1.81785
all	share	V	1	171.217	209	3.40143e+06	1.80533	1.0066	0.548945	2.15588	0.139687	2.5473	0.125043	0	0.610942	2.00149
all	share	V	2	301.151	231	3.39987e+06	1.66302	1.1409	0.728028	1.86549	0.175949	1.994	0.125044	0	0.634522	1.77455
all	share	V	3	446.613	246	3.40821e+06	1.55026	1.25454	0.886588	1.60343	0.217888	1.61545	0.125045	0	0.658193	1.76797
all	share	V	4	640.24	237	3.3963e+06	1.6958	1.38313	1.06152	1.98717	0.421356	2.08952	0.125044	0	0.624329	1.87255
all	share	V	5	965.776	278	3.40829e+06	1.64699	1.57383	1.30375	2.0949	0.201851	1.93539	0.125044	0	0.615686	2.00114
all	truth	V	0	103.369	194	3.39435e+06	1.69165	0.905354	0.426532	2.53324	0.257384	2.22395	0.125043	0	0.608666	1.81785
all	truth	V	1	171.217	209	3.40143e+06	1.80533	1.0066	0.548945	3.23595	0.43305	2.5473	0.125043	0	0.610942	2.00149
all	truth	V	2	301.151	231	3.39987e+06	1.66302	1.1409	0.728028	2.3771	0.164891	1.994	0.125044	0	0.634522	1.77455
all	truth	V	3	446.613	246	3.40821e+06	1.55026	1.25454	0.886588	2.35367	0.236773	1.61545	0.125045	0	0.658193	1.76797
all	truth	V	4	640.24	237	3.3963e+06	1.6958	1.38313	1.06152	2.73568	0.414147	2.08952	0.125044	0	0.624329	1.87255
all	truth	V	5	965.776	278	3.40829e+06	1.64699	1.57383	1.30375	3.23455	0.290977	1.93539	0.125044	0	0.615686	2.00114
all	rms	W	0	174.552	969	1.5974e+07	1.23975	1.03229	0.554267	0.71478	0.035739	0.778565	0.250082	0	0.780182	1.26284
all	rms	W	1	368.917	974	1.59781e+07	1.37218	1.2118	0.805788	1.05814	0.0529068	1.06372	0.250082	0	0.731581	1.38077
all	rms	W	2	563.961	977	1.59791e+07	1.48095	1.34824	0.996278	1.37188	0.0685942	1.36802	0.250082	0	0.691901	1.48572
all	rms	W	3	759.492	977	1.59764e+07	1.58002	1.46916	1.15616	1.67832	0.0839162	1.67473	0.250082	0	0.658042	1.58424
all	rms	W	4	955.723	986	1.59673e+07	1.66381	1.58119	1.29695	1.95214	0.0976072	1.95015	0.250082	0	0.630097	1.67087
all	rms	W	5	1152.87	987	1.59917e+07	1.75235	1.68663	1.42445	2.25609	0.112804	2.25506	0.250082	0	0.602209	1.75674
all	share	W	0	174.552	969	1.5974e+07	1.23975	1.03229	0.554267	0.590453	0.0295227	0.778565	0.250082	0	0.780182	1.26284
all	share	W	1	368.917	974	1.59781e+07	1.37218	1.2118	0.805788	0.925795	0.0462898	1.06372	0.250082	0	0.731581	1.38077
all	share	W	2	563.961	977	1.59791e+07	1.48095	1.34824	0.996278	1.25767	0.0628837	1.36802	0.250082	0	0.691901	1.48572
all	share	W	3	759.492	977	1.59764e+07	1.58002	1.46916	1.15616	1.58858	0.079429	1.67473	0.250082	0	0.658042	1.58424
all	share	W	4	955.723	986	1.59673e+07	1.66381	1.58119	1.29695	1.90091	0.0950453	1.95015	0.250082	0	0.630097	1.67087
all	share	W	5	1152.87	987	1.59917e+07	1.75235	1.68663	1.42445	2.25475	0.112738	2.25506	0.250082	0	0.602209	1.75674
all	truth	W	0	174.552	969	1.5974e+07	1.23975	1.03229	0.554267	0.758906	0.0379453	0.778565	0.250082	0	0.780182	1.26284
all	truth	W	1	368.917	974	1.59781e+07	1.37218	1.2118	0.805788	1.07891	0.0539455	1.06372	0.250082	0	0.731581	1.38077
all	truth	W	2	563.961	977	1.59791e+07	1.48095	1.34824	0.996278	1.38541	0.0692706	1.36802	0.250082	0	0.691901	1.48572
all	truth	W	3	759.492	977	1.59764e+07	1.58002	1.46916	1.15616	1.69159	0.0845793	1.67473	0.250082	0	0.658042	1.58424
all	truth	W	4	955.723	986	1.59673e+07	1.66381	1.58119	1.29695	1.97577	0.0987885	1.95015	0.250082	0	0.630097	1.67087
all	truth	W	5	1152.87	987	1.59917e+07	1.75235	1.68663	1.42445	2.27153	0.113576	2.25506	0.250082	0	0.602209	1.75674
