det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039252_0	34	0	278	280	3	2.13	2.42	-310.1	12.6	134.0	1.36	1.11	1	GAP-dead	0	0.80	0.00	0.80	1.00	0.00	0.00	0.00	0.00	2blank+:i/1dead:i/1dead:i	0			
pdvd	039252_0	76	0	2132	2136	5	3.11	2.00	180.7	-211.1	107.5	2.75	3.09	2	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i/1blank:t	0	1.78		
pdvd	039252_0	83	0	3572	3574	3	3.18	3.74	274.5	-309.8	298.1	2.36	0.15	3	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3908	3911	4	2.17	2.68	336.9	-66.2	183.9	4.45	3.40	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/1dead:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_0	98	0	3917	3921	5	2.85	3.09	331.5	-66.4	183.6	1.91	2.35	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.20	2blank+:i/2blank+:i/2blank+:i/2blank+:i/1dead:t/1dead:i/1dead:i	0			
pdvd	039252_0	98	0	3926	3928	3	2.01	1.87	328.3	-68.6	183.1	1.45	2.30	1	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:i/3live:t/2blank+:i/2blank+:i/1dead:i	0	3.56		
pdvd	039252_0	98	0	3958	3962	5	3.05	3.61	314.5	-64.5	182.2	2.00	2.44	1	GAP-dead	0	0.57	0.00	0.57	1.00	0.00	0.00	0.20	0.40	1dead:t/1dead:t/1dead:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4073	4074	2	1.25	1.79	248.1	-70.6	177.5	1.81	0.86	1	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i	0			
pdvd	039252_0	98	0	4087	4092	6	3.51	3.99	238.9	-71.7	176.5	2.37	1.11	2	GAP-live	0	0.38	0.00	0.38	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_1	36	0	847	853	7	4.23	4.03	-80.2	-328.3	110.8	2.31	2.54	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.14	0.00	2blank+:i/3live:t/2blank+:i/3live:i	0			
