label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	-4.00111	1.49359	3.09268	0.0596587	9.56468	0.369011	1.23022	4	8.2017	0	-4.00111e-07	3.09268
all	share	U	-3.30669	1.47492	3.05549	0.059352	9.33601	0.362699	1.04703	4	8.2017	0	-3.30669e-07	3.05549
all	truth	U	-0.913371	1.70664	3.18298	0.0637679	10.1314	0.405944	0.145497	4	8.2017	0	-9.13371e-08	3.18298
all	rms	V	-1.57753	1.57413	3.07733	0.063118	9.46995	0.38847	2.10434	4	8.2017	0	-1.57753e-07	3.07733
all	share	V	-1.28439	1.58857	3.08587	0.0633613	9.52257	0.391049	2.00611	4	8.2017	0	-1.28439e-07	3.08587
all	truth	V	0.574911	1.75387	3.16606	0.0667316	10.0239	0.422553	1.1163	4	8.2017	0	5.74911e-08	3.16606
all	rms	W	7.67126	0.289845	0.486984	0.0397095	0.237153	0.0386758	0.0969299	4	8.2017	0	7.67126e-07	0.486984
all	share	W	7.28767	0.254513	0.327339	0.0473202	0.107151	0.0309795	1.38969	4	8.2017	0	7.28767e-07	0.327339
all	truth	W	7.24585	0.303511	0.603803	0.0366071	0.364578	0.0442069	0.935545	4	8.2017	0	7.24585e-07	0.603803
all	rms	U(joint)	6.96841	0.279999	2.68144	0.0350397	7.19014	0.187914	92.726	14	8.2017	0	6.96841e-07	2.68144
all	rms	V(joint)	6.96841	0.279999	2.76039	0.0355132	7.61976	0.196061	92.726	14	8.2017	0	6.96841e-07	2.76039
all	rms	W(joint)	6.96841	0.279999	0.555977	0.0340913	0.30911	0.0379079	92.726	14	8.2017	0	6.96841e-07	0.555977
all	share	U(joint)	6.7803	0.247738	2.67911	0.0347949	7.17765	0.186439	80.9617	14	8.2017	0	6.7803e-07	2.67911
all	share	V(joint)	6.7803	0.247738	2.79001	0.035168	7.78413	0.196238	80.9617	14	8.2017	0	6.7803e-07	2.79001
all	share	W(joint)	6.7803	0.247738	0.393165	0.0387825	0.154579	0.0304958	80.9617	14	8.2017	0	6.7803e-07	0.393165
all	truth	U(joint)	6.81457	0.294577	2.92224	0.0362495	8.53951	0.21186	37.3775	14	8.2017	0	6.81457e-07	2.92224
all	truth	V(joint)	6.81457	0.294577	2.95189	0.0366156	8.71365	0.21617	37.3775	14	8.2017	0	6.81457e-07	2.95189
all	truth	W(joint)	6.81457	0.294577	0.643031	0.0337641	0.413489	0.0434227	37.3775	14	8.2017	0	6.81457e-07	0.643031
